@relation 'spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R35-DSparse1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 2 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}
@attribute cluster {cluster1,cluster2}

@data
2.367713,3.320341,-0.957824,136.767928,-123.330678,0.775959,129.153833,-4.091104,131.587364,-3.325538,1,cluster2
-3.39482,3.39482,-10.184459,29.479505,-15.401396,2.913309,27.782095,-13.097768,30.695404,-5.092229,1,cluster1
0,7.690306,-7.690306,5.196152,-1.371784,-1.442798,-2.494153,-6.247507,3.753354,0,1,cluster2
0.820992,-12.176317,-34.270357,307.674577,-250.697034,48.784943,327.416492,-0.658179,278.271283,-3.273576,1,cluster1
2.951415,2.296699,-3.954272,52.926277,-46.922988,-1.617735,47.660842,-9.910795,50.955203,-0.536936,1,cluster1
0,-0.017321,-4.607255,16.748931,-10.64172,-2.296699,14.445304,-11.542387,16.75586,-9.231831,1,cluster1
1.108513,1.463583,-3.536848,312.191766,-306.505443,-0.718801,309.862157,-6.768855,310.329811,-4.226204,1,cluster1
2.953147,2.260326,-3.917899,52.928009,-46.959361,-1.614271,47.697215,-9.858833,50.958667,-0.536936,1,cluster1
1.004589,0.41396,-64.43229,211.6237,-144.423592,60.590601,211.03307,-2.009179,149.200589,-3.013768,1,cluster1
2.211829,1.628128,-7.453015,92.734,-84.915523,0.155885,91.689574,-7.430498,90.251971,-7.239972,1,cluster1
1.820385,-1.210704,-2.908113,18.59703,-16.395593,0.064086,16.161766,-9.82246,17.647866,-6.287344,1,cluster1
1.804797,-1.212436,-2.889061,18.598762,-16.405985,0.065818,16.163498,-9.768767,17.649598,-6.270024,1,cluster1
-1.02191,-5.12687,-5.161511,18.030649,-16.385201,-1.200311,13.891047,-15.288812,17.852248,-12.349522,1,cluster1
0.68416,1.927773,-3.819172,769.607331,-758.830511,1.070407,768.433001,-10.544725,766.927849,-2.39023,1,cluster1
1.004589,0.41396,-64.43229,211.6237,-144.423592,60.590601,211.03307,-2.009179,149.200589,-3.013768,1,cluster1
1.820385,-1.210704,-2.908113,18.59703,-16.383469,0.064086,16.161766,-9.82246,17.647866,-6.287344,1,cluster1
1.820385,-1.210704,-2.908113,18.59703,-16.383469,0.064086,16.161766,-9.82246,17.647866,-6.287344,1,cluster1
4.383821,6.082962,-7.168958,85.28445,-73.828666,1.345803,77.64957,-15.311329,80.176632,-6.200742,1,cluster1
4.122281,0,1.02191,18.342418,-18.839517,0,20.386238,-2.04382,13.198227,-1.02191,1,cluster2
0,12.366843,-12.366843,12.124356,0.601022,-7.529225,-0.242487,-4.837618,4.595131,0,1,cluster2
0.353338,-0.096995,-2.140815,114.82804,-108.606514,-1.212436,113.421615,-5.24465,111.696492,-1.662769,1,cluster2
0.353338,-0.096995,-2.140815,114.82804,-108.606514,-1.212436,113.421615,-5.24465,111.696492,-1.662769,1,cluster2
1.499956,0.022517,-4.943273,103.51082,-101.25569,0.933575,105.890658,-9.422356,105.235943,-4.919024,1,cluster1
3.75855,-0.744782,-0.744782,186.853641,-169.055087,0.879882,185.329436,-3.131548,183.19555,-1.506884,1,cluster2
3.75855,-0.744782,-0.744782,186.853641,-168.930379,0.755174,185.329436,-3.00684,183.070842,-1.506884,1,cluster2
-2.850956,1.004589,-4.35784,245.033228,-229.105289,-5.005627,231.87657,-14.32406,238.926017,-10.045895,1,cluster1
-2.424871,14.618509,-12.193638,28.405633,-16.380004,-0.940504,13.787124,-11.253134,25.040259,0,1,cluster1
1.887935,-2.94795,-4.451371,23.576676,-16.864979,-0.071014,18.047969,-10.522209,20.762093,-6.373947,1,cluster1
0.661643,0.55772,-1.018446,332.688855,-318.234891,-0.512687,333.509847,-4.91556,328.549254,-0.987269,1,cluster2
-0.410496,-3.436389,-2.208365,83.703087,-74.453936,0.393176,82.229112,-7.872171,81.905219,-6.218062,1,cluster1
2.026499,2.286307,-3.931755,122.05762,-115.413474,-1.467047,118.143186,-1.737247,115.740831,-1.835974,1,cluster2
-0.050229,2.031696,-4.15519,343.75666,-334.150706,1.389105,342.168369,-11.235814,340.84335,-1.662769,1,cluster1
0.318697,1.775352,-5.951327,102.28626,-92.120854,-0.336018,98.439376,-4.825494,100.536889,-4.711178,1,cluster1
-0.410496,-3.436389,-2.208365,83.703087,-74.453936,0.393176,82.229112,-7.872171,81.905219,-6.218062,1,cluster1
-2.199705,5.222133,2.182384,29.193716,-14.890441,0.268468,14.67047,-1.913916,13.579278,-8.746857,1,cluster2
0.623538,7.054643,-5.074909,232.643868,-200.826095,1.0808,225.114643,-5.715768,232.00301,-1.247077,1,cluster2
-0.19399,-6.846797,-6.100283,1455.958445,-1352.288276,1.281718,1459.439867,-17.11093,1453.28589,-10.444266,1,cluster1
-3.983717,4.018358,-3.013768,14.116214,-8.490513,-0.185329,7.118729,-6.794835,11.939026,-2.996448,1,cluster2
0,0,-3.75855,25.980762,-17.808946,-0.711873,22.222212,-6.805228,25.268889,-3.75855,1,cluster1
0.923183,5.12687,-7.83753,90.378411,-71.573536,-11.888797,88.44371,-4.285094,82.028194,-2.580756,1,cluster2
0.658179,4.018358,-8.019395,20.12643,-15.025541,-0.871222,14.739752,-9.832852,19.913388,-4.001037,1,cluster1
0,1.034034,0,25.241176,-14.495533,-1.550185,20.78461,-16.989686,14.777857,-5.490601,1,cluster1
0.848705,6.82428,-7.690306,264.969133,-240.554144,1.811725,256.447443,-0.131636,259.125193,-2.546115,1,cluster2
0.658179,4.018358,-8.019395,20.12643,-15.025541,-0.871222,14.739752,-9.832852,19.913388,-4.001037,1,cluster1
2.059408,2.135619,-2.93063,64.375132,-60.20089,-0.871222,62.023007,-5.099158,61.936405,-2.199705,1,cluster2
-0.552524,0.746514,-5.837011,99.797303,-87.835761,0.982073,95.487961,-12.403216,96.593009,-3.238935,1,cluster1
0,4.470423,-8.209921,23.519518,-14.587332,0.457261,18.39438,-6.003288,21.295565,-6.841601,1,cluster1
3.926559,17.078021,-5.357233,146.60078,-145.16491,-10.745643,153.991441,-14.767465,153.89791,-3.568025,1,cluster1
-1.614271,0.301377,-2.171992,152.834431,-140.881549,-1.181259,146.723756,-2.087121,148.840322,-1.524205,1,cluster2
3.926559,17.078021,-5.357233,146.60078,-145.16491,-10.745643,153.991441,-14.767465,153.89791,-3.568025,1,cluster1
2.459512,-2.459512,0,96.267384,-90.548152,-2.459512,96.267384,0,96.267384,2.459512,1,cluster2
4.243524,-4.226204,0.034641,551.294452,-345.940776,7.473799,534.458918,-5.343377,537.706513,-12.62665,1,cluster1
0,11.80739,-10.825318,19.802537,-14.365629,1.210704,9.959292,-20.651242,19.651848,-5.819691,1,cluster1
0.017321,2.144279,-4.243524,343.595579,-334.443422,1.380444,342.131996,-11.414215,340.876259,-1.69741,1,cluster1
2.546115,2.546115,-5.092229,164.544827,-148.08688,-2.705463,167.090941,2.705463,161.839363,-2.546115,1,cluster2
3.671948,10.563778,-5.525242,133.941221,-118.998819,-0.704945,126.110619,-9.389447,124.953609,-5.507922,1,cluster1
1.319823,8.121586,-5.158047,32.66821,-29.569571,-1.78228,25.620496,-9.437945,29.101918,-2.147743,1,cluster1
2.426603,4.477351,-5.298343,244.816721,-228.73463,2.142547,236.218821,0.524811,238.993567,-5.750409,1,cluster2
2.428335,4.477351,-5.296611,244.816721,-228.73463,2.144279,236.220553,0.523079,238.997031,-5.750409,1,cluster2
-0.833116,-6.88317,-6.133192,1460.49815,-1350.895707,1.945093,1465.27861,-17.199265,1458.487239,-10.496228,1,cluster1
0.883346,-2.769549,-1.506884,139.029986,-121.706014,-3.647699,129.713285,-12.100107,130.22424,-9.578241,1,cluster1
-0.041569,4.141333,-3.176581,149.353009,-143.938618,-2.94795,141.449661,-6.547152,142.365916,-2.182384,1,cluster2
2.442192,2.459512,-7.378536,23.746417,-14.698183,2.303628,19.641456,-3.533384,21.564033,-6.512511,1,cluster1
-0.077942,2.268987,-4.267773,333.069906,-323.864056,1.505152,331.748351,-11.379574,330.430261,-1.922576,1,cluster1
-1.797869,1.558846,-4.136137,79.674337,-67.274585,0.5404,77.097046,-2.099246,79.196291,-3.897114,1,cluster2
2.130422,4.260845,-2.130422,11.725984,-5.979039,-3.358447,13.856406,3.358447,10.49796,-4.260845,1,cluster2
2.130422,4.260845,-2.130422,11.725984,-5.965183,-3.372303,13.856406,3.372303,10.484104,-4.260845,1,cluster2
2.130422,4.260845,-2.130422,11.725984,-5.961719,-3.375767,13.856406,3.375767,10.480639,-4.260845,1,cluster2
-0.244219,2.544383,-2.317484,54.185477,-46.735927,-1.371784,52.358164,-4.451371,51.885314,-1.333679,1,cluster2
1.749371,10.257205,-13.111625,18.910531,-14.977043,-0.389711,11.223689,-12.919367,17.557799,-5.317396,1,cluster1
-1.905256,3.658091,-4.278165,49.741035,-36.558396,1.822117,50.523922,-5.778121,51.258312,-0.467654,1,cluster2
-2.78687,-2.577292,2.577292,42.102691,-39.418012,2.577292,46.178207,-3.386159,42.402336,-3.775871,1,cluster2
-0.077942,4.124013,-3.160993,149.353009,-143.926494,-2.93063,141.46525,-6.529832,142.381505,-2.182384,1,cluster2
4.174242,-2.095781,0.017321,523.443075,-413.099314,7.757856,506.798066,-3.583613,510.381679,-10.409625,1,cluster1
2.362517,-2.312288,-0.61661,85.814457,-69.380759,-4.83069,77.776009,-8.12505,75.396172,-7.274613,1,cluster1
0.325626,1.217632,-4.887847,55.940045,-45.080086,-2.289771,52.269829,-2.258594,53.293471,-3.135012,1,cluster2
-4.905168,-2.014375,-4.905168,109.159038,-103.832982,0.637395,118.988426,-2.982591,111.220179,-7.984754,1,cluster2
1.160474,0,-3.498743,62.925406,-55.29399,-2.93063,62.908085,-1.745907,58.834302,-3.498743,1,cluster2
-0.254611,-4.837618,2.291503,494.09001,-354.105663,6.87451,488.99778,-2.291503,485.942443,-10.184459,1,cluster2
-5.296611,-3.755086,-5.296611,76.570502,-71.348369,0.975145,83.003339,-4.602059,78.491346,-5.161511,1,cluster2
-1.37698,4.624576,-5.066249,23.555891,-17.535282,0,17.554335,-8.313844,20.342937,-3.689268,1,cluster1
0,7.690306,-9.612882,50.229473,-40.626984,-2.551311,40.616591,-8.984148,47.678163,-1.922576,1,cluster1
3.443317,4.536241,-4.402873,245.831703,-228.201158,3.318609,236.127022,1.361392,239.09749,-5.854332,1,cluster2
-8.293059,2.144279,-7.894688,310.528997,-289.3668,-7.111801,287.090885,-23.396542,301.76482,-12.089715,1,cluster1
-0.985537,2.927166,-5.52351,6.599114,-3.457173,-0.434745,1.092924,-2.163331,4.867063,-3.221615,1,cluster2
-0.142028,0.429549,-3.450245,141.408092,-126.386015,1.170866,134.299756,-6.169565,135.934811,-4.122281,1,cluster1
-0.985537,2.927166,-5.52351,6.599114,-3.457173,-0.434745,1.092924,-2.163331,4.867063,-3.221615,1,cluster2
-0.062354,0.318697,-2.158135,115.243733,-108.710437,-1.212436,113.404295,-5.279291,111.696492,-1.680089,1,cluster2
2.488957,-1.870615,-5.010823,97.692862,-89.226597,-1.865419,106.394685,-8.764177,102.675972,-6.252703,1,cluster1
1.160474,0,-3.498743,62.925406,-55.205655,-3.018965,62.908085,-1.657573,58.745967,-3.498743,1,cluster2
-3.370571,2.476833,-3.387891,316.878695,-302.080053,0,312.659419,-4.936345,315.136252,-2.459512,1,cluster2
-3.370571,2.476833,-3.387891,316.878695,-302.080053,0,312.659419,-4.936345,315.136252,-2.459512,1,cluster2
-0.06755,2.085389,-3.756818,248.360497,-240.244107,1.299038,247.130741,-10.397501,245.80399,-1.680089,1,cluster1
3.805316,8.660254,-0.524811,10.392305,-17.384594,-1.574434,18.527747,1.574434,12.623186,-8.660254,1,cluster2
2.970467,2.906381,-1.394301,1162.616588,-1142.789802,-4.456567,1157.174484,-3.772407,1154.394543,-1.212436,1,cluster2
-0.254611,-4.837618,2.291503,494.09001,-354.971689,6.87451,488.99778,-2.291503,485.942443,-10.184459,1,cluster2
3.446781,4.515456,-4.364768,245.800526,-228.090307,3.145404,236.165128,1.489564,238.958926,-5.837011,1,cluster2
-4.122281,8.244562,-12.366843,19.052559,-11.466176,0,10.807997,-4.122281,19.052559,0,1,cluster2
-0.980341,2.892525,-5.449032,6.616434,-3.455441,-0.42262,1.167402,-2.123494,4.901704,-3.186973,1,cluster2
-0.800207,5.403999,-0.800207,4.988306,-4.979646,-0.800207,9.592097,0.800207,8.79189,-5.403999,1,cluster2
-0.07621,2.293235,-4.14653,333.232719,-323.772257,1.50342,331.854007,-11.552779,330.246663,-1.853294,1,cluster1
-0.304841,8.487049,-7.388929,93.859833,-79.776528,-1.222828,87.873866,-5.86126,93.735126,-1.402961,1,cluster2
0.079674,4.879187,-2.847492,120.684104,-112.902,-2.996448,121.860167,-9.21451,123.742906,-1.628128,1,cluster1
-1.489564,4.311074,-78.427261,184.239976,-95.002987,74.133507,180.358451,-13.144534,105.637779,-5.144191,1,cluster1
-0.931843,2.805922,-5.346841,10.080536,-6.666664,-0.408764,4.783924,-2.447388,8.428159,-3.117691,1,cluster2
-1.16567,2.026499,-5.703643,112.779024,-103.429414,-3.067462,103.640724,-6.07257,105.111235,-5.022947,1,cluster1
0.687624,0.434745,-3.486618,141.454857,-125.838687,1.189919,135.077446,-7.082356,135.888046,-4.174242,1,cluster1
-0.145492,0.436477,-3.505671,141.470446,-126.49167,1.345803,134.227009,-6.41032,136.02661,-4.191563,1,cluster1
-0.145492,0.439941,-3.540312,141.518943,-125.98418,0.933575,134.175048,-6.056982,135.548564,-4.243524,1,cluster1
2.511474,-1.299038,-3.775871,48.324218,-34.70337,-0.181865,37.013926,-13.674541,43.119405,-13.856406,1,cluster1
-0.074478,2.154671,-3.694464,248.365694,-240.180021,1.240148,247.193095,-10.471979,245.755493,-1.680089,1,cluster1
2.026499,8.123318,-2.04382,21.373507,-12.314881,2.452584,9.19719,-4.496404,15.720093,0,1,cluster2
-8.67411,-1.108513,-1.919112,125.539043,-106.867535,-8.024591,101.172552,-11.062609,112.23516,-9.006664,1,cluster1
-8.67411,-1.108513,-1.919112,125.539043,-106.867535,-8.024591,101.172552,-11.062609,112.23516,-9.006664,1,cluster1
-8.67411,-1.108513,-1.919112,125.539043,-106.867535,-8.024591,101.172552,-11.062609,112.23516,-9.006664,1,cluster1
-0.536936,0.336018,-1.596951,25.424774,-25.56507,1.124101,29.808594,-2.452584,27.07715,-1.299038,1,cluster2
4.595131,2.416211,-5.866456,64.066827,-57.410556,3.696196,61.059987,-13.388753,59.637973,-5.421319,1,cluster1
-6.408588,6.408588,-12.817176,48.497423,-19.284654,0,42.088835,0,48.497423,0,1,cluster2
-0.119512,2.320948,-4.137869,333.213666,-323.779186,1.489564,331.914628,-11.412483,330.286501,-1.853294,1,cluster1
-0.978609,2.909845,-5.46462,6.616434,-3.375767,-0.474582,1.151814,-2.088853,4.851474,-3.186973,1,cluster2
-4.378624,5.821423,-4.378624,161.685211,-153.587873,-3.180045,153.826896,-6.263096,154.874787,-3.308217,1,cluster2
4.41673,4.515456,-5.334716,245.800526,-227.669418,3.296093,236.165128,0.368927,239.109614,-7.776908,1,cluster2
-0.978609,2.909845,-5.46462,6.616434,-3.375767,-0.474582,1.151814,-2.088853,4.851474,-3.186973,1,cluster2
-1.628128,-1.645448,-4.884383,53.693575,-43.240648,-0.767299,50.43732,-5.762533,52.926277,-4.901704,1,cluster1
0.129904,-0.173205,-7.957041,30.743902,-28.883679,4.382089,26.422435,-11.30856,29.938498,-5.317396,1,cluster1
-0.484974,2.920238,-3.879794,31.183843,-27.484182,-0.204382,29.514146,-5.51485,32.230001,-0.571577,1,cluster2
2.823243,3.048409,2.823243,13.665881,-9.747982,6.114139,11.881869,3.06573,11.881869,-1.524205,1,cluster2
-0.074478,0.017321,-2.585952,18.844713,-14.783054,-1.408157,17.090145,-2.350393,17.362077,-1.454923,1,cluster2
-4.654021,4.141333,-9.074214,87.600202,-73.63814,-0.483242,78.636839,-10.00779,82.658661,-3.879794,1,cluster1
-16.229316,0.325626,-2.701999,216.613738,-200.597464,-9.75491,192.586729,-15.248975,204.80808,-10.825318,1,cluster1
5.9877,5.804102,-3.469298,334.994215,-321.963996,0.436477,327.161881,-3.765478,328.362192,-2.511474,1,cluster2
0.273664,0.381051,-12.61799,46.315039,-30.782007,12.193638,46.675305,-1.425478,33.979373,-2.338269,1,cluster2
-3.775871,2.121762,-7.465139,35.758189,-31.008906,4.685197,29.514146,-8.045376,34.329247,-1.333679,1,cluster1
-0.857365,1.974538,-3.05707,144.418396,-134.155995,-1.558846,138.971097,-11.881869,138.676648,-4.382089,1,cluster1
-0.857365,1.974538,-3.05707,144.418396,-134.155995,-1.558846,138.971097,-11.881869,138.676648,-4.382089,1,cluster1
0.290985,-2.570363,-8.71568,88.480083,-88.08864,1.676625,94.514548,-11.085125,91.542349,-10.392305,1,cluster1
2.182384,-1.155278,-1.091192,19.722863,-17.526622,-1.061747,21.875802,-5.461156,20.78461,-4.399409,1,cluster2
2.165064,0,1.820385,59.755753,-48.022841,1.648912,55.425626,-8.488781,52.744411,-12.990381,1,cluster1
0.401836,2.73664,-3.768943,50.229473,-44.792566,-0.583701,48.778015,-5.38841,48.661967,-1.801333,1,cluster2
-2.241274,2.476833,-13.309078,75.991997,-64.075488,3.436389,66.573105,-18.39438,74.9978,-14.687791,1,cluster1
4.338787,4.43405,-3.334198,246.713317,-229.070648,4.068587,236.277711,2.443924,239.02994,-5.733088,1,cluster2
1.863687,-1.037498,-4.389017,52.721895,-40.069263,-2.71932,51.036609,-1.475707,51.038341,-3.75855,1,cluster2
2.23781,0.240755,-6.526367,287.851256,-270.88755,-3.022429,284.458168,-3.296093,286.058583,-4.382089,1,cluster2
1.863687,-1.037498,-4.389017,52.721895,-40.069263,-2.71932,51.036609,-1.475707,51.038341,-3.75855,1,cluster2
-1.801333,4.226204,3.169653,306.46907,-300.976737,-0.398372,319.42481,-3.775871,306.347826,-13.388753,1,cluster1
-4.827226,3.162725,-4.654021,231.033061,-215.621273,-5.218669,216.043893,-12.55044,224.432215,-6.633755,1,cluster1
-7.430498,8.642934,-12.366843,14.618509,-4.423658,-3.684072,15.848265,7.407981,17.100538,-3.706589,1,cluster2
-1.125833,1.304234,-2.268987,21.732041,-11.855888,2.307092,15.138124,-6.076034,19.892604,-7.898152,1,cluster1
2.788602,5.577204,-11.154407,101.134447,-89.38941,2.39023,101.134447,-10.756036,103.524677,-5.577204,1,cluster1
1.023642,8.228973,-6.26656,39.975733,-35.510506,1.919112,37.588967,-8.015931,42.19449,-7.205331,1,cluster1
-1.125833,1.108513,-3.360179,12.522727,5.52351,2.93929,0.173205,-8.585776,5.416123,-2.217025,1,cluster1
2.210097,2.656966,-5.539098,44.776977,-32.235198,0.358535,38.721728,-5.894169,41.737228,-5.092229,1,cluster1
2.286307,1.402961,-0.384515,31.644568,-23.526446,-1.409889,30.761222,-12.449981,21.609066,-3.810512,1,cluster1
1.784012,-2.206633,-4.191563,56.298579,-41.877524,-2.610201,54.698165,-2.589416,54.679112,-4.797781,1,cluster2
2.286307,1.402961,-0.384515,31.644568,-23.526446,-1.409889,30.761222,-12.449981,21.609066,-3.810512,1,cluster1
2.286307,1.402961,-0.384515,31.644568,-23.526446,-1.409889,30.761222,-12.449981,21.609066,-3.810512,1,cluster1
2.286307,1.402961,-0.384515,31.644568,-23.465824,-1.409889,30.761222,-12.449981,21.609066,-3.810512,1,cluster1
-0.306573,3.21815,-2.350393,26.538482,-23.297815,-0.919719,25.36242,-2.450852,26.638941,-1.02191,1,cluster2
2.970467,2.906381,-1.394301,1162.616588,-1142.789802,-4.456567,1157.174484,-3.772407,1154.394543,-1.212436,1,cluster2
2.383302,11.518138,-9.117515,96.423268,-52.320059,-2.46644,98.823891,-0.408764,96.357451,-8.642934,1,cluster1
2.970467,2.906381,-1.394301,1162.616588,-1142.789802,-4.456567,1157.174484,-3.772407,1154.394543,-1.212436,1,cluster2
-1.846366,3.084782,-3.976789,57.866085,-54.583849,-1.97627,58.290438,-5.042,59.243066,-3.75855,1,cluster2
2.788602,4.191563,-5.577204,80.349837,-69.844949,-1.515544,78.946876,-5.46462,80.237254,-2.788602,1,cluster1
-0.602754,10.232956,-8.987612,36.009336,-19.021382,-1.811725,28.476647,-7.210528,26.921266,-6.356626,1,cluster1
-1.006322,5.617041,-7.137781,22.979118,-14.436643,0.566381,14.841943,-8.388322,18.981545,-2.615397,1,cluster1
-1.84117,3.058802,-3.954272,57.874746,-54.036521,-2.126958,58.468839,-4.83935,59.088913,-3.914435,1,cluster2
0,0,-4.260845,15.588457,-11.563171,-0.718801,11.327612,-7.802889,14.869656,-4.260845,1,cluster1
2.146011,3.07439,-3.742962,1162.051939,-1146.498123,-2.764353,1157.077489,-8.085213,1156.348296,-2.598076,1,cluster1
-3.801852,5.014287,-7.439158,108.538964,-98.557155,-4.073783,95.894993,-10.752571,101.079021,-7.239972,1,cluster1
-0.112583,4.124013,-3.195634,149.353009,-143.961135,-2.93063,141.430609,-6.529832,142.346864,-2.182384,1,cluster2
-0.077942,4.141333,-3.212954,149.353009,-143.997508,-2.946218,141.413288,-6.548884,142.331275,-2.182384,1,cluster2
2.182384,1.588291,-1.03923,1198.629388,-1176.358679,-3.41214,1195.651993,-6.751534,1192.442503,-2.805922,1,cluster1
2.360785,1.470511,-1.24188,1188.218031,-1162.155862,-3.325538,1185.420769,-7.484192,1181.937615,-3.221615,1,cluster1
-0.699749,1.610807,-2.275915,64.744059,-61.215872,0.519615,66.157413,-1.558846,65.135503,-1.073872,1,cluster2
2.234346,5.871652,-1.680089,30.572429,-19.284654,1.127565,27.764774,0,26.935122,-5.871652,1,cluster2
-1.006322,5.617041,-7.137781,22.979118,-14.436643,0.566381,14.841943,-8.388322,18.981545,-2.615397,1,cluster1
0.46419,2.433531,-5.113014,189.235211,-183.131464,0.471118,189.292369,-5.30354,189.979993,-1.108513,1,cluster2
2.53399,1.643716,-1.415086,1188.391236,-1162.360244,-3.498743,1185.420769,-7.657397,1181.937615,-3.048409,1,cluster1
0.893738,0.273664,-0.820992,168.393444,-159.288053,-1.596951,166.166026,-3.367107,163.83815,-2.37291,1,cluster2
0.627002,3.75855,-4.621112,95.262794,-89.573008,0,92.876028,-4.503332,95.145015,0,1,cluster2
1.14835,5.099158,-7.667789,90.354162,-71.632425,-11.909581,88.42639,-4.472155,81.962376,-2.598076,1,cluster2
2.026499,0.443405,-1.402961,52.90376,-42.729693,-1.551918,49.883063,-12.411876,48.116371,-4.815101,1,cluster1
1.995323,2.165064,-2.334804,116.047404,-108.6706,-0.678964,115.877663,-3.651163,115.198699,0,1,cluster2
0,-3.339394,-7.548277,110.245034,-98.560619,-1.269593,114.855753,-9.954096,111.649727,-10.288382,1,cluster1
-1.41855,4.139601,-3.722177,25.495788,-20.680687,-0.815796,23.159251,-2.873472,24.19675,-0.484974,1,cluster2
30.657299,7.84619,27.539608,78.411672,-99.986097,-36.929055,148.090344,-0.550792,111.178609,-6.252703,1,cluster2
-1.162206,0.400104,-8.78323,117.032941,-109.004886,4.17251,121.605555,-13.355844,120.843453,-5.334716,1,cluster1
-0.952628,1.091192,-1.922576,148.021062,-130.910132,-0.976877,147.206998,-7.943185,144.48075,-5.767729,1,cluster1
-1.402961,1.402961,-6.962844,37.273733,-29.375582,2.286307,41.551899,-4.503332,41.084245,-7.655665,1,cluster1
0.658179,4.487744,-7.792497,89.252578,-78.730369,0.642591,85.14935,-3.413872,87.508403,-4.607255,1,cluster2
-2.026499,-8.140639,-6.096819,28.544197,-25.56507,4.070319,38.711336,-14.237458,34.641016,-12.193638,1,cluster1
0,11.327612,-10.496228,16.489124,-13.57235,-1.662769,17.320508,-10.496228,16.489124,-10.496228,1,cluster1
-0.233827,1.385641,-4.390749,32.908965,-25.89416,2.303628,32.675138,-3.689268,32.207485,-6.928203,1,cluster1
-0.232095,1.385641,-4.389017,32.908965,-25.89416,2.30536,32.676871,-3.691,32.210949,-6.928203,1,cluster1
-1.903524,2.672554,-10.355932,89.78605,-79.618912,0.091799,86.725516,-13.714378,90.338574,-4.10496,1,cluster1
1.446262,5.530438,-2.745301,1012.927561,-996.902627,-1.207239,1007.975628,-9.720269,1005.093495,-4.052999,1,cluster1
-0.723997,1.612539,-4.482547,99.223995,-86.117566,-2.436995,91.646272,-5.779854,93.090803,-3.325538,1,cluster2
-6.635487,3.897114,-11.675754,35.610965,-38.650714,-0.739586,26.221517,-3.919631,27.854841,-1.524205,1,cluster2
2.147743,3.245863,-3.74123,1162.226876,-1146.693845,-2.982591,1157.079221,-8.036716,1156.303263,-2.598076,1,cluster1
0.510955,7.16203,-6.330646,81.068638,-64.371668,-2.650038,75.924447,-10.011254,78.75635,-3.41214,1,cluster1
1.125833,10.2191,-10.2191,38.711336,-33.977641,-0.403568,31.869735,-7.563866,38.307768,-2.251666,1,cluster1
2.147743,-0.900666,-0.017321,52.637024,-46.976682,2.267255,53.035396,-2.856152,47.958755,-5.421319,1,cluster2
3.117691,1.541525,-3.135012,34.467811,-25.492324,-0.976877,28.215108,-5.310468,30.373243,-4.711178,1,cluster1
2.802458,5.542563,0.273664,45.604898,-37.012194,3.457173,41.842883,-3.942148,41.264378,-8.054036,1,cluster2
0.48151,-5.767729,0.365463,77.942286,-73.063099,-2.094049,76.795669,-4.586471,74.666978,-3.308217,1,cluster2
-0.375855,4.970986,-4.134405,339.622254,-325.949445,0.992465,332.905361,-9.720269,333.516775,1.316359,1,cluster1
-0.323894,4.970986,-4.134405,339.622254,-325.892288,0.983805,332.957323,-9.76357,333.508115,1.316359,1,cluster1
-1.920844,-2.748765,-1.938165,115.193503,-99.249975,-3.159261,106.678741,-7.797693,104.217497,-11.60474,1,cluster1
-3.94388,0.613146,-2.125226,51.434981,-47.163743,3.024161,48.104247,-0.613146,49.9229,3.637307,1,cluster2
0.206114,-0.995929,-1.370052,79.128741,-75.254143,-0.204382,78.425529,-4.97445,79.061191,-2.615397,1,cluster2
1.891399,-0.500563,-5.106086,453.059458,-448.130041,0.334286,456.00048,-9.266472,454.985498,-4.953665,1,cluster1
0.450333,-1.648912,-3.793191,33.96898,-27.350814,0.566381,29.427543,-4.820297,33.090831,-3.308217,1,cluster2
4.068587,2.920238,-3.067462,129.34609,-116.809506,-3.978521,124.757888,-8.402178,126.488206,-0.987269,1,cluster1
-6.651075,2.217025,-11.085125,17.320508,-4.71291,-0.351606,15.103483,-1.865419,16.968902,-4.43405,1,cluster2
-1.331947,-0.188794,-5.897633,121.449671,-118.063511,3.135012,118.647212,-10.579366,122.59802,-3.429461,1,cluster1
-0.342946,0.342946,1.458387,44.759657,-38.422083,1.115441,46.56099,0,42.615378,-5.403999,1,cluster2
0.6755,-0.530008,-4.728499,31.776204,-26.169556,-1.513812,30.588017,-4.908632,31.939017,-3.39482,1,cluster2
8.419499,7.655665,-2.769549,86.519402,-84.813332,-7.915472,95.991988,-11.982327,93.965488,-7.655665,1,cluster1
0,3.689268,-3.689268,48.705269,-37.239092,0,37.672105,-14.705111,41.361373,-7.343895,1,cluster1
-1.745907,1.662769,-2.85442,222.25676,-208.939021,-0.197454,218.865404,2.708927,219.499335,-0.831384,1,cluster2
-1.964146,-2.747033,-1.964146,115.278374,-100.453751,-1.915648,106.652761,-9.148692,105.436861,-11.674022,1,cluster1
