@relation breastcancerdiagnostic-weka.filters.unsupervised.attribute.RandomProjection-N5-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute class {M,B}

@data
1305.831602,210.157375,1414.612158,-1111.147035,-49.202553,B
2636.400099,325.620472,3482.712899,-2363.497261,-55.398375,M
881.36499,162.743691,850.312499,-713.16636,-48.833309,B
2284.081744,273.829023,2441.320694,-2021.748914,-53.655643,M
899.320346,165.285511,862.472171,-720.280828,-65.708766,B
1278.31343,202.552071,1294.786337,-1092.707276,-29.382394,B
993.249295,179.436284,1081.200085,-825.020642,-38.413212,B
1114.548466,187.35981,1173.163184,-915.102821,-72.149288,B
848.578336,165.100453,867.194521,-672.286151,-67.363112,B
1077.207635,178.711184,1059.99334,-890.202356,-59.417341,B
1043.958472,178.139189,1055.960866,-859.545351,-55.336675,B
610.576069,131.864125,559.18836,-457.842343,-64.066703,B
1804.902094,291.133735,2823.397419,-1567.043731,-59.761365,M
4655.81903,480.567785,7357.600917,-4288.023289,-54.12806,M
1278.781557,197.333685,1242.013589,-1073.749408,-55.480057,B
842.664055,162.048801,836.426388,-684.148412,-41.70437,B
1076.492161,186.405974,1172.591763,-900.001451,-41.430082,B
1090.802729,220.966086,1249.448435,-906.01165,-44.148813,B
1078.806209,196.305157,1172.305074,-894.929729,-44.140094,B
601.498272,137.697797,632.632113,-466.729324,-42.859216,B
1904.509212,276.916691,2468.431862,-1659.727155,-49.879367,M
840.286973,169.942347,890.805526,-679.323715,-44.082408,B
607.146129,137.267678,639.581567,-470.904881,-44.488246,B
912.292477,167.445522,945.711069,-735.053905,-57.826503,B
1356.738886,219.157551,1564.788358,-1164.262573,-31.549428,B
940.095741,162.325346,923.066669,-760.543198,-66.080439,B
743.459728,157.937008,735.837849,-595.001385,-33.615666,B
1021.463528,182.936631,1038.414723,-851.262788,-33.583847,B
1231.096156,217.107714,1412.449571,-1036.89594,-47.190602,B
1192.198149,198.406701,1231.789761,-1010.131788,-37.819205,B
829.374234,160.096326,792.195318,-677.870681,-38.045963,B
1603.310861,238.172552,1616.071785,-1380.385309,-39.870765,M
924.080094,172.920229,921.071468,-759.198278,-48.39144,B
1197.841174,203.348695,1416.763469,-1012.369771,-45.810326,B
1097.372191,186.834606,1135.593911,-922.589091,-31.748924,B
1141.083343,188.035265,1172.211266,-960.183704,-40.811231,B
1472.172439,221.530154,1482.717764,-1274.98205,-24.620988,B
969.310909,189.237539,990.834612,-798.852317,-36.408633,B
1316.631905,207.273593,1420.815705,-1125.869502,-44.131711,B
2243.23619,297.926904,2994.62067,-1990.605948,-52.551613,M
858.954736,168.245229,935.159727,-702.262927,-37.504872,B
1670.837841,248.468676,1860.978469,-1451.012227,-46.031323,M
943.270706,179.921205,1044.979161,-770.890712,-55.524952,B
1916.812268,249.290908,2094.382811,-1697.183447,-31.938288,B
1949.286451,277.464783,2455.408763,-1710.572338,-45.119918,M
963.18063,163.229916,918.037677,-807.053058,-28.471417,B
1078.552943,185.361881,1096.368866,-899.849775,-49.428663,B
1345.793856,202.952456,1333.826658,-1147.086345,-49.372654,B
984.215518,185.959702,1081.526507,-810.224876,-38.396629,B
970.777595,181.068533,1031.76661,-802.634146,-42.203316,B
2059.961149,283.934161,2762.928304,-1820.86845,-39.599659,M
2525.025507,316.357687,3030.453389,-2251.143455,-53.177019,M
1365.050984,214.67033,1474.713472,-1166.334556,-35.413204,B
1191.974797,205.031514,1331.770991,-991.883403,-57.117805,M
965.597977,170.028711,941.021125,-798.551702,-37.210673,B
3176.837391,405.168033,4815.767184,-2879.746748,-41.169554,M
537.147672,133.913565,507.668526,-410.173707,-28.539838,B
582.990566,134.889588,553.932833,-451.284348,-31.445157,B
922.335401,167.354234,872.156309,-751.281108,-41.977277,B
758.082785,149.240599,695.612735,-606.730678,-36.067672,B
1601.204353,217.672929,1605.422426,-1393.419979,-30.77351,B
1446.440441,227.44967,1539.233317,-1227.935255,-62.867275,M
870.007115,160.101444,810.774057,-713.167451,-30.499132,B
1342.874299,200.779846,1312.081453,-1154.560733,-30.520568,B
1117.729286,217.94739,1434.603349,-929.776877,-51.299385,M
1304.341443,212.193065,1488.310365,-1118.315613,-29.921858,B
1384.124915,221.187949,1652.261895,-1184.540281,-48.631747,M
803.483729,155.063541,808.998099,-647.0302,-40.012897,B
2031.342616,276.507321,2572.054538,-1787.758671,-45.387311,M
2328.740213,311.032918,2841.456734,-2068.661718,-43.674508,M
1000.25053,192.367821,1148.577346,-824.312424,-42.281565,B
998.07311,182.592604,1065.437227,-827.975417,-37.783925,B
550.232029,131.753346,551.100202,-424.362563,-31.121212,B
3475.485327,397.50985,4571.159573,-3152.28082,-46.456528,M
795.561732,149.945277,729.012626,-639.71233,-45.928237,B
1142.584778,193.887688,1195.231278,-958.532713,-44.428556,B
616.817677,143.744234,629.469751,-482.536884,-39.967682,B
477.565945,123.383032,460.716785,-361.533806,-32.106813,B
1105.814264,198.817146,1226.9978,-922.769242,-43.620163,B
948.057015,171.621782,966.963921,-790.820277,-33.421446,B
1185.608818,183.450404,1128.648439,-1010.875808,-26.721976,B
905.777368,170.646559,946.248229,-748.613161,-27.462526,B
863.84615,170.442645,928.338582,-705.225981,-48.532907,B
850.982042,169.457652,924.344455,-687.377613,-50.037304,B
1148.650796,198.870669,1328.578856,-969.208763,-35.06223,B
2483.35526,295.852911,2836.935665,-2216.848815,-46.944358,M
755.766186,148.773276,679.192062,-605.194054,-46.009662,B
2504.319449,311.475888,3124.279811,-2230.719822,-43.988163,M
1253.243484,202.299019,1227.133558,-1054.674333,-59.371087,M
836.036053,166.10104,809.42136,-664.695784,-55.856699,B
392.648782,109.914822,389.270157,-268.031052,-53.794484,B
378.839487,105.437831,345.554407,-253.295093,-55.451728,B
827.101927,153.56501,778.885512,-675.740847,-34.220942,B
1302.815722,219.940935,1371.456986,-1094.932632,-54.993718,B
1322.017596,209.216088,1401.097952,-1116.308755,-55.930129,B
1079.488096,180.352688,1049.15155,-886.592537,-64.436781,B
1168.293623,194.071388,1173.891477,-978.690407,-42.979538,B
1143.742046,190.371554,1237.255784,-954.777662,-50.481882,B
675.707316,139.425678,647.022033,-536.08527,-37.900348,B
669.589105,139.229588,599.038917,-528.433858,-38.300909,B
600.48912,134.168189,603.28006,-463.663012,-44.477125,B
745.515289,160.806599,839.697227,-587.568584,-54.639315,B
742.962361,144.897514,689.935298,-589.470964,-43.092868,B
779.199316,151.608927,726.731453,-618.952911,-49.031007,B
1020.494328,172.403912,989.947023,-831.02904,-62.470318,B
559.45416,121.907348,485.086221,-422.542992,-43.553457,B
1033.627425,173.947995,992.346034,-842.882728,-62.018126,B
670.368614,134.594984,576.903897,-512.571165,-60.568396,B
651.870249,131.617335,579.561954,-509.573643,-39.832128,B
572.432971,126.472323,529.165147,-426.719659,-59.511343,B
1305.119617,206.977321,1248.664526,-1100.4197,-47.22669,B
827.940568,157.584407,777.006289,-662.169121,-64.434836,B
1198.142173,195.397408,1190.853935,-995.274568,-57.498122,B
790.862737,142.91233,714.231883,-624.47701,-66.511208,B
1420.891647,247.409004,1537.633803,-1189.560336,-73.959825,M
2580.949899,344.889333,3134.992234,-2290.854288,-50.75411,M
2807.777889,323.019144,3501.041877,-2524.78048,-45.604378,M
2411.440045,299.188393,2966.100739,-2139.215596,-66.180915,M
1673.863432,246.497699,1916.275629,-1439.082052,-59.059474,M
2433.856892,352.895431,3121.195981,-2141.74827,-68.115534,M
396.404057,113.455995,425.885642,-273.449565,-52.77065,B
