@RELATION bcica10
@ATTRIBUTE ica0     REAL
@ATTRIBUTE ica1     REAL
@ATTRIBUTE ica2     REAL
@ATTRIBUTE ica3     REAL
@ATTRIBUTE ica4     REAL
@ATTRIBUTE ica5     REAL
@ATTRIBUTE ica6     REAL
@ATTRIBUTE ica7     REAL
@ATTRIBUTE ica8     REAL
@ATTRIBUTE ica9     REAL
@ATTRIBUTE class    {0.000000,1.000000}

@DATA
-0.274197, 0.333552, -0.174472, -0.076870, 0.409891, -0.405976, 0.301362, 0.189771, -0.106718, -0.403069,1.000000
0.649373, 0.520693, 0.697238, 0.554509, -1.119017, 0.126854, 1.830639, 1.845270, -0.783245, -0.422831,0.000000
0.105339, -0.134570, -0.382231, -0.271521, 0.183172, -0.006841, 0.054528, 0.468706, -0.416570, 0.226853,1.000000
16.434793, 0.432911, 0.752201, -0.129088, -0.325504, -5.628900, 7.330418, -0.355820, -0.608415, 1.749126,0.000000
-0.106989, -1.393523, 0.267145, -0.459976, -11.178165, -0.296575, -0.338243, -6.405088, 0.221644, -1.394208,0.000000
-0.731947, 0.412953, 0.673097, -0.967725, -0.167003, -0.557013, 1.005149, -0.461998, -0.732719, 2.716665,0.000000
-0.059549, 0.336380, -0.128373, -0.518499, -0.115013, 0.001865, 0.194722, 0.674855, -0.519979, 0.479475,0.000000
0.036421, -0.809436, 0.231214, -0.202748, -0.486528, 0.010727, -0.611877, 0.457599, -0.194296, 0.897233,1.000000
-0.047617, -1.483292, 1.101703, 0.063613, 0.995128, -0.207139, -0.465212, 0.136061, -0.120770, -0.104155,1.000000
0.513731, 0.216421, -0.014097, 0.056075, -0.055041, 1.342460, -0.376612, 0.385635, -0.356253, -0.138695,0.000000
-0.882598, 0.089794, -0.095333, 0.582108, -0.718740, 4.920389, 0.474688, 0.576940, -0.311953, 0.841537,0.000000
0.016879, -0.153523, -0.091579, -0.165040, 0.402317, -0.458639, 0.191147, 0.523051, -0.435228, 0.146507,1.000000
-0.285659, 0.201869, -0.224746, -0.384909, -0.274139, -0.097417, 0.223146, 0.153068, 0.195640, 0.065669,1.000000
0.030850, 0.250740, -0.114755, 0.205040, 0.312748, -0.004139, -0.102996, 0.260148, 0.001525, 0.418867,1.000000
-0.130195, -0.205195, 0.546586, -0.033404, -0.578891, -1.198686, 1.135665, 0.661422, -1.562753, 0.411940,0.000000
-0.110111, -0.205551, -0.316553, -0.563721, 0.081667, -0.095875, 0.146863, 0.183996, -0.007489, -0.055547,1.000000
-0.269844, -0.189920, 0.052596, -0.854945, -0.234650, -0.121695, 0.703933, -0.073458, 0.285860, -0.264178,1.000000
0.112544, 0.191281, -0.305225, 0.224942, -0.075021, -0.158233, 0.203899, -0.207821, 0.207474, -0.414224,1.000000
-0.307528, -0.070087, -0.321521, -0.211148, 0.168756, -0.317510, 0.461126, -0.125973, -0.459564, -0.100317,1.000000
0.176791, -0.012313, -0.859781, -0.235616, 0.537320, -0.361068, 0.114633, 0.069516, -0.268023, -0.748681,1.000000
0.017037, 0.319807, -1.226992, -0.797612, 1.464852, -0.262602, -0.112629, 1.114455, -0.115424, 0.208746,0.000000
-0.456513, -0.105899, -0.868656, 0.478435, 1.625257, -0.186539, 0.313001, -0.508286, 0.978992, 0.307222,0.000000
0.149556, 0.070848, -0.251145, 0.018783, -0.467641, 0.163629, -0.122548, 0.709864, -0.437904, -0.257337,1.000000
0.085304, 0.165289, 0.185845, -0.154573, 0.406755, 0.061951, -0.029523, 0.019997, -0.259345, -0.578696,1.000000
-0.298107, 0.178038, -0.339455, 2.479091, -0.988097, 0.441383, 0.628901, 0.256758, -0.010501, -0.039220,0.000000
0.090969, 0.061839, -0.389024, 0.083630, 0.168028, -0.098694, -0.328286, 0.090030, 0.206661, 0.068921,1.000000
-0.057486, 0.427156, -0.264311, -0.217750, -0.441412, -0.060870, 0.083393, -0.048496, 0.018966, -0.462531,1.000000
-0.349934, -0.160928, -0.259722, 2.286670, 0.490276, 4.590669, 0.363258, 0.488477, 0.243435, -0.452022,0.000000
0.216386, 0.165692, 0.569442, 1.717016, -1.095084, -0.739335, 0.167370, -0.017414, -0.992470, -0.890475,0.000000
0.025145, 0.197247, -0.754047, -0.396870, 0.089962, -0.176951, -0.525898, -0.328968, 0.161886, -0.649390,1.000000
-0.191530, -0.110829, -0.139749, -0.028029, -0.117552, -1.185501, 0.218886, 0.048228, -2.006013, 0.142745,0.000000
-0.056342, 0.166098, -0.383990, -0.346270, -0.045292, -0.122101, 0.014604, 0.661841, -0.123263, -0.312859,1.000000
0.045558, 0.043569, 0.160987, -0.072066, -0.064554, 0.122827, -0.032331, 0.544449, -0.276942, -0.199904,1.000000
0.115986, -0.228029, 0.888741, -0.702707, 0.162656, -0.187836, -0.163560, 0.080367, -1.504061, 0.110030,1.000000
0.271252, -0.298043, -0.432777, -0.546845, 0.626499, -0.112690, -1.103483, 0.065489, 0.040227, 0.128640,1.000000
-0.264888, 0.456513, 0.635134, 0.862251, -0.684224, -0.816994, 0.753371, -1.321680, 1.747972, 0.165535,0.000000
-0.670364, 0.399540, -0.157860, -0.330692, -0.539983, 0.136210, 1.247492, -2.656718, -0.052805, 0.118830,1.000000
-0.031104, -0.223004, -0.509271, -0.272591, 0.163203, 0.080169, -0.048911, -0.405682, -0.099748, 0.351904,1.000000
-0.195405, -0.157984, -0.573707, -0.443677, -0.010699, -0.192169, 0.671914, -0.274673, -1.109177, -0.290307,1.000000
0.190889, 0.110287, -0.349419, -0.093383, 0.133773, -0.134410, -0.418410, 0.727637, 0.243378, 0.129493,1.000000
0.000003, -0.111994, -0.416176, -0.157737, 0.334012, 0.024397, 0.341339, 0.353368, 0.176453, -0.212609,1.000000
1.337209, -1.454051, -0.377001, 0.431974, 0.085545, 0.623396, -0.237015, 0.139935, 0.011765, 0.216626,0.000000
-0.098944, 0.166038, -0.624341, -0.409966, -0.189873, -0.325259, 0.285240, 0.690397, 0.253793, -0.188705,1.000000
0.216297, 0.399536, -1.406609, 0.438897, 0.465519, 0.730351, -0.971399, 0.570180, -0.758340, -0.059984,0.000000
-0.406935, 0.213815, 0.135769, 0.835691, -0.146279, -0.157342, 0.132438, 0.088671, 0.008441, -0.105327,0.000000
-0.980981, 0.123218, 1.316146, 0.807605, -0.202554, 1.252569, 0.943805, -0.048695, -1.250113, -0.370065,0.000000
0.000454, -0.034071, -1.450897, -0.416852, 0.384415, -0.335094, -0.676910, 0.571991, 0.254119, 0.116265,0.000000
-0.378259, 0.379471, 0.842129, 0.921879, -0.747828, 0.986964, 0.192922, -0.323022, 3.668929, 1.007739,0.000000
0.110778, -0.071151, -1.516447, -0.888813, -0.342957, -0.802565, -1.236769, 0.001466, 0.592435, -0.802479,0.000000
0.435521, 0.269161, -0.176632, -3.673059, -0.318482, 0.304316, -0.078331, -0.267309, 6.162920, -1.562692,0.000000
-0.326604, 0.038995, -1.059157, 0.301209, 0.212653, -0.280902, 0.984333, 2.024078, 0.683041, 0.641769,0.000000
-0.636006, 0.082798, -0.914172, 2.879435, -0.602572, 0.515706, -0.010047, 0.699251, -0.462031, 0.409536,0.000000
-0.140885, 0.071703, -0.329916, 0.426701, -0.122415, -0.048466, 0.419289, 0.028928, -0.675778, -0.139299,0.000000
0.688152, 0.686600, 1.875675, 0.025702, -0.125820, -0.293617, -3.147050, -0.030071, 0.249125, -0.321294,0.000000
-0.168079, 0.378562, -0.838905, 0.281020, -0.926592, -0.196785, 0.238100, 1.024065, -0.341001, 0.356627,0.000000
-0.525670, 0.154806, 0.234465, 0.203184, 0.955832, 0.328145, 0.072635, -0.225197, -0.000634, 0.238665,0.000000
-0.801897, -0.112604, 0.134710, -0.598691, -0.382728, 11.203250, 0.456527, 0.379430, -0.357324, 0.438840,0.000000
-0.235641, 0.429642, -0.253799, 0.011514, 0.184998, -0.363182, -0.239617, 1.144627, 0.518498, 1.125192,1.000000
-0.310801, -0.156072, 0.291143, -0.595623, 0.656311, 0.033947, 0.217595, -0.296598, -0.243221, -0.193833,1.000000
-0.021642, 0.015026, 0.287679, -0.224334, -0.039859, 0.053216, -0.333567, -0.159599, -0.709144, 0.338182,1.000000
0.059472, -1.157943, 0.123083, 0.039199, -0.592457, 0.095690, -0.724603, -0.112212, -0.791515, 0.504499,1.000000
-0.158232, 0.190317, 0.008765, -0.147801, 0.269946, -0.157893, 0.280106, 0.170271, -0.182416, -0.140580,1.000000
0.119592, 0.105800, -0.332456, -0.079033, 0.127615, -0.129194, 0.028707, 0.410882, 0.015405, -0.129634,1.000000
0.718049, -0.068760, 0.325947, 1.237173, -0.177746, 1.251263, -0.695652, -0.141942, 3.249412, 0.015093,0.000000
-0.271381, 0.211323, 0.003700, -0.118258, -0.784128, 0.014197, 0.502513, -1.291559, 0.466967, -1.198221,1.000000
-0.188009, 0.081318, 0.114783, 0.885362, 0.036113, -0.468434, 0.491072, 0.322590, -0.834674, 0.198993,0.000000
-0.493281, 0.462983, 0.089326, -0.362675, 0.088926, -0.094138, 0.342855, -2.146625, -0.683179, -3.770501,1.000000
-0.154057, 0.360289, 0.131090, -0.203828, 0.202783, 0.036906, 0.395229, -0.870464, 0.038934, 0.225054,1.000000
-0.181638, 0.209259, 0.147160, 1.782093, -1.078059, -0.920940, 1.000180, 0.378064, -0.731390, -0.453509,0.000000
-0.048157, 0.148074, -0.354380, -0.458837, 0.199261, -0.152387, 0.146656, 0.402862, 0.035822, 0.231646,1.000000
-0.041855, 0.158307, -0.061534, -0.090528, -0.065857, -0.334577, -0.022831, 0.630136, -0.307781, -0.364473,1.000000
-0.775334, 0.199399, -0.784356, 0.608701, 0.247038, 0.682838, -0.066191, 1.536874, 0.360463, -0.672814,0.000000
-0.189514, 0.178819, -0.232406, -0.729086, -0.056988, -0.498879, -0.731229, 1.786598, 0.402432, -1.198337,1.000000
-0.245981, 0.071494, -0.430466, 1.193951, -0.630584, -0.712323, 0.646361, 0.254722, -0.505703, 0.844059,0.000000
-0.427128, 0.358074, -0.067674, 0.203912, 0.118134, -0.661483, 0.787368, 0.019400, 0.824375, 0.489267,0.000000
-0.117113, -1.576049, 0.450749, -0.401922, 0.181791, -0.141632, -0.024180, -0.426397, 0.763784, 0.052521,1.000000
-0.092214, 0.393452, -0.170747, -0.501673, 0.659312, 0.051336, 0.261128, -0.593685, 0.067881, 0.672520,1.000000
-0.053385, 0.755960, 2.949995, -0.235132, -0.969740, 0.056285, -0.734448, 0.175875, -0.796473, -0.039544,1.000000
-0.020819, 0.164017, -0.001951, -0.277802, 0.074634, -0.046251, -0.016557, 0.033170, -0.157487, -0.047921,1.000000
0.417295, 0.476184, 0.682844, -0.153799, -2.586418, 0.094687, -6.029777, 0.211892, -0.234399, -0.790952,1.000000
-0.180483, 0.149252, 0.840725, -0.137655, 1.367160, 0.005027, 0.059758, -0.162660, -0.389382, 0.891709,1.000000
1.832173, -0.173391, -0.561708, -0.426406, 1.079370, -0.859548, -11.066110, 1.196785, -0.099852, 1.408113,1.000000
-0.227338, -0.168062, -0.519619, 0.151289, 0.456251, -0.219506, 0.386440, 0.209244, -0.214247, -0.343970,1.000000
0.014523, 0.201571, -0.058467, -0.497932, -0.243336, 0.190168, -0.322709, -0.076877, -0.625038, 0.106933,1.000000
0.023172, -0.038432, -0.601046, -0.147642, 0.414229, -0.134147, -0.427301, -0.063286, -0.116374, -0.089372,1.000000
-0.116338, 0.303488, -0.338035, -0.173106, -0.034229, 0.075630, 0.117013, 0.339936, 0.499579, -0.335977,1.000000
-0.113880, 0.202436, 0.150875, -0.113663, 0.206711, -0.052773, 0.006003, 0.529146, 0.051827, 0.162726,1.000000
0.120696, 0.250705, 0.146523, 0.423090, 1.334916, 0.090918, -0.328250, 1.498106, -0.256174, 1.086508,1.000000
0.064253, -0.292716, 0.222403, -0.444954, 1.719799, -0.483391, -0.723942, 0.476952, 0.439862, -3.350314,0.000000
-0.132980, 0.074350, -0.587284, -0.236672, -0.197846, -0.193435, 0.323306, 0.481807, -0.019146, 0.052687,1.000000
-0.229652, 0.410654, 0.027426, -0.171102, -0.809016, 0.390705, 1.506108, 0.420440, -0.180130, 0.875625,1.000000
0.308004, -0.394057, -1.010687, -0.001618, -0.052567, 1.180169, -0.053078, 0.850461, 0.443933, -1.108117,0.000000
-0.073304, -0.527088, -0.187977, -0.616536, -0.035468, 0.062103, -0.269304, 0.609627, -0.264108, 0.488870,1.000000
0.972373, -1.119720, 2.131583, -0.183836, 0.251104, -0.376771, -0.461398, -0.504982, 1.457703, -0.430100,0.000000
0.014451, -0.263651, 0.105670, 0.211174, 0.268387, 0.322487, 0.658844, -0.863542, 0.139191, -0.405918,1.000000
-0.050402, 0.370226, 0.275759, -0.331687, 0.085690, -0.230641, -0.239338, -0.275682, -0.133919, -0.326860,1.000000
-0.042781, 0.419528, 0.507369, -0.215732, 0.738074, 0.104150, -0.536707, -0.638715, -0.100379, 1.040344,1.000000
-0.023067, -0.086715, 0.039583, -0.098064, -0.204826, -0.161191, 0.298992, 0.532924, -0.068345, -0.259779,1.000000
0.118142, 0.029832, -0.174984, 0.346375, 0.682599, -0.021269, -0.066265, 0.038171, 0.463667, 0.576441,1.000000
-0.077758, 0.291313, -0.224409, -0.353009, -0.133800, -0.101491, 0.274394, 0.190579, 0.262182, 0.000647,1.000000
-0.018577, 0.130174, -0.441074, -0.554834, 0.361912, -0.306260, 0.076831, 0.141910, 0.207308, -0.887141,1.000000
0.051169, 0.029742, 0.342865, -0.298020, 0.241964, 0.134279, -0.086025, 0.014864, 0.007304, -0.084821,1.000000
-0.129459, 0.231032, -0.200347, -0.352629, -0.376027, -0.211046, 0.196439, 0.015659, -0.244045, -0.251180,1.000000
-0.070045, -0.223383, 0.417371, -0.342350, -0.382461, -0.295285, -0.251405, -0.011785, -0.040497, -0.351028,1.000000
0.058384, -0.014802, 0.174670, -0.102009, -0.140051, 0.009880, 0.019654, 0.004407, -0.038820, -0.168192,1.000000
-1.091575, 1.069092, -0.921764, -0.049401, 1.117461, 0.468021, 2.363446, -6.139182, -0.236484, 4.174932,1.000000
-0.008922, 0.250064, -0.345175, -0.175428, 0.280746, -0.124027, 0.187685, -0.043275, 0.223922, -0.309182,1.000000
-0.111863, -0.074008, -0.303610, -0.270251, 0.127571, 0.028247, 0.437487, 0.553380, 0.552321, 0.236102,1.000000
-0.409358, 0.349713, -0.055768, 0.810159, 0.161943, 0.433305, 0.233671, 0.565623, -0.407405, 0.333429,0.000000
-0.268014, -1.277565, 0.468522, -0.079388, 0.181082, -0.268749, -0.451005, 1.773391, -0.179095, 0.464468,1.000000
-0.190311, 0.365942, 0.177277, -0.485415, 2.289391, 0.137964, 0.261738, -0.603279, -0.142584, 0.204025,1.000000
0.469659, -0.107536, -1.225616, 0.472000, 0.478879, -0.386411, -3.301104, -0.467283, -0.387757, 0.109155,1.000000
0.269732, -0.046067, -0.466638, 1.924350, 0.131686, -0.475691, -0.205970, 0.537683, 0.230383, 0.053963,0.000000
0.038620, -0.008874, 0.030274, 0.101150, 0.263123, -0.076926, -0.228621, 0.227641, -0.590548, -0.335722,1.000000
-1.062109, -0.200816, 0.323236, 1.566044, -0.870371, 0.950028, 0.372646, -0.871079, 0.177387, -0.002820,0.000000
-0.149003, 0.026696, -0.138403, -0.299661, -0.029366, -0.136748, 0.244193, 0.492983, -0.088608, -0.517621,1.000000
-0.177810, 0.154464, 0.248026, -0.463469, 0.199970, 0.129403, 0.811143, -0.196140, 0.087329, 0.229476,1.000000
-0.102401, 0.286356, 0.501334, -0.076936, 0.170297, -0.146042, -0.044885, -0.459066, -0.532579, -0.390174,1.000000
0.064483, 0.241170, -0.190665, -0.320535, 0.359583, -0.165997, -0.220552, 0.320076, 0.106628, -0.529982,1.000000
-0.316339, -0.002160, 0.048770, -0.194477, -0.838399, -0.226609, 0.665602, 0.510741, 0.044224, -0.264381,0.000000
0.370194, -0.612516, -1.211869, -0.216473, 0.564071, -0.661201, -1.650800, -1.600715, 0.537111, 2.434312,0.000000
-0.319690, 0.367440, 0.121340, 0.054551, 0.171975, -0.420326, 0.635037, 0.015495, 0.225562, 0.320870,0.000000
-0.293107, -0.175418, 0.400945, -0.685965, -0.292971, -0.001760, 0.459081, -0.014798, -0.333584, 0.543905,1.000000
-0.542323, 0.700983, -0.506742, -0.345288, 0.177096, 0.257345, 0.958891, -2.217723, 0.614008, 1.954179,1.000000
0.039938, 0.141982, 0.005394, -0.179939, -0.331910, -0.280418, 0.143208, 0.531748, 0.339051, 0.230412,1.000000
-0.139155, 0.249739, -0.038676, -0.290906, -0.448174, 0.109380, 0.377752, -0.008953, -0.058521, 0.300068,1.000000
-0.138339, -0.578005, 0.453742, -0.484475, 0.417646, 0.188527, 0.514762, 0.067229, 0.450200, -1.118011,0.000000
0.122146, -0.724187, 0.046679, -0.189540, 0.034888, -0.039305, -0.710773, -0.196843, 0.430628, 0.377228,1.000000
-0.081545, 0.233548, -0.004624, -0.206427, -0.533740, 2.262538, 0.150501, 0.326080, -0.757739, 1.226173,0.000000
0.031290, -0.167620, 0.059023, 0.366394, 1.029235, -0.022032, -0.126982, -0.597194, 0.412289, -0.316715,1.000000
0.922840, -0.116854, -0.381116, 3.498190, 0.335472, 3.279417, -0.394016, 0.304904, -0.585962, -0.348590,0.000000
-0.081748, -0.057104, 0.078037, -0.537612, 0.417028, -0.090302, -0.062287, 0.211277, 0.023777, 0.401882,1.000000
0.397855, -0.382437, -0.398543, 0.180350, 0.588597, -0.255675, -0.116573, 0.924635, -1.144194, 0.076339,1.000000
-0.025323, -0.206397, 0.021469, -0.058699, -0.115269, 0.192138, 0.236392, -0.187277, 0.033352, 0.312070,1.000000
-0.342891, 0.320092, 0.695648, 1.618233, 0.917074, -0.758681, 0.343241, -0.234442, -0.347504, 1.522320,0.000000
-0.183069, 0.027725, -0.005239, -0.464227, -1.118406, -0.207424, 0.622136, -0.253888, 0.185236, -0.722581,1.000000
-0.470619, 1.435482, 1.156859, -0.160528, -0.434907, 0.093652, -1.453074, -3.447200, -0.378507, 0.719308,1.000000
-0.029208, 0.234154, -0.186387, -0.455044, -0.378067, -0.128484, 0.160916, 0.220951, 0.004460, 0.465966,1.000000
-0.186067, 0.254912, -0.094462, -0.630653, -0.099412, -0.605615, 0.099169, 0.260602, -0.201486, 0.585636,1.000000
-0.071336, 0.164207, 0.380521, -0.398481, -0.045817, 0.024601, 0.058910, 0.140732, 0.145058, -0.103623,1.000000
-0.022643, 0.647119, -0.095048, -0.276853, 0.385154, 0.224255, -0.441276, 0.889929, -0.057002, 0.235519,1.000000
-0.063472, 0.237324, -0.554649, -0.652608, -0.346562, -0.311716, 0.047755, -0.003784, 0.278146, -0.127877,1.000000
0.130562, -0.724829, -1.075724, -0.650930, 0.716585, -0.335563, -1.435620, 0.126974, 0.416524, 4.456814,0.000000
-0.415210, 0.031149, -0.749054, 6.151751, -0.083912, 2.719556, 0.126082, -0.475844, 0.925248, 0.074807,0.000000
0.088936, -0.445064, -0.292230, -1.256818, 0.159325, -0.266524, -0.484321, 0.375801, 0.299392, -0.335640,0.000000
-0.110938, -0.324000, 0.751484, -0.324318, -0.229821, -0.079589, -0.836519, 1.986389, 0.128125, 0.381072,1.000000
-0.416080, -0.260926, 1.464403, -0.599706, -1.079037, 0.072976, 0.436232, -0.190456, 0.236625, 0.108814,1.000000
-0.337954, -0.211770, 1.217701, -0.285961, -0.486412, -0.083630, 0.099158, 0.330205, -0.767134, 0.619432,1.000000
-0.162802, 0.325922, -0.015207, -0.128249, -0.419809, -0.180292, 0.312867, 0.093290, -0.013222, -0.064414,1.000000
-0.614355, 0.335135, 0.271409, 0.229549, -1.202517, -0.377333, 0.612725, 0.726035, 0.517714, -0.945553,1.000000
0.047752, -0.824574, -0.711510, 0.179417, 0.176464, -1.175469, 0.100804, 0.630523, 0.572137, -0.385646,1.000000
-0.142106, 0.438923, -0.439371, -0.541206, 0.210057, -0.187158, 0.482086, -0.331355, 0.372963, -0.356549,1.000000
-0.197094, 0.131809, 0.583603, -0.147970, 0.447298, 0.001912, 0.157971, -0.270027, -0.544304, -0.325822,1.000000
0.034966, 0.145739, 0.076741, -0.239908, 0.352921, 0.118900, 0.156789, 0.524769, -0.068533, 0.056008,1.000000
-0.303963, 0.442619, 0.645959, 0.359849, -0.225481, -0.301387, 0.193402, -0.263144, -0.386581, -0.378767,1.000000
-0.026870, -0.103922, 0.258124, -0.278560, 0.334153, -0.155007, 0.147509, 0.382577, -0.233117, -0.066221,1.000000
-0.100511, 0.181179, 0.406350, 1.936062, -0.022655, -0.304129, 0.132434, -0.111480, 0.704582, -0.094907,0.000000
-0.012535, -0.153115, 1.756433, 0.886500, -0.312173, -0.947493, -0.107650, 0.596122, -0.289587, 0.603147,0.000000
-0.114687, 0.131118, -0.375698, -0.588811, -0.043732, -0.230273, 0.461386, 0.262206, -0.063330, 0.212198,1.000000
1.926146, 0.010993, -0.269800, -0.314734, 0.561961, 8.425469, 0.100826, -0.329780, -1.299278, -0.019268,0.000000
0.281225, 0.081116, -1.341832, 1.692769, 0.717098, 0.181143, 0.055385, -0.164467, 1.122816, -0.475961,0.000000
0.031632, 0.240248, -0.189935, -0.234478, -0.083038, -0.224446, -0.916299, -0.310657, 0.619186, 0.832604,0.000000
-0.233586, 0.174509, 0.177369, 0.079054, 0.082018, -0.084629, 0.445142, 0.633181, 0.083143, 0.431379,1.000000
-0.142236, 0.151514, 0.063902, 4.055032, 0.807784, -2.191111, -0.692841, -0.394076, 0.193796, 0.310636,0.000000
-0.211859, 0.068044, -0.456332, 2.162029, 0.845340, -0.060630, 0.260621, 0.181339, -0.272590, 0.172040,0.000000
-0.100406, 0.097760, -0.195204, -0.074339, -0.344649, -0.234027, 0.105482, 0.143014, -0.327935, 0.045245,1.000000
-0.335259, 0.236255, -0.233760, 0.384850, -0.158611, -0.371694, -0.076966, 0.535305, 1.384757, 0.612403,1.000000
-0.145962, -3.191801, 4.184158, -0.464922, -1.740364, 0.459954, 0.735839, 0.711117, -0.696320, -0.097432,1.000000
-0.087994, 0.259712, 0.103154, -0.283727, -0.278439, 0.187907, 0.033740, 0.050736, -0.090153, -0.481920,1.000000
0.020888, 0.061941, 0.097246, 0.161016, 0.177797, -0.147287, -0.877883, -0.123589, -0.575078, -0.138560,1.000000
0.208295, -0.268954, -2.843323, -0.034230, 1.890298, -0.677689, 3.320171, 2.333811, -3.316157, 0.601403,0.000000
0.105661, -0.092863, -0.182046, 0.202575, -0.124774, -0.612530, 0.111113, 0.523314, -0.519749, 0.241964,1.000000
0.124482, 0.081511, -0.103569, -0.135652, 0.406858, -0.056711, -0.284027, 0.034970, -0.165554, -0.030603,1.000000
0.135312, 0.790423, 0.978615, -0.022517, 0.180545, 0.192721, -0.703299, 0.942761, -0.191449, 1.066798,1.000000
-0.206079, -0.460780, 0.214555, -0.264955, -0.439118, -0.132054, 0.555842, -0.052811, -0.728784, 0.673217,1.000000
-0.150426, 0.047252, -0.622297, -0.202188, 0.320621, -0.036234, 0.336677, 0.298471, -0.089785, -0.487990,1.000000
-0.302336, -0.006408, -0.021510, -0.277962, -0.036402, -0.410029, 0.375864, 0.172114, 0.070082, -1.249052,0.000000
0.064797, -0.205301, -0.224333, -0.239411, 0.022195, -0.118889, -0.405317, 0.490782, -0.168014, -0.063764,1.000000
-0.018034, -0.038328, -0.362316, -0.505748, -0.507365, -0.133729, 0.036554, 0.270782, -0.043709, 0.133453,1.000000
0.097290, -1.509849, 1.589458, -0.302288, -2.278510, 0.020801, -1.854747, -0.427608, -0.445961, -1.180435,1.000000
0.019815, -0.489726, 3.100129, 1.271494, -0.911723, -1.016990, 1.153077, 0.343742, 0.602796, -1.652447,0.000000
0.225175, 0.123168, -0.050690, 0.342063, 0.210842, -0.225917, -0.220213, 0.727549, 0.082537, 0.101410,1.000000
-0.560514, 0.681977, -0.927104, 0.166226, -0.308773, -0.620611, 0.271680, -3.738318, 0.205936, -1.610511,1.000000
-0.529617, -0.097242, 0.193621, -1.614434, 0.190266, 0.544660, 0.717985, -0.101208, 0.186016, 0.883162,0.000000
-0.766803, 0.097085, 0.485144, 2.514608, -0.021058, 0.704430, 1.313951, -0.263911, -1.203723, -0.410909,0.000000
-0.162097, 0.198386, -0.136061, -0.456263, 0.224198, -0.001906, 0.079845, -0.592175, 0.055036, -0.252407,1.000000
-0.263940, 0.155983, 1.060307, 0.096866, 0.627595, -0.035041, 0.268749, -0.420967, -0.540198, -0.157480,1.000000
0.021503, 0.092936, -0.368963, -0.155323, 0.505779, 0.070593, 0.057789, 0.267556, 0.222087, -0.401460,1.000000
0.018364, -0.307038, 0.333715, -0.247968, 0.442807, -0.037759, -0.944909, 0.009408, 0.114102, -0.429583,1.000000
0.203700, -0.077425, 0.064876, -0.147840, 0.182329, -0.362247, -0.023178, 0.385734, -0.150735, -0.302650,1.000000
-0.003612, -0.196487, 0.024656, -0.216434, 0.076937, -0.229020, -0.312137, 0.106252, -0.454942, -0.724727,1.000000
-0.571863, 0.726204, -2.457613, 0.396535, 0.601185, -0.828766, -0.565886, 0.204091, 5.331035, 1.105420,0.000000
-0.024007, 0.108801, -0.215238, -0.102352, -0.071369, -0.263972, 0.129317, 0.392895, 0.078732, -0.102096,1.000000
0.011442, 0.057205, 1.541556, -0.120506, 0.178378, -0.029126, -0.878471, 0.437520, 0.133834, 0.960311,1.000000
0.084591, 0.118046, -0.244380, -0.085779, -0.141359, 0.063138, 0.103590, 0.390003, -0.346392, -0.128141,1.000000
-0.208316, 0.202256, -0.682568, -0.606179, 0.058693, 0.006514, 0.808113, 0.337729, 0.060701, 0.395967,1.000000
-0.226329, 0.403843, 0.446039, -0.275413, 0.016490, -0.247219, 0.244189, -0.388783, 0.190931, -0.638951,1.000000
-0.250987, 0.285139, 0.073068, 0.308839, -0.001617, -0.517954, 0.069002, 0.107046, 0.037108, 0.106844,1.000000
0.578034, -0.555518, -0.912595, -0.565809, 1.053589, -0.301097, -3.480202, -0.121810, -0.417700, 0.007055,1.000000
-0.306697, -0.010271, 0.424767, 0.652995, 0.070635, -0.320770, 0.450595, -0.684959, -0.788034, -0.569772,0.000000
0.131808, 0.104642, 0.179104, -0.197675, 0.454046, -0.179488, -0.887598, 0.182925, -0.651811, 0.547767,1.000000
0.262406, 0.374981, -1.130374, 0.194094, -0.895066, -0.039874, -0.351096, 1.849619, 0.095469, 0.886939,1.000000
0.157631, 0.026470, -0.101509, 0.278956, -0.240144, -0.077629, 0.086736, 0.333535, 0.105866, -0.230889,1.000000
0.283626, -0.432777, 0.257117, 0.645973, 0.025308, 0.122644, -0.203260, 0.476416, -0.696495, 0.132288,1.000000
-0.176034, -0.134131, -0.348485, 0.025199, -0.313163, -0.135920, 0.427239, -0.049357, -0.140343, 0.204652,1.000000
-0.065253, -0.047560, 0.233549, -0.633203, 0.119416, -0.026525, 0.135784, -0.103401, -0.345990, 0.682403,0.000000
-0.023094, 0.647162, 0.129908, -0.330899, -0.501487, 0.000839, -0.660958, -0.794382, -0.635636, 0.260870,1.000000
-0.481460, 0.129919, 0.080831, 0.105096, 0.660951, -0.258588, 0.532258, -2.400393, 0.102888, -0.416097,1.000000
1.859468, -0.127442, -0.738758, -3.762417, 0.158257, 2.392716, -0.648551, 0.109483, 0.621216, -0.498540,0.000000
-0.030623, 0.002457, 0.283378, -0.247231, 0.140669, -0.098956, -0.028308, 0.644213, -0.408657, -0.385996,1.000000
-0.081659, 0.130682, -0.032446, -0.069912, 0.203201, -0.099660, 0.483755, -0.430400, -0.223186, 0.098244,1.000000
-0.251192, -0.918522, -0.083372, -0.685873, 0.061429, 0.008132, 0.749379, -0.295938, 0.417307, 0.019345,1.000000
-0.438896, 0.476951, 1.674979, -1.404741, -0.555996, -0.312901, 0.312550, -0.766762, 1.215781, 0.750264,1.000000
