@relation 'chess_king_rook_king_pawn-weka.filters.unsupervised.instance.Randomize-S250-weka.filters.unsupervised.instance.RemovePercentage-P34.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Remove-V-R6,4,10,18,23,32'

@attribute '0.346bxqsq=t-0.326rkxwp=t+0.29 wknck=t+0.284katri=n+0.269rxmsq=t...' numeric
@attribute '-0.326katri=b-0.307 hdchk=t-0.295bkon8=t-0.291bkblk=t+0.288rkxwp=t...' numeric
@attribute '0.395 skrxp=t-0.368bkxbq=t+0.335wknck=t+0.301bxqsq=t+0.296thrsk=t...' numeric
@attribute '0.602 hdchk=t-0.359bkxbq=t-0.301wknck=t-0.253katri=b+0.22 skach=t...' numeric
@attribute '-0.309bkblk=t-0.301skewr=f+0.28 wknck=t-0.27rimmx=t-0.264reskr=t...' numeric
@attribute outcome {won,nowin}

@data
-1.301197,-1.479415,0.553968,-1.294825,-0.643344,nowin
0.805718,1.160893,-0.316633,-0.466082,0.262003,won
0.011896,0.400048,1.04056,1.288114,-0.904845,won
1.650009,1.902614,-0.594857,0.174594,0.957726,won
0.345168,-0.109353,-0.552502,0.217296,0.080672,nowin
1.086526,0.254747,0.381536,-0.109551,-1.049557,nowin
-0.60937,0.719225,2.498117,-0.114472,1.247345,nowin
-0.136543,0.166353,-1.013929,0.107752,0.185993,won
-1.624469,0.20917,3.395405,0.335807,0.87169,nowin
-0.128047,-0.13711,0.680635,0.102847,1.377423,nowin
-0.776737,0.649903,-0.396862,0.02384,0.454951,won
-2.002234,1.747839,-0.597779,0.036067,-0.581637,won
0.495585,0.045115,3.675691,0.068687,0.345393,won
-2.012894,2.7174,0.31279,0.299443,-0.205787,won
1.29298,0.714777,1.687697,0.541452,-0.143254,won
1.025002,-2.073157,0.053435,-0.285373,0.324262,nowin
0.16492,-0.297634,0.576189,0.90571,-0.054301,nowin
-1.098184,0.603032,0.291327,0.802599,0.883512,won
-0.770384,-0.649418,4.194461,0.825155,-0.018034,won
-0.55891,1.539055,-0.926798,-0.063432,-0.076008,won
1.441238,0.577975,0.246848,-0.596342,0.205368,nowin
-1.268497,0.661996,-0.431965,-1.179779,1.048701,nowin
1.412713,0.692299,1.697687,-0.594852,-0.092362,nowin
-0.192901,0.982537,0.523865,0.656331,-0.451416,nowin
1.068721,-2.988757,0.666133,-3.039048,-1.436314,nowin
0.065788,0.449243,2.039233,0.437642,-0.575547,won
0.299954,0.6763,0.501587,1.023781,-2.034476,won
0.137576,-0.331766,-1.485653,-0.073111,0.260165,won
-0.939781,1.440455,-2.040795,-0.747157,0.491718,won
-0.173762,-0.076745,-0.358718,0.815248,-0.106828,won
1.486917,-1.522067,1.081328,0.000391,0.103821,nowin
-0.078342,0.183328,0.847023,1.250202,0.253572,won
0.063523,-0.634772,-1.067396,-0.961403,-0.201033,nowin
-0.532205,0.190004,0.572938,0.460264,-1.117496,won
2.073177,1.558754,-0.478627,0.222233,-1.578916,nowin
-0.217649,0.081149,0.225777,0.166678,-0.782901,won
-0.985945,-0.07777,-1.146732,0.293543,-0.302885,won
-0.260743,2.635539,0.440711,-0.291529,-0.753914,won
0.873004,0.289457,0.224424,-0.607362,0.67001,nowin
-0.795674,1.417354,0.402397,0.053201,0.617994,nowin
-0.49821,0.410701,-0.363526,0.987692,0.216032,won
-0.719442,0.000564,0.260182,0.821259,0.433448,won
-0.339025,-3.301529,0.165099,-2.186037,0.194877,nowin
3.357385,1.282108,-1.204523,-1.011313,-1.510876,nowin
1.080526,-1.894801,-0.688469,-1.159474,0.367641,nowin
1.612968,-0.262107,-1.30823,-0.49709,-1.09747,won
-0.279769,0.566305,-1.655863,-1.188368,-0.200257,won
-1.412036,-1.513835,0.79454,-0.464529,-1.358454,won
-0.111347,-0.219378,2.019082,0.153738,0.768004,won
2.949566,1.222479,-0.323162,0.179254,-0.703663,nowin
1.073484,-0.54679,-0.277607,0.936606,-0.363014,nowin
2.598302,-3.145377,0.00878,-2.012316,-0.519588,nowin
-2.365064,-5.363991,0.708272,-2.485847,-0.87579,nowin
0.120217,-0.177595,-0.029735,-0.113235,1.364541,won
0.985115,0.001154,0.1114,-0.35822,0.409541,nowin
-1.342125,-0.467507,-1.696165,2.510768,-0.43423,won
-1.182072,-0.491017,-0.68343,0.487053,-0.343764,won
-1.185761,0.352632,-0.510614,0.406825,1.065447,won
-0.69059,0.072598,-0.097404,0.521342,-0.140369,won
-2.16086,-2.398454,0.318344,-1.114781,-1.4774,won
-0.05691,-1.588439,0.202831,-1.277346,0.278385,won
0.408129,-0.180597,0.469809,0.181052,-0.250593,won
1.451058,0.586239,2.054078,-0.424565,1.306173,nowin
-2.1342,0.024374,0.911206,-0.244673,0.458292,nowin
0.892671,0.519738,1.221954,1.040108,-0.412203,won
-0.377579,-0.047964,-0.006927,-0.613456,0.310717,nowin
-1.088349,-1.164304,1.628303,0.398245,-0.243232,nowin
0.118137,-0.139392,-1.475887,-1.679309,0.503433,nowin
0.82731,-0.452087,-0.276488,-0.200445,0.751454,nowin
-0.894307,0.215872,0.009185,-0.015369,0.240146,nowin
1.154845,-1.629952,0.812937,-0.884469,0.633154,nowin
-0.185697,-0.780275,0.418526,0.530222,0.210459,nowin
-0.2571,0.395655,0.761434,1.191253,-0.102817,won
2.751623,0.19893,-1.526172,-1.261226,-0.784287,nowin
0.693246,0.587207,-1.10212,0.073789,-0.371297,nowin
-0.30925,2.007688,-1.511529,0.705175,0.57245,won
-1.2934,-0.240497,-0.722443,0.220435,-1.106464,won
-0.012494,1.679087,-0.148514,0.511731,0.536459,nowin
-0.687297,-0.336587,-1.344001,-0.303432,-0.197668,won
-0.237258,-1.253843,2.214769,-0.873499,1.222414,nowin
0.649901,-0.310428,0.576887,0.946862,0.05973,nowin
1.512236,-0.328398,0.696902,1.121548,-0.576821,nowin
2.623186,0.057046,-0.225235,-0.242314,-0.016945,nowin
-1.950654,0.514049,-0.743863,0.235289,0.541744,won
-1.6687,-0.462857,0.652017,-0.4527,-0.15693,nowin
0.895992,0.127314,1.747212,-0.703842,-0.074026,nowin
1.005881,-1.912643,-2.177504,-0.533927,0.032063,nowin
-0.347396,-0.186624,-0.774996,-0.092151,0.024092,won
-0.010598,3.222435,-0.156101,-0.909478,-0.291315,won
-1.645201,0.975538,-1.741223,0.123712,0.515039,won
-0.23282,-0.081069,0.124422,0.123271,1.777772,nowin
-1.368342,-0.519232,0.70166,-0.511288,-0.170624,nowin
1.212136,1.684658,-0.311456,-0.617432,-0.473066,won
1.478786,-0.554068,0.734667,0.096054,0.341464,nowin
-0.698516,-0.000771,0.036055,0.594846,0.355811,won
-0.494023,0.186279,-0.891128,0.174725,0.322943,won
0.637541,1.445491,1.33457,-0.290243,1.180214,nowin
0.103885,-0.004142,0.928534,0.969397,-0.939476,nowin
1.019627,0.764717,-1.090723,-1.5071,0.516784,won
0.75992,0.170661,0.589439,-0.599131,-0.096608,nowin
0.581165,-0.641017,-0.504016,-1.669842,-0.092384,nowin
0.029459,-0.072755,-0.12828,-0.493577,0.254822,nowin
0.176139,-0.63345,-0.803867,0.007433,-0.60778,nowin
-0.272122,-0.629162,0.017598,0.052353,-0.120761,nowin
-0.396068,-0.479598,-0.314821,-0.460999,-0.869019,nowin
-0.603755,1.527801,0.120773,-0.724288,-0.48966,nowin
-0.723579,1.511298,-1.029496,-0.037125,-0.107807,won
-0.379188,1.037282,-0.387407,0.213128,0.752454,won
-1.926348,0.76346,-0.701922,0.109892,0.094479,won
0.636774,1.074267,1.083392,1.083819,-1.131283,nowin
1.334946,-0.767891,-1.447685,-0.766084,-1.072417,nowin
-3.32612,-1.180266,0.132516,-1.209526,-1.291898,won
3.979283,0.242703,0.604,0.012346,-2.229351,nowin
0.195931,-2.439399,-2.002969,-1.121089,1.352038,won
-0.688789,-0.555905,1.101247,-0.768318,0.183336,nowin
-1.000802,-0.393049,1.507091,-0.153315,-1.296017,nowin
-1.223891,-0.162702,0.420539,0.737705,-0.791385,won
0.481051,0.493561,0.023029,-0.484408,-0.560473,nowin
-1.290183,-0.094331,0.05733,0.815208,-1.138862,won
-1.004766,0.348807,-0.875412,0.130208,0.906888,won
0.363876,-0.495586,0.004006,-0.729841,0.022463,nowin
-0.181505,1.609475,-0.2529,-0.866621,0.158318,nowin
0.200622,2.323553,1.327487,-0.205834,-0.702894,won
3.421966,1.989081,0.764045,0.907876,-0.956118,nowin
1.227037,0.056444,0.018102,-0.848084,-0.237605,nowin
-0.648714,-0.173315,0.105029,0.74548,-1.063029,won
-0.271453,-0.234958,-0.119555,0.27829,-0.604268,won
-0.537616,-1.197468,2.165126,-0.814911,1.236108,nowin
0.970789,1.302559,2.041124,0.337705,1.230964,nowin
1.041966,0.428854,-1.436418,0.505831,0.36605,won
0.128018,-2.56076,-1.660574,-1.070979,0.339943,won
0.051086,0.811586,0.853369,-0.257276,0.549733,nowin
-0.225929,0.090494,0.344542,0.314584,0.267862,won
-0.449431,-0.271805,-0.880335,0.51689,0.320158,won
1.686239,0.478325,0.950271,0.367253,0.660952,nowin
-1.048504,1.337908,-0.854167,-0.296506,-0.866349,won
-1.485083,1.968277,0.448169,0.693418,1.238134,won
0.485956,1.367399,0.554857,-0.026177,-1.715073,won
1.390635,-0.484349,0.732848,1.239086,-0.206737,nowin
-0.985414,-0.433977,1.04222,1.14466,-1.489219,won
-0.639274,-0.943469,-1.814849,-0.130255,0.687841,won
0.82635,-0.658041,0.391617,-0.074459,0.130829,nowin
0.362207,0.692314,0.291042,0.213377,-1.631831,nowin
-0.07359,0.118825,1.186024,0.516693,-0.137849,won
1.369045,-1.10842,1.041683,-0.632726,1.076128,nowin
-0.046542,3.157071,0.669456,-0.039786,-0.310941,won
-0.037508,-0.703547,-0.717239,0.326494,-0.75577,won
-0.556787,-0.4071,0.678152,0.16809,0.221205,won
0.629705,-0.24351,-0.388309,0.011947,-0.995117,nowin
0.534164,-0.265985,1.187893,-0.395631,0.104239,won
3.195091,0.972041,0.140219,-0.625035,1.0358,nowin
-0.410207,0.597629,0.375716,0.871826,-1.067321,won
1.376775,-0.103519,-0.007566,-0.277739,-0.267697,nowin
1.410846,0.79871,1.251648,0.385921,0.313584,nowin
3.83815,-1.282036,0.100215,0.094949,-1.415185,nowin
1.874167,0.082807,-0.066049,-0.15752,0.447679,nowin
-1.752701,1.658693,0.089784,0.75237,0.485068,won
-0.156619,-0.865348,0.209359,0.390024,-0.541277,nowin
-0.141785,2.273706,0.05105,-0.283039,1.128351,nowin
-0.430777,-0.03474,-2.588368,-0.371382,-0.823755,won
-0.191008,-0.75967,-1.901063,0.686809,0.997899,won
0.848698,0.040045,0.182483,-0.481965,1.117275,nowin
-0.408878,0.182802,0.543689,0.497335,0.316701,won
-0.865304,-1.415653,-1.753786,0.215777,0.033217,won
-1.766788,3.038952,-0.859169,-0.504998,0.540236,won
-0.749952,0.029719,-0.414879,0.522828,0.442826,won
0.097373,0.048606,-0.470675,-0.543687,1.266918,nowin
1.704705,-3.120123,0.801908,-1.98005,0.95172,nowin
-0.129828,-0.1997,-0.65561,0.52553,-0.424072,won
-1.915212,1.247907,-0.600706,0.428082,0.628328,won
1.115918,0.535199,1.259976,0.515185,0.10901,nowin
-1.100289,0.177789,0.244134,1.192347,-0.248624,won
-1.019622,0.386688,-0.787687,0.279729,0.472396,won
-0.054036,0.43274,0.888964,1.124806,-0.193693,won
-0.290814,-0.595085,-1.036118,-0.86918,0.163084,won
0.492125,0.50459,-0.408396,0.113276,-0.004862,nowin
-1.06979,0.248456,0.57441,1.009934,-0.270833,won
0.68463,-1.179559,-1.345912,-0.997507,-0.707758,nowin
4.021248,0.540247,0.116976,-0.814946,-0.72285,nowin
0.040134,0.25146,-0.305017,0.918491,-0.207352,won
0.773071,0.470303,-0.53053,0.20718,0.470347,nowin
1.006985,1.340342,2.092807,0.555735,1.185345,nowin
1.3494,1.98657,-1.52174,-0.854538,1.036664,won
-1.517239,-0.726796,-0.683427,-0.42189,1.548951,nowin
1.009789,2.41917,-0.194648,-0.977184,-0.03913,nowin
2.259781,1.354377,-0.183802,-0.800791,-0.352979,nowin
1.348537,-0.851158,-0.994402,-1.055687,-1.033162,nowin
0.881604,0.176515,-0.420776,-0.392256,0.938119,won
-0.13553,-0.762103,-0.528473,-0.330146,-0.956144,nowin
0.832586,-1.917053,-1.077576,-1.04235,-0.299971,nowin
0.283862,0.772909,0.805448,-0.622765,1.327842,nowin
-0.234892,0.304961,0.880386,0.571085,0.977562,won
-0.995975,-1.349431,1.407522,-0.07377,-0.045973,nowin
0.066075,-0.548936,-1.907042,0.195923,1.328743,won
1.106319,0.327371,0.176024,0.835128,0.521097,nowin
1.915832,1.792816,0.643777,-0.506102,-0.229142,nowin
1.484269,-3.014681,-0.245406,-1.591155,-1.050226,nowin
0.716735,0.519028,-0.658004,0.393596,0.592745,nowin
-0.878104,0.707678,-0.811482,0.047763,-1.031227,won
1.56631,1.540391,0.170971,-0.215898,-0.499954,nowin
-0.708293,1.452229,0.027774,-0.744472,0.550604,nowin
-0.967872,0.030515,-0.454684,0.738796,0.09921,won
0.271653,-0.635413,-0.84969,-0.893008,-0.180753,nowin
-1.010363,1.060573,-0.500111,-1.217755,1.174431,nowin
1.863751,1.229365,0.607322,-0.446975,0.14181,nowin
-0.152673,0.0265,-1.09655,0.095078,-0.521695,won
0.578837,0.092428,0.464786,1.039165,0.016724,nowin
-1.56034,-3.291159,0.274227,0.010381,-0.336407,won
0.939411,-0.313883,-0.521904,0.000173,1.089791,nowin
0.393556,0.034248,0.204652,0.853949,-0.197204,nowin
0.801066,0.112246,0.256217,0.86662,0.493153,nowin
-0.379139,0.902775,-0.323853,-0.183091,0.259182,nowin
0.608523,0.457002,0.198832,0.334907,-0.532727,nowin
-0.785734,0.068934,-0.103027,0.898762,0.085971,won
0.371643,-0.669499,-1.800612,0.492211,0.12725,won
-0.47933,0.043818,-0.465149,0.51896,1.094665,won
0.476368,0.637015,-0.575016,-0.000678,-0.177707,won
0.057581,-0.343816,0.438105,0.641767,-0.098304,nowin
0.312838,-1.260881,-1.245704,-0.736648,0.739765,nowin
-0.762264,2.163662,-0.898845,0.147232,-0.967655,nowin
1.074326,1.884313,2.384786,-0.012024,-0.632612,nowin
-0.247147,0.014453,-0.077614,0.152893,-1.051534,won
0.283909,-0.171083,0.473115,1.168429,-0.187849,nowin
0.686696,0.479621,2.050294,-0.497354,-1.671599,won
-0.883817,0.582621,-1.213418,-1.272116,0.328085,nowin
-1.655726,0.77756,-0.752191,0.106025,0.746318,won
0.409988,0.896417,-0.089073,-0.392104,-0.603479,nowin
-0.407165,0.152253,-0.96366,0.111619,-0.465846,won
2.276468,0.983523,-1.040062,-0.268859,-0.488895,won
2.336956,-1.614899,0.357954,-1.174364,1.751161,nowin
0.592205,0.019271,0.685556,1.040277,-0.422331,nowin
1.369478,1.644432,-0.606665,-0.7201,-1.258437,nowin
-0.079003,-0.516657,-1.294923,0.297046,-1.276216,won
2.549438,1.593509,1.399975,0.063257,-0.192086,nowin
1.154632,-0.653041,-0.002123,0.709582,0.418956,nowin
0.082959,-0.002807,1.152661,1.19581,-0.861839,won
-0.562099,-0.039661,-0.035028,0.718591,-0.351923,won
0.079164,0.247683,0.038108,0.653778,-0.869029,won
-1.269094,0.008914,-0.680502,0.095038,-1.553729,won
-1.684363,0.764008,-1.695438,0.39863,0.527811,won
-0.127346,0.748565,1.886411,0.565563,1.749971,won
2.271443,3.265501,-0.763109,-0.170218,-0.745677,won
-0.581083,1.211285,-1.436356,-0.813588,0.194923,won
-0.008399,-2.521869,-1.589491,-1.194725,1.047677,won
2.203926,-2.260312,1.304745,-1.256641,-0.544869,won
-0.518797,-0.361039,-0.594408,0.645378,0.56394,won
-0.882403,-0.305698,1.103383,-0.677747,-0.607546,nowin
-0.855393,1.756195,0.112411,0.675406,-0.008508,won
2.235594,-3.023241,0.407752,-1.529433,-1.199869,nowin
-1.476011,0.710898,-0.121512,0.575014,0.283587,won
-0.303441,1.653059,-2.108998,-0.584292,-0.49698,won
-0.502913,-0.037527,-0.11507,0.007239,-1.26888,won
0.340004,-0.095583,1.343229,1.244646,0.111161,nowin
-1.156984,-0.279388,-0.793526,0.34418,-1.814198,won
-1.152163,0.586344,0.372248,0.836233,1.233935,won
1.04151,0.069445,-0.047742,0.051297,1.194427,nowin
1.64434,-1.411902,-0.619566,-0.06982,-1.139554,nowin
1.371367,-0.523827,0.350237,-0.407636,0.619018,nowin
0.165144,0.057589,-0.097082,0.018264,-0.670955,nowin
-1.973374,-0.91911,1.330884,1.183829,-1.59944,won
-2.342635,-3.156454,0.655841,-1.176963,0.033441,nowin
-0.057253,0.286574,0.109191,0.530032,-0.161295,won
-1.202154,-0.832222,1.123001,1.530541,-2.248531,won
-1.902446,0.305688,0.681697,-0.01961,-0.534344,won
-1.054297,1.183528,-0.203219,-0.928037,1.491675,nowin
1.067719,-0.005351,-0.17745,-0.332325,0.584578,nowin
-2.315838,-1.822716,0.556896,-0.295012,0.024814,nowin
2.467118,0.266126,-0.720224,-0.895739,-0.26134,nowin
-0.441084,1.175011,1.831396,0.413944,0.004068,won
-0.885403,0.296257,-0.460971,0.348237,1.051753,won
0.23751,-0.512613,-0.730699,-0.887652,0.459827,nowin
-1.683125,-1.277376,0.941782,1.01564,-0.81758,won
-1.163636,2.015147,-0.24002,-0.085341,0.809573,won
0.581898,0.928668,0.754967,0.237969,0.874558,nowin
0.344015,-0.18161,-0.475441,-0.787163,0.589417,nowin
-1.992056,-2.229579,1.24298,-0.017471,-0.172295,won
1.411497,-1.000665,-0.638997,-0.113681,-0.409093,nowin
-1.579924,1.18393,0.041628,0.44744,0.173778,won
0.779885,-1.931949,-0.987502,-1.254451,-0.608193,nowin
-0.764645,0.172179,-0.840859,0.178592,-0.328896,won
1.080747,0.032574,0.675091,0.820441,0.573124,nowin
-0.472566,-0.171262,1.073696,0.799428,-0.941028,won
-0.444821,1.257614,0.403186,0.194914,0.676834,nowin
1.250283,-13.522303,-2.688362,5.932948,0.389607,nowin
1.641769,1.17595,1.838707,-0.49263,0.785104,nowin
-1.210195,-2.998012,-0.021915,-0.963464,1.159409,nowin
0.37129,-0.136208,0.098491,0.370756,-0.255239,nowin
-0.051649,-0.159271,-0.457745,-0.110951,0.473252,nowin
0.957454,0.247721,-1.042798,-0.355194,-1.734914,won
-1.454921,0.814144,-0.859344,-0.145156,-0.13128,won
0.582282,1.79216,0.538007,-0.105664,1.110806,nowin
0.385309,-0.177077,2.557675,-0.216746,-0.449499,nowin
0.442103,0.139573,-0.410029,-0.522317,0.052652,nowin
-1.043186,0.174293,1.62558,0.267497,-0.158401,won
-1.584348,-0.216701,0.296021,0.81678,-0.700112,won
-1.151913,2.71676,-1.104098,-0.466368,0.088993,won
0.187894,0.565059,-0.133099,0.504633,-0.516086,nowin
-1.333836,-3.145735,0.208471,-1.573709,-0.383751,nowin
0.604235,0.216288,-0.52142,0.362418,-0.265331,nowin
0.776202,-1.839677,0.802274,-0.666849,1.444537,nowin
2.079874,-1.825634,0.363934,-0.683479,1.420317,nowin
-0.354223,1.301292,-0.036387,0.173208,0.391393,won
1.638639,1.18292,-0.257936,-0.168118,-0.06171,nowin
0.848394,-0.153281,0.007439,-0.630465,0.573777,nowin
-1.296813,0.775025,-3.255799,0.925487,-0.035747,won
-1.049311,-1.777859,0.897592,0.185436,-0.150826,nowin
0.071744,-0.538283,1.540835,-0.100104,0.385497,won
0.747737,0.14421,-1.100493,1.025365,0.550706,nowin
-1.522729,-1.071952,0.825195,1.378994,-0.195974,won
-0.778308,2.435666,0.50299,0.483479,0.489371,won
-0.053614,1.217336,0.890496,1.20234,0.312454,won
0.388022,0.828542,-0.10646,-0.044735,-1.452634,won
0.099623,-2.326244,-1.528558,-1.408477,-0.415545,won
0.369474,0.140059,-0.51056,0.0919,-0.366593,nowin
1.957008,0.676722,-0.872907,0.205394,-0.061987,won
-0.0368,1.429676,-0.190455,0.637128,0.983724,nowin
-0.466401,-0.439285,-1.599686,0.705477,0.650532,won
0.204461,1.069746,2.514208,0.984125,0.460611,won
-1.889187,-2.196512,0.205907,-0.665738,-1.030677,won
-1.847077,1.153663,1.011307,-0.186536,-0.339758,won
-0.152485,-0.153491,-1.425617,-1.675442,-0.148406,nowin
-0.407118,-1.280591,2.400911,0.342152,0.229282,nowin
1.233062,1.683323,-0.535583,-0.843845,-0.550703,nowin
0.393924,2.202852,-0.143337,0.360381,-0.19861,nowin
-0.701733,-0.146937,-0.743718,0.000072,0.388209,won
0.689526,1.109535,-0.913179,0.5415,-0.27194,nowin
-0.387449,-0.487026,-0.649151,-0.791563,0.172106,nowin
-1.029809,0.04622,0.244828,0.743932,0.731649,won
-1.583359,-1.358355,0.87509,-0.317826,0.79771,nowin
-0.524542,-0.253301,-0.576598,-1.009785,-0.883453,won
0.319964,-0.787517,0.959147,-0.647373,-0.338735,won
0.175473,-0.165621,-0.990428,-0.488111,-0.147845,won
0.956983,0.805386,0.977563,-0.404018,-1.057483,nowin
2.866399,-7.272247,-4.490781,9.839437,1.853234,nowin
-1.096658,-0.636804,0.936512,-0.388895,-1.400274,won
-2.016614,3.239728,0.501731,0.767154,-0.106431,won
0.959413,-0.316032,0.922562,0.170028,0.148098,nowin
-0.205795,1.799789,1.32231,-0.054484,0.032175,won
0.472254,0.772196,-0.036466,0.954265,0.579238,won
-1.44183,1.105765,-0.69849,0.209268,0.645794,won
-0.182848,-0.173322,-1.504358,-0.219878,1.027166,won
0.195859,-0.238583,-1.238655,0.214446,-0.935438,won
-1.776973,-1.108147,0.877226,-0.227255,0.006828,nowin
0.956196,-0.462198,0.142789,-0.424746,0.180496,nowin
-0.735054,1.573155,-0.643669,-0.000671,-0.102969,nowin
-0.037789,-0.190372,0.284063,0.859467,0.305956,nowin
0.140794,-0.1856,-0.70588,0.521663,0.227767,won
1.093402,0.748093,-0.98409,0.031442,0.050779,won
0.103948,-0.571837,-0.080114,0.551809,-1.615787,won
1.913329,0.294338,-0.111834,-0.432437,0.434907,nowin
1.095974,-0.203442,0.651614,-0.388968,0.271651,nowin
0.128375,-0.326212,-0.913164,0.088082,1.224879,nowin
1.372854,2.090739,0.681161,-0.328932,-1.390875,won
-2.996292,-3.133819,2.48754,0.567645,-1.475706,won
-0.256369,0.648859,1.277657,-0.330384,-0.253847,won
1.857518,1.088239,1.257429,0.123675,0.991169,nowin
-1.28958,0.009295,-0.763839,-0.63219,0.457493,nowin
0.543069,-0.058498,1.470759,1.178198,0.020285,nowin
-2.952446,2.288688,0.30589,0.874871,-0.235134,won
0.36318,0.21912,2.186343,0.872001,-0.622087,won
0.138918,-0.517454,-1.255118,0.081078,-0.932599,won
-0.275173,0.28737,0.069386,0.746,-0.504912,won
0.696718,1.156776,-0.087726,0.478611,-0.412037,nowin
-0.357003,-0.05597,-0.683072,0.021442,-0.826057,won
-0.376927,-0.108136,0.15313,-0.087998,-1.025922,won
-2.107939,0.289072,-1.044662,2.482516,-0.481318,won
2.716951,0.631514,-1.604803,-0.944712,-1.790934,nowin
0.800508,-1.590265,0.844215,-0.792246,0.997271,nowin
0.731566,0.466062,1.436131,1.242817,-1.058401,nowin
-1.000004,1.334884,0.815875,-0.020434,0.313632,nowin
0.253761,-3.751958,1.421503,-1.218798,-0.537411,nowin
-0.463021,-0.188539,-1.333618,0.806494,0.280904,won
0.338985,-0.774929,1.224497,-0.204988,1.406964,nowin
-0.092521,-0.223515,-0.65748,-0.920827,0.37668,nowin
1.068672,0.650765,-1.87123,-0.738604,-1.150281,won
1.827168,0.259425,-1.079484,-0.245348,-0.654497,won
-1.533858,1.032611,-1.449119,-0.797206,0.098148,won
-1.437666,0.604838,0.234879,0.745301,1.682122,won
-1.321049,1.255423,0.78688,0.196061,-0.529202,won
1.75746,-0.116502,-1.08721,-0.616716,-1.135975,nowin
-0.827735,-0.530704,-0.714708,0.394831,-0.707881,won
-0.413425,0.451463,-0.404057,0.277052,-1.034922,won
0.714335,0.690452,-1.839952,-0.646381,-0.786164,won
0.167465,0.115993,-1.521739,0.00711,0.218907,won
0.554692,0.716617,-0.026627,1.111645,0.221927,nowin
1.963298,1.571517,0.855407,-0.061953,-0.28548,nowin
0.532473,-2.887309,1.448235,-1.856952,1.639701,nowin
3.004583,1.526577,-0.845833,-0.111247,-1.717769,won
-0.573453,1.925428,-0.968482,-0.279922,-0.38369,won
0.265691,1.642401,1.886217,0.204005,-0.744695,won
0.229276,0.286724,-0.118996,-0.665049,-0.590668,won
0.869154,-0.62926,0.135872,0.86297,-0.667376,nowin
0.094014,-0.617026,-0.078494,-0.851955,0.958105,won
-1.940784,0.95311,-0.101639,0.413396,0.680356,won
-0.46163,-0.77377,-1.850793,0.690676,0.34606,won
-1.911492,0.725579,-0.789647,-0.039629,0.528972,won
0.805555,1.056313,0.197072,0.027675,0.599232,nowin
-0.084613,-0.208488,-0.111374,0.189407,-1.121007,nowin
-0.047696,-0.257598,-1.034432,-0.236215,-0.075806,won
-1.26528,0.808162,0.347808,-0.585006,1.016303,nowin
-2.673552,-0.020233,-0.12949,-1.166376,0.217922,won
-0.076971,-0.13192,0.919956,0.415676,0.231779,nowin
-0.065751,-0.467737,-0.4601,-0.482601,-0.321699,nowin
1.202657,1.592393,0.360963,0.635725,-1.49196,nowin
0.076283,-0.05464,0.267157,0.176483,1.681785,nowin
0.115094,0.974948,0.219141,0.374932,1.04411,nowin
-1.010624,-1.151264,1.500016,0.468901,-0.148906,won
-1.425565,-0.785018,-0.224167,0.688335,-0.635353,won
0.373481,0.118198,2.042775,0.353008,-0.120105,nowin
-0.733643,-0.202639,-1.283348,0.810361,-0.370935,won
2.07685,0.110065,-1.699758,-1.563524,-0.797573,nowin
-0.537901,0.083096,-0.065064,-0.398611,-1.687116,won
0.04686,0.405922,-1.109146,-1.274179,-0.139926,nowin
-0.103577,0.216881,0.208871,-0.516306,0.592928,won
-2.883557,-1.415297,0.514996,-1.639027,-0.172509,nowin
0.843793,1.54102,-0.787341,-0.233744,0.900216,won
2.812366,1.524344,-0.622264,0.291846,-0.539727,won
0.277924,-0.016942,-0.637142,-0.138467,-0.447835,nowin
1.804819,-0.3501,0.312804,-1.574524,0.516526,nowin
-1.185433,-0.221321,-0.028972,0.324195,-0.515054,won
-2.734525,2.287892,0.345695,0.658903,0.108483,won
-1.447713,0.659196,-0.617403,-0.414732,1.253643,won
0.835697,0.313271,0.226293,0.838995,-0.130742,nowin
-1.183338,-0.536402,-0.142421,0.34697,-0.739002,won
0.384269,0.322366,1.448511,0.15183,-1.036954,won
-0.982225,-0.600098,-1.335673,-0.174168,-0.402241,won
0.2122,0.814471,-0.091158,0.379236,-0.963352,nowin
-0.398016,-0.211381,0.890961,0.632172,-0.611055,won
-1.141215,-4.540157,-0.411707,-1.808693,-0.635428,won
-2.738246,2.81022,0.534636,1.126613,0.20784,won
-0.528988,0.33617,1.352711,1.055037,-1.149894,won
-1.251936,1.377886,-0.511685,0.586407,1.536032,won
-0.840537,1.718314,0.024686,0.525886,0.425984,won
0.714493,-0.012945,0.161669,-0.354353,-0.242298,nowin
-0.677427,0.102475,-0.701777,-0.125325,-0.059056,won
0.253618,-0.266354,-0.679083,-0.01307,-0.00057,nowin
1.276503,-1.898544,-2.227773,-0.537794,0.683902,nowin
-1.617553,-0.742057,-0.297522,0.288421,-1.301644,won
-0.196723,0.079815,0.00165,-0.059735,-0.860538,nowin
0.16718,-2.34923,-1.706358,-1.345897,0.32717,won
-0.557114,-0.516604,-0.764977,0.390964,-0.056042,won
-1.26181,1.23243,0.107234,0.826757,0.72656,won
-1.727059,-1.154422,1.238674,1.305358,-0.500335,won
-0.202957,-0.061312,0.651757,0.510914,-0.011179,nowin
