@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S41

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_mail numeric
@attribute word_freq_people numeric
@attribute word_freq_addresses numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_average numeric
@attribute class {0,1}

@data
0,0,0,0,1.96,0,0,0,0,0,1.96,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214,1
0,0,0,0,0.7,0.23,0,0,0,0.23,2.12,1.65,0,0,0.23,0,0,0,0,0.23,0,0,0,0,0,0,0.037,0.037,5.236,1
0,0,0,0.38,0.38,0.38,0,0,0,0,3.5,1.94,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,1
0.33,0,0,0,0.33,0,1.32,0,0,0,0.33,0.66,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.101,337.25,1
0.32,0,0,0,0.32,0,1.31,0,0,0,0.32,0.65,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.101,337.25,1
0,0.2,0,0,0.41,0.2,0.2,0.2,2.06,2.47,2.06,1.03,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.034,3.632,1
0.1,0.2,0,0.8,0.5,0,0.1,0.3,1.61,1.11,1.31,0.7,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.158,8.55,1
0.16,0.24,0,0.58,0.49,0.33,0.66,0.16,0.66,1.57,2.32,1.16,0,0.91,0.16,0,0,0,0,0,0,0.08,0,0,0,0,0,0.224,5.872,1
0.16,0.24,0,0.58,0.49,0.33,0.66,0.16,0.66,1.57,2.32,1.16,0,0.91,0.16,0,0,0,0,0,0,0.08,0,0,0,0,0,0.224,5.872,1
0.93,0,0,0.93,0,0.93,0,0.93,0,0,3.73,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,2.235,1
0,0,0,0.65,0,0,0,0,0,0,1.96,2.94,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,3.8,1
0,0,0,0.39,0.39,0.39,0,0,0,0,3.52,1.96,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,1
0,0.36,0,0.36,1.47,0,0.36,0,0,1.1,2.2,0.73,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,4,1
0,0,0,0,0,0,0,0,0,0.96,0.96,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,1
0.17,0,0.17,0.34,0.05,0.05,0.05,0.28,0,0.05,4.14,1.09,0.17,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.161,2.051,1
0.98,0,0,0,0,0,0,0.98,0,0,3.6,3.93,0,0.32,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.411,3.964,1
0.07,0.64,0,0.71,0.57,0.14,0.5,0.21,1,1.14,1.5,1.14,0,0.35,0.21,0,0,0,0,0,0,0.07,0,0,0,0.07,0,0.103,4.923,1
0,0,0,0.17,0.17,0,1.24,0,0.89,0.35,1.24,1.42,6.41,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,8.523,1
0,0,0,0.38,0,0.19,0,0,0,0,4.03,2.3,0,0.38,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,5.886,1
0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.124,1.781,1
0,0,0,0,0,0,0,0,0,0.89,0.89,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.895,1
0,0,0,0,0,0,1.35,0,0,0,1.35,0,0,2.7,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,3.285,1
0,0.53,0,0,0.26,0.26,0.26,0.53,0,0,2.15,0.8,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.04,2.779,1
0,0,0,0.44,0,0,0,0,0,0,2.24,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,1.968,1
0,0,0,0,0.34,0,0.34,0,0,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.056,2.257,1
0,0,0,0,1.05,0,1.05,0,0,0,1.05,0.52,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,2.82,1
0,0,0,0.43,0.43,0,0.43,0,0,0,0.87,0,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.269,1
0,0,0,0.27,0.13,0,0.27,0.4,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728,1
0.24,0,0,0.48,0.24,0,0.48,1.2,0,0,1.92,1.68,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,4.333,1
0,0.18,0,0.73,0.73,0.09,0.27,0.27,1.47,1.2,1.38,0.64,0,0.55,0.18,0,0,0,0,0,0,0,0,0.18,0,0.09,0,0.135,8.445,1
0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0.34,0,0.34,0,0,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.056,2.257,1
0.68,0.17,0,0,0.51,0,0.51,0.51,0.17,1.02,4.96,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285,1
0,1.15,0,0.28,0.57,0,0.28,0,0,0.86,4.32,2.01,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,1
0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.444,1
0,0,0,0,0.5,0.25,1.01,1.51,0.75,1.51,2.02,1.51,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.432,2.375,1
0,0,0,0.32,0.32,0.32,0,0,0,0.65,2.61,3.26,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85,1
0,0.67,0,0,0.16,0.16,0,0.67,0.5,0,2.52,1.51,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.105,2,1
0,0.66,0,0,0.16,0.16,0,0.66,0.66,0,2.47,1.48,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.101,2.03,1
0,0.69,0,0,0.17,0.17,0,0.69,0.69,0,2.59,1.55,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.106,2,1
0,0,0,1.1,0.36,0,0,0,0,0,2.21,2.95,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,2.932,1
0.46,0.33,0,0.53,0.06,0.2,1.13,0.93,0.2,0,3.6,1.13,0,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.192,4.754,1
0,0,0,0,0,0,1.12,0,0,0,1.69,0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,3.537,1
0,0.67,0,0,0.16,0.16,0,0.67,0.5,0,2.37,1.52,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.107,2.015,1
0,0,0,0.38,0.38,0.38,0,0,0,0,3.46,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.061,1
0,0,0,0,0,0,0.93,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.066,1
0,0,0,0.56,0,0.56,0.56,0,0,0,0.85,0.56,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.046,14.58,1
0,0,0,0,0,0,0.94,0,0,0,2.83,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.533,1
0.26,0.08,0,0.08,0.08,0.08,0.62,0.08,0.17,0,4.16,2.21,0,0.17,1.5,0,0,0,0.08,0,0,0,0,0,0,0,0,0.162,4.137,1
0,0.47,0,0,0.47,0,0.47,0,0,0,1.88,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102,1
0,0.89,0,0,0,0,0,0.89,0,0,6.25,1.78,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0.483,1.826,1
0,0,0,0.37,0.18,0.18,0.18,0,0,0,0.74,0.37,0,0.18,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0.027,2.326,1
0.17,0,0,0.34,0.05,0.05,0.05,0.29,0,0.05,4.24,1.04,0,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.163,1.796,1
0,0,5.03,0,0,0,0,0,0,0,0.77,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.552,1
0,0,0,0,0.44,0,1.32,0,0,0,4.42,3.09,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2.787,1
0.49,0,0,0.24,0.24,0.49,0,0,0,0.24,3.99,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,4.071,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,1.56,0,0,1.388,1
0,0,0,1.29,0,0.64,0,0,0,0,3.87,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,1.8,1
0.42,0,0,0.42,0.42,0,0.84,0,0,0,2.95,2.1,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1.457,2.632,1
0,0,0,0.44,0,0.44,0.88,0,0,0,0.88,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,2.215,1
0,0,0,0,0.98,0,0,0,0,0,1.47,2.46,0,0.49,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,2.373,1
0.09,0.19,0,0.78,0.49,0,0.19,0.29,1.57,1.08,1.28,0.68,0,0.59,0.09,0.09,0,0,0,0,0,0,0,0.19,0,0.09,0,0.145,8.323,1
0,0,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,3.15,1
0.17,0,0,0.35,0,0.05,0.05,0.29,0,0,4.17,1.11,0,0.76,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.165,1.79,1
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1
0.09,0,0,0.09,0,0.18,0,0,0,0,1.99,3.35,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.031,0.031,3.771,1
0,0,0,0.22,0.11,0,0.22,0.33,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,1.98,1
0,0,0,0,0.64,0,0,0.64,0,0,3.89,1.29,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0.345,1.833,1
0,0.95,0,0,0,0,0,0,0,0,0.47,1.9,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,1
0,0,0,0.21,0.1,0,0.21,0.32,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,1.987,1
0.09,0,0,0.09,0,0.18,0,0,0,0,2,3.27,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.031,0.031,3.816,1
0.09,0,0,0.09,0,0.18,0,0,0,0,2,3.27,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.031,0.031,3.816,1
0,0.54,0,0,1.08,0,0.54,0,0,0.54,3.26,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,1
0.32,0,0,0.32,0.65,0,0.32,0.32,0,0,2.61,2.28,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,3.065,1
1.18,0.39,0,0.98,0.19,0.19,0.39,0,0,0,2.56,1.38,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.317,6.652,1
0,0.31,7.18,0,0.31,0.62,1.25,0,0,0.62,0.93,0.62,0.31,0,0.31,0,0,0,0.62,0,0,0.31,0,0,0,0,0,0,9.218,1
1.01,0.33,13.63,0.67,0,0.16,0.33,0,0,0.16,2.02,0.84,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.229,9.652,1
0,0.56,0,0,0,0,0.56,0.22,0,0.89,1.79,2.8,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.056,2.153,1
0.72,0,0,0.72,0.72,0,1.45,0,0,0,1.45,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,3.066,1
0.09,0,0,0.09,0,0.18,0,0,0,0,2,3.36,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.031,0.031,3.758,1
0,0.27,0,0,0.82,0,0.82,0,0,0,2.75,1.1,0,0.82,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.188,5.622,1
0,0,0,0.37,0.37,0,0.74,0,0,0,1.85,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.492,1
0,0,0,0,0,1.36,0,0,0,0,3.4,1.36,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.238,2.232,1
0,0.5,0,0,1.01,0,0.76,0.25,0,0.25,1.77,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.972,1
0.07,0.22,0,0,0.07,0,0.59,0.07,0.14,0,3.29,1.87,0,0,0.22,0,0,0,0.07,0,0,0,0,0,0,0,0,0.071,3.429,1
0.08,0.08,0,1.02,0.25,0.17,0.08,0.17,2.21,0.93,1.61,0.42,0,0.85,0.08,0,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0,0.118,7.55,1
0,0,0,0,0,0,0,0,0,0,1.28,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,1
0,0.56,0,0,0.56,0,0.56,0.28,0,0,1.97,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,1
0,0,0.81,0,0,0,1.63,0,0,0,2.45,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3.707,1
0.34,0,0,0,0,0,1.02,0,0,0,0.34,0.68,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.105,443.666,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,3.812,1
0,0.51,0,0.51,1.02,0,0,0,0,0.51,0.51,0.51,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212,7.025,1
0.48,0.97,0,0,0,0.48,1.95,0,0,0,1.95,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,56.538,1
0.34,0,0,0,0,0,1.02,0,0,0,0.34,0.68,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.105,443.333,1
0.09,0,0,0.09,0,0.18,0,0,0,0,2,3.36,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.031,0.031,3.758,1
0.08,0.08,0,1.02,0.25,0.17,0.08,0.17,2.21,0.93,1.61,0.42,0,0.85,0.08,0,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0,0.118,7.55,1
0,0,1.16,0,0,0,0,0,0,0,3.48,2.32,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,8.733,1
0,0,0,0,0,0,0,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,1
0,0,0,0,0,0,0,0,0,1.57,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,8.161,1
0.43,0.43,0,0.1,0.03,0.07,1.01,0.47,0.03,0,3,1.3,0,0.39,0.57,0,0,0,0,0,0,0,0,0,0,0,0,2.33,6.601,1
0.23,0.34,0,0.11,0.11,0.23,0.93,0,0.23,0,3.72,1.74,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.056,4.47,1
0,0.67,0,0.33,0.33,0.33,0,0,0,0.33,2.68,3.02,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.111,1
0.47,0.95,0,0,0,0.47,1.9,0,0,0,1.9,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,57.076,1
0.46,0.93,0,0,0,0.46,1.86,0,0,0,1.86,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,57.076,1
0.09,0,0,0.09,0,0.18,0,0,0,0,2.01,3.38,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.032,0.032,3.689,1
0,0,0,0,0.73,0,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,3.048,1
0,0,1.26,0,0.63,0,1.26,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.476,1
0,0,0,0,0.74,0,0,0,0,0,1.48,1.48,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,3.048,1
0.71,0,0,0.11,0,0.59,2.86,0.23,0.47,0.47,3.21,1.66,0,1.9,1.07,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0.254,9.705,1
0,0,0,0.73,0.73,0,0,0,0,0,1.47,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,2.08,1
0.68,0,0,0,0,0,0,0,0,0,2.04,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.551,1
0.5,0.4,0,0.03,0.13,0.1,0.78,0.54,0.03,0.03,3.19,1.42,0,0.37,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.519,6.029,1
0.67,0.16,0,0,0,0,0.16,0.5,0,0.16,5.77,1.35,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.278,3.774,1
0,0,0,0,0,2.38,2.38,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.714,1
0.18,0,0,0.09,0,0.36,0,0.09,0,0,1.27,3.38,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.03,0.015,4.192,1
0,0,0,0,0,0.53,0,0,2.12,0.53,2.65,2.65,0,1.59,0,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0.478,5.038,1
0,0,0,0,0,0.52,0,0,2.11,0.52,2.64,2.64,0,1.58,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0.475,5.038,1
0,0,0,0,0,0.51,0,0,2.05,0.51,2.56,2.56,0,1.53,0,0,0,0,0,0,0.51,0.51,0,0,0,0,0,0.473,5.038,1
0,0.1,0.1,0.42,0,0.31,0.1,0,0,0.21,1.69,0.31,0,0.52,0.1,0,0,0,0,0.31,0,0.1,0,0,0,0,0,0.182,8.851,1
0,0,0,0,1.11,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,2.7,1
0.31,0,0,0.47,0.15,0.79,0.63,0,0,0,2.05,3.95,0,0.15,0.47,0,0,0,0,0,0,0.15,0,0,0,0,0,0.127,5.241,1
0,0,0,0,0.91,0,0,0,0,1.83,4.58,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.842,1
0.31,0,0,0.47,0.15,0.79,0.63,0,0,0,2.05,3.95,0,0.15,0.47,0,0,0,0,0,0,0.15,0,0,0,0,0,0.127,5.241,1
0,0,0,0.64,0.64,0.32,0,0.32,0,0.32,2.27,3.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.166,1.688,1
0,0,0,0,1.26,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,3.529,1
0.1,0,0,0.1,0.1,0,0.2,0,0,0,1.72,1.72,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.16,6.758,1
0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.375,1
0,0,0,0,0,1.12,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,4.1,1
0.59,0,0,0,1.18,0.59,1.18,0,0,0,4.14,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.275,1
0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1
0.06,0.65,0,0.65,0.52,0.19,0.52,0.32,1.17,1.1,1.3,1.04,0,0.52,0.19,0,0,0,0,0,0,0.06,0,0,0,0.06,0,0.106,4.742,1
1.23,0,0,0,0,0,0,0,0,0,6.17,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,1.5,0,0,0,0,3.75,0,1.5,0,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,107.4,1
0,1.51,0,0,0,0,3.78,0,1.51,0,0.75,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237,105.8,1
0.1,0.2,0,1.14,0.2,0.62,0.52,0,1.66,1.45,2.08,1.25,0,1.14,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.175,7.439,1
0,0,0,0,0,0,0,0,0,0,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662,4.066,1
0,0,0,0.31,0.31,0.31,0,0,0,0.31,2.54,3.5,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,5.708,1
0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.787,1
0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.787,1
0,0.39,0,0,0,0,0.78,0,0.39,0,1.17,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,5.87,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1
0.09,0,0,0.09,0.09,0,0.29,0,0,0,1.66,1.66,0,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.155,6.813,1
0.1,0,0,0.1,0.1,0.52,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,1.915,1
0.14,0,0,0.24,0.04,0.04,0,0.04,0,0,0.24,0.28,0,0.38,0.14,0,0,0,0,0.19,0,0.04,0,0,0.04,0,0,0.099,1.867,1
0.36,0.27,0,0.36,0,0.36,4.1,0.45,1.27,2.1,2.73,2.83,0,0.09,0.27,0,0,0,0,0.09,0,0.09,0,0,0,0,0,0.014,3.707,1
0,0,0,0,0.74,0,0,0,0,0,3.35,2.61,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.552,1.58,1
0,0,0,0,1.38,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,6.266,1
0,0.37,0,0,0,0,0.74,0,0.37,0,0.74,1.48,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.175,5.985,1
0,0.37,0,0,0,0,0.74,0,0.37,0,0.74,1.48,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.175,5.985,1
0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1
0.17,0,0,0,0.17,0.34,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.559,1
0.17,0,0.17,0.34,0.05,0.05,0.05,0.28,0,0.05,4.2,1.03,0.17,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.161,2.093,1
0,0,0,0,0.83,0,1.04,0,0,1.46,1.04,0.2,0,0.2,0,1.46,0,0,0,0,0.2,0,0,0,0,0,0.109,0.146,3.791,1
0,0.37,0,0.37,0.37,0.74,0.37,0.37,0,0,3.73,1.49,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.505,3.337,1
0.45,0,0,0.67,0,0.67,0.22,0,0,0.22,1.57,3.37,0,0.22,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.148,4.947,1
0,0.19,0,0.28,0.09,0.09,0.19,0.57,0,0,2.01,1.43,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.124,2.405,1
0,0,0,0.22,0,0,0,0,0,0,0.66,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.187,3.384,1
0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,2.2,0,0,0,0,5.14,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1
0.46,0.92,0,0,0,0.46,1.85,0,0,0,1.85,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,49.866,1
0.47,0.94,0,0,0,0.47,1.88,0,0,0,1.88,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,57.23,1
0.9,0,0,0,0.9,0,0,0,0,0,5.45,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,10.125,1
0.07,0.22,0,0,0.07,0,0.6,0.07,0.15,0,3.3,1.87,0,0,0.22,0,0,0,0.07,0,0,0,0,0,0,0,0,0.071,3.446,1
0,0,0,0,0,0,0,0,0,0,1.28,6.41,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0.204,5.181,1
0,0,0.49,0,0.49,0,0.98,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.148,1
0.47,0.95,0,0,0,0.47,1.91,0,0,0,1.91,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,57.23,1
0.47,0.94,0,0,0,0.47,1.88,0,0,0,1.88,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,57.23,1
0,0,0,0.44,0,0,0,0,0,0,2.24,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1
0,0,0,0.44,0,0,0,0,0,0,2.23,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1
0.34,0,0,0,0,0,1.02,0,0,0,0.34,0.68,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.105,667,1
0,0,0,0,0,1.08,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,3.476,1
0,0,0,0,0,0,0,0,0,0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
0,0,0,0,0,0,0,0,0,0,2.66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1
0,0,0,0,0,0,0,1.1,0,0,3.69,0.73,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.059,2.93,1
0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0.045,0,2,1
