@relation vote_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A17-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Class {democrat,republican}

@data
-0.010603,-0.047217,0.110771,0.025053,-0.025117,0.008249,-0.085468,0.087057,-0.043261,-0.144078,-0.147088,-0.052424,-0.01959,0.065558,0.121402,0.003861,democrat
0.016982,-0.013505,-0.021663,0.01229,-0.02025,-0.078814,-0.006701,-0.003925,-0.022228,-0.011578,-0.008927,-0.01868,-0.041001,-0.008914,-0.017637,0.002461,republican
0.04051,-0.1603,0.105363,-0.073408,-0.021172,-0.019492,0.045754,-0.000521,0.063183,-0.083296,-0.156722,-0.045138,-0.045702,-0.029343,0.061585,-0.127462,democrat
0.010909,-0.032285,0.033651,0.001075,-0.000163,-0.070254,-0.046206,0.017028,0.066961,0.000176,0.018587,0.037319,0.011059,0.031257,-0.018197,-0.021287,republican
-0.001273,-0.054243,0.115771,0.021407,-0.108012,0.071628,-0.077013,0.029435,0.033322,-0.063365,-0.14812,-0.064857,-0.065896,0.019585,0.014402,-0.152446,democrat
0.034146,0.011377,-0.00977,-0.008277,0.018256,-0.063141,-0.003582,0.022833,0.057631,0.048821,0.039878,-0.066688,-0.020328,0.013035,0.054164,-0.010724,republican
0.083106,0.087777,-0.096513,0.000907,0.106444,-0.036731,-0.013505,0.04706,0.012787,0.084162,0.035698,0.005112,0.114834,-0.046851,-0.127448,0.063494,democrat
0.001209,-0.023109,0.225347,0.058947,-0.107985,-0.015953,-0.107686,0.148923,0.075032,-0.024499,-0.175792,-0.045237,-0.077176,0.027066,-0.00471,-0.037803,democrat
0.098514,-0.02942,0.144398,0.029864,-0.045522,0.038369,-0.118358,0.067923,0.006212,-0.122738,-0.19521,0.04154,-0.019463,0.086118,0.077214,-0.068871,democrat
-0.006722,0.008103,-0.144942,0.016412,0.096854,-0.047181,0.08718,-0.042112,-0.047883,0.078095,0.097847,0.055225,-0.02713,-0.050653,-0.079183,0.032139,republican
0.05427,0.042491,-0.083181,-0.081962,0.067444,-0.041413,0.067227,-0.043432,0.011012,0.148174,0.087374,0.099503,0.0078,-0.046256,-0.049521,0.079986,republican
0.046914,0.087473,-0.228822,-0.040607,0.087203,-0.024899,0.10672,-0.052767,0.022652,0.02079,0.130339,0.049813,-0.006937,-0.051841,-0.010332,0.012584,republican
0.038514,-0.018689,0.165474,0.05354,-0.045086,-0.040854,-0.072028,0.093643,-0.038563,-0.040701,-0.127794,-0.000104,-0.038843,-0.004289,-0.02335,0.055958,democrat
-0.041251,-0.005136,-0.129313,0.021056,0.145101,-0.035019,0.077386,-0.032376,-0.00021,0.098805,0.127277,0.050023,-0.026809,-0.022004,-0.056783,0.001688,republican
-0.047414,0.052149,0.117737,-0.005753,0.030776,-0.033884,-0.091019,-0.009911,0.031607,-0.13322,-0.083307,0.012047,0.009203,0.090471,-0.012398,0.038495,democrat
-0.015803,-0.039677,0.124904,-0.018602,-0.109929,-0.129504,0.105039,0.055254,-0.004443,-0.098838,-0.113687,-0.100364,-0.039098,0.010645,0.03428,-0.087178,democrat
0.039282,-0.008309,0.027019,0.000175,-0.107026,-0.044277,0.086945,-0.06735,0.008306,-0.165887,-0.134871,-0.027124,-0.010221,0.095386,0.064585,-0.096146,democrat
0.034108,0.067202,0.112642,0.043838,-0.124248,-0.118457,-0.033599,-0.037012,0.010635,-0.213335,-0.115645,0.019029,0.044523,0.018067,0.07124,-0.138827,democrat
0.018925,0.027743,-0.101809,-0.019518,-0.020159,-0.060043,-0.000074,-0.031602,0.01612,-0.108573,0.004191,0.018713,-0.041161,-0.003402,0.001812,-0.03436,republican
0.063097,0.004982,0.122707,-0.011045,-0.005443,-0.096606,0.09022,-0.009101,0.092996,-0.015339,-0.013339,-0.033431,0.028908,0.070615,0.049827,-0.052417,democrat
-0.0087,0.028943,0.083563,0.0292,-0.049341,0.018634,-0.054119,0.102152,0.100552,-0.076658,-0.109287,0.02911,-0.0704,0.011708,-0.016033,-0.059785,democrat
-0.123062,0.05791,-0.041438,-0.119475,-0.044834,-0.016568,-0.052441,0.003747,-0.004208,0.053573,-0.004307,0.004385,0.046235,-0.040146,0.158912,0.019959,republican
-0.094606,0.052369,-0.001752,-0.135334,-0.072994,-0.02017,-0.082152,0.014964,0.037309,0.044616,-0.006222,0.065586,0.097975,-0.028623,0.135953,0.026662,republican
-0.022094,0.039674,-0.090618,0.030135,0.003788,0.034086,-0.055705,0.145241,-0.107185,0.05847,-0.064411,-0.051056,0.091849,-0.034691,-0.105,-0.023811,democrat
0.108132,-0.060909,0.186511,-0.025311,-0.040727,0.014427,-0.135963,0.004774,0.000836,-0.113289,-0.08258,-0.040506,0.069632,0.060734,0.109909,-0.031535,democrat
-0.003235,-0.035402,0.092646,0.01213,-0.073332,0.044272,-0.029981,0.025067,-0.003841,0.022617,-0.050391,-0.111174,0.007254,-0.010417,0.032074,0.005933,democrat
-0.013542,-0.038941,-0.018836,0.021266,0.011609,-0.035929,-0.011271,-0.000034,0.018199,0.030495,0.003316,-0.014353,-0.020491,0.035665,0.011451,-0.027266,republican
-0.038331,-0.037891,0.14637,0.012888,-0.070216,-0.005426,-0.094664,0.035492,0.041056,-0.124435,-0.090624,-0.0961,-0.083304,-0.004953,0.011008,-0.107576,democrat
0.031266,-0.068337,0.162478,0.020769,-0.08703,-0.054488,0.040813,-0.01872,0.059147,-0.057138,-0.120475,-0.008519,0.041999,0.130046,0.044576,-0.083073,democrat
0.010996,0.004038,0.057561,-0.010428,-0.081021,0.016854,-0.026995,0.012206,-0.001258,-0.057598,-0.041359,-0.099406,-0.013176,-0.037916,0.023911,0.002024,democrat
-0.067378,-0.045931,0.151365,0.013034,-0.065196,-0.021034,-0.101867,0.029859,0.0343,-0.142778,-0.067503,-0.108285,-0.060333,0.00237,0.020992,-0.061257,democrat
-0.029495,-0.096345,-0.011733,-0.037193,0.015677,0.055186,-0.160569,0.083828,-0.068435,-0.031201,0.004576,-0.010793,0.018322,-0.058383,0.036593,-0.018673,republican
-0.043941,-0.081723,0.161943,0.016454,-0.123412,0.002135,-0.10365,-0.00268,0.090203,-0.101261,-0.115594,-0.022928,0.049157,0.005645,0.030689,-0.05353,democrat
-0.029947,-0.051858,0.098436,0.00591,-0.06973,0.019707,-0.050253,-0.013263,0.093469,-0.036579,-0.05252,-0.007378,0.066269,-0.018574,0.024617,-0.030058,democrat
-0.007676,-0.032202,0.122026,-0.003513,-0.107714,0.043922,-0.078506,0.03519,0.051997,-0.060362,-0.082504,-0.132031,0.000399,0.027532,0.083771,-0.042542,democrat
0.004679,-0.017156,0.091017,0.017531,-0.048313,0.021884,-0.070788,-0.027447,0.021689,-0.077956,-0.037253,-0.04161,-0.002993,0.009203,-0.002331,-0.005281,democrat
-0.030912,-0.075864,0.165447,0.005839,-0.126133,0.03681,-0.12113,0.029385,0.061327,-0.109007,-0.103794,-0.028024,0.031786,0.045755,0.011411,-0.053105,democrat
0.022848,-0.006766,0.1192,-0.01249,-0.139573,0.001038,-0.073935,0.031299,0.011569,-0.102435,-0.094746,-0.136358,-0.020111,-0.017047,0.054683,-0.012816,democrat
0.011759,-0.008367,0.007788,-0.000436,0.011056,-0.013214,-0.023626,0.014724,0.044156,-0.00513,-0.035682,-0.040511,0.04528,-0.012119,-0.047648,0.013614,democrat
-0.030912,-0.075864,0.165447,0.005839,-0.126133,0.03681,-0.12113,0.029385,0.061327,-0.109007,-0.103794,-0.028024,0.031786,0.045755,0.011411,-0.053105,democrat
-0.020704,-0.038061,0.118521,0.007102,-0.104993,0.009248,-0.061026,0.003125,0.080873,-0.052615,-0.094304,-0.126935,0.017769,-0.012578,0.103049,-0.042967,democrat
-0.038922,-0.051472,0.191051,-0.002825,-0.093356,-0.024636,-0.131578,0.041075,0.075817,-0.151734,-0.069419,-0.047083,-0.008593,0.013893,-0.001967,-0.054554,democrat
0.015001,-0.008158,0.044759,-0.006096,-0.09741,0.047577,-0.021771,0.00636,-0.008503,-0.036235,-0.058547,-0.089876,0.007014,-0.021986,0.030599,0.002748,democrat
-0.027156,0.052789,-0.127301,-0.17376,0.016473,-0.016389,0.069074,-0.062652,-0.002584,0.064055,0.026985,0.053578,-0.039366,-0.032254,0.044814,0.079342,republican
0.026853,-0.018962,0.106398,-0.008158,-0.155961,0.031761,-0.068712,0.025454,0.004324,-0.081071,-0.111934,-0.126829,0.000078,-0.001116,0.061372,-0.012091,democrat
0.009135,-0.014898,-0.096104,0.018683,0.021913,-0.032275,0.045463,-0.028864,-0.0423,0.054622,0.027273,0.027802,-0.013876,-0.013852,-0.041721,0.018025,republican
-0.048555,-0.014134,-0.041864,-0.038309,0.095041,-0.044977,0.02729,-0.042841,-0.002191,0.093314,0.045958,0.038953,-0.070907,-0.001561,-0.022791,0.010727,republican
0.055436,-0.103434,0.110563,-0.084597,-0.097479,-0.000887,-0.007416,0.122725,0.009815,-0.171588,-0.165237,0.001576,-0.005883,0.081729,0.034313,0.075748,democrat
-0.024839,-0.057084,0.110133,0.017053,-0.14622,0.02825,-0.081625,0.008432,-0.027862,-0.120761,-0.131308,-0.084023,-0.020274,0.005584,0.01197,-0.029357,democrat
-0.027777,-0.024141,0.103779,0.093398,-0.139122,0.027188,-0.101862,0.127847,0.100186,-0.1548,-0.122875,-0.039035,0.046148,0.079512,0.044866,-0.004415,democrat
0.01314,-0.027094,-0.108906,0.023015,0.005525,-0.001552,0.050687,-0.034709,-0.049545,0.075986,0.010085,0.037331,0.006314,0.002078,-0.035032,0.018749,republican
-0.008094,-0.047689,0.062247,0.006882,-0.055325,-0.063552,-0.005901,0.046932,0.001062,-0.107024,-0.148684,0.052732,0.079178,-0.076341,0.085088,0.041802,democrat
-0.0712,0.013355,0.018498,0.068511,-0.005632,-0.006931,-0.141023,0.060259,-0.106742,-0.01745,0.059927,-0.044905,0.034093,0.073552,0.035854,0.018288,republican
-0.013717,-0.05702,0.098813,0.007754,-0.072601,0.068234,-0.066987,0.015925,0.055255,-0.045828,-0.073528,0.021113,0.015751,0.017562,-0.029346,-0.084585,democrat
0.056337,-0.052417,0.090311,-0.099849,-0.10152,0.001446,0.031563,0.00926,0.07984,-0.082634,0.029541,-0.019036,-0.057784,0.020977,-0.010266,0.040473,democrat
0.01738,-0.094765,0.127069,-0.030807,-0.086661,-0.002655,-0.074203,0.050035,-0.109431,-0.151951,-0.129541,-0.070487,0.008562,-0.020105,0.063589,-0.051457,democrat
0.018843,0.00543,0.132001,-0.016822,-0.123185,-0.029685,-0.079159,0.037145,0.018814,-0.123798,-0.077559,-0.145888,-0.040301,-0.032978,0.047994,-0.01354,democrat
0.00476,0.015788,0.125854,0.010883,-0.140372,0.036557,-0.092104,0.11531,0.117565,-0.075765,-0.131433,-0.055958,0.029338,0.072386,0.097487,0.036729,democrat
-0.007676,-0.032202,0.122026,-0.003513,-0.107714,0.043922,-0.078506,0.03519,0.051997,-0.060362,-0.082504,-0.132031,0.000399,0.027532,0.083771,-0.042542,democrat
0.001315,0.060009,-0.107078,0.057331,-0.074775,-0.007731,-0.070012,-0.035862,-0.052048,-0.061611,-0.043416,0.041783,0.042602,-0.028521,0.058181,-0.080845,republican
-0.056315,-0.013998,0.090757,0.115106,-0.06144,-0.02769,-0.075515,-0.060294,0.090505,-0.103785,-0.172419,-0.047373,-0.019356,0.034711,0.107078,0.038312,democrat
-0.067632,-0.067218,-0.021648,0.025889,0.00526,-0.036424,-0.020453,-0.017146,-0.002557,0.015172,0.032371,-0.029192,0.045641,0.066243,0.038107,0.066097,republican
0.040094,0.040429,-0.102717,-0.035753,0.001959,-0.013648,0.008269,-0.010689,0.088734,-0.02681,0.035808,-0.019765,-0.000298,0.034477,0.080302,-0.046821,republican
-0.037868,-0.062943,0.106628,0.027669,-0.143499,-0.006425,-0.064145,-0.023633,0.001014,-0.113014,-0.143108,-0.078927,-0.002904,-0.034526,0.031248,-0.029782,democrat
0.057902,0.001164,0.195178,0.013885,-0.067509,-0.016114,-0.153833,-0.025139,0.096895,-0.124825,-0.049972,-0.073102,0.000417,0.054561,0.044912,-0.010884,democrat
-0.04086,-0.003554,0.074275,0.047308,-0.150717,0.024486,-0.065512,0.077336,-0.003811,-0.127207,-0.178321,-0.069151,-0.043075,0.038915,0.048645,0.04321,democrat
-0.017547,-0.026745,-0.006035,0.016934,0.027997,-0.066652,-0.016495,0.005811,0.025444,0.009132,0.020503,-0.023883,-0.040681,0.019734,0.004762,-0.02799,republican
0.003617,-0.062625,0.149819,0.001194,-0.17438,0.024648,-0.111336,0.019648,0.013655,-0.129717,-0.133224,-0.022822,0.031466,0.017107,-0.010989,-0.022654,democrat
0.035738,-0.009869,0.209719,0.054303,-0.156232,-0.028115,-0.097892,0.139187,0.027359,-0.045209,-0.205222,-0.040034,-0.077497,-0.001582,-0.027109,-0.007352,democrat
0.034146,0.011377,-0.00977,-0.008277,0.018256,-0.063141,-0.003582,0.022833,0.057631,0.048821,0.039878,-0.066688,-0.020328,0.013035,0.054164,-0.010724,republican
-0.071695,0.020664,-0.015517,0.0294,0.000961,-0.068581,-0.044483,0.0886,0.011565,0.062027,0.058669,0.061494,0.072721,-0.09396,-0.003456,-0.080786,democrat
-0.063419,0.054757,0.111895,0.011181,0.000454,-0.078799,0.01224,0.135788,-0.041012,-0.051067,0.002719,-0.174679,0.07587,0.04329,0.06125,-0.024506,democrat
-0.041251,-0.005136,-0.129313,0.021056,0.145101,-0.035019,0.077386,-0.032376,-0.00021,0.098805,0.127277,0.050023,-0.026809,-0.022004,-0.056783,0.001688,republican
0.025224,0.001268,0.077403,-0.018358,-0.095101,0.015053,-0.04185,0.017814,0.0195,-0.062076,-0.042317,-0.068805,0.012694,-0.032155,0.012431,0.005375,democrat
0.035883,-0.117161,0.272503,-0.023522,-0.082135,-0.086473,-0.120988,0.100619,-0.091772,-0.106639,-0.110199,-0.065739,0.020082,-0.045955,0.007803,-0.009382,democrat
-0.036692,-0.04628,0.048494,0.019115,-0.087668,0.044066,-0.034685,-0.010662,-0.040689,-0.075924,-0.077921,-0.047071,-0.013339,-0.015286,-0.018802,-0.014518,democrat
-0.099077,0.055562,0.123349,0.062706,-0.156337,-0.057386,-0.014905,0.066066,-0.019127,-0.079713,-0.007372,-0.046298,0.045326,0.064874,-0.046666,0.002018,democrat
0.043457,-0.013699,0.084445,-0.021955,-0.12557,0.043975,-0.051482,0.017577,0.033014,-0.045191,-0.060463,-0.028675,0.058754,-0.010463,0.00764,0.009451,democrat
0.041013,-0.091428,-0.011408,-0.009302,-0.048529,-0.013605,-0.012366,-0.084519,-0.060769,0.037596,0.003712,-0.014493,0.022179,-0.010383,-0.040934,-0.068658,republican
-0.028222,0.000722,-0.125808,0.010441,0.14238,-0.000345,0.059906,-0.000311,-0.029087,0.091058,0.139077,0.044926,-0.04418,0.018106,-0.076061,0.002114,republican
0.020987,-0.025702,-0.034465,0.016622,-0.036639,-0.048091,-0.001477,-0.00977,-0.029473,0.009786,-0.026114,-0.009151,-0.020812,0.007017,-0.010949,0.003185,republican
0.029815,-0.046775,0.130897,-0.016411,-0.119318,-0.01002,-0.087801,0.130155,-0.043863,-0.167354,-0.17847,0.005586,0.037501,0.024749,0.077305,0.027814,democrat
0.049419,-0.011706,0.11033,0.012803,-0.138167,0.034266,-0.086296,-0.016164,-0.00123,-0.087462,-0.111897,-0.118435,-0.005593,0.022568,0.060111,0.001111,democrat
-0.004128,0.005335,-0.030131,0.03622,-0.05003,-0.063361,-0.010412,-0.024726,0.018556,0.004018,-0.00981,-0.025448,-0.055419,0.00393,-0.043447,0.013511,republican
-0.031763,0.084067,-0.06704,0.055399,0.067382,-0.076581,-0.116469,0.010718,0.052796,-0.102666,-0.064404,-0.047896,0.068094,-0.044376,-0.009723,-0.081818,republican
0.016982,-0.013505,-0.021663,0.01229,-0.02025,-0.078814,-0.006701,-0.003925,-0.022228,-0.011578,-0.008927,-0.01868,-0.041001,-0.008914,-0.017637,0.002461,republican
-0.008086,-0.01384,-0.007229,0.019021,0.08913,-0.086219,-0.04271,0.030965,0.068126,-0.009905,-0.064289,-0.0893,0.02487,0.007093,-0.072164,0.002937,republican
-0.025706,-0.040333,0.114977,-0.007496,-0.144184,-0.001414,-0.048628,-0.012909,-0.027365,-0.10857,0.03933,0.060489,-0.067528,-0.022983,0.021787,-0.040191,democrat
-0.017547,-0.026745,-0.006035,0.016934,0.027997,-0.066652,-0.016495,0.005811,0.025444,0.009132,0.020503,-0.023883,-0.040681,0.019734,0.004762,-0.02799,republican
-0.071079,-0.055388,0.03819,0.027385,0.021083,-0.047789,0.014016,0.045451,0.007218,-0.077358,-0.117338,-0.013672,0.027759,-0.059215,0.130446,0.004648,democrat
-0.067632,-0.067218,-0.021648,0.025889,0.00526,-0.036424,-0.020453,-0.017146,-0.002557,0.015172,0.032371,-0.029192,0.045641,0.066243,0.038107,0.066097,republican
-0.024839,-0.057084,0.110133,0.017053,-0.14622,0.02825,-0.081625,0.008432,-0.027862,-0.120761,-0.131308,-0.084023,-0.020274,0.005584,0.01197,-0.029357,democrat
0.078542,0.040539,0.062596,0.082872,-0.190601,0.014443,-0.012186,-0.066894,0.045849,-0.029081,-0.143925,0.004809,-0.110817,-0.002643,0.191038,-0.037536,democrat
-0.032268,-0.003457,0.086587,-0.01116,-0.046952,0.008076,-0.028906,0.01521,0.032318,-0.048733,0.047654,-0.081429,-0.06582,-0.018878,0.078084,-0.044615,democrat
-0.084763,-0.028766,-0.102646,-0.069072,-0.035679,0.046685,-0.013618,0.102542,-0.010853,-0.084536,0.069016,-0.018779,0.022082,0.104607,0.021523,0.003723,republican
0.11096,-0.069165,-0.118501,0.040399,0.007269,0.009414,-0.036924,0.029026,0.036585,-0.062538,-0.100473,0.030737,-0.033564,-0.043793,0.020723,0.041318,republican
0.063,-0.075423,0.178648,-0.067233,-0.076315,0.009416,-0.100795,0.08801,0.011945,-0.100509,-0.082653,-0.057294,0.080975,0.013366,0.112431,-0.057939,democrat
-0.050916,-0.033044,0.032651,-0.052071,-0.135295,-0.04583,0.090228,0.036684,-0.022973,-0.197539,-0.076901,-0.073376,0.029693,0.102775,0.067797,-0.029487,republican
-0.014013,-0.036302,0.141971,0.011699,-0.105802,0.019966,-0.074354,0.028549,0.026471,-0.096573,-0.071349,-0.051207,-0.13905,-0.005956,0.039487,-0.169358,democrat
-0.009619,-0.07345,0.202172,0.028295,-0.107805,0.025151,-0.085132,0.062867,0.013649,0.036633,-0.095621,-0.169425,0.000558,0.022021,0.064322,-0.005721,democrat
0.02078,-0.037742,0.161712,-0.019372,-0.135874,0.040321,-0.108217,0.046407,0.093514,-0.069318,-0.08442,-0.07083,0.052139,0.039055,0.060812,-0.035839,democrat
-0.053774,-0.000282,0.146706,-0.116316,-0.059447,-0.021869,-0.07386,-0.068306,-0.122067,-0.141341,-0.17194,-0.094593,0.064062,0.062764,-0.016912,-0.057679,democrat
0.007278,0.034586,-0.181509,-0.010108,0.094178,-0.003121,0.073013,-0.023886,-0.057585,0.021851,0.116206,0.068825,-0.04458,-0.007787,-0.088736,0.014154,republican
0.007029,-0.01482,0.008385,-0.00148,-0.01951,-0.00343,-0.010518,0.002147,0.022815,0.004389,0.006714,-0.007802,0.012504,-0.005799,-0.009185,-0.00185,republican
0.050579,-0.030955,0.146681,-0.02506,-0.214688,0.037942,-0.085315,0.024094,0.0245,-0.080509,-0.071453,-0.032919,0.019043,0.016727,0.076876,-0.020852,democrat
-0.006722,0.008103,-0.144942,0.016412,0.096854,-0.047181,0.08718,-0.042112,-0.047883,0.078095,0.097847,0.055225,-0.02713,-0.050653,-0.079183,0.032139,republican
-0.006722,0.008103,-0.144942,0.016412,0.096854,-0.047181,0.08718,-0.042112,-0.047883,0.078095,0.097847,0.055225,-0.02713,-0.050653,-0.079183,0.032139,republican
0.002822,0.05896,0.096143,0.013434,-0.127682,-0.033448,-0.063047,0.106048,0.042865,-0.130245,-0.124572,-0.131016,-0.063102,0.000353,0.084669,0.059027,democrat
0.016982,-0.013505,-0.021663,0.01229,-0.02025,-0.078814,-0.006701,-0.003925,-0.022228,-0.011578,-0.008927,-0.01868,-0.041001,-0.008914,-0.017637,0.002461,republican
0.037456,-0.017688,0.12989,0.038408,-0.072126,0.048933,-0.113674,-0.048046,0.040888,-0.073142,-0.082431,-0.115244,-0.010944,0.0749,0.081249,-0.016139,democrat
0.034544,-0.069882,0.138962,-0.051374,-0.048155,0.013018,-0.071084,0.076793,-0.029572,-0.091552,-0.080737,-0.118495,0.029235,0.001843,0.13539,-0.064642,democrat
-0.040786,-0.085901,-0.124696,-0.004888,0.078614,-0.013189,0.067109,-0.133973,-0.099935,0.090582,0.156728,0.035044,0.081992,-0.037475,-0.082512,0.053659,republican
-0.039648,-0.114766,-0.005349,-0.029971,-0.056284,-0.047327,-0.009188,-0.054168,-0.068726,0.007299,0.049918,-0.047255,0.073792,-0.01942,-0.019705,0.010778,republican
0.003617,-0.062625,0.149819,0.001194,-0.17438,0.024648,-0.111336,0.019648,0.013655,-0.129717,-0.133224,-0.022822,0.031466,0.017107,-0.010989,-0.022654,democrat
0.071985,-0.004449,0.114261,0.033764,-0.120373,0.036771,-0.10388,-0.057782,-0.006784,-0.093852,-0.111861,-0.110042,-0.011264,0.046252,0.05885,0.014312,democrat
0.037456,-0.017688,0.12989,0.038408,-0.072126,0.048933,-0.113674,-0.048046,0.040888,-0.073142,-0.082431,-0.115244,-0.010944,0.0749,0.081249,-0.016139,democrat
0.051866,-0.001606,0.055567,0.008748,-0.063444,-0.003727,-0.024963,-0.006461,0.006819,-0.058175,-0.093892,-0.031581,0.047601,-0.028829,0.081283,0.04411,democrat
0.021372,-0.024161,0.117031,-0.003659,-0.112734,0.059531,-0.071303,0.040824,0.058753,-0.042019,-0.105625,-0.119847,-0.022573,0.020209,0.073788,-0.088861,democrat
0.015001,-0.008158,0.044759,-0.006096,-0.09741,0.047577,-0.021771,0.00636,-0.008503,-0.036235,-0.058547,-0.089876,0.007014,-0.021986,0.030599,0.002748,democrat
0.015001,-0.008158,0.044759,-0.006096,-0.09741,0.047577,-0.021771,0.00636,-0.008503,-0.036235,-0.058547,-0.089876,0.007014,-0.021986,0.030599,0.002748,democrat
0.037456,-0.017688,0.12989,0.038408,-0.072126,0.048933,-0.113674,-0.048046,0.040888,-0.073142,-0.082431,-0.115244,-0.010944,0.0749,0.081249,-0.016139,democrat
-0.067632,-0.067218,-0.021648,0.025889,0.00526,-0.036424,-0.020453,-0.017146,-0.002557,0.015172,0.032371,-0.029192,0.045641,0.066243,0.038107,0.066097,republican
0.105297,-0.112027,0.126491,-0.077638,0.009273,0.027161,-0.025866,-0.013873,0.012997,-0.108567,-0.067432,-0.105718,-0.025491,0.106192,0.089876,0.009696,republican
0.015001,-0.008158,0.044759,-0.006096,-0.09741,0.047577,-0.021771,0.00636,-0.008503,-0.036235,-0.058547,-0.089876,0.007014,-0.021986,0.030599,0.002748,democrat
0.071985,-0.004449,0.114261,0.033764,-0.120373,0.036771,-0.10388,-0.057782,-0.006784,-0.093852,-0.111861,-0.110042,-0.011264,0.046252,0.05885,0.014312,democrat
0.018843,0.00543,0.132001,-0.016822,-0.123185,-0.029685,-0.079159,0.037145,0.018814,-0.123798,-0.077559,-0.145888,-0.040301,-0.032978,0.047994,-0.01354,democrat
0.01049,0.032581,0.127584,0.072637,-0.096432,-0.033749,-0.125984,0.011398,0.020328,-0.187192,-0.144831,-0.040823,-0.068927,0.060182,0.021265,0.071516,democrat
-0.019528,-0.021398,0.060387,-0.001452,-0.049162,0.059739,-0.031565,0.016097,0.03917,-0.015525,-0.029117,-0.095079,0.007334,0.006663,0.052999,-0.027703,democrat
-0.052452,-0.067063,-0.028237,-0.172034,-0.001001,0.02654,-0.00426,-0.119959,0.001189,0.046392,-0.009642,0.06107,-0.046314,-0.00076,0.008614,-0.101376,republican
-0.01705,-0.044174,-0.070523,-0.124538,-0.040923,0.05396,-0.016817,0.05066,-0.002717,-0.0384,0.135404,-0.076456,0.065236,0.064576,0.03425,-0.051579,republican
0.0283,0.037658,0.031073,0.07513,-0.031374,0.027,0.043999,-0.000692,-0.146368,0.005044,-0.031805,0.033805,0.038322,0.077137,-0.023453,-0.073379,democrat
-0.043844,-0.030803,-0.178408,-0.016846,0.028488,0.009254,0.132796,0.029433,-0.051264,0.133602,0.0634,0.057497,0.024592,-0.066159,-0.063283,0.007185,republican
-0.103565,0.046019,-0.022829,-0.073573,-0.004946,0.054281,-0.135483,-0.032381,-0.105256,-0.01439,-0.000007,0.053784,-0.020201,0.094142,0.068432,0.029947,republican
0.024992,-0.037898,-0.047266,0.020954,-0.053027,-0.017368,0.003747,-0.015615,-0.036718,0.031149,-0.043301,0.000379,-0.000622,0.022948,-0.00426,0.00391,republican
-0.033241,-0.029529,-0.154916,0.02972,0.112324,0.026426,0.087834,-0.044066,-0.0147,0.141532,0.092902,0.069082,0.01357,0.009857,-0.043406,0.003137,republican
0.027983,-0.093491,0.15056,0.015759,-0.002825,0.014517,-0.119165,-0.023465,-0.072867,-0.144022,-0.100039,-0.058902,-0.00246,0.055911,0.083466,-0.055504,democrat
-0.029196,0.108185,-0.103832,-0.101367,-0.004383,0.061446,-0.065835,-0.044189,-0.133569,0.049426,0.043324,0.053134,0.006766,0.037924,0.064661,0.092504,republican
0.03148,0.014452,-0.155147,-0.006106,0.099862,0.064611,0.083267,0.00502,-0.01139,0.173474,0.124077,0.021179,0.016551,0.043268,-0.013282,0.020829,republican
0.024992,-0.037898,-0.047266,0.020954,-0.053027,-0.017368,0.003747,-0.015615,-0.036718,0.031149,-0.043301,0.000379,-0.000622,0.022948,-0.00426,0.00391,republican
-0.024367,-0.015078,0.133521,0.057054,-0.112836,0.035552,-0.122602,0.05667,0.079824,-0.121844,-0.150771,-0.004759,0.003314,0.10277,0.046824,0.032664,democrat
-0.046933,-0.022334,0.129589,0.036094,-0.13063,0.033046,-0.105017,0.098288,0.085378,-0.115454,-0.150807,-0.013152,0.008985,0.079086,0.048085,0.019463,democrat
-0.048325,-0.088005,0.118545,0.026386,-0.037689,-0.050993,-0.005901,0.05793,0.00822,-0.028298,-0.083417,0.061541,0.046803,-0.044127,0.136225,0.014298,democrat
0.105766,0.082587,0.052555,0.012729,-0.121043,0.019512,-0.134222,0.098942,0.089001,-0.058884,-0.12035,-0.004604,-0.058256,-0.01255,0.015783,0.017912,democrat
-0.00806,0.051654,0.255447,-0.122682,-0.10988,-0.0455,-0.043209,0.105671,-0.024114,0.020037,-0.112294,-0.041588,-0.032368,0.066504,0.093997,-0.092988,democrat
0.02522,0.076972,0.201671,-0.078699,-0.01574,-0.024672,-0.031437,0.003341,-0.04805,0.052093,-0.058835,0.012152,-0.036775,0.093002,0.060702,-0.051745,democrat
0.073919,0.037231,0.148902,-0.016819,-0.02244,0.025237,-0.070083,0.049205,-0.025832,-0.017095,-0.201696,-0.097414,-0.020186,0.094732,0.10023,-0.04961,democrat
0.050627,-0.007698,0.107462,0.031419,-0.014343,-0.020409,-0.072659,0.030396,0.012247,-0.103032,-0.139478,-0.081739,0.012462,0.042432,0.18882,0.033904,democrat
0.095614,-0.018716,0.133993,-0.039356,-0.151985,0.056436,-0.044061,0.143027,0.006826,-0.051231,-0.091116,0.047364,-0.053319,0.044692,0.206064,-0.108936,democrat
