@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S30

@attribute word_freq_make numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_free numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hpl numeric
@attribute word_freq_415 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute char_freq_; numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0.95,0,0,0,0,0,0,0,0,1.9,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.066,0,0.267,0,45,1
0,0.54,0,0.21,0.1,0,0.1,0.21,0.21,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.118,14,1
0.09,0.27,0,0.09,0,0.18,0.09,0,0.72,0,3.27,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0.27,0.015,0.031,0.252,0.031,69,1
0.09,0.27,0,0.09,0,0.18,0.09,0,0.72,0,3.27,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0.27,0.015,0.031,0.252,0.031,69,1
0,0,0,0,1.08,0,0,0.54,0.54,2.17,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.347,0,5,1
0.32,0.32,0,0.32,0.65,0,0,0.32,0.98,0,2.28,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.173,28,1
1.18,0.59,0,0.98,0.19,0.19,1.38,0.39,0.98,0.98,1.38,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0.317,76,1
0,0,7.18,0,0.31,0.62,0,1.25,0,0,0.62,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,51,1
1.01,0.5,13.63,0.67,0,0.16,1.34,0.33,0.67,0.5,0.84,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0.229,151,1
0,0,0,0,0,0,1.01,0.56,1.79,0.11,2.8,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.056,0.056,53,1
0.72,0,0,0.72,0.72,0,0,1.45,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0.134,0,14,1
0.09,0.27,0,0.09,0,0.18,0.09,0,0.72,0,3.36,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0.27,0.015,0.031,0.237,0.031,69,1
0,0.82,0,0,0.82,0,0,0.82,0.82,0.82,1.1,0,0.82,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.188,124,1
0,0.74,0,0.37,0.37,0,0,0.74,0.37,1.11,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.68,0,0,0,1.36,0,0,0.68,0,1.36,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,19,1
0,0.25,0,0,1.01,0,0,0.76,0.5,1.26,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.189,0,447,1
0.07,0.82,0,0,0.07,0,0.67,0.59,0.82,0,1.87,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.071,74,1
0.08,0.76,0,1.02,0.25,0.17,0.59,0.08,0.59,0.25,0.42,0,0.85,0.08,0,0,0,0,0,0,0,0.17,0.08,0.08,0,0,0.408,0.118,669,1
0,0,0,0,0,0,1.28,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,28,1
0,0.28,0,0,0.56,0,0,0.56,0.56,1.41,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.158,0,394,1
0,0,0.81,0,0,0,0,1.63,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0.249,0,0.124,0,14,1
0.34,1.7,0,0,0,0,0.68,1.02,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0.105,1325,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.221,0.665,15,1
0,0,0,0.51,1.02,0,0,0,0,0,0.51,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,1.212,130,1
0.48,0.97,0,0,0,0.48,0,1.95,2.43,0.48,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739,0.173,636,1
0.34,1.7,0,0,0,0,0.68,1.02,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0.105,1325,1
0.09,0.27,0,0.09,0,0.18,0.09,0,0.72,0,3.36,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0.27,0.015,0.031,0.237,0.031,69,1
0.08,0.76,0,1.02,0.25,0.17,0.59,0.08,0.59,0.25,0.42,0,0.85,0.08,0,0,0,0,0,0,0,0.17,0.08,0.08,0,0,0.408,0.118,669,1
0,0,1.16,0,0,0,0,0,0,0,2.32,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0,0,0,0,0,0,1.35,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,31,1
0.43,0.43,0,0.1,0.03,0.07,0.54,1.01,0.79,0.25,1.3,0,0.39,0.57,0,0,0,0,0,0,0,0,0,0.1,0.011,0,0.458,2.33,266,1
0.23,0.58,0,0.11,0.11,0.23,1.04,0.93,0.46,0,1.74,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.056,74,1
0,0.33,0,0.33,0.33,0.33,0,0,1,1,3.02,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,139,1
0.47,0.95,0,0,0,0.47,0,1.9,2.38,0.47,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687,0.168,634,1
0.46,0.93,0,0,0,0.46,0,1.86,2.33,0.46,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683,0.168,634,1
0.09,0.27,0,0.09,0,0.18,0.09,0,0.73,0,3.38,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0.27,0.016,0.032,0.257,0.032,69,1
0,0.73,0,0,0.73,0,0,0,0,2.2,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,29,1
0,0,1.26,0,0.63,0,0,1.26,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0.979,0,68,1
0,0.74,0,0,0.74,0,0,0,0,2.22,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,29,1
0.71,0.11,0,0.11,0,0.59,0.71,2.86,0.11,0.11,1.66,0,1.9,1.07,0,0,0,0,0,0,0,0,0,0.11,0.072,0,0.418,0.254,148,1
0,0.73,0,0.73,0.73,0,0,0,0,0.73,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.109,12,1
0.68,0,0,0,0,0,0,0,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,1.001,0,32,1
0.5,0.33,0,0.03,0.13,0.1,0.54,0.78,0.71,0.27,1.42,0,0.37,0.61,0,0,0,0,0,0,0,0,0,0.06,0,0,0.445,0.519,136,1
0.67,1.35,0,0,0,0,0,0.16,1.69,0.33,1.35,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.278,46,1
0,0,0,0,0,2.38,2.38,2.38,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,149,1
0.18,0.09,0,0.09,0,0.36,0.09,0,0.63,0,3.38,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.015,48,1
0,0.53,0,0,0,0.53,0,0,1.06,0,2.65,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.478,60,1
0,0.52,0,0,0,0.52,0,0,1.05,0,2.64,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.475,60,1
0,0.51,0,0,0,0.51,0,0,1.02,0,2.56,0,1.53,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0.094,0.473,60,1
0,0.31,0.1,0.42,0,0.31,0,0.1,0.84,2,0.31,0,0.52,0.1,0,0,0.31,0,0,0,0,0,0,0,0,0,0.384,0.182,299,1
0,1.11,0,0,1.11,0,0,0,1.11,2.22,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.138,11,1
0.31,0.63,0,0.47,0.15,0.79,0.15,0.63,1.42,0,3.95,0,0.15,0.47,0,0,0,0,0,0,0,0,0,0.15,0,0,1.3,0.127,97,1
0,0,0,0,0.91,0,0,0,0.91,0.91,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0,10,1
0.31,0.63,0,0.47,0.15,0.79,0.15,0.63,1.42,0,3.95,0,0.15,0.47,0,0,0,0,0,0,0,0,0,0.15,0,0,1.3,0.127,97,1
0,0.32,0,0.64,0.64,0.32,0,0,0.32,0.32,3.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.166,19,1
0,0,0,0,1.26,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.431,0,0,0.215,13,1
0.1,0.1,0,0.1,0.1,0,0.2,0.2,0.5,0.91,1.72,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0.16,494,1
0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,135,1
0,0,0,0,0,1.12,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0.424,0.424,25,1
0.59,0,0,0,1.18,0.59,0.59,1.18,1.18,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,46,1
0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0.06,0.71,0,0.65,0.52,0.19,1.04,0.52,0.39,0.13,1.04,0,0.52,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.106,117,1
1.23,0,0,0,0,0,0,0,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,0,19,1
0,1.5,0,0,0,0,0.75,3.75,2.25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.223,412,1
0,1.51,0,0,0,0,0.75,3.78,2.27,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,1.237,404,1
0.1,0.52,0,1.14,0.2,0.62,1.04,0.52,0.62,0,1.25,0,1.14,0.2,0,0,0,0,0,0,0,0.2,0,0,0.095,0,0.334,0.175,689,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,1.235,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.441,0.662,17,1
0,0.31,0,0.31,0.31,0.31,0,0,0.95,0.95,3.5,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,138,1
0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,7,1
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,7,1
0,1.17,0,0,0,0,0,0.78,0.78,3.51,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0.864,0.132,44,1
0,0,0,0,0,0,0,0,1.42,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.09,0.09,0,0.09,0.09,0,0.19,0.29,0.48,0.87,1.66,0,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0.155,494,1
0.1,0.41,0,0.1,0.1,0.52,0.1,0,0.62,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.064,29,1
0.14,0.28,0,0.24,0.04,0.04,0.24,0,0.52,0,0.28,0,0.38,0.14,0,0,0.19,0,0,0,0,0,0.04,0.09,0,0,0.007,0.099,14,1
0.36,0.63,0,0.36,0,0.36,0.27,4.1,1.27,1.18,2.83,0,0.09,0.27,0,0,0.09,0,0,0,0,0,0,0,0,0,0.611,0.014,127,1
0,1.11,0,0,0.74,0,0,0,0.37,0,2.61,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.552,7,1
0,0,0,0,1.38,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.235,0.235,41,1
0,1.11,0,0,0,0,0,0.74,0.74,3.34,1.48,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0.175,58,1
0,1.11,0,0,0,0,0,0.74,0.74,3.34,1.48,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0.175,58,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733,0,11,1
0.17,0.51,0,0,0.17,0.34,0.17,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.17,0.17,0.17,0.34,0.05,0.05,0.05,0.05,0.51,0,1.03,0.17,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0.161,51,1
0,0,0,0,0.83,0,0.2,1.04,0.41,0,0.2,0,0.2,0,1.46,0,0,0,0,0,0,0,0,0,0.182,0.109,0.182,0.146,26,1
0,0,0,0.37,0.37,0.74,0.37,0.37,0.74,0.37,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,1.199,0.505,64,1
0.45,0.67,0,0.67,0,0.67,0.22,0.22,1.35,0.45,3.37,0,0.22,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1.599,0.148,102,1
0,0.57,0,0.28,0.09,0.09,0.38,0.19,0.57,0.19,1.43,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.035,0,0.088,0.124,50,1
0,0.44,0,0.22,0,0,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0.037,0,0,0.187,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,2.2,0,0,0.73,2.94,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.46,0.92,0,0,0,0.46,0,1.85,2.31,0.46,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663,0.249,636,1
0.47,0.94,0,0,0,0.47,0,1.88,2.35,0.47,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687,0.168,636,1
0.9,0.9,0,0,0.9,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143,0.612,54,1
0.07,0.82,0,0,0.07,0,0.67,0.6,0.82,0,1.87,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.071,74,1
0,1.28,0,0,0,0,0,0,1.28,0,6.41,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,25,1
0,0.98,0.49,0,0.49,0,0,0.98,0.98,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.156,0,0.862,0,272,1
0.47,0.95,0,0,0,0.47,0,1.91,2.39,0.47,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683,0.168,636,1
0.47,0.94,0,0,0,0.47,0,1.88,2.35,0.47,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0.168,636,1
0,0.89,0,0.44,0,0,0,0,0.44,1.34,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.89,0,0.44,0,0,0,0,0.44,1.33,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.34,1.7,0,0,0,0,0.68,1.02,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0.105,1333,1
0,0,0,0,0,1.08,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0.389,16,1
0,0,0,0,0,0,0.91,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0,28,1
0,0,0,0,0,0,0,0,1.33,1.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,11,1
0,0,0,0,0,0,0,0,0.36,0.36,0.73,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.059,29,1
0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.045,0,0,14,1
0.41,0.41,0,0.1,0.03,0.06,0.52,0.94,0.76,0.24,1.25,0,0.34,0.59,0,0,0,0,0,0,0,0,0,0.1,0.011,0,0.425,0.573,131,1
0.31,0,0,0,0,0,0,0,0,0.31,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0,1.25,0,0,0.055,0.111,32,1
0,1.13,0,0.56,0.56,0,0,0.56,1.13,3.97,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768,0,296,1
0,0.14,0,0,0,0,0,0,0.89,0.14,0,0,0.14,0,0,0,0.29,0,0,0,0,0,0,0,0.022,0,0,0.022,11,1
0,0.55,0,0.55,0,0.27,0,0,0.27,1.1,3.04,0,0,0.27,0,0,0,0,0,0,0,0,0,0.27,0,0,0.582,0.291,35,1
0,1.31,0,0,0,0,0,0,1.31,0,5.26,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,25,1
0,1.31,0,0,0,0,0,0,1.31,0,5.26,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,25,1
0,0,0,0,2.32,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0.35,6,1
0,2.99,0.42,0,0.85,0,0,0,0.42,0.42,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0,42,1
0,0,0,0,1.04,0,0,0,2.08,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,4,1
0.29,0.04,0,0.04,0,0.29,0.29,0.94,0.04,0.04,0.79,9.53,0.69,0.47,0,0,0.04,0,0,0,0,0,0,0.19,1.117,0,0.356,0.09,1171,1
0,0.76,0,0,0.5,0.5,0,1.01,0.25,0,1.52,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0.433,19,1
0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0.182,21,1
0.31,0.63,1.91,0,0,0,0.42,0.1,0.31,0.53,1.06,0,0,0.21,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.358,0.188,75,1
0,0.37,0,0,0.75,0,0,0.37,0.75,1.87,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.242,0,332,1
0,0.98,0,0,1.96,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,1.011,0,12,1
0.51,0.29,0,0.03,0,0.18,0.54,0.62,0.65,0.21,1.35,0,0.51,0.54,0,0,0,0,0,0,0,0,0,0.03,0.012,0,0.454,0.523,739,1
0.2,0.4,0,0.4,0,0.2,1.43,0.61,0.2,0,2.04,0,0,0.61,0,0,0,0,0,0,0,0,0,0.2,0.029,0.447,0.298,0.149,376,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,1.03,0,0,0.17,0.341,24,1
0,1.31,0,0,0,0,0,0,1.31,0,5.26,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,25,1
0,0,0,0.54,1.63,0,0,0,0.54,0.54,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,32,1
0,0,0,0.65,0,1.3,0.65,0.65,0,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0.524,78,1
2.35,0,0,0,2.35,0,2.35,0,1.17,1.17,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.336,17,1
0,0.32,0,0.65,0.32,0.32,0,0,0.32,0.32,3.25,0,0,0.32,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.169,10,1
0,0,0,0,0,0,0,0,0,0.25,0,8.29,0.51,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0.174,0.174,126,1
0,0.24,0,0,0,0.24,0,0.24,0.49,0.99,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,44,1
0,0.32,0,0.64,0.32,0.64,0,0,0.32,0.32,3.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.168,10,1
0,0.32,0,0.64,0.32,0.64,0,0,0.32,0.32,3.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.168,10,1
0.78,0.78,0,0,0,0,0,0,0,0.78,2.34,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0.339,22,1
0,0,0,0,0,0.4,0,0,0,0,0.4,7.63,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0.133,108,1
0.78,0.78,0,0,0,0,0,0,0,1.57,2.36,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,22,1
0,0.37,0,0,0,0.37,0,0.37,1.89,0.75,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.138,11,1
0,0,0,0,0.96,0,0,0.48,0.96,1.44,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0.074,44,1
0,0,0,0.43,0.43,0.43,0,0,0.43,0,0,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,72,1
0.78,0.78,0,0,0,0,0,0,0,1.57,2.36,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,22,1
0,1.62,0,0,0,0,0,0.81,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,43,1
0.38,0.31,0,0.03,0,0.19,0.58,0.66,0.66,0.23,1.32,0,0.46,0.38,0,0,0,0,0,0,0,0,0,0.03,0.006,0,0.36,0.524,122,1
0.43,0.87,0,0,0.87,0,0,0,0.43,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0.43,0,0,1.021,0.218,59,1
0,0,0,0,0,0,0,0,0,1.23,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0.234,0,41,1
0,1.58,0,0,1.58,0,0,0,1.58,1.58,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,21,1
0,0,0,0,0,0,0.9,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0,28,1
0,0,40.13,0,0,0,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.061,124,1
0,0,0,0,0.94,0,0,0,0.47,0,0.47,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0.074,0,0,11,1
0,0,0,0,0,0,0.91,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,28,1
0.05,0.4,0,0,0,0,0.57,0.05,0.28,0.17,0.92,0,0,0.05,0,0,0,0,0,0,0.11,0,0,0.05,0.019,0,0.089,0.079,95,1
0.05,0.4,0,0,0,0,0.57,0.05,0.28,0.17,0.92,0,0,0.05,0,0,0,0,0,0,0.11,0,0,0.05,0.019,0,0.089,0.079,95,1
0,0,0,0,0.86,0,0,0,0,0.86,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,10,1
0,0,0,0,0.86,0,0,0,0,0.86,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0,10,1
0.38,1.9,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,1177,1
0.38,1.9,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005,0.059,1177,1
0.38,1.9,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,1177,1
0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,15,1
0,0,0,0,1.31,0,0,0,0.65,0,0.65,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.104,0.522,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,15,1
0,0.3,0,0.3,0.3,0.3,0,0,0.9,0.9,3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,139,1
0,0.32,0,0.64,0.32,0.32,0,0,0.32,0.32,3.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.166,10,1
0.08,0.76,0,1.02,0.25,0.17,0.59,0.08,0.59,0.25,0.42,0,0.85,0.08,0,0,0,0,0,0,0,0.17,0.08,0.08,0,0,0.435,0.118,669,1
0,1.83,0.91,0,0.45,0,0,0.91,0,2.75,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,2.077,0,338,1
0,0,0,0,1.03,1.03,0,1.03,1.03,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,65,1
0,0,0,0,1.04,1.04,0,1.04,1.04,2.08,1.04,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,65,1
0,0,0,0,1.03,1.03,0,1.03,1.03,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,65,1
0,0.46,0,0,0,0,0,0,1.4,1.4,0.46,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0.74,0,21,1
0,0,0,0,1.21,0,0,1.21,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,1.31,0,0,0,0.65,0,0,0.65,1.97,2.63,0,0,0.65,0,0,0,0,0,0,0,0,0,0.65,0,0,0.198,0.099,12,1
0,0,0,0,0,0,0,0,0.26,0,0.26,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.087,0.175,0.043,69,1
0.74,0,0,0,0.74,0,0,1.49,0.74,0.74,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,7,1
0,1.29,0,0,0,0,0,0,1.29,0,5.19,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,25,1
