@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S51

@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_addresses numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_money numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_data numeric
@attribute word_freq_85 numeric
@attribute word_freq_parts numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0.3,0.75,0.15,0,0.45,0,0.15,0.15,0.75,0.15,0.15,0.6,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.02,149,1057,1
0,1.72,0,0.57,0,0.57,1.72,0,0,4.59,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.099,11,70,1
0,0,1.04,0,0,1.04,0,0,0,3.66,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,59,160,1
0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0.28,0.84,0.14,0,0.42,0,0.14,0.14,0.7,0.42,0.14,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,991,1
0.25,0.49,0.04,0.32,0.81,0.9,0.79,0.02,0.04,3.49,0,1.54,0,0.36,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0.672,193,3243,1
0,0.35,0.7,0,0,0,0.7,0,0,3.16,0,1.4,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,60,262,1
0,1.23,0.61,0.92,0.3,0.3,0,0,0,2.47,0.92,0.92,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.182,60,243,1
0,0.84,0,0.56,0,0,0,0,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,118,1
0.7,1.05,0,0,0,0.7,0,0,1.4,2.46,0,1.4,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,121,350,1
0,0.32,0,0,0,0.72,0.56,0,0,4.6,0,2.01,0,0.32,0,0,0,0,0,0,0,0,0.32,0,0,0,0.054,79,606,1
0.26,0.26,0.13,0,0.26,0.26,0.26,0.13,0.13,3.14,0.26,1.44,7.33,0.26,0,0,0,0,0,0,0,0,0.13,0,0,0,0.022,107,1096,1
0,1.29,0,0,0,0,0,0,0,1.29,0,1.29,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,125,1
0.38,0.57,0,0,0.38,1.53,0.19,0.09,0,3.55,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,70,640,1
0,1.7,0,0,1.02,0,0,0,0,0.34,1.02,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,1327,1328,1
0.8,0,0.8,0,0.8,0,0,0,0.8,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,81,1
0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,1
0,0.28,0,0,0,0.09,0.11,0,0,0.14,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,154,9088,1
0,0,0.82,0,0,0.82,0,0,0,2.46,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.114,44,189,1
0.42,0,0,0,0,0,0,0,0.42,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.161,14,111,1
0.1,0.7,0.4,0.1,0.8,0.5,0,0,1.11,2.22,0.4,1.92,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0.39,56,1044,1
0,0.28,0,0,0,0.09,0.11,0,0,0.14,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,154,9090,1
0.17,0.52,0,0.04,0.42,1.37,0.87,0,0.22,3.47,0.29,1.32,0,0.84,0,0,0,0,0,0,0,0.02,0.07,0,0.04,0,0.166,117,3498,1
0,0,0,0,0,1.29,0,0,0.43,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,67,1
0.81,0.61,0,0.2,0.61,2.25,0,0,0,2.86,0,1.02,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.063,31,156,1
0,0.77,0,0,0,0.77,0,0,0,2.32,0,0.77,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.77,0,515,518,1
0.08,0.48,0,0,0.08,0.56,0,0,0.08,0.88,0.08,0.48,4.57,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.202,102,1481,1
0,0.55,0.07,0.23,0.23,0.55,0.63,0,0.31,2.76,0,1.49,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.077,77,707,1
0.42,0.35,0.03,0.1,0.8,0.7,0.56,0.03,0,3.19,0,1.43,0,0.63,0,0,0,0,0,0,0,0,0.07,0,0,0,0.543,286,2207,1
0.18,0.32,0.03,1.01,0.4,0.72,0.65,0.25,0.36,3.05,0.14,1.41,0,0.76,0,0,0,0,0,0,0,0,0.07,0,0,0,0.141,181,1613,1
0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,11,24,1
0,0,0.31,0.31,0.31,1.59,0.63,0.63,2.23,3.19,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,86,1
0.75,0.25,0,0.5,0.5,0.75,0,0,1.5,4.26,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,1
0,0,0,0.74,0,0,0,0,0,1.49,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,24,86,1
0,1.29,0,0,0,0,0,0,0,1.29,0,1.29,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,125,1
0,0,0,0,0,0,2.58,0,0,2.58,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,199,1
0,0,0.59,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0.105,27,127,1
0.2,1.01,0.5,0,0.1,0.7,0.3,1.61,1.11,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.158,669,1351,1
0.33,0.33,0.66,0,0.16,0.99,0,0,0.16,2.81,0,0.99,0,0.33,0,0,0.16,0,0,0,0,0,0,0,0,0,0.049,350,727,1
0.26,0.93,0,0.8,1.2,0.8,0.4,1.46,2.26,2.4,0.53,1.06,0,0.93,0,0,0,0.13,0,0,0,0,0,0,0,0,0.217,525,1112,1
0.2,1.01,0.5,0,0.1,0.7,0.3,1.61,1.11,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.158,669,1351,1
0.21,0.58,0.05,0.1,0.42,0.95,0.42,0.05,0.36,3.16,0,1.58,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.388,116,1589,1
0.1,0.71,0.2,0.1,0.82,0.51,0,0,1.02,2.15,0.41,1.84,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0.396,56,1028,1
0,0,0,0,0,0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,472,1
0,0.71,0,0,0,0,0,0,1.43,2.15,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,105,1
0.81,1.47,0.98,0.98,1.79,0.81,0,0.32,0,0.98,0.16,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674,113,640,1
0.1,0.7,0.4,0.1,0.8,0.6,0,0,1.01,2.22,0.4,2.02,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0.397,56,1046,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,1
0,0,0.42,0,0.42,0.42,0,0,0.42,2.11,0,1.27,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.39,363,977,1
0.11,0.47,0.23,0,0.35,0.94,0.11,0,0,3.76,0,1.29,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.107,64,509,1
0.37,0,1.12,0,0,1.49,0.74,0,1.49,4.49,0,1.87,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.223,10,93,1
0,0.99,0.49,0.99,0.24,0.49,0,0,0.74,1.98,0.74,0.99,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.077,114,499,1
0.14,0.32,0.03,1.01,0.4,0.72,0.65,0.25,0.32,3.05,0.14,1.45,0,0.76,0,0,0,0,0,0,0,0,0.07,0,0,0,0.141,181,1621,1
0,0.47,0,0,0,0,0,1.42,2.38,0,0,0.95,0,0.47,0,0,0.47,0,0,0,0,0,0,0.47,0,0,0.452,259,723,1
0,0,0,1.58,0.63,0.95,0,0,0,1.26,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,76,292,1
0,0,1.41,0,0,0.47,0,0,1.88,1.41,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,54,194,1
0.81,1.47,0.98,0.98,1.79,0.81,0,0.32,0,0.98,0.16,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,113,640,1
0,0,1.41,0,0,0.47,0,0,1.88,1.41,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,54,191,1
0,0,1.96,0,0,0,0,0,0,1.96,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,1
0,0.47,0.7,0.23,0,0.47,0,0,0.23,2.12,0,1.65,0,0.23,0,0,0,0,0,0,0,0,0.23,0,0,0,0.037,111,576,1
0,0,0.38,0.38,0,0,0,0,0,3.5,0,1.94,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12,104,1
0,1.65,0.33,0,1.32,0,0,0,0,0.33,0.99,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,1146,1349,1
0,1.64,0.32,0,1.31,0,0,0,0,0.32,0.98,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,1146,1349,1
0.2,0.61,0.41,0.2,0.2,0.41,0.2,2.06,2.47,2.06,0,1.03,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.034,32,247,1
0.2,1.01,0.5,0,0.1,0.7,0.3,1.61,1.11,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.158,669,1351,1
0.24,1.24,0.49,0.33,0.66,1.24,0.16,0.66,1.57,2.32,0.16,1.16,0,0.16,0,0,0,0,0,0,0,0,0.08,0,0,0,0.224,581,1339,1
0.24,1.24,0.49,0.33,0.66,1.24,0.16,0.66,1.57,2.32,0.16,1.16,0,0.16,0,0,0,0,0,0,0,0,0.08,0,0,0,0.224,581,1339,1
0,0.93,0,0.93,0,0,0.93,0,0,3.73,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,15,38,1
0,1.63,0,0,0,0.32,0,0,0,1.96,0.98,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,33,228,1
0,0,0.39,0.39,0,0,0,0,0,3.52,0,1.96,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,12,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,1
0.36,0,1.47,0,0.36,0.73,0,0,1.1,2.2,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,36,264,1
0,0.24,0,0,0,0.48,0,0,0.96,0.96,0,0.72,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,48,141,1
0,0.17,0.05,0.05,0.05,0.51,0.28,0,0.05,4.14,0.23,1.09,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.161,51,521,1
0,0.32,0,0,0,0,0.98,0,0,3.6,0,3.93,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.411,132,222,1
0.64,0.64,0.57,0.14,0.5,0.35,0.21,1,1.14,1.5,0,1.14,0,0.21,0,0,0,0,0,0,0,0,0,0.07,0,0,0.103,117,1295,1
0,0.71,0.17,0,1.24,0,0,0.89,0.35,1.24,0.17,1.42,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,58,895,1
0,0.38,0,0.19,0,1.72,0,0,0,4.03,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,312,1
0,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,12,114,1
0,0.22,0,0,0,0.44,0,0,0.89,0.89,0,0.67,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,48,163,1
0,0,0,0,1.35,0,0,0,0,1.35,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,19,92,1
0.53,0.53,0.26,0.26,0.26,0.53,0.53,0,0,2.15,0.26,0.8,0,0,0.26,0,0.53,0,0,0,0,0,0,0,0,0,0.04,21,164,1
0,0.89,0,0,0,0.44,0,0,0,2.24,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,124,1
0,0.34,0.34,0,0.34,0.34,0,0,0.34,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.056,17,158,1
0,0.52,1.05,0,1.05,1.58,0,0,0,1.05,0,0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,110,1
0,0,0.43,0,0.43,0.43,0,0,0,0.87,0,0,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,482,1
0,0.67,0.13,0,0.27,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,204,1
0,0.24,0.24,0,0.48,0.72,1.2,0,0,1.92,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,52,429,1
0.18,1.1,0.73,0.09,0.27,0.64,0.27,1.47,1.2,1.38,0.18,0.64,0,0.18,0,0,0,0,0,0,0.18,0,0.09,0.09,0,0,0.135,696,1478,1
0,0,0,0,0,6.25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0.34,0.34,0,0.34,0.34,0,0,0.34,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.056,17,158,1
0.17,0.51,0.51,0,0.51,0.51,0.51,0.17,1.02,4.96,0,1.36,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,40,224,1
1.15,0.86,0.57,0,0.28,0.57,0,0,0.86,4.32,0,2.01,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,56,349,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,1
0,0.75,0.5,0.25,1.01,0.25,1.51,0.75,1.51,2.02,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,19,247,1
0,0.32,0.32,0.32,0,1.3,0,0,0.65,2.61,2.61,3.26,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,137,234,1
0.67,0.67,0.16,0.16,0,0.33,0.67,0.5,0,2.52,0.5,1.51,0,0.16,0,0,0.33,0,0,0,0,0,0,0,0,0,0.105,32,260,1
0.66,0.66,0.16,0.16,0,0.33,0.66,0.66,0,2.47,0.49,1.48,0,0.16,0,0,0.33,0,0,0,0,0,0.16,0,0,0,0.101,32,264,1
0.69,0.69,0.17,0.17,0,0.34,0.69,0.69,0,2.59,0.51,1.55,0,0.17,0,0,0.34,0,0,0,0,0,0,0,0,0,0.106,32,260,1
0,1.47,0.36,0,0,0.36,0,0,0,2.21,1.1,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,33,173,1
0.33,0.2,0.06,0.2,1.13,0.66,0.93,0.2,0,3.6,0,1.13,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.192,268,813,1
0,0.56,0,0,1.12,0,0,0,0,1.69,0,0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,237,1
0.67,0.67,0.16,0.16,0,0.33,0.67,0.5,0,2.37,0.5,1.52,0,0.16,0,0,0.33,0,0,0,0,0,0,0,0,0,0.107,32,258,1
0,0,0.38,0.38,0,0,0,0,0,3.46,0,1.92,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,12,101,1
0,0,0,0,0.93,0,0,0,0,2.8,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,166,1
0,0,0,0.56,0.56,0,0,0,0,0.85,1.13,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.046,97,452,1
0,0,0,0,0.94,0,0,0,0,2.83,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,158,1
0.08,0.26,0.08,0.08,0.62,1.15,0.08,0.17,0,4.16,0.26,2.21,0,1.5,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0.162,74,753,1
0.47,0.47,0.47,0,0.47,0.94,0,0,0,1.88,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54,1
0.89,0,0,0,0,0,0.89,0,0,6.25,2.67,1.78,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0.483,10,42,1
0,0.18,0.18,0.18,0.18,0.18,0,0,0,0.74,0,0.37,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.027,11,363,1
0,0.17,0.05,0.05,0.05,0.52,0.29,0,0.05,4.24,0.23,1.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.163,12,460,1
0,0,0,0,0,0,0,0,0,0.77,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,506,1
0,0.44,0.44,0,1.32,0,0,0,0,4.42,0,3.09,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,19,131,1
0,0.74,0.24,0.49,0,2.24,0,0,0.24,3.99,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,60,228,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0.52,0,0,1.56,0,0,0,11,75,1
0,0,0,0.64,0,0,0,0,0,3.87,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,12,63,1
0,0.42,0.42,0,0.84,0.84,0,0,0,2.95,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.457,12,179,1
0,0,0,0.44,0.88,0,0,0,0,0.88,0.44,1.32,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.128,23,113,1
0,0,0.98,0,0,0,0,0,0,1.47,0,2.46,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,12,197,1
0.19,0.98,0.49,0,0.19,0.68,0.29,1.57,1.08,1.28,0.19,0.68,0,0.09,0.09,0,0,0,0,0,0.19,0,0.09,0.09,0,0,0.145,669,1415,1
0,0,1.47,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,12,63,1
0,0.17,0,0.05,0.05,0.52,0.29,0,0,4.17,0.23,1.11,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.165,12,453,1
0,0,0,0,0,6.06,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,1
0,0.27,0,0.18,0,0.81,0,0,0,1.99,0,3.35,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0,0.031,69,528,1
0,0.55,0.11,0,0.22,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,14,305,1
0,0,0.64,0,0,0.64,0.64,0,0,3.89,1.29,1.29,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.345,11,55,1
0.95,0.95,0,0,0,0,0,0,0,0.47,0.47,1.9,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,45,464,1
0,0.54,0.1,0,0.21,0.21,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,14,306,1
0,0.27,0,0.18,0,0.72,0,0,0,2,0,3.27,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0,0.031,69,542,1
0,0.27,0,0.18,0,0.72,0,0,0,2,0,3.27,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0,0.031,69,542,1
0.54,0,1.08,0,0.54,0.54,0,0,0.54,3.26,0,1.08,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,5,53,1
0,0.32,0.65,0,0.32,0.98,0.32,0,0,2.61,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,28,141,1
0.39,0.59,0.19,0.19,0.39,0.98,0,0,0,2.56,0.39,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.317,76,632,1
0.31,0,0.31,0.62,1.25,0,0,0,0.62,0.93,0,0.62,0.31,0.31,0,0,0,0.62,0,0,0,0,0,0,0,0,0,51,507,1
0.33,0.5,0,0.16,0.33,0.67,0,0,0.16,2.02,0.33,0.84,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.229,151,888,1
0.56,0,0,0,0.56,1.79,0.22,0,0.89,1.79,0,2.8,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.056,53,532,1
0,0,0.72,0,1.45,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,92,1
0,0.27,0,0.18,0,0.72,0,0,0,2,0,3.36,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0,0.031,69,530,1
0.27,0.82,0.82,0,0.82,0.82,0,0,0,2.75,0,1.1,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0.188,124,298,1
0,0.74,0.37,0,0.74,0.37,0,0,0,1.85,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,172,1
0,0.68,0,1.36,0,0.68,0,0,0,3.4,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.238,19,96,1
0.5,0.25,1.01,0,0.76,0.5,0.25,0,0.25,1.77,0,1.26,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,447,646,1
0.22,0.82,0.07,0,0.59,0.82,0.07,0.14,0,3.29,0.22,1.87,0,0.22,0,0,0,0.07,0,0,0,0,0,0,0,0,0.071,74,974,1
0.08,0.76,0.25,0.17,0.08,0.59,0.17,2.21,0.93,1.61,0.17,0.42,0,0.08,0,0,0,0,0,0,0.17,0.08,0.08,0.08,0,0,0.118,669,1412,1
0,0,0,0,0,0,0,0,0,1.28,0,2.56,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,28,80,1
0.56,0.28,0.56,0,0.56,0.56,0.28,0,0,1.97,0,1.12,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,394,555,1
0,0,0,0,1.63,0,0,0,0,2.45,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,14,152,1
0,1.7,0,0,1.02,0,0,0,0,0.34,1.02,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,1325,1331,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0.665,15,61,1
0.51,0,1.02,0,0,0,0,0,0.51,0.51,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212,130,281,1
0.97,0.97,0,0.48,1.95,2.43,0,0,0,1.95,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,636,735,1
0,1.7,0,0,1.02,0,0,0,0,0.34,1.02,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,1325,1330,1
0,0.27,0,0.18,0,0.72,0,0,0,2,0,3.36,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0,0.031,69,530,1
0.08,0.76,0.25,0.17,0.08,0.59,0.17,2.21,0.93,1.61,0.17,0.42,0,0.08,0,0,0,0,0,0,0.17,0.08,0.08,0.08,0,0,0.118,669,1412,1
0,0,0,0,0,0,0,0,0,3.48,0,2.32,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,42,131,1
0,0,0,0,0,0,0,0,0,2.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,80,1
0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,31,253,1
0.43,0.43,0.03,0.07,1.01,0.79,0.47,0.03,0,3,0,1.3,0,0.57,0,0,0,0,0,0,0,0,0.1,0,0,0,2.33,266,2370,1
0.34,0.58,0.11,0.23,0.93,0.46,0,0.23,0,3.72,0.46,1.74,0,0.81,0,0,0,0,0,0,0,0,0,0,0.46,0,0.056,74,675,1
0.67,0.33,0.33,0.33,0,1,0,0,0.33,2.68,2.68,3.02,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,139,275,1
0.95,0.95,0,0.47,1.9,2.38,0,0,0,1.9,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,634,742,1
0.93,0.93,0,0.46,1.86,2.33,0,0,0,1.86,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,634,742,1
0,0.27,0,0.18,0,0.73,0,0,0,2.01,0,3.38,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0,0.032,69,535,1
0,0.73,0.73,0,0,0,0,0,0,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,125,1
0,0,0.63,0,1.26,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,356,1
0,0.74,0.74,0,0,0,0,0,0,1.48,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,125,1
0,0.11,0,0.59,2.86,0.11,0.23,0.47,0.47,3.21,0,1.66,0,1.07,0,0,0,0,0,0,0,0,0.11,0,0,0,0.254,148,1514,1
0,0.73,0.73,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,12,52,1
0,0,0,0,0,0,0,0,0,2.04,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,132,1
0.4,0.33,0.13,0.1,0.78,0.71,0.54,0.03,0.03,3.19,0,1.42,0,0.61,0,0,0,0,0,0,0,0,0.06,0,0,0,0.519,136,2213,1
0.16,1.35,0,0,0.16,1.69,0.5,0,0.16,5.77,0,1.35,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.278,46,268,1
0,0,0,2.38,2.38,0,0,0,0,0,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,159,1
0,0.09,0,0.36,0,0.63,0.09,0,0,1.27,0,3.38,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.015,48,566,1
0,0.53,0,0.53,0,1.06,0,2.12,0.53,2.65,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,60,131,1
0,0.52,0,0.52,0,1.05,0,2.11,0.52,2.64,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,60,131,1
0,0.51,0,0.51,0,1.02,0,2.05,0.51,2.56,0,2.56,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0.473,60,131,1
