@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S44

@attribute word_freq_all numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_original numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0.51,1.02,0,0,0,0,0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0.071,1.212,0,281,1
0.97,0,0,0.48,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.739,0.173,0.086,735,1
1.7,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0.105,0,1330,1
0.27,0.09,0,0.18,0,0.72,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.015,0.047,0.031,0.237,0.031,0.031,530,1
0.76,1.02,0.25,0.17,0.17,0.59,2.21,0.08,0.93,0.85,0.08,0,0,0,0,0,0,0,0,0,0.17,0,0,0.065,0,0.408,0.118,0.013,1412,1
0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,80,1
0,0,0,0,0,0,0,0,1.57,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,253,1
0.43,0.1,0.03,0.07,0.28,0.79,0.03,0.39,0,0.39,0.57,0,0,0,0,0,0,0,0,0,0,0,0.011,0.077,0,0.458,2.33,0.113,2370,1
0.58,0.11,0.11,0.23,0,0.46,0.23,0.11,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0.46,0,0.075,0,0.131,0.056,0.018,675,1
0.33,0.33,0.33,0.33,0.67,1,0,0.33,0.33,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.16,0,0.107,275,1
0.95,0,0,0.47,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,1.687,0.168,0.084,742,1
0.93,0,0,0.46,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,1.683,0.168,0.084,742,1
0.27,0.09,0,0.18,0,0.73,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.016,0.048,0.032,0.257,0.032,0.032,535,1
0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0.088,0,0,125,1
0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0.979,0,0.293,356,1
0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.088,0,0,125,1
0.11,0.11,0,0.59,0.23,0.11,0.47,0.59,0.47,1.9,1.07,0,0,0,0,0,0,0,0,0.11,0,0,0.072,0.127,0,0.418,0.254,0.018,1514,1
0.73,0.73,0.73,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.109,13.129,52,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.375,0,1.001,0,0.25,132,1
0.33,0.03,0.13,0.1,0.3,0.71,0.03,0.44,0.03,0.37,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.445,0.519,0.119,2213,1
1.35,0,0,0,0.16,1.69,0,0,0.16,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.123,0.278,0.03,268,1
0,0,0,2.38,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,159,1
0.09,0.09,0,0.36,0,0.63,0,0.09,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.03,0.03,0.015,0,566,1
0.53,0,0,0.53,0,1.06,2.12,0.53,0.53,1.59,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0.191,0,0.095,0.478,0,131,1
0.52,0,0,0.52,0,1.05,2.11,0.52,0.52,1.58,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0.19,0,0.095,0.475,0,131,1
0.51,0,0,0.51,0,1.02,2.05,0,0.51,1.53,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0.189,0,0.094,0.473,0,131,1
0.31,0.42,0,0.31,0.1,0.84,0,0.84,0.21,0.52,0.1,0,0,0,0,0,0,0.31,0,0,0,0,0,0.054,0,0.384,0.182,0.201,1726,1
1.11,0,1.11,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0.138,0.138,0,54,1
0.63,0.47,0.15,0.79,0.31,1.42,0,1.58,0,0.15,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,1.3,0.127,0,650,1
0,0,0.91,0,0,0.91,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0.455,0,0,54,1
0.63,0.47,0.15,0.79,0.31,1.42,0,1.58,0,0.15,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,1.3,0.127,0,650,1
0.32,0.64,0.64,0.32,0,0.32,0,0.32,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0.166,0,157,1
0,0,1.26,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,0,0.215,1.724,60,1
0.1,0.1,0.1,0,0.4,0.5,0,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0.336,0.16,0,1426,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0.016,0,0,3315,1
0,0,0,1.12,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0.424,0.424,0,82,1
0,0,1.18,0.59,0,1.18,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,182,1
0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0.71,0.65,0.52,0.19,0.06,0.39,1.17,0.06,1.1,0.52,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0.287,0.106,0,1342,1
0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,0,0,106,1
1.5,0,0,0,0,2.25,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.223,0,537,1
1.51,0,0,0,0,2.27,1.51,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,1.237,0,529,1
0.52,1.14,0.2,0.62,0.2,0.62,1.66,0.2,1.45,1.14,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.095,0.143,0,0.334,0.175,0.031,1287,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0,0,134,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0.441,0.662,0,61,1
0.31,0.31,0.31,0.31,0.63,0.95,0,0.63,0.31,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.102,0,0.102,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0.174,0,0,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0.173,0,0,59,1
1.17,0,0,0,0.78,0.78,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.864,0.132,0.066,364,1
0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
0.09,0.09,0.09,0,0.39,0.48,0,0.19,0,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.326,0.155,0,1458,1
0.41,0.1,0.1,0.52,0,0.62,0,0.1,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.016,0.064,0,339,1
0.28,0.24,0.04,0.04,0,0.52,0,0.14,0,0.38,0.14,0,0,0,0,0,0,0.19,0,0,0,0,0,0.061,0,0.007,0.099,0,521,1
0.63,0.36,0,0.36,0.09,1.27,1.27,0.27,2.1,0.09,0.27,0,0,0,0,0,0,0.09,0,0,0,0,0,0.101,0,0.611,0.014,0,875,1
1.11,0,0.74,0,0.74,0.37,0,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.552,0,79,1
0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0.235,0.235,1.882,94,1
1.11,0,0,0,0.37,0.74,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0.878,0.175,0.058,425,1
1.11,0,0,0,0.37,0.74,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0.878,0.175,0.058,425,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733,0,0,24,1
0.51,0,0.17,0.34,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,145,1
0.17,0.34,0.05,0.05,0.05,0.51,0,0.69,0.05,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.02,0.161,0.03,536,1
0,0,0.83,0,0,0.41,0,0,1.46,0.2,0,1.46,0,0,0,0,0,0,0,0.2,0,0,0.182,0.401,0.109,0.182,0.146,0,364,1
0,0.37,0.37,0.74,0,0.74,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199,0.505,0,267,1
0.67,0.67,0,0.67,0.22,1.35,0,1.35,0.22,0.22,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,1.599,0.148,0,564,1
0.57,0.28,0.09,0.09,0,0.57,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.035,0.23,0,0.088,0.124,0,368,1
0.44,0.22,0,0,0,0.44,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.037,0.224,0,0,0.187,0.149,264,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,2.2,1.47,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0.92,0,0,0.46,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,1.663,0.249,0.083,748,1
0.94,0,0,0.47,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,1.687,0.168,0.084,744,1
0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,2.143,0.612,0.459,162,1
0.82,0,0.07,0,0.22,0.82,0.15,0.07,0,0,0.22,0,0,0,0,0,0.07,0,0,0,0,0,0,0.095,0,0.131,0.071,0.167,972,1
1.28,0,0,0,0,1.28,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,57,1
0.98,0,0.49,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0.862,0,0,571,1
0.95,0,0,0.47,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,1.683,0.168,0.084,744,1
0.94,0,0,0.47,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,1.68,0.168,0.084,744,1
0.89,0.44,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,144,1
0.89,0.44,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,144,1
1.7,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0.105,0,1334,1
0,0,0,1.08,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0.389,0,73,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.572,0,0,87,1
0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,44,1
0,0,0,0,0,0.36,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0.238,0.059,0,211,1
0,0.32,0,0,0,0,0,0.96,0,0,0,0,0,0,2.24,0,0,0,0,0.32,0,0,0.18,0.27,0.045,0,0,0,178,1
0.41,0.1,0.03,0.06,0.27,0.76,0.03,0.41,0.03,0.34,0.59,0,0,0,0,0,0,0,0,0,0,0,0.011,0.076,0,0.425,0.573,0.112,2224,1
0,0,0,0,0.31,0,0,0,0.31,0,0.62,0,0,0,0,0,0.31,0,0,0,0,0,0,0.055,0,0.055,0.111,0,125,1
1.13,0.56,0.56,0,0,1.13,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0.768,0,0,409,1
0.14,0,0,0,0,0.89,0,0,0,0.14,0,0,0,0,0,0,0,0.29,0,0,0,0,0.022,0.067,0,0,0.022,0,294,1
0.55,0.55,0,0.27,0.55,0.27,0,0.27,0.83,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0.582,0.291,0.582,291,1
1.31,0,0,0,0,1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,54,1
1.31,0,0,0,0,1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,54,1
0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0.35,0,33,1
2.99,0,0.85,0,0.42,0.42,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.819,0,0,363,1
0,0,1.04,0,0,2.08,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,20,1
0.04,0.04,0,0.29,0.14,0.04,0.19,0.39,0.19,0.69,0.47,0,0,0,0,0,0,0.04,0,0.04,0,0,1.117,0.053,0,0.356,0.09,0.011,9163,1
0.76,0,0.5,0.5,0,0.25,0.76,0,1.52,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.433,0.433,0,249,1
0,0,0,2.5,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0.182,0,78,1
0.63,0,0,0,0,0.31,0,0,0,0,0.21,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.169,0,0.358,0.188,0.075,447,1
0.37,0,0.75,0,0,0.75,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0.145,508,1
0.98,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,1.011,0,0,52,1
0.29,0.03,0,0.18,0.29,0.65,0.03,0.43,0.03,0.51,0.54,0,0,0,0,0,0,0,0,0,0,0,0.012,0.08,0,0.454,0.523,0.136,2333,1
0.4,0.4,0,0.2,0,0.2,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0.029,0.059,0.447,0.298,0.149,0.029,909,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0.17,0,0.17,0.341,0,80,1
1.31,0,0,0,0,1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,54,1
0,0.54,1.63,0,0.54,0.54,0,2.73,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,70,1
0,0.65,0,1.3,0,0,0,2.61,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0.524,0,249,1
0,0,2.35,0,0,1.17,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.336,0,119,1
0.32,0.65,0.32,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0.169,0,139,1
0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.087,0,0.174,0.174,0.437,937,1
0.24,0,0,0.24,0.24,0.49,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,175,1
0.32,0.64,0.32,0.64,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0.168,0,139,1
0.32,0.64,0.32,0.64,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0.168,0,139,1
0.78,0,0,0,0,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0.339,0,113,1
0,0,0,0.4,0,0,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0.601,0.133,1.068,603,1
0.78,0,0,0,0,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,0,115,1
0.37,0,0,0.37,0.75,1.89,0,0.37,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.138,0,93,1
0,0,0.96,0,0.48,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0.149,0.074,0,150,1
0,0.43,0.43,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,1.121,495,1
0.78,0,0,0,0,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,0,115,1
1.62,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0.121,0,0,113,1
0.31,0.03,0,0.19,0.31,0.66,0.03,0.38,0,0.46,0.38,0,0,0,0,0,0,0,0,0,0,0,0.006,0.091,0,0.36,0.524,0.137,2227,1
0.87,0,0.87,0,0,0.43,0,0.43,0.43,1.31,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.145,0,1.021,0.218,0,134,1
0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,71,1
1.58,0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0.559,0,0,87,1
0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0.185,0.061,0,434,1
0,0,0.94,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0.074,0.074,0,0,0,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.565,0,0,87,1
0.4,0,0,0,0,0.28,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.019,0.099,0,0.089,0.079,0.009,1312,1
0.4,0,0,0,0,0.28,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.019,0.099,0,0.089,0.079,0.009,1310,1
0,0,0.86,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0.457,0,0,55,1
0,0,0.86,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0.759,0,0,55,1
1.9,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,0,1180,1
1.9,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005,0.059,0,1180,1
1.9,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,0,1178,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0.034,0,0,339,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.034,0,0,277,1
0,0,1.31,0,0,0.65,0.65,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.522,0,0,71,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0.034,0,0,339,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.034,0,0,277,1
0.3,0.3,0.3,0.3,0.6,0.9,0,0.6,0.3,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.144,0,0.096,281,1
0.32,0.64,0.32,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0.166,0,139,1
0.76,1.02,0.25,0.17,0.17,0.59,2.22,0.08,0.94,0.85,0.08,0,0,0,0,0,0,0,0,0,0.17,0,0,0.065,0,0.435,0.118,0.013,1402,1
1.83,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,2.077,0,0.134,621,1
0,0,1.03,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1
0,0,1.04,1.04,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1
0,0,1.03,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1
0.46,0,0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0,0.74,0,0,139,1
0,0,1.21,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
1.31,0,0,0.65,0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.198,0.099,0,101,1
0,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.043,0.087,0.175,0.043,0.35,885,1
0,0,0.74,0,0.74,0.74,0,3.73,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0.237,44,1
1.29,0,0,0,0,1.29,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,53,1
0.05,0,0,0.05,0,0.02,0,0.1,0.38,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.112,0.018,0.018,3271,1
1.33,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0,132,1
1.35,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.118,0,132,1
0,0,1.07,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,119,1
0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.047,0.095,0.142,0.047,0.381,273,1
0,0,1.07,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,119,1
0,0.46,0,0.15,0,0.3,0,0,0,0.76,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.52,0.289,0.144,446,1
0.71,0,0,0,0.23,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,1.046,0.037,0,543,1
0.23,0.23,0.23,0,0,0.23,0,0.71,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,242,1
0.71,0,0,0,0.23,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,1.046,0.037,0,543,1
0.57,0,0,0.57,0,0.28,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,1.147,0.191,0.191,622,1
0,0,0.9,0,0.9,0.9,0,4.5,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.13,0.26,43,1
0,0,0.74,0,0.74,0.74,0,3.73,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0.236,43,1
0,0.16,0,1.14,0.32,0.48,0,0,0.32,0.16,0.81,0,0,0,0,0,0,0,0,0,0,0,0.673,0.35,0.053,0.134,0.107,0.026,1038,1
0.27,0,0,0.54,0,0.27,0,0,0.27,0.27,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0.458,0.504,0,578,1
0.85,0.21,0.21,0,0,0,1.07,0.21,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0.271,0.969,869,1
0.64,0,0.64,0,0,0.64,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.522,0.313,0,113,1
0,0.54,1.63,0,0.54,0.54,0,2.73,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,70,1
0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.073,0,0.367,0.073,0.073,103,1
0.56,0.94,0,0.18,0,2.08,0,0.37,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.31,0.112,0,237,1
1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.088,1.151,332,1
1.31,0,0,0,0,1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,53,1
0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,1.468,273,1
0.68,0,0.68,0,0,4.1,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706,0.2,0,137,1
0.38,0,1.16,0,0.38,0.77,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.148,556,1
0.27,0.27,0.27,0.27,0.54,0.82,0,0.54,1.09,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0.13,0,0.086,276,1
0.94,0,0,0,0,0.62,0,0.62,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.048,0.39,0.438,0.097,319,1
0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0.371,0,0,96,1
