@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S34

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_remove numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_pm numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
1.47,0,0,0,7.35,0,0,2.94,1.47,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,109,1
0,0,0.51,0.51,0,1.03,1.03,3.1,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,94,1
0,0,0.5,0.5,0,1.01,1.01,3.04,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,95,1
0,0.74,1.85,0,0.37,0.37,0.37,1.48,2.6,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0.37,0.336,0,0.471,736,1
0.09,0.49,0.59,0,0,0.09,0,3.75,1.08,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,1.311,757,1
0,0.72,1.81,0,0.36,0.36,0.36,1.08,2.53,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0.36,0.334,0,0.467,736,1
0,0,0.15,0,0,0.3,0,2.26,0.9,0.15,0.3,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.1,0,0.05,427,1
0.15,0.15,0.3,0,0,0,0.75,1.51,0.45,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,208,1
0.12,0.19,0.7,0.06,0,0.06,0,3.82,2.48,0,0.19,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.102,0,0.041,1030,1
0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,75,1
0.05,0.05,0.4,0,0.17,0,0,1.09,0.92,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.099,0,0.079,1310,1
0,0,0,0,1.19,0,0,3.57,3.57,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,95,1
0,0,0.44,0.44,0.44,0.89,0,2.24,1.34,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0.068,0,0.896,325,1
0,0,0,0,0.77,0.77,0,2.32,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.268,0,0.403,109,1
0.28,0.14,0.14,0.14,0,0.28,0,1.82,1.12,0.84,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0.342,1622,1
0.1,0.2,1.01,0.5,0.1,0,1.11,1.31,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.11,0,0.158,1351,1
0,0,0,0,0.8,0.8,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.274,0,0,107,1
1.63,0,1.63,0,1.63,0,0,3.27,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,36,1
0.69,0,0,0.69,0,0,0,3.49,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1
0,0,0,0,1.04,0,0,3.66,1.04,1.57,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,272,1
0,0,0.32,0.32,0.32,0.32,0,2.28,3.25,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.111,0,0.166,139,1
0,0,0.32,0.32,0.32,0.32,0,2.28,3.25,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.111,0,0.166,139,1
0.08,0.08,0.76,0.25,0.25,0.08,0.93,1.62,0.42,0.85,0.08,0,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0.08,0.065,0,0.118,1414,1
0.17,0,0.17,0.05,0,0.64,0.05,4.21,1.11,0.82,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.052,0,0.167,462,1
0.27,0,0.27,0,0,0.27,0,4.87,0.81,0.27,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.051,374,1
0,1.32,0,0,0.44,0,0.44,3.53,1.76,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.132,442,1
0,0,0,0,4.59,0,0,3.44,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0.646,0,0,110,1
0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,28,1
0.54,0,0,0,0,1.08,0,2.7,0.54,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.051,0,0,82,1
0,0,0,0,0,0,0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,87,1
1.06,0,0.7,0.7,0.7,0,0,6,1.41,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.063,95,1
0.68,0.68,0.68,2.73,0,0,0.68,4.1,2.73,0,0.68,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,89,1
0,0,0,0.55,0,1.11,0,0.55,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,1
0,0,0.09,0.09,0,0.19,0,0.77,0.67,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,0.09,0.047,0,0.047,432,1
0,0,1.61,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0.268,0,0,37,1
0,0,0,0.97,0.97,0,0,0,0.97,0,0,0.97,0.97,0,0,0,0,0,0,0,0.97,0,0,0,0,0.167,0,0.167,77,1
0,0.56,0.56,2.25,0,0,0.56,3.38,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.083,0,0,375,1
0.1,0.1,0.71,0.4,0.1,0,1.11,2.23,2.03,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.264,0.397,1042,1
0.8,0,0.8,0,0.8,0.8,0,1.61,2.41,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,124,1
0,0,1.31,0,0,0,0,1.31,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,53,1
0,1.47,0,1.47,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0.338,0,0.169,170,1
0.05,0.05,0.4,0,0.17,0,0,1.04,0.92,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.099,0,0.079,1313,1
0,0.4,0,0.81,0,0,0,1.22,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.061,0.123,302,1
0.29,0.58,0.58,0.58,0,0.87,0,2.62,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0.271,162,1
0.18,0,0.18,0.06,0,0.72,0.06,4.41,1.08,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.052,0,0.169,447,1
0.06,0,0.24,0,0.03,0,0,0.45,0.2,0.03,0,1.18,1.22,0,0,0,0,0,0,0,1.36,0,0.06,0,0.45,0.305,0.029,0.011,2510,1
1.24,0.41,1.24,0,0.41,0,0.82,3.73,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.068,0,0.549,114,1
0.08,0,0.32,0.08,0.08,0,0.32,1.87,0.57,0.16,0.24,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.16,0.068,0,0.082,2923,1
0.1,0.1,0.71,0.4,0.1,0,1.01,2.23,2.03,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.264,0.397,1045,1
0,0,0,0.45,0.22,0,0.22,1.58,1.13,0.9,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0.15,1324,1
0,0,1.31,0,0,0,0,1.31,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,53,1
0,0,0,0,0.4,0,0,1.22,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.33,0,261,1
0,0,0,0.38,0.38,0,0,3.43,2.29,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,104,1
0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0.06,0.2,0,0,0.2,0.13,1.16,1.23,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.057,0,0.092,703,1
0,1.36,0,1.36,1.36,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,160,1
0,0,0,0,0,0,0,2.3,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,0,0.868,157,1
1.63,0,0,0,0.81,0,0,3.27,1.63,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,65,1
0.16,0,0.67,0.33,0,1.68,0.33,2.02,3.87,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0.056,621,1
0.09,0.49,0.59,0,0,0.09,0,3.75,1.08,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0.979,740,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0.17,0,0.17,0.05,0,0.69,0.05,4.25,1.04,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.162,454,1
0,0,0.27,0.27,0,0,0,2.45,1.36,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,227,1
1.61,0,0,0,0.8,0,0,3.22,1.61,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,64,1
0,0.55,0.55,2.2,0,0,0.55,3.31,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.165,0,0,386,1
0,0.55,0.55,2.2,0,0,0.55,3.31,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.165,0,0,387,1
0,0,0.31,0.31,0.31,0.31,0,2.55,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.108,0,0.162,144,1
1.04,0,0.69,0.69,0.69,0,0,5.9,1.38,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.063,96,1
0,1.56,0,1.56,1.56,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0.183,0,0.183,164,1
0,0.54,0.54,2.16,0,0,0.54,3.24,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.162,0,0,379,1
0.14,0,0.57,0.28,1.88,0.14,0.14,1.01,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,477,1
0,0,0.44,0,0.22,0,0,1.32,1.1,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0.196,629,1
0,0,0.29,0,0,0.29,0,2.2,0.88,0.14,0.29,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.097,0,0.048,428,1
0.07,0.37,0.81,0.07,0,0.14,0.44,3.55,1.85,0,0.07,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.073,0,0.167,795,1
0,0,0.31,0.31,0.31,0.31,0,2.55,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.108,0,0.163,144,1
0,0,0.31,0.31,0.31,0.31,0,2.55,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.108,0,0.163,144,1
0.17,0,0.17,0.05,0,0.64,0.05,4.21,1.11,0.81,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.052,0,0.167,467,1
0.48,0,0.97,0.97,0,0.48,0.48,4.36,1.45,1.45,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.48,0,0,0.232,186,1
1.24,0.41,1.24,0,0.41,0,0.82,3.73,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.068,0,0.549,114,1
0.34,0.42,0.25,0.08,0.08,0,0,3,0.94,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.065,0,0.294,535,1
0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,1
0,1.63,0,1.63,0,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.17,0,0.08,0.08,0,0.17,0.08,1.2,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,1140,1
0.17,0,0.08,0.08,0,0.17,0.08,1.2,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,1140,1
0,0.34,0.69,0.34,0.69,0,0.69,4.86,1.73,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0.174,89,1
0,0,0.29,0.29,0.87,0.58,0.29,2.61,2.9,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,274,1
0,0,0,0.45,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,1
0,0,0.4,0.2,0.4,0,0,3.44,2.22,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.066,192,1
0,0,0,1.33,0,0,0,1.33,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,233,1
0.22,0.22,0.22,0.44,0.44,0,0.44,3.32,3.32,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,1734,1
0,0.9,0,0,0,0,1.81,6.36,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,75,1
0.74,0,0,0.74,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,72,1
0,0,0,0.28,0.14,0,0,1.7,0.85,0,0.42,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.078,0,0,826,1
0,0,0.37,0.37,0.37,0.75,0,2.65,1.13,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.063,0,0.189,253,1
0,0,0,0,0,2.66,5.33,2.66,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,62,1
0,0,0.72,0,0.72,0,0,2.54,0.72,0,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.113,139,1
0.54,0,1.08,1.08,0.54,0.54,0,4.32,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.261,181,1
0,0,0,0,1.81,0,0,1.81,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0.943,53,1
0,0,0.48,0.48,0.48,0.96,0,1.92,1.44,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.073,0,0.957,328,1
0,0,0,0,0.98,0,0.98,2.94,1.96,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1
0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0.18,1.89,0,0,0.56,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,1
0,0,0.6,0,0.3,0,0,2.74,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.047,0.143,196,1
0,0,0,0,1.33,0,0,2.66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0.37,0.17,0.3,0.03,0.51,0.34,0.34,2.75,1.36,0.27,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.041,0.071,0.136,1955,1
0,0,0.6,0,0.3,0,0,2.72,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.047,0.142,199,1
0.58,0,0,0.58,0.58,0.58,0.58,0.58,1.74,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,207,1
0,0,1.4,0.46,0,0,0,2.8,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,313,1
0,0,0.3,0,0.3,0.3,0.3,2.12,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.211,0,0.211,185,1
0,0,0.3,0,0.3,0.3,0.3,2.11,3.02,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.21,0,0.21,186,1
1.19,0.59,0,0,0,0,0.59,3.57,6.54,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1
0.5,0.25,0.42,0.02,0.33,0.42,0.02,3.05,1.43,0.94,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.069,0,0.523,4128,1
0.58,0,0,0.58,0.58,0.58,0.58,0.58,1.74,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,207,1
0,0,0.3,0,0.3,0.3,0.3,2.12,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.211,0,0.211,184,1
0,0,0.3,0,0.3,0.3,0.3,2.12,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.211,0,0.211,184,1
0.47,0,1.19,0,0.71,1.43,0,5.26,2.63,0.71,0.23,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.178,0,0.402,392,1
0,0,1.79,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1
0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0.48,0,0.48,0,0,1.2,1.44,0.48,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.036,0,0.184,264,1
0,0,0.48,0,0.48,0,0,1.2,1.44,0.48,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.036,0,0.184,264,1
0.34,0.25,0.25,0.08,0.08,0,0,3.03,0.77,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.049,0,0.263,526,1
0.43,0,0,0,0,1.74,0,0.87,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1
0.43,0,0,0,0,1.74,0,0.87,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1
0,0,0.29,0.29,0.87,0.58,0.29,2.61,2.9,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,274,1
0,0,0,0,0,0,1.4,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1
0,0,0,0,0,0.73,0,2.94,4.04,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.118,75,1
0,0,0.97,0,0,0,0,0.58,0.38,0.77,0,0,0,0,0,0,0,0,0.19,0,0.19,0,0,0,0,0.208,0,0.312,543,1
0.17,0,0.08,0.08,0,0.17,0.08,1.2,3.17,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,574,1
0.52,0,2.38,0.26,0.79,0,0,1.32,1.05,0,0.52,0,0,0,0,0,0,0.26,0,0,0.26,0.52,0,0,0,0.69,0,0,566,1
0.46,0.31,0.46,0.05,0.1,0.44,0,3.21,1.48,1.01,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.068,0,0.793,3213,1
0.18,0,0.54,0.54,0.36,0.18,0.54,1.82,2,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0.305,447,1
0.17,0,0.08,0.08,0,0.17,0.08,1.2,3.17,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,574,1
0,0,1.26,0,0,2.53,5.06,2.53,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,67,1
0,0,0,0.36,0.36,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0.053,496,1
0.37,0.75,1.13,0,0.37,0,0,2.26,4.52,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0.197,998,1
0,0.57,0,0,0,0,1.73,3.46,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0,0,0,0,0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
0.09,0.49,0.59,0,0,0.09,0,3.79,1.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,1.33,725,1
0,0,0,0.38,0.38,0,0,3.87,1.93,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
0,0,0,0,0,0,0,3.17,3.17,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,30,1
0,0.49,1.97,0,0.49,1.47,0.49,4.43,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1
0,0,0,0.38,0.38,0,0,3.87,1.93,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
0.06,0.12,0.77,0.38,0,0,0.12,1.67,0.7,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.031,0,0.073,766,1
0.74,0.74,0.74,0.37,0,0,0.74,2.99,2.24,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.122,208,1
0,0,0,0.39,0,1.58,0.39,3.96,1.98,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0.211,118,1
1.24,0,0.82,0.41,1.65,0.41,0,2.9,0.41,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,5.3,344,1
0,0.09,0.14,0.09,0,0.14,0.04,1.53,1.23,0.29,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.119,0.007,0.111,1645,1
1.24,0,0.82,0.41,1.65,0.41,0,2.9,0.41,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,5.3,344,1
0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1
0,0,0,1.21,0,4.87,0,2.43,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,1
1.44,0,0,0,0.96,0,0,6.73,1.92,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0.087,50,1
0.47,0.31,0.47,0.05,0.1,0.47,0,3.23,1.49,0.99,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.067,0,0.858,3160,1
0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1
0.53,0,1.06,1.06,1.06,0.53,0,4.25,1.06,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.259,189,1
1.24,0.41,1.24,0,0.41,0,0.82,3.73,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.068,0,0.549,114,1
0,0.55,0.55,0.55,0.55,2.79,0,3.91,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0.345,200,1
0,0.55,0.55,0.55,0.55,2.79,0,3.91,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0.345,200,1
0.37,0.75,1.13,0,0.37,0,0,2.27,4.54,0.37,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.196,0,0.196,1000,1
0.34,0,0.69,0,0.34,1.03,0.17,1.9,3.81,0.17,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0.141,711,1
0,0.89,1.15,0,0,0.12,2.04,2.81,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0.061,477,1
0,0.47,0.47,1.18,0.23,1.41,0,2.83,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1
0.47,0.31,0.47,0.05,0.26,0.44,0,3.24,1.5,1.02,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.067,0,0.78,3059,1
0,0,0,0,0.45,0.45,0.45,1.8,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,122,1
0,0,0,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0,0,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0,0,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0.19,0,0,0.19,0,0,0.19,1.38,0.49,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.189,477,1
1.03,0,0.68,0.68,0.68,0,0,5.86,1.37,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.062,91,1
0.27,0,0.27,0,0,0,0,2.2,0.27,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.182,435,1
0,1.09,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,1.09,0.519,0,0.692,84,1
0,0.89,1.14,0,0,0.12,2.04,2.8,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.061,475,1
0,0,0,1.2,0,4.81,0,2.4,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1
0.49,0,0.74,0.24,0,1.23,0,1.23,2.47,0.24,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.155,485,1
0,0,0.6,0.6,0,0,0.6,1.81,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0.103,259,1
0,0.46,0.46,0,0.92,0,0,0.92,1.38,0,0.46,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0.072,0,0.217,224,1
0.67,0,0.67,0,0,0,0,1.35,1.35,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,132,1
0,0,0,1.47,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0.147,0,0.147,288,1
