@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S36

@attribute word_freq_make numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_remove numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_hpl numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_original numeric
@attribute word_freq_edu numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_# numeric
@attribute class {0,1}

@data
0,0,0,0,0.3,0,0.15,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.3,0.472,0.067,0.067,1
0.41,0,0.2,0,0,1.25,0,4.6,0,2.3,1.67,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0.306,1
0,0,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.47,0,0.07,0.05,0,0.44,0,3.22,0,1.47,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.159,1
0,0,1.11,0,0.18,0.37,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,1
0,0,1.59,0,1.27,0.31,3.18,2.22,0,1.91,0,0.31,0,0.31,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0.278,0,1
0,0,2.25,1.12,0,3.38,0,3.95,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1
0,0,1.11,0,0.18,0.37,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,1
0,0,0.94,0,0,0,0,1.88,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0.44,0.17,0,0,0.52,0,4.04,0,2.64,1.23,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.709,0.105,0,1
0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.33,0,0.28,0.28,0,1
0,0,0,0,0,2.65,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0.14,0,1
0,0,0.36,0,0,0,0,1.21,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,1
0.19,0,1.07,0.19,0.09,0,1.17,3.81,0.68,1.75,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.031,1
0,0,0,0,0,0,0,1.56,6.25,1.56,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,1
0.73,0,0.36,1.09,0,1.83,0.73,2.56,0,1.09,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,1
0,7.07,0,0,0,0,0,0.22,0,0.45,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0.153,0.092,0.03,1
0,0,0.68,0.09,0,0.87,0.19,3.21,0,2.43,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.03,0,1
0,0,0,0,0,0,0.84,2.95,0,2.53,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,1
0,0,0,0,0,0,0.84,2.95,0,2.53,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,1
0,0,0.4,0.4,0.4,0,0,2,0.4,2,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0.4,0,0,0,0,0.232,0,1
0,0,0,0.63,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.25,0,1.25,1.25,1.25,0,3.75,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0.199,0,0,1
0,0,0.26,0.26,0,0,0.26,1.58,0,0.52,0,0,0,0,0,0,0,0,0,0.52,0.26,0,0.26,0,0,0.26,0.038,0.038,0,1
0,0,2.83,0,0,1.41,0,7.09,0,5.67,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.126,1
0,0,2.22,0.55,0,3.88,0,3.88,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,1
0,0,0.72,0.72,0,0,0,1.45,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,1
0,0,0.84,0.84,0,0,0,2.54,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0,1
0,0,0.72,0.72,0,0,0,1.45,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,1
0,0,0.4,0.81,0,0,1.22,0.81,0,0.4,0,2.04,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.64,0,1
0.34,0,0.63,0,0,0.05,0.17,3.01,2.61,1.5,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.027,1
0.71,0,5,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,0,1.3,0,0,1.3,0,2.61,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.61,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.32,0,0,0.96,0,3.84,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,1
0,0,0.64,0.64,0,0.64,0.64,3.24,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.49,0.98,0,0.98,0,2.45,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.258,0.064,1
0.44,0,0.44,0,0,0,0.44,1.76,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,1
0,0,0.69,0.69,0,0,0,1.38,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,1
0.44,0,0.44,0,0,0,0.44,1.76,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,1
0.44,0,0.44,0,0,0,0.44,1.76,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,1
0.44,0,0.44,0,0,0,0.44,1.76,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,1
0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,1
0.1,0,0.8,0.5,1.61,0,1.11,1.31,0.2,0.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.11,0.015,1
0,0,1.66,1.66,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,1
0.1,0,0.8,0.5,1.61,0,1.11,1.31,0.2,0.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.11,0.015,1
0.17,0,0.52,0,0,0,0,1.4,0.17,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0,1
0,0,0.8,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.63,1.05,0,1.05,1.05,4.21,0,1.57,0,0.52,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0.091,1
0.17,0,1.45,0.05,0,0.69,0.05,4.24,0.23,1.04,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,0,1
0.17,0,0.52,0,0,0,0,1.39,0.17,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,1
0,0,0,0,0,0,0,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0,0.2,0.2,1.5,0.2,1.6,2.2,0.2,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.175,0.014,1
0,0,1.04,0,0,0,0,3.83,2.09,1.04,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,1
0,0,0.12,0,1.14,0.12,2.04,2.8,0.12,1.27,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.185,0,1
0,0,0.12,0,1.15,0.12,2.04,2.81,0.12,1.27,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.185,0,1
0.29,0,0,0,0.97,0.19,1.46,1.75,0.38,0.77,0,0.58,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.034,0.034,1
0.31,0,0,0,1.04,0.2,1.56,1.87,0.41,0.83,0,0.62,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.033,1
0,0,0.61,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,1
0,0,1.13,1.13,0,1.13,0,1.13,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0.319,0.479,1
0.17,0,1.45,0.05,0,0.69,0.05,4.24,0.23,1.04,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,0,1
0,0,0.32,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,1
0.31,0,0,0,1.14,0.2,1.56,1.87,0.41,0.83,0,0.62,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.033,1
0,0,0.39,0.19,0,0.19,0.19,0.59,0.59,0.39,0,0.19,0,0.59,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.074,0,1
0,0,0.43,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,1
0.1,0,0.3,0,0,0.1,0,3.81,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.037,0,1
0.39,0,0,0,0,0.39,0,2.39,0,2.78,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,1
0,0,0.54,0,0.54,0,0.27,2.16,0,2.7,0,0,0,0,0,0,0,0,0,1.35,0,0,1.62,0,0,0,0,0.038,0,1
0,0,0.26,0,0.26,0,0.26,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,1
0,0,0.9,0.9,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.319,19.829,1
0.44,0,0,0,0,0,0.44,2.64,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,1
0,0,0.55,0,0,0,0.55,1.66,0,2.22,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.21,0.8,0,0,0,1.61,0,1.21,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,1
0,0,1.06,1.6,0.53,0,0.53,2.13,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,1
0,0,1.17,0,0,0,0,2.35,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.8,0.8,0,0.8,0.8,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,1
0,0,0.8,0.8,0,0.8,0.8,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,1
0.59,0,1.66,0,0,0.11,0,4.51,0,1.66,0,0.47,0,0,0,0,0,0,0.23,0,0,0,0.11,0,0,0,0,0.038,0.019,1
0.17,0,0.43,0.43,0.6,0.17,1.39,2.43,0.17,1.13,0,0.95,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.108,0.013,1
0.1,0,0.6,0.4,0,0,1.11,2.22,0.4,1.92,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.032,1
0.22,0,0,0.22,0,0,0,2.03,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.271,0,1
0.1,0,0.2,0.2,1.6,0.2,1.7,2.2,0.2,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.174,0.014,1
0.49,0,0,0.49,0,0,0.49,3.46,0,0.99,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.195,0,1
0,0,0.65,0.65,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,1
0,0,1.25,0,0,0.62,0,0.62,0,1.88,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,1
0.9,0,0,0.9,0,0.9,0.9,1.81,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.29,0.29,2.33,1.16,2.33,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,1
0,0,0,0,0,0,0,0.47,0.47,1.91,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0.067,0.202,0,1
0.54,0,0.05,0,0.13,0.43,0.48,3.56,0,0.81,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.159,1
0.54,0,0.05,0,0.13,0.43,0.48,3.56,0,0.81,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.159,1
0.27,0,0.27,0,0,1.39,0.55,1.67,1.95,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.279,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0.177,0,1
0.1,0,0.07,0,0,0.03,0,0.81,0.03,1.35,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,1
0.49,0,0.08,0.08,0.24,0,0,2.89,0,0.9,0,0.16,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.063,0.095,1
0,0,1.09,0,0,0.54,0,2.46,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.18,0,0,0.19,0,0,0,2.56,0.39,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0.026,1
0,0,3.84,0,0,0,0,2.56,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,0,0.14,0,0.03,0.07,0.07,4.38,0,1.49,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.006,0.159,0.11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,1
0,0,1.17,0,0,0,0,1.56,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.68,0.34,0,0,0.34,4.76,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,4.008,1
0,0,0,0,0,0,0,4.25,0,2.12,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.45,0,0,0.32,0,0.8,0,0.48,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.198,0,1
0.28,0,0.28,0,0,1.4,0.56,1.69,1.97,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.284,0,1
0.3,0,0.3,0.61,0,0.3,0.61,1.84,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,1
0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.21,0.1,0,0.1,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,1
0,0,0,1.15,0,0,0.38,4.61,0.38,0.76,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.68,0.68,0,0,4.1,4.1,0,0.68,0,1.36,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,1
0,0,1.03,0,0,0.51,0.51,2.59,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,1
0,0,0,0,0,0,0.17,3.21,0,1.25,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.066,0.63,1
0,1.33,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,1
0,0,0.82,0,0,0,0,0.82,0,1.1,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,1
0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,1
0.09,0,0.36,0,0,0,0,2.01,0,3.38,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.048,0.032,1
0.73,0,1.59,0,0,0.12,0,4.55,0,1.72,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.02,1
0.73,0,1.59,0,0,0.12,0,4.55,0,1.72,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0.176,0,1
0.66,0,0.26,0.13,0,0,0,3.98,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,1
0.18,0,0.36,0,0,0.09,0,1.27,0,3.38,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,1
0,0,0.38,0,0,0,0,5.4,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,1
0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0.088,0,1
0,0,0.53,0,2.12,0.53,0.53,2.65,0,2.65,0,1.59,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0.191,0,1
0,0,1.18,0.23,0,0.95,0.23,1.9,0.35,0.35,0,0.59,0,0,0,0,0,0,0,0.35,0,0,0.11,0,0,0,0,0.059,0.217,1
0,0,1.07,0,0,0.71,0.71,2.85,0,2.5,0,1.42,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.24,0,1
0,0,0,0,0,0,0.19,0.19,0.38,0.57,10.17,0,0,0,0,0,0,0.19,0,0,0,0.19,0,0,0,0,0,0.099,0.928,1
0.1,0,0.4,0.1,0,0.2,0,1.72,4.26,1.72,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,1
0.39,0,0.15,0,0.03,0.43,0,3.16,0,1.36,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.078,0.133,1
0.32,0,0.32,0,0,1.61,0,1.29,2.58,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.16,0,1
0.1,0,0.4,0.1,0,0.2,0,1.72,4.26,1.72,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,1
0.08,0,0.85,0.25,2.21,0.08,0.93,1.61,0.17,0.42,0,0.85,0,0,0,0,0,0,0,0,0,0,0.08,0.17,0.08,0,0,0.065,0.013,1
0.09,0,0.29,0,0,0.09,0,3.67,0.09,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0.037,0,1
0,0,0,0,0,0,1.92,1.92,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0,0.4,0.1,0,0.2,0,1.72,4.26,1.72,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,1
0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,1
0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0,0,1
0,0,0.84,0.08,0,0.76,0.33,1.6,0.33,0.5,0.84,0.42,0,0,0,0,0,0,0,0.25,0.08,0,0.08,0,0,0,0,0.047,0.329,1
0,0,0.84,0.08,0,0.76,0.33,1.52,0.33,0.5,0.84,0.42,0,0,0,0,0,0,0,0.25,0.08,0,0.08,0,0,0,0,0.047,0.33,1
0,0,1.05,1.05,0,0,0,3.15,0,1.05,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409,0,1
0.09,0,0.39,0.09,0,0.19,0,1.66,4.1,1.66,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,1
0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,1
0,0,0.55,0,0.55,0,0,1.67,0,1.67,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,1
0,0,0.59,0.29,0,0.59,0.29,4.16,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,1
0.65,0,0.32,0,0.16,1.3,0.16,3.6,0.49,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.231,2.29,1
0,0,1.29,0,0,0,0.64,3.24,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1
0,0,0,0,0,0,0.48,5.79,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,1
0,0,0,0,0,0,0,1.85,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,1
0,0,0.38,0.38,0,0.77,0.77,2.72,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,1
0,0,0.42,0.42,0,0,0,2.55,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.221,0.177,1
0,0,0,0,0,0.3,0,0.3,0,0.3,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,1
0,0,1.68,0.37,0,0,0.18,3.18,0,0.93,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.066,0.033,1
0,0,0.91,0,0,0,0,3.21,0.45,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.82,0.36,0,0,0.36,2.91,0,2.18,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.297,0,1
0,0,0,0,0,0,0,0.93,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,1
0.42,0,0.13,0.09,0.03,0.42,0.03,2.75,0,1.27,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.104,0.109,1
0,0,0,1.34,0,0.67,0.33,0.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.161,0.053,1
0,0,0.13,0,0,0,0,0.2,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.03,0.01,1
0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.29,0,0,0,0,0,0,3.14,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.066,0,1
0.6,0,1.44,0,0,0.24,0,4.45,0,1.8,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1
0.43,0,0.43,0,0,0,0,1.75,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,1
0,0,0.45,0.45,0,0,0,1.8,0,0.45,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.281,0,1
0.29,0,0.29,0,0,2.04,0.29,2.04,1.16,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,1
0.12,0,1.34,0,0,0.24,0,2.33,0,0.73,0,0,0,0,0,0,0,0,0,0.98,0,0,0.12,0,0,0,0.063,0.021,0,1
0,0,0.66,0,0,1,0,1,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.054,1
0.62,0,0,0,0,0,0.62,2.48,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,1
0,0,0.78,0.52,0.78,0,1.56,2.08,0,1.56,0,0.52,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0.08,0,1
0,0,2.89,0,0,0,0,2.17,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3.27,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.26,0.26,0,0,0,0,0,0.52,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.084,1.051,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.25,0,0.5,0.25,0,0,0,1.52,0,1.01,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.041,0.041,1
0.25,0,0,0,0,0,0.5,3,0,2.75,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,1
0,0,0,0.35,0,0,1.41,2.12,2.82,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.122,1
0,0,2.48,0,0,0,0,2.48,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,1
0,0,0.77,0.51,0.77,0,1.54,1.8,0,1.54,0,0.77,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0.079,0,1
