@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S53

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_free numeric
@attribute word_freq_email numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_george numeric
@attribute word_freq_lab numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
1.47,0,0,0,0,0,0,1.47,0,1.47,0,7.35,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.254,6.055,109,1
0,0,0,0.51,0.51,0,0,0,0,0,0,0,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,0.09,0,1.773,94,1
0,0,0,0.5,0.5,0,0,0,0,0,0,0,1.01,0,1.01,0,0,0,0,0,0,0,0,0,0,0.089,0,1.792,95,1
0,0.74,0,0,0.37,0.37,0.74,1.11,0.74,0,0.37,0.37,0.37,0,2.6,0,0,0,1.11,0,0,0,0,0,0,0.336,0.471,18.4,736,1
0.09,0.49,0,0.39,0.19,0,0.09,0.39,1.57,0.19,0,0,0,0.09,1.08,0,0,0,0,0,0,0,0,0,0.767,0.037,1.311,5.96,757,1
0,0.72,0,0,0.36,0.36,0.72,1.08,0.72,0,0.36,0.36,0.36,0,2.53,0,0,0,1.08,0,0,0,0,0,0,0.334,0.467,18.4,736,1
0,0,0,0.9,0.15,0,0.9,0,0.75,0.15,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.05,2.271,427,1
0.15,0.15,0,0.75,0,0,0,0,0.15,0.15,0,0,0.75,0,0.45,0,0,0,0,0,0,0,0,0,0.058,0.145,0,1.54,208,1
0.12,0.19,0,0.44,0,0,0.57,0.5,0.95,0.06,0,0,0,0.19,2.48,0,0,0,0,0,0,0,0,0,0,0.102,0.041,3.29,1030,1
0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,2.884,75,1
0.05,0.05,0,0.34,0,0,0.57,0.05,0.28,0.11,0,0.17,0,0.05,0.92,0,0.05,0,0,0,0,0,0,0,0.019,0.099,0.079,4.906,1310,1
0,0,0,0,0,0,0,1.19,0,0,0,1.19,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,8.636,95,1
0,0,0,1.34,0,0,0,0,0,0,0,0.44,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0.068,0.896,6.77,325,1
0,0,0,0.77,0,0,0,0,1.55,0,0,0.77,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0.268,0.403,2.794,109,1
0.28,0.14,0,0,0,0,0.42,0,0.98,0,0,0,0,2.53,1.12,0,0,0,0,0,0,0,0,0,0,0,0.342,14.88,1622,1
0.1,0.2,0,0.8,0.8,0,0.8,0.1,0.7,0.3,0,0.1,1.11,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0.11,0.158,8.55,1351,1
0,0,0,0.8,0,0,0,0,1.6,0,0,0.8,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.274,0,2.815,107,1
1.63,0,0,0,0,0,1.63,0,0,0,0,1.63,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0.266,2,36,1
0.69,0,0,1.39,0,0,0,0,0.69,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,6.1,183,1
0,0,0,0,0,1.04,0,0,1.04,0.52,0,1.04,0,1.04,1.04,0,0,0,0,0,0,0,0,0,0,0,0.269,5.787,272,1
0,0,0,0.65,0.65,0.32,0,0,0.32,0.32,0,0.32,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0.111,0.166,1.494,139,1
0,0,0,0.65,0.65,0.32,0,0,0.32,0.32,0,0.32,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0.111,0.166,1.494,139,1
0.08,0.08,0,0.85,1.02,0.17,0.59,0.08,0.59,0.17,0,0.25,0.93,0.17,0.42,0,0,0,0,0,0.08,0.08,0,0,0,0.065,0.118,7.561,1414,1
0.17,0,0,1.52,0.35,0.05,0.05,0.05,0.52,0.29,0.05,0,0.05,0.23,1.11,0,0,0,0,0,0,0,0,0,0.01,0.052,0.167,1.818,462,1
0.27,0,0,0,0,0,0,0,1.62,0.27,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0.051,5.582,374,1
0,1.32,0,0,0.44,0,1.32,0,2.65,0,0.44,0.44,0.44,0,1.76,0,0,0,0,0,0,0,0,0,0,0.066,0.132,8.666,442,1
0,0,0,2.29,0,0,0,0,1.14,0,0,4.59,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0.646,0,8.461,110,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0.606,3.111,28,1
0.54,0,0,2.16,0,0.54,0,1.08,0,0,0,0,0,0,0.54,0,0,0,0.54,0,0,0,0,0,0,0.051,0,1.49,82,1
0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0.141,0,2.9,87,1
1.06,0,0,1.06,0,0,0,0.7,0.7,0,0,0.7,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0.063,2.021,95,1
0.68,0.68,0,0.68,0,0,0,0.68,2.05,0,0,0,0.68,0,2.73,0,0,0,0.68,0,0,0,0,0,0,0,0,2.472,89,1
0,0,9.16,0.27,0,0.27,0.27,0.27,0.27,0,0,0,0,0.27,0.83,0,0,0,0,0,0,0,0,0,0.387,0,0,19.482,1130,1
0,0,0,0.58,0.29,0,0.38,0,0.48,0.38,0,0,0,0,0.67,0,0,0,0.09,0,0,0,0,0,0.063,0.047,0.047,1.694,432,1
0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,2.466,37,1
0,0,0,0.97,0,0,0,0,0,0,0,0.97,0,0,0.97,0,0,0,0.97,0,0,0,0,0,0.503,0.167,0.167,3.5,77,1
0,0.56,0,1.12,0.56,0,0,0.56,0.56,0,0,0,0.56,0,1.12,0,0,0,0,0,0,0,0,0,0,0.083,0,16.304,375,1
0.1,0.1,0,0.61,0.3,0.1,1.42,0.81,0.5,0,0,0.1,1.11,0.5,2.03,0,0,0,0,0,0,0,0,0,0,0,0.397,3.186,1042,1
0.8,0,0,1.61,0,0,0,0,0,0,0,0.8,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0.36,2.638,124,1
0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0.212,4.818,53,1
0,1.47,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0.338,0.169,10.625,170,1
0.05,0.05,0,0.34,0,0,0.57,0.05,0.28,0.11,0,0.17,0,0.05,0.92,0,0.05,0,0,0,0,0,0,0,0.019,0.099,0.079,4.881,1313,1
0,0.4,0,0.81,0,0,0,0.4,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.123,0.246,0.123,4.793,302,1
0.29,0.58,0,0.87,0,0,0,1.16,0.87,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0.054,0.271,1.67,162,1
0.18,0,0,1.57,0.36,0.06,0.06,0.06,0.54,0.3,0.06,0,0.06,0.24,1.08,0,0,0,0,0,0,0,0,0,0.01,0.052,0.169,1.766,447,1
0.06,0,0,0.1,0,0.17,0.17,0.17,0.1,0.03,0,0.03,0,0,0.2,0,0,0,1.36,0,0,0,0,0,0.179,0.305,0.011,2.813,2510,1
1.24,0.41,0,0,0,0,0,0,0.41,0,0,0.41,0.82,0,1.24,0,0,0,0,0,0,0,0,0,0,0.068,0.549,3.166,114,1
0.08,0,4.31,0.08,0.16,0.08,0,0,0.24,0.32,0,0.08,0.32,0,0.57,0,0,0,0.08,0,0,0,0,0,0.344,0.068,0.082,15.547,2923,1
0.1,0.1,0,0.6,0.3,0.1,1.42,0.81,0.5,0,0,0.1,1.01,0.5,2.03,0,0,0,0,0,0,0,0,0,0,0,0.397,3.166,1045,1
0,0,0,0,0,0,0,0.45,0.22,0,0,0.22,0.22,0,1.13,0,0,0,0.22,0,0,0,0,0,0,0,0.15,13.936,1324,1
0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0.212,4.818,53,1
0,0,0,0,0.4,0,0,0.81,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.529,0,5.019,261,1
0,0,0,0.38,0.38,0.38,0,0,0,0,0,0.38,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,2.08,104,1
0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777,16,1
0,0.06,0,0.61,0.13,0,0.75,0,0.75,0.27,0,0,0.13,0,1.23,0,0,0,0,0,0,0,0,0,0.034,0.057,0.092,2.086,703,1
0,1.36,0,0,0,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0.17,0.17,9.411,160,1
0,0,0,0,2.3,0,0,0,0.76,0.76,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0.868,0.868,5.607,157,1
1.63,0,0,2.45,0,0,0,0,0,0,0,0.81,0,0,1.63,0,0,0,0.81,0,0,0,0,0,0,0,0,2.826,65,1
0.16,0,0,0.33,0.16,0.84,0.16,0.5,1.51,0,0,0,0.33,1.68,3.87,0,0,0,0,0,0.16,0,0,0,0,0.224,0.056,4.928,621,1
0.09,0.49,0,0.39,0.19,0,0.09,0.39,1.58,0.19,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0.778,0.037,0.979,5.781,740,1
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153,54,1
0.17,0,0,1.45,0.34,0.05,0.05,0.05,0.52,0.29,0.05,0,0.05,0.23,1.04,0,0,0,0,0,0,0,0,0,0.01,0.05,0.162,1.794,454,1
0,0,0,0.54,0.27,1.08,0,0.81,0,0,0,0,0,0,1.36,0,0,0.27,0,0,0,0,0,0,0,0.04,0.04,2.121,227,1
1.61,0,0,3.22,0,0,0,0,0,0,0,0.8,0,0,1.61,0,0,0,0.8,0,0,0,0,0,0,0,0,2.909,64,1
0,0.55,0,1.1,0.55,0,0,0.55,0.55,0,0,0,0.55,0,1.1,0,0,0,0,0,0,0,0,0,0,0.165,0,16.782,386,1
0,0.55,0,1.1,0.55,0,0,0.55,0.55,0,0,0,0.55,0,1.1,0,0,0,0,0,0,0,0,0,0,0.165,0,16.826,387,1
0,0,0,0.63,0.63,0.31,0,0,0.31,0.31,0,0.31,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0.108,0.162,1.515,144,1
1.04,0,0,1.04,0,0,0,0.69,0.69,0,0,0.69,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.063,2.042,96,1
0,1.56,0,0,0,0,0,1.56,0,0,0,1.56,0,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0.183,0.183,11.714,164,1
0,0.54,0,1.08,0.54,0,0,0.54,0.54,0,0,0,0.54,0,1.08,0,0,0,0,0,0,0,0,0,0,0.162,0,15.16,379,1
0.14,0,0,0.28,0.14,0.28,0,0.43,0.28,0,0,1.88,0.14,0,1.44,0,0,0,0,0,0.14,0,0,0,0,0.07,0,2.293,477,1
0,0,0,0.22,0.22,0,0.66,0.44,0.88,0,0,0.22,0,0,1.1,0,0,0.44,0,0,0,0,0,0,0.065,0.261,0.196,7.4,629,1
0,0,0,0.88,0.14,0,0.88,0,0.73,0.14,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0.097,0.048,2.264,428,1
0.07,0.37,0,0.51,0.29,0,0.07,0.37,1.48,0.14,0,0,0.44,0,1.85,0,0,0,0.14,0,0,0,0,0,0.052,0.073,0.167,3.412,795,1
0,0,0,0.63,0.63,0.31,0,0,0.31,0.31,0,0.31,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0.108,0.163,1.515,144,1
0,0,0,0.63,0.63,0.31,0,0,0.31,0.31,0,0.31,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0.108,0.163,1.515,144,1
0.17,0,0,1.52,0.35,0.05,0.05,0.05,0.52,0.29,0.05,0,0.05,0.23,1.11,0,0,0,0,0,0,0,0,0,0.01,0.052,0.167,1.838,467,1
0.48,0,0,0.48,0,0,0,0,0.48,0,0,0,0.48,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.232,5.166,186,1
1.24,0.41,0,0,0,0,0,0,0.41,0,0,0.41,0.82,0,1.24,0,0,0,0,0,0,0,0,0,0,0.068,0.549,3.166,114,1
0.34,0.42,0,0.08,0.42,0.25,0.08,1.62,0.51,0.94,0,0.08,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0.065,0.294,3.282,535,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,9.5,323,1
0,1.63,0,0,0,0,0,1.63,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,1.2,12,1
0.17,0,0,0.43,0.08,0.43,0.08,0.08,0.6,0.17,0.17,0,0.08,0,3.14,0,0,0,0,0,0,0,0,0,0,0.085,0.014,4.16,1140,1
0.17,0,0,0.43,0.08,0.43,0.08,0.08,0.6,0.17,0.17,0,0.08,0,3.14,0,0,0,0,0,0,0,0,0,0,0.085,0.014,4.16,1140,1
0,0.34,0,0.34,0.69,0,0,1.04,1.38,0,0,0.69,0.69,0,1.73,0,0,0,0,0,0,0,0,0,0,0.058,0.174,2.17,89,1
0,0,0,0.29,0.29,0.29,0,0,0.87,0,0,0.87,0.29,2.61,2.9,0,0,0,0,0,0,0,0,0,0,0.046,0,4.892,274,1
0,0,0,0.45,0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857,440,1
0,0,0,0,0,0,0.8,0.2,0.4,0,1.41,0.4,0,3.03,2.22,0,0,0,0,0,0,0,0,0,0.033,0.066,0.066,2.704,192,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,1.492,29.125,233,1
0.22,0.22,0,1.77,0.22,0.44,0.22,2.88,0.88,0.22,0,0.44,0.44,0,3.32,0,0,0,0,0,0.44,0,0,0,0,0,0.156,86.7,1734,1
0,0.9,0,0,0,0,0,0,0.9,0,0,0,1.81,0,0.9,0,0,0,0,0,0,0,0,0,0,0.146,0,3,75,1
0.74,0,0,0.74,0,0,0.74,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0.74,0,0,0,0,0,0.233,1.846,72,1
0,0,42.81,1.28,0,0,0,0,0.28,0,0,0.14,0,0,0.85,0,0,0,0,0,0,0,0,0.14,0.026,0.078,0,7,826,1
0,0,0,1.13,0,0,0,0.75,0.37,0,0,0.37,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0.063,0.189,4.08,253,1
0,0,0,0,0,0,0,0,0,1.33,0,0,5.33,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0.514,1.823,62,1
0,0,0,1.45,0.36,0,0,1.45,1.09,0,0,0.72,0,1.81,0.72,0,0,0,0,0,0,0,0,0,0,0.056,0.113,2.622,139,1
0.54,0,0,0.54,0,0,0,0,0.54,0,0,0.54,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0.261,5.323,181,1
0,0,0,0,0,0,0,1.81,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0.943,2.944,53,1
0,0,0,0.96,0,0,0,0,0,0,0,0.48,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.073,0.957,6.833,328,1
0,0,0,0.98,0,0,0,0.98,0.98,0,0,0.98,0.98,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,2.95,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,11,1
0,0,19.16,0.18,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22,1261,1
0,0,0,0,0.6,0,0.6,0,1.82,0,0,0.3,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0.143,0.143,2.041,196,1
0,0,0,0,0,0,0,0,1.33,0,0,1.33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.2,44,1
0.37,0.17,0.06,0.23,0.17,0.95,0.37,0.37,0.64,0.61,0.34,0.51,0.34,0.13,1.36,0,0,0,0,0,0.03,0,0,0,0.011,0.041,0.136,3.341,1955,1
0,0,0,0,0.6,0,0.6,0,1.81,0,0,0.3,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0.142,0.142,2.03,199,1
0.58,0,35.46,0.58,0,0.58,0,0,0,0,0.58,0.58,0.58,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0.239,3.338,207,1
0,0,0,0.46,0,1.4,0,0.46,0,0,0,0,0,0,1.86,0,0,0,0,0,0.93,0,0,0,0,0.123,0,6.137,313,1
0,0,0,0.3,0.91,0.3,0,0,0.3,0.3,0,0.3,0.3,0,3.03,0,0,0,0,0,0,0,0,0,0,0.211,0.211,1.745,185,1
0,0,0,0.3,0.9,0.3,0,0,0.3,0.3,0,0.3,0.3,0,3.02,0,0,0,0,0,0,0,0,0,0,0.21,0.21,1.738,186,1
1.19,0.59,0,0.59,0,0.59,0,0,0,0.59,0,0,0.59,0,6.54,0,0,0,0,0,0,0,0,0,0,0,0,1.437,161,1
0.5,0.25,0,0.08,0.23,0.35,0.35,0.69,0.9,0.5,0.92,0.33,0.02,0,1.43,0,0,0,0,0,0.02,0,0.02,0,0,0.069,0.523,6.723,4128,1
0.58,0,35.46,0.58,0,0.58,0,0,0,0,0.58,0.58,0.58,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0.239,3.338,207,1
0,0,0,0.3,0.91,0.3,0,0,0.3,0.3,0,0.3,0.3,0,3.03,0,0,0,0,0,0,0,0,0,0,0.211,0.211,1.752,184,1
0,0,0,0.3,0.91,0.3,0,0,0.3,0.3,0,0.3,0.3,0,3.03,0,0,0,0,0,0,0,0,0,0,0.211,0.211,1.752,184,1
0.47,0,0,0.23,0.23,0,0,0.47,1.43,0,0,0.71,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0.178,0.402,5.681,392,1
0,0,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,2.103,204,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1
0,0,0,0.72,0.48,0,0.24,0,0.24,0,0,0.48,0,0,1.44,0,0,0,0,0,0.24,0,0,0.24,0,0.036,0.184,2.336,264,1
0,0,0,0.72,0.48,0,0.24,0,0.24,0,0,0.48,0,0,1.44,0,0,0,0,0,0.24,0,0,0.24,0,0.036,0.184,2.336,264,1
0.34,0.25,0,0.08,0.43,0.25,0.08,1.47,0.51,0.95,0,0.08,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0.049,0.263,3.076,526,1
0.43,0,0,0.87,0.87,0,0,0.43,2.18,0,0,0,0,0,0.87,0,0,0.43,0,0,0,0,0,0,0,0,0,5.114,179,1
0.43,0,0,0.87,0.87,0,0,0.43,2.18,0,0,0,0,0,0.87,0,0,0.43,0,0,0,0,0,0,0,0,0,5.114,179,1
0,0,0,0.29,0.29,0.29,0,0,0.87,0,0,0.87,0.29,2.61,2.9,0,0,0,0,0,0,0,0,0,0,0.046,0,4.892,274,1
0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,1
0,0,0,0.36,0.36,0.36,0.36,0.36,0.36,0,0,0,0,0,4.04,0,0,0,0,0,0,0.36,0,0,0,0,0.118,1.53,75,1
0,0,0,0.38,0.19,0,0,0.19,1.16,0,0,0,0,0,0.38,0,0,0,0.19,0,0,0,0,0,0,0.208,0.312,7.541,543,1
0.17,0,0,0.42,0.08,0.42,0.08,0.08,0.6,0.17,0.17,0,0.08,0,3.17,0,0,0,0,0,0,0,0,0,0,0.085,0.014,4.07,574,1
0.52,0,0,0.26,0,0,0.52,0,0,0,0,0.79,0,0,1.05,0,0,0.26,0.26,0,0,0,0,0,0,0.69,0,5.549,566,1
0.46,0.31,0,0.05,0.13,0.26,0.44,0.75,0.96,0.57,1.22,0.1,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0.068,0.793,6.05,3213,1
0.18,0,0,1.09,0.18,0,0.54,0.54,0.18,0,0,0.36,0.54,0,2,0,0,0,0,0,0,0,0,0,0,0.166,0.305,3.921,447,1
0.17,0,0,0.42,0.08,0.42,0.08,0.08,0.6,0.17,0.17,0,0.08,0,3.17,0,0,0,0,0,0,0,0,0,0,0.085,0.014,4.07,574,1
0,0,0,0,0,0,0,0,0,1.26,0,0,5.06,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0.475,1.763,67,1
0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,18.37,496,1
0.37,0.75,0,0.37,0,0.37,0.37,1.88,2.64,0,0.37,0.37,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0.197,0.197,58.705,998,1
0,0.57,0,0,0,0,0,0,0.57,1.15,0,0,1.73,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,1.421,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,4.307,56,1
0.09,0.49,0,0.39,0.19,0,0.09,0.39,1.59,0.19,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0.778,0.037,1.33,5.8,725,1
0,0,0,0.38,0.38,0.38,0,0,0,0,0,0.38,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,2.062,99,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0.597,3.333,30,1
0,0.49,0,2.46,0,0,0,0,0,0.49,0,0.49,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,12.692,330,1
0,0,0,0.38,0.38,0.38,0,0,0,0,0,0.38,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,2.062,99,1
0.06,0.12,0,0.19,0.32,0,0.06,0,0.64,0.25,0,0,0.12,0.06,0.7,0,0,0,0,0,0,0.06,0,0,0.041,0.031,0.073,1.764,766,1
0.74,0.74,0,0,0,0,0.37,1.12,1.12,0,0,0,0.74,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0.122,4.727,208,1
0,0,0,1.58,0,1.19,0,0.39,0.79,0,0,0,0.39,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0.211,1.903,118,1
1.24,0,0,0,0,0,0,0.41,0.41,0,0,1.65,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.193,5.3,7.478,344,1
0,0.09,0,1.04,0.09,0,0.79,0,0.29,0.19,0,0,0.04,0.24,1.23,0,0,0,0,0,0,0,0,0,0.015,0.119,0.111,3.37,1645,1
1.24,0,0,0,0,0,0,0.41,0.41,0,0,1.65,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.193,5.3,7.478,344,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.722,85,1
0,0,0,1.21,0,1.21,1.21,1.21,1.21,0,0,0,0,1.21,4.87,0,0,0,0,0,0,0,0,0,0,0,0,104.666,314,1
1.44,0,0,0,0,0,0,0.48,2.4,0,0,0.96,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0.087,1.612,50,1
0.47,0.31,0,0.05,0.13,0.26,0.42,0.76,0.97,0.57,1.23,0.1,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0.067,0.858,5.928,3160,1
0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,170,1
0.53,0,0,0.53,0,0,0,0,0.53,0,0,1.06,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0.259,5.558,189,1
1.24,0.41,0,0,0,0,0,0,0.41,0,0,0.41,0.82,0,1.24,0,0,0,0,0,0,0,0,0,0,0.068,0.549,3.166,114,1
0,0.55,0,2.23,0,0,0,0,0.55,0.55,0,0.55,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0.259,0.345,4.761,200,1
0,0.55,0,2.23,0,0,0,0,0.55,0.55,0,0.55,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0.258,0.345,4.761,200,1
0.37,0.75,0,0.37,0,0.37,0.37,1.89,2.65,0,0.37,0.37,0,0,4.54,0,0,0,0.37,0,0,0,0,0,0,0.196,0.196,62.5,1000,1
0.34,0,0,0.17,0.51,0.51,0.17,0.17,1.38,0,0,0.34,0.17,1.55,3.81,0,0,0,0,0,0,0,0,0,0,0.17,0.141,5.598,711,1
0,0.89,0,0.12,0,0.12,0.25,0.12,0.38,0.12,0,0,2.04,0.12,1.27,0,0,0.12,0,0,0,0,0,0,0,0.164,0.061,2.89,477,1
0,0.47,0,1.89,0,0.23,0,0.47,0.7,0.23,0,0.23,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,1.844,83,1
0.47,0.31,0,0.05,0.13,0.26,0.44,0.76,0.97,0.58,1.26,0.26,0,0,1.5,0,0,0,0,0,0,0,0,0,0.009,0.067,0.78,6.045,3059,1
0,0,0,1.35,0.45,0,0,0,0,0.45,0,0.45,0.45,0,1.35,0,0,0,0,0,0,0,0,0,0,0.138,0,5.809,122,1
0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,40,1
0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,40,1
0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,40,1
0.19,0,0,0.09,0.09,0,0,0.09,0.69,0.09,0,0,0.19,0,0.49,0,0,0.09,0,0,0,0,0,0.09,0.017,0.068,0.189,2.349,477,1
1.03,0,0,1.03,0,0,0,0.68,0.68,0,0,0.68,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0.062,1.82,91,1
0.27,0,0,0,0,0,0,0.27,0.55,0,0,0,0,0,0.27,0,0,0,1.1,0,0,0,0,0,0,0,0.182,8.207,435,1
0,1.09,0,0,0,1.09,0,0,0,0,0,0,0,0,1.09,0,0,0,1.09,0,0,0,0,0,0.173,0.519,0.692,4.941,84,1
0,0.89,0,0.12,0,0.12,0.25,0.12,0.38,0.12,0,0,2.04,0.12,1.27,0,0,0.12,0,0,0,0,0,0,0,0.165,0.061,2.878,475,1
0,0,0,1.2,0,1.2,1.2,1.2,1.2,0,0,0,0,1.2,3.61,0,0,0,0,0,0,0,0,0,0,0,0,50.166,301,1
0.49,0,0,0.24,0.74,0.74,0.24,0.24,1.23,0,0,0,0,1.73,2.47,0,0,0,0,0,0,0,0,0,0,0.116,0.155,3.975,485,1
