@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S54

@attribute word_freq_order numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_free numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_re numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0.2,0.2,1.44,0.41,1.65,3.09,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,1.689,0.132,102,565,1
0,0,0.9,0,2.72,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,1,18,1
0,0,2,0,3.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,7,32,1
0.54,0.28,0.65,0.21,2.96,1.34,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.012,0.078,0,0.439,0.505,798,2426,1
0.28,0.28,1.41,0,0.84,2.83,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,1.289,0.042,47,386,1
0.16,0.16,0.57,0.16,3.47,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0.213,0.113,76,441,1
0,0,0.34,2.04,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0.215,0,56,328,1
0,0.64,0.25,0.77,1.93,0.51,0.12,0.12,0,0,0,0,0,0,0,0,0,0.12,0,0,0.12,0,0,0.161,0,1.082,0.299,146,981,1
0,0,0.39,0.78,1.56,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,20,222,1
0.49,0,0,0.66,0.82,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.197,0,0.616,0,128,549,1
0,0.68,0.68,0,3.4,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.232,19,96,1
0.32,0,0.32,0.32,2.25,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.156,0,0,0.156,19,149,1
0,0,0.45,1.82,2.73,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,17,158,1
0,0.62,0.62,2.5,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.225,0,29,134,1
0,0.62,0.62,2.5,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.223,0,29,134,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,1
0,0,1.05,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,1
0.24,0,0.49,0.24,0.24,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,209,400,1
0.46,0.31,0.89,0.11,2.9,1.1,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.073,0,0.363,0.535,159,2771,1
0,0,0,0,2.53,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0,46,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0.189,0,0.189,0.189,25,81,1
0,0,0,0,2.66,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,46,92,1
0,0.5,2.26,0.5,4.03,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.375,0.034,60,231,1
0,0,1.03,1.03,3.62,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,26,83,1
1.38,0,0.98,0.98,2.56,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0.745,0.308,76,632,1
1.38,0,0.98,0.98,2.56,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.749,0.31,76,632,1
1.38,0,0.98,0.98,2.56,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.741,0.306,76,632,1
0,0,1.05,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0.169,0,0,0.338,29,85,1
1.1,0,0.97,0,3.88,2.77,0,0.13,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.017,0,1.316,0.177,232,757,1
0,0,0.15,0,0.93,0,0,0.46,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.071,0.071,0,0.095,0.023,1505,2761,1
0.09,0,0.72,0,2,3.27,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.015,0.045,0.03,0.242,0.03,69,542,1
1.11,0,0.97,0,3.91,2.65,0,0.13,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.018,0,1.294,0.182,232,726,1
1.38,0,0.98,0.98,2.56,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.749,0.31,76,632,1
0,0,0.57,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.126,0,0,0,772,1319,1
0.36,0,0.36,1.81,3.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,5,94,1
0.7,0,0.47,0.23,2.83,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.108,20,178,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,13,48,1
0,0,1.51,0,7.57,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,1
0,0.54,0.54,2.17,3.26,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.334,0,5,53,1
0,0.22,1.81,0.22,2.38,1.36,0,0.11,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.019,0.057,0,0.574,0.134,94,385,1
0,0,1.36,0.68,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,0,21,124,1
0.11,0,0.33,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0.034,0.12,14,302,1
0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0.274,0,110,309,1
0.79,0.34,0.11,0.11,3.07,1.71,0,1.82,0,0,0,0,0,0,0,0,0,0.11,0,0,0.11,0,0.067,0.118,0,0.388,0.236,164,1592,1
0,0,0,0,3.77,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,1
0,0,0,0.64,1.28,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.17,18,111,1
0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.333,0,12,74,1
0,0,0,0,1.81,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,19,62,1
0.46,0.27,1.01,0.21,3.3,1.5,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.064,0,0.322,0.626,193,3269,1
0,0,0.79,0,2.37,2.76,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.612,0.183,13,75,1
0.58,0.58,1.16,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0.192,0,10,58,1
0.17,0.34,1.38,0,2.07,3.8,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.194,0,1.718,0.055,63,621,1
0,0,1.55,0.77,4.9,2.58,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.359,0.403,56,358,1
0,0,0,1.24,0.62,1.86,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0.107,0,0.321,0.107,30,150,1
0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,87,1
0,0.84,0,0.84,3.36,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0,43,125,1
0,0,0.71,1.43,4.31,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0.265,0,0.132,0,16,72,1
0.09,0,0.82,0,2.01,3.38,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.015,0.046,0.03,0.246,0.03,69,528,1
1.02,0.11,0.34,0,3.53,1.25,0,0.45,0,0,0,0,0,0,0,0,0,0.11,0,0,0.45,0,0.018,0.17,0,0.265,0.132,144,666,1
0,0,0,0,1.76,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0.433,0.361,16,133,1
0.8,0.3,0.7,0.1,1.31,0.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.107,0,0.474,0.152,669,1351,1
1.02,0.11,0.34,0,3.53,1.25,0,0.45,0,0,0,0,0,0,0,0,0,0.11,0,0,0.45,0,0.018,0.17,0,0.265,0.132,144,666,1
0.58,0.34,0.77,0.23,3.06,1.51,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.076,0,0.438,0.585,153,2184,1
0,0,0.9,0.45,4.52,0.9,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,2.115,0.07,14,114,1
0.44,0,0.33,0.56,1.79,1.12,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.11,0,0,0,0.157,0,0.392,0.176,75,391,1
0,0,0,0,3.77,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,1
0,0,0,0,3.82,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0.109,12,69,1
0,0,0,0,3.37,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,11,53,1
0,0,0,0,2.04,0,8.84,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,37,261,1
0,0.47,0.94,0.94,1.88,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,6,54,1
0,0,1.47,0,7.35,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,1
0.87,0.09,1.07,0,3.71,1.75,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.194,0.404,0.224,49,870,1
0,0,0,0,1.65,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.113,0,4,50,1
0.29,0.29,0.59,0.09,4.09,0.89,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0.19,0.247,19,365,1
0,0,0.68,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.103,0,0.206,0.309,69,270,1
0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,51,106,1
0,0.36,0.36,0.36,2.21,2.95,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0.414,0.888,33,177,1
0,0.62,1.25,1.56,3.76,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,11,134,1
1.42,0.1,0.5,0.1,2.34,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.928,0.384,56,1043,1
0,0,0,0,6.55,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
0.56,0.28,0.7,0.24,3.18,1.47,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.075,0,0.452,0.528,260,2184,1
0,0,1.49,0,7.46,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,1
0,0.17,0,0.17,0.17,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.167,0.027,149,956,1
0,0,0.64,0.32,1.62,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,1.065,0,61,291,1
0.28,0.28,1.41,0,0.84,2.83,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,1.294,0.043,47,386,1
0,0,0.64,0.32,2.59,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.053,0,0.531,0,121,334,1
0.75,0.34,1.27,0.58,3.01,1.5,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0.127,0.182,131,1107,1
0,0,0.63,0,4.45,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983,0.089,59,157,1
0,0,0,0,1.76,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0.43,0.358,16,137,1
0,0,0.42,0.42,3.79,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.067,0,0.472,0.472,19,108,1
1.47,1.47,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.425,0.141,279,280,1
0,0,0.57,0,4.57,1.14,0,0,0.57,0.57,0,0,0,0,0,0,0,0,0,0,0.57,0,0.072,0,0,0.072,0.289,114,293,1
0,0.89,1.78,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,1.344,0,16,84,1
0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,26,46,1
1.47,1.47,0,0,0,4.41,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0.142,0,0.427,0.142,274,277,1
0,0,0,6.52,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,33,91,1
0,0.13,0.13,0.13,0.39,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,149,1235,1
0,0,0,2.91,1.94,1.94,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.97,0,0,0.13,0,0.52,0.13,26,94,1
1.3,0,1.3,0,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.063,0.126,0,0,0.063,30,159,1
0,0,0.88,0,3.96,3.08,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.669,0.297,82,165,1
0,0,0.65,0.32,2.61,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.053,0,0.477,0,121,312,1
0,0,0.89,0,1.78,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,1.336,0,51,238,1
0,0,1.32,0.66,2.64,0.99,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.406,0.464,43,513,1
0,0,1.88,0,4.71,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,1.305,20,36,1
0,0,0.36,0.36,2.58,1.1,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.435,0.062,190,300,1
0.33,0.33,0.33,0.33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0.266,0,0.372,0.159,14,161,1
0,0.15,0,0.15,0.15,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.352,0.02,149,1057,1
0,0,0.57,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.396,0.099,11,70,1
0,0,1.04,0,3.66,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.248,0,0.621,0.062,59,160,1
0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0,0.14,0,0.14,0.42,0.84,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.583,0,132,991,1
0.38,0.21,0.9,0.21,3.49,1.54,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0.02,0.1,0,0,0.058,0,0.308,0.672,193,3243,1
0.7,0,0,0,3.16,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0.23,0,60,262,1
0.3,0,0.3,0,2.47,0.92,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.045,0,0.728,0.182,60,243,1
0,0,0,0.28,1.13,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.278,0,0.046,0,6,118,1
0,0,0.7,0.35,2.46,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.056,0,0.897,0,121,350,1
0.16,0.08,0.72,0.24,4.6,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.121,0,0.337,0.054,79,606,1
0,0,0.26,0.26,3.14,1.44,7.33,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.022,0.022,107,1096,1
0,0,0,2.59,1.29,1.29,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.098,0,36,125,1
0,0,1.53,0,3.55,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.038,0,0.246,0.894,70,640,1
0.68,0,0,0,0.34,0.68,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0.106,1327,1328,1
0,0,0,0.8,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.269,0,19,81,1
0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,10,31,1
0,0.02,0.09,0,0.14,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.021,0.03,0,154,9088,1
0,0,0.82,0,2.46,1.23,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0.513,0.114,44,189,1
0,0,0,0.42,4.2,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.08,0,0.644,0.161,14,111,1
1.41,0.1,0.5,0.1,2.22,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.991,0.39,56,1044,1
0,0.02,0.09,0,0.14,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.021,0.034,0,154,9090,1
0.29,0.39,1.37,0.32,3.47,1.32,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.04,0.016,0.058,0,0.64,0.166,117,3498,1
0,0,1.29,0,1.29,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0.061,0,13,67,1
0.4,0,2.25,0,2.86,1.02,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.158,0.063,31,156,1
0,0,0.77,0.77,2.32,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.671,0,515,518,1
0.24,0,0.56,0,0.88,0.48,4.57,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.202,102,1481,1
0,0.07,0.55,0.47,2.76,1.49,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,1.132,0.077,77,707,1
0.56,0.28,0.7,0.24,3.19,1.43,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.077,0,0.453,0.543,286,2207,1
0.4,0.1,0.72,0.54,3.05,1.41,0,0.29,0,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0,0.012,0.042,0.073,0.337,0.141,181,1613,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0.439,11,24,1
0,0.63,1.59,0,3.19,1.59,0,0.31,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0.092,0,0.323,0,18,86,1
0,0.25,0.75,1.5,4.26,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.18,0,0,0,3,86,1
0,0,0,2.23,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,24,86,1
0,0,0,2.59,1.29,1.29,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.098,0,36,125,1
0,0,0,0,2.58,1.72,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,3.851,0,70,199,1
0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.052,0,0.052,0.105,27,127,1
0.8,0.3,0.7,0.1,1.31,0.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.11,0,0.49,0.158,669,1351,1
0,0.16,0.99,0.82,2.81,0.99,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.074,0.248,0.049,350,727,1
0.8,0,0.8,0,2.4,1.06,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0.217,525,1112,1
0.8,0.3,0.7,0.1,1.31,0.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.11,0,0.49,0.158,669,1351,1
0,0.1,0.95,0,3.16,1.58,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.184,0,0.406,0.388,116,1589,1
1.43,0.1,0.51,0.1,2.15,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.974,0.396,56,1028,1
0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,472,1
0,0,0,0.71,2.15,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.128,0,11,105,1
0.32,0,0.81,0.49,0.98,1.3,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.247,0,0.179,0.674,113,640,1
1.41,0.1,0.6,0.1,2.22,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.977,0.397,56,1046,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,1
0,0.42,0.42,0,2.11,1.27,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.097,0.097,1.171,0.244,0.39,363,977,1
0.35,0.11,0.94,0.11,3.76,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.233,0,0.287,0.107,64,509,1
0,0.74,1.49,0.37,4.49,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.223,10,93,1
0,0,0.49,0.49,1.98,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.847,0.077,114,499,1
0.4,0.1,0.72,0.54,3.05,1.45,0,0.29,0,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0,0.012,0.042,0.073,0.343,0.141,181,1621,1
0.47,0.47,0,0.47,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0.169,0.452,259,723,1
0.31,0,0.95,0,1.26,0.63,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0.206,0.206,76,292,1
0,0.47,0.47,0.47,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.145,54,194,1
0.32,0,0.81,0.49,0.98,1.3,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.246,0,0.179,0.673,113,640,1
0,0.47,0.47,0.47,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0.288,54,191,1
0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,22,45,1
0,0,0.47,1.65,2.12,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.037,0.037,1.362,0.037,111,576,1
0,0.38,0,0.38,3.5,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,12,104,1
0.66,0,0,0,0.33,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,0.101,1146,1349,1
0.65,0,0,0,0.32,0.65,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858,0.101,1146,1349,1
0,0,0.41,0.2,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.238,0.034,32,247,1
0.8,0.3,0.7,0.1,1.31,0.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.11,0,0.49,0.158,669,1351,1
0.66,0.24,1.24,0.82,2.32,1.16,0,0.91,0,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0,0.132,0,0.25,0.224,581,1339,1
0.66,0.24,1.24,0.82,2.32,1.16,0,0.91,0,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0,0.132,0,0.25,0.224,581,1339,1
0,0,0,0,3.73,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0.343,0.171,15,38,1
0,0.32,0.32,0.32,1.96,2.94,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.276,0.83,33,228,1
0,0.39,0,0.39,3.52,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,12,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,1
0,0.36,0.73,0.36,2.2,0.73,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.367,0.061,36,264,1
0.48,0,0.48,0,0.96,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.328,0,48,141,1
0.05,0.05,0.51,0,4.14,1.09,0.17,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.01,0.161,51,521,1
0,0,0,0.65,3.6,3.93,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.411,132,222,1
