@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S43

@attribute word_freq_address numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute char_freq_( numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0,0.47,0.15,0.79,0.15,0.63,1.42,1.58,2.05,3.95,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.076,1.3,0.127,0,97,1
0,0,0,0.91,0,0,0,0.91,0,4.58,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0.455,0,0,10,1
0,0,0.47,0.15,0.79,0.15,0.63,1.42,1.58,2.05,3.95,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.076,1.3,0.127,0,97,1
0,0,0.64,0.64,0.32,0,0,0.32,0.32,2.27,3.24,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0.166,0,19,1
0,0,0,1.26,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,1.724,13,1
0,0,0.1,0.1,0,0.2,0.2,0.5,0.2,1.72,1.72,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.336,0.16,0,494,1
0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.016,0,0,135,1
0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.424,0.424,0,25,1
0,0,0,1.18,0.59,0.59,1.18,1.18,2.95,4.14,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,46,1
0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0.65,0,0.65,0.52,0.19,1.04,0.52,0.39,0.06,1.3,1.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0.06,0.085,0.287,0.106,0,117,1
0,0,0,0,0,0,0,2.46,0,6.17,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,0,0,19,1
1.5,0,0,0,0,0.75,3.75,2.25,1.5,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.223,0,412,1
1.51,0,0,0,0,0.75,3.78,2.27,0.75,0.75,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,1.237,0,404,1
0.2,0,1.14,0.2,0.62,1.04,0.52,0.62,0.2,2.08,1.25,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.143,0.334,0.175,0.031,689,1
0,0,0,0,0,0,0,0,0,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.441,0.662,0,17,1
0,0,0.31,0.31,0.31,0,0,0.95,0.63,2.54,3.5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.102,0,0.102,138,1
0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.174,0,0,7,1
0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.173,0,0,7,1
0.39,0,0,0,0,0,0.78,0.78,0,1.17,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.864,0.132,0.066,44,1
0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0.09,0.09,0,0.19,0.29,0.48,0.19,1.66,1.66,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.326,0.155,0,494,1
0,0,0.1,0.1,0.52,0.1,0,0.62,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.016,0.064,0,29,1
0,0,0.24,0.04,0.04,0.24,0,0.52,0.14,0.24,0.28,0.14,0,0,0,0,0,0.19,0,0,0,0,0.04,0,0.061,0.007,0.099,0,14,1
0.27,0,0.36,0,0.36,0.27,4.1,1.27,0.27,2.73,2.83,0.27,0,0,0,0,0,0.09,0,0,0,0,0,0,0.101,0.611,0.014,0,127,1
0,0,0,0.74,0,0,0,0.37,0.37,3.35,2.61,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.552,0,7,1
0,0,0,1.38,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.235,1.882,41,1
0.37,0,0,0,0,0,0.74,0.74,0,0.74,1.48,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.878,0.175,0.058,58,1
0.37,0,0,0,0,0,0.74,0.74,0,0.74,1.48,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.878,0.175,0.058,58,1
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733,0,0,11,1
0,0,0,0.17,0.34,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,10,1
0,0.17,0.34,0.05,0.05,0.05,0.05,0.51,0.69,4.2,1.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0.161,0.03,51,1
0,0,0,0.83,0,0.2,1.04,0.41,0,1.04,0.2,0,1.46,0,0,0,0,0,0,0.2,0,0,0,0,0.401,0.182,0.146,0,26,1
0.37,0,0.37,0.37,0.74,0.37,0.37,0.74,1.49,3.73,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199,0.505,0,64,1
0,0,0.67,0,0.67,0.22,0.22,1.35,1.35,1.57,3.37,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.111,1.599,0.148,0,102,1
0.19,0,0.28,0.09,0.09,0.38,0.19,0.57,0,2.01,1.43,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.088,0.124,0,50,1
0,0,0.22,0,0,0,0,0.44,0,0.66,0.44,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0.224,0,0.187,0.149,21,1
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,0,0,5,1
0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,2.2,0,0,0.73,0,5.14,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.92,0,0,0,0.46,0,1.85,2.31,0,1.85,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,1.663,0.249,0.083,636,1
0.94,0,0,0,0.47,0,1.88,2.35,0,1.88,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,1.687,0.168,0.084,636,1
0,0,0,0.9,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,2.143,0.612,0.459,54,1
0.22,0,0,0.07,0,0.67,0.6,0.82,0.07,3.3,1.87,0.22,0,0,0,0,0.07,0,0,0,0,0,0,0,0.095,0.131,0.071,0.167,74,1
0,0,0,0,0,0,0,1.28,0,1.28,6.41,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,25,1
0,0.49,0,0.49,0,0,0.98,0.98,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,0,272,1
0.95,0,0,0,0.47,0,1.91,2.39,0,1.91,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,1.683,0.168,0.084,636,1
0.94,0,0,0,0.47,0,1.88,2.35,0,1.88,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,1.68,0.168,0.084,636,1
0,0,0.44,0,0,0,0,0.44,0,2.24,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,12,1
0,0,0.44,0,0,0,0,0.44,0,2.23,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,12,1
0,0,0,0,0,0.68,1.02,0,0,0.34,0.68,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0.105,0,1333,1
0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0.389,0,16,1
0,0,0,0,0,0.91,0,0,0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.572,0,0,28,1
0,0,0,0,0,0,0,1.33,0,2.66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,11,1
0,0,0,0,0,0,0,0.36,0,3.69,0.73,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.238,0.059,0,29,1
0,0,0.32,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.27,0,0,0,14,1
0.41,0,0.1,0.03,0.06,0.52,0.94,0.76,0.41,2.99,1.25,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.425,0.573,0.112,131,1
0,0,0,0,0,0,0,0,0,3.76,0.62,0.62,0,0,0,0,0.31,0,0,0,0,0,0,0,0.055,0.055,0.111,0,32,1
0,0,0.56,0.56,0,0,0.56,1.13,0,2.84,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.768,0,0,296,1
0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.067,0,0.022,0,11,1
0,0,0.55,0,0.27,0,0,0.27,0.27,2.49,3.04,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0.582,0.291,0.582,35,1
0,0,0,0,0,0,0,1.31,0,1.31,5.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,25,1
0,0,0,0,0,0,0,1.31,0,1.31,5.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,25,1
0,0,0,2.32,0,0,0,0,0,4.65,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0.35,0,6,1
0,0.42,0,0.85,0,0,0,0.42,0,3.41,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.819,0,0,42,1
2.08,0,0,1.04,0,0,0,2.08,0,2.08,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,4,1
0.04,0,0.04,0,0.29,0.29,0.94,0.04,0.39,1.6,0.79,0.47,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0.053,0.356,0.09,0.011,1171,1
0,0,0,0.5,0.5,0,1.01,0.25,0,2.03,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.433,0.433,0,19,1
0,0,0,0,2.5,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0.182,0,21,1
0,1.91,0,0,0,0.42,0.1,0.31,0,1.7,1.06,0.21,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.169,0.358,0.188,0.075,75,1
0.75,0,0,0.75,0,0,0.37,0.75,0.37,2.63,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0.145,332,1
1.96,0,0,1.96,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,1.011,0,0,12,1
0.43,0,0.03,0,0.18,0.54,0.62,0.65,0.43,3,1.35,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.454,0.523,0.136,739,1
0.4,0,0.4,0,0.2,1.43,0.61,0.2,0,2.66,2.04,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.298,0.149,0.029,376,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.17,0.17,0.341,0,24,1
0,0,0,0,0,0,0,1.31,0,1.31,5.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,25,1
0,0,0.54,1.63,0,0,0,0.54,2.73,4.91,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,32,1
0,0,0.65,0,1.3,0.65,0.65,0,2.61,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0.524,0,78,1
0,0,0,2.35,0,2.35,0,1.17,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.336,0,17,1
0,0,0.65,0.32,0.32,0,0,0.32,0.32,2.28,3.25,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0.169,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.174,0.174,0.437,126,1
0,0,0,0,0.24,0,0.24,0.49,0.24,2.47,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,44,1
0,0,0.64,0.32,0.64,0,0,0.32,0.32,2.27,3.24,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0.168,0,10,1
0,0,0.64,0.32,0.64,0,0,0.32,0.32,2.27,3.24,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0.168,0,10,1
0,0,0,0,0,0,0,0,0.78,1.56,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0.339,0,22,1
0,0,0,0,0.4,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.601,0.133,1.068,108,1
0,0,0,0,0,0,0,0,0.78,1.57,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,0,22,1
0.75,0,0,0,0.37,0,0.37,1.89,0.37,6.06,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.138,0,11,1
0,0,0,0.96,0,0,0.48,0.96,0,3.36,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0.149,0.074,0,44,1
0,0,0.43,0.43,0.43,0,0,0.43,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,1.121,72,1
0,0,0,0,0,0,0,0,0.78,1.57,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,0,22,1
0.81,0,0,0,0,0,0.81,0,0,2.43,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.121,0,0,43,1
0.46,0,0.03,0,0.19,0.58,0.66,0.66,0.38,3.11,1.32,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.36,0.524,0.137,122,1
0,0,0,0.87,0,0,0,0.43,0.43,4.38,1.31,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.145,1.021,0.218,0,59,1
0,0,0,0,0,0,0,0,1.23,4.93,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,41,1
0,0,0,1.58,0,0,0,1.58,0,3.17,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,21,1
0,0,0,0,0,0.9,0,0,0,0.9,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0.559,0,0,28,1
0,40.13,0,0,0,0,0.32,0,0,0.98,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.185,0.061,0,124,1
0.47,0,0,0.94,0,0,0,0.47,0,1.89,0.47,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0.074,0,0,0,11,1
0,0,0,0,0,0.91,0,0,0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.565,0,0,28,1
0.05,0,0,0,0,0.57,0.05,0.28,0,1.15,0.92,0.05,0,0,0,0.05,0,0,0,0,0.11,0,0,0,0.099,0.089,0.079,0.009,95,1
0.05,0,0,0,0,0.57,0.05,0.28,0,1.04,0.92,0.05,0,0,0,0.05,0,0,0,0,0.11,0,0,0,0.099,0.089,0.079,0.009,95,1
0,0,0,0.86,0,0,0,0,0,3.47,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0.457,0,0,10,1
0,0,0,0.86,0,0,0,0,0,3.47,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0.759,0,0,10,1
0,0,0,0,0,0.38,0.38,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,0,1177,1
0,0,0,0,0,0.38,0.38,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1.005,0.059,0,1177,1
0,0,0,0,0,0.38,0.38,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,0,1177,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.034,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.034,0,0,15,1
0.65,0,0,1.31,0,0,0,0.65,0,3.28,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.034,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.034,0,0,15,1
0,0,0.3,0.3,0.3,0,0,0.9,0.6,2.4,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.144,0,0.096,139,1
0,0,0.64,0.32,0.32,0,0,0.32,0.32,2.27,3.24,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.166,0,10,1
0.08,0,1.02,0.25,0.17,0.59,0.08,0.59,0.08,1.62,0.42,0.08,0,0,0,0,0,0,0,0,0,0.17,0.08,0.08,0.065,0.435,0.118,0.013,669,1
0,0.91,0,0.45,0,0,0.91,0,0,1.83,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077,0,0.134,338,1
0,0,0,1.03,1.03,0,1.03,1.03,0,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0,0,0,1.04,1.04,0,1.04,1.04,0,2.08,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0,0,0,1.03,1.03,0,1.03,1.03,0,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0.46,0,0,0,0,0,0,1.4,0,1.86,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0.74,0,0,21,1
0,0,0,1.21,0,0,1.21,1.21,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0.65,0,0,0.65,0,1.31,2.63,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,0.099,0,12,1
0,0,0,0,0,0,0,0.26,0,1.05,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.175,0.043,0.35,69,1
0,0,0,0.74,0,0,1.49,0.74,3.73,4.47,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0.237,7,1
0,0,0,0,0,0,0,1.29,0,1.29,5.19,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,25,1
0.02,0,0,0,0.05,0,0.35,0.02,0.1,0.07,0.17,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.004,0.112,0.018,0.018,489,1
0,0,0,0,0,0,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0,12,1
0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.118,0,12,1
0,0,0,1.07,0,0,0.53,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,14,1
0,0,0,0,0,0,0.27,0.27,0,1.09,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.142,0.047,0.381,13,1
0,0,0,1.07,0,0,0.53,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,14,1
0,0,0.46,0,0.15,0,0.61,0.3,0,1.84,0.92,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.52,0.289,0.144,84,1
0,0,0,0,0,0.23,0.23,1.9,0,3.81,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.046,0.037,0,97,1
0,0,0.23,0.23,0,0,0.23,0.23,0.71,3.8,1.9,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,38,1
0,0,0,0,0,0.23,0.23,1.9,0,3.81,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.046,0.037,0,97,1
0,0,0,0,0.57,0,0,0.28,1.15,0.86,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,1.147,0.191,0.191,489,1
0,0,0,0.9,0,0,1.8,0.9,4.5,5.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.13,0.26,7,1
0,0,0,0.74,0,0,1.49,0.74,3.73,4.47,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0.236,7,1
0.16,0,0.16,0,1.14,1.3,0.32,0.48,0,0.81,1.46,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.134,0.107,0.026,57,1
0.27,0,0,0,0.54,0,0.27,0.27,0,1.08,0.27,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.458,0.504,0,64,1
0,0,0.21,0.21,0,0,1.5,0,0.21,0.64,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0.271,0.969,58,1
0,0,0,0.64,0,0,0,0.64,0.64,1.29,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.522,0.313,0,22,1
0,0,0.54,1.63,0,0,0,0.54,2.73,4.91,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,32,1
0,0,0,0,0,0.52,0.52,2.08,0,4.16,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.367,0.073,0.073,27,1
1.32,0,0.94,0,0.18,0.37,0.75,2.08,0.37,2.65,0.94,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0.084,0.31,0.112,0,34,1
0,0,0,0,0,0,0,0,0,3.22,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.088,1.151,67,1
0,0,0,0,0,0,0,1.31,0,1.31,5.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,25,1
0,0,0.84,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,1.468,35,1
0,0,0,0.68,0,0,0,4.1,0,2.73,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706,0.2,0,38,1
1.16,0,0,1.16,0,0,0.77,0.77,0,2.32,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.148,332,1
0,0,0.27,0.27,0.27,0,0,0.82,0.54,2.46,2.73,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.13,0,0.086,139,1
0,0,0,0,0,0.31,0,0.62,0.62,3.14,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.39,0.438,0.097,61,1
0,0,0,0,0,0,0,0,1.09,3.29,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0.371,0,0,28,1
0.2,0,0.8,0.5,0,0.8,0.1,0.7,0,1.31,0.7,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.111,0.491,0.158,0.015,669,1
0,0,0,0,0,0,0,0,0.81,3.27,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.651,86,1
0,0,0,0,0,0,0.62,1.24,0,1.86,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.105,0.201,0,155,1
0,0,0,0,1.25,0,0.41,0,0,0.41,0.41,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.125,0.312,0.062,0,8,1
0.41,0,0,1.65,0.82,0,0,0,0,2.47,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.199,0,0,226,1
0.41,0,0,1.65,0.82,0,0,0,0,2.47,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.199,0,0,226,1
0.41,0,0,1.65,0.82,0,0,0,0,2.47,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.199,0,0,226,1
0,0,0,0,0,0,0,0,0,3.89,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,41,1
0.9,0,0,0,0.45,0,1.8,2.25,0,1.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,1.626,0.162,0.081,706,1
0.9,0,0,0,0.45,0,1.8,2.26,0,1.8,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,1.631,0.244,0.081,708,1
0.91,0,0,0,0.45,0,1.83,2.29,0,1.83,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,1.633,0.245,0.081,708,1
0,0,0,0.41,0.82,0.41,1.23,0.41,1.65,1.23,2.06,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.132,0.132,76,1
0.49,0,0.19,0,0,0.09,0.39,1.57,0.09,3.75,1.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.037,5.848,1.313,0,54,1
0,0,0,0,0,0,0,1.31,0,1.31,5.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,25,1
0,0,0,0,0,0,0,1.31,0,1.31,5.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,25,1
0,0,0.6,0,0,0.6,0,1.8,0,2.7,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0.189,0.141,0,31,1
0,0,0,0.94,0,0,0,0.47,0.47,4.24,0.94,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.073,1.254,0.221,0,91,1
0.72,0,0.36,0,0.36,0.72,1.08,0.72,0.36,1.08,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,1.203,0.467,0.066,393,1
0,0,0,0,0,0,1.47,0,0,2.94,1.47,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0.254,0,63,1
0,0,0,0,0,0,1.47,0,0,2.94,1.47,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0.254,0,63,1
0,0,0.51,0.51,0,0,0,0,1.03,3.1,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.18,0,0,17,1
0,0,0.5,0.5,0,0,0,0,1.01,3.04,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.178,0,0,17,1
0.74,0,0.37,0,0.37,0.74,1.11,0.74,0.37,1.48,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,1.211,0.471,0.067,393,1
0.49,0,0.19,0,0,0.09,0.39,1.57,0.09,3.75,1.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.037,5.84,1.311,0,54,1
0.72,0,0.36,0,0.36,0.72,1.08,0.72,0.36,1.08,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,1.203,0.467,0.066,393,1
