@relation 'vote-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.9 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.325el-salvador-aid=y+0.315aid-to-nicaraguan-contras=y-0.312physician-fee-freeze=y+0.303mx-missile=y+0.294adoption-of-the-budget-resolution=y... numeric
@attribute '-0.62water-project-cost-sharing=y-0.506synfuels-corporation-cutback=y+0.39 immigration=y+0.195anti-satellite-test-ban=y+0.167education-spending=y...' numeric
@attribute '0.664immigration=y+0.37 religious-groups-in-schools=y+0.359synfuels-corporation-cutback=y+0.334export-administration-act-south-africa=y+0.208adoption-of-the-budget-resolution=y...' numeric
@attribute 0.601synfuels-corporation-cutback=y-0.524water-project-cost-sharing=y-0.373export-administration-act-south-africa=y+0.307duty-free-exports=y-0.202handicapped-infants=y... numeric
@attribute 0.832handicapped-infants=y-0.318duty-free-exports=y-0.239water-project-cost-sharing=y+0.216immigration=y+0.188synfuels-corporation-cutback=y... numeric
@attribute 0.659export-administration-act-south-africa=y-0.54immigration=y-0.323water-project-cost-sharing=y+0.206crime=y+0.193religious-groups-in-schools=y... numeric
@attribute -0.512duty-free-exports=y-0.431export-administration-act-south-africa=y+0.328mx-missile=y+0.268religious-groups-in-schools=y-0.242immigration=y... numeric
@attribute 0.405religious-groups-in-schools=y-0.399synfuels-corporation-cutback=y-0.399education-spending=y+0.355adoption-of-the-budget-resolution=y+0.307duty-free-exports=y... numeric
@attribute -0.584duty-free-exports=y-0.556superfund-right-to-sue=y-0.32handicapped-infants=y-0.252education-spending=y-0.214anti-satellite-test-ban=y... numeric
@attribute 0.524superfund-right-to-sue=y-0.458anti-satellite-test-ban=y-0.442crime=y-0.276religious-groups-in-schools=y-0.233water-project-cost-sharing=y... numeric
@attribute '0.619education-spending=y+0.49 religious-groups-in-schools=y-0.431crime=y-0.276superfund-right-to-sue=y-0.159el-salvador-aid=y...' numeric
@attribute Class {democrat,republican}

@data
3.106597,-0.532105,1.029184,0.702039,-1.149421,-1.001009,-0.79856,-0.936944,0.566517,-0.05533,-0.297453,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,democrat
-1.872076,-0.312582,-0.698628,-1.828966,0.681331,1.086918,-0.007423,-0.967259,-1.290377,-0.969197,0.690612,republican
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,republican
-2.850336,0.409487,0.952883,-1.218977,-0.518189,-0.175896,-0.539922,-0.688593,-0.051631,0.037412,0.440253,republican
1.505449,0.120936,0.207864,1.928967,-1.036215,1.449522,0.494839,-0.433183,-0.410014,-1.51984,-0.414955,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,democrat
2.66891,0.434887,1.616511,1.776128,-0.796914,0.051097,0.062994,0.336105,0.252027,-0.165058,0.614207,democrat
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,republican
1.52483,0.257575,0.576206,1.922896,-1.046143,1.838078,0.776898,-0.522913,-0.843267,-0.697034,0.942346,democrat
-1.768204,-0.015174,0.902579,-0.84034,-0.047848,-0.204428,-0.817522,1.257025,1.97417,-0.742869,-0.473278,republican
2.662211,0.486836,1.160911,1.374632,-0.81735,-0.514422,-0.019193,-0.528239,-0.610117,1.462667,-0.96554,democrat
2.901857,-1.442426,-1.1419,0.474676,0.040507,-0.099784,-0.980691,-1.468194,-0.320914,-0.563089,-0.143112,democrat
2.48954,1.259692,-0.895241,0.513878,-1.245382,0.857726,0.409328,0.283186,-0.101214,-0.563172,-1.121468,democrat
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,democrat
3.044487,0.09769,1.198615,1.369523,0.882092,-0.025329,-0.138381,0.472786,-0.393772,-0.223273,0.915337,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,democrat
-2.191018,0.961242,-0.257259,-0.245187,-0.262558,1.908728,0.514219,0.434369,-0.311207,0.220134,0.073754,republican
1.444595,1.91967,0.874192,0.013444,-0.609906,0.244999,0.937409,-0.265684,0.901918,0.467225,2.174471,democrat
-2.853029,1.780508,0.230594,0.471857,0.307878,0.630453,-1.162348,0.138363,1.312229,-0.311043,0.586133,republican
-2.532887,0.360968,0.413192,-1.621242,1.310401,0.003421,-0.933746,-0.637224,-0.816858,-0.715176,0.453924,republican
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,democrat
2.989833,-0.790703,0.681247,-0.329971,1.178305,-0.881167,0.043726,-1.425533,1.111036,0.175635,0.069246,democrat
2.538221,0.719888,-0.464712,0.560133,-1.623042,0.840279,0.558049,1.233954,0.068307,-0.235495,0.787633,democrat
-3.490971,0.304203,0.737807,-0.964026,-0.320829,-0.180516,-0.983444,-0.300206,0.262799,0.271294,0.148184,republican
3.223551,-0.063317,-0.485455,1.803504,-1.100742,0.726646,-0.015528,-0.454954,0.343826,0.392361,-0.467902,democrat
1.468637,-2.214215,0.703548,0.638082,-1.809557,0.058641,0.473628,0.429588,-0.522634,1.325395,0.11627,democrat
-3.115395,-0.032994,0.319911,-1.370631,1.358177,-0.256942,-1.184818,-0.163524,-0.383,0.213079,0.449315,republican
-2.247274,-1.043941,1.848467,0.792586,-0.517765,0.014137,-1.5758,0.211852,-0.820344,0.461817,-0.054779,democrat
0.340617,-0.445767,0.736543,-0.582689,0.795384,-0.597795,-0.985836,2.147896,-0.012058,-0.647265,-0.238512,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,republican
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,democrat
1.96112,-1.445728,-0.046451,0.973473,-1.283579,0.23828,-0.154229,-0.506248,0.420877,-0.05245,-1.239813,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,democrat
0.113335,-2.507543,0.16392,1.287102,-0.981639,0.56782,-1.382338,1.685354,1.279871,0.118566,0.258301,democrat
3.599127,-0.400514,-0.903351,1.396899,0.578264,0.65022,-0.216903,-0.318273,-0.301973,0.334146,-0.166771,democrat
-2.839553,1.053621,-1.551901,0.117587,-0.144268,1.143811,-0.761735,-0.667628,0.290996,1.296543,-1.048994,republican
-3.453309,-0.191334,-0.159625,-0.023476,-0.165487,-2.350226,0.429793,0.676919,0.560374,-0.712356,-0.865156,republican
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,republican
2.105941,-0.084774,0.634156,1.796952,-0.978847,1.550749,0.958397,0.293101,-0.327471,-1.090434,-0.323545,democrat
2.955922,0.74192,-1.587719,-0.491729,0.832567,0.556793,0.839012,-0.104047,0.863713,0.573028,0.127602,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,republican
-1.702079,0.789582,1.330789,-1.472986,-0.50029,0.039679,0.387008,-0.401547,-0.448696,0.00022,0.044446,republican
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,republican
-2.885079,0.601331,0.811216,-1.090361,-0.509882,-0.32191,-0.327622,-0.654132,-0.09738,0.499071,-0.051573,republican
2.520881,-1.608067,-0.371121,0.8756,-1.392079,0.219261,-0.97158,-0.524665,0.767608,-0.303246,-0.153075,democrat
-3.490971,0.304203,0.737807,-0.964026,-0.320829,-0.180516,-0.983444,-0.300206,0.262799,0.271294,0.148184,republican
1.353789,2.100246,1.148774,0.612447,-1.00885,0.469507,0.306351,0.25823,-0.708809,-0.727191,1.226532,democrat
-2.853029,1.780508,0.230594,0.471857,0.307878,0.630453,-1.162348,0.138363,1.312229,-0.311043,0.586133,republican
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,democrat
0.69329,0.277828,-0.624538,-0.601245,0.678124,1.226653,1.04215,0.268345,-0.655823,1.211261,2.066962,democrat
3.331309,0.194534,-0.14304,-0.967788,0.135167,-1.367129,-0.987681,0.039234,-0.103913,-0.163841,0.232484,democrat
-1.197071,1.753522,0.311865,0.720708,-0.321322,0.407219,-1.773437,1.105948,0.203849,-1.921879,-0.740717,republican
-0.895044,1.688963,-0.463394,-0.380547,-0.999526,1.460514,1.427491,-1.53275,-1.083223,-0.05261,0.393331,republican
2.995805,0.637495,0.768086,1.323269,1.259751,-0.007882,-0.287101,-0.477982,-0.563293,-0.550951,-0.993763,democrat
-0.541883,0.662761,-0.76662,0.933119,-0.751032,1.506816,-0.869737,1.647147,0.254828,-1.726798,-0.597136,republican
2.414568,0.303049,0.594327,-0.942829,-1.692157,-1.452894,-0.307171,-0.112379,-0.571146,0.944541,-0.621664,democrat
2.845578,1.048195,-0.424063,0.33706,0.663332,-0.978714,-0.938522,0.93657,0.266343,1.232244,0.112806,democrat
3.578951,0.378321,0.423545,1.349672,1.009974,-0.428657,-0.699704,-0.376626,-0.142884,0.354286,-0.111391,democrat
1.347261,1.218693,-0.756954,-0.225437,-0.303475,1.264209,1.175502,0.156435,1.103966,-0.436759,-1.374576,democrat
-2.850625,-0.576207,-1.393241,-0.226859,-0.644973,-1.010986,1.163666,0.261573,-0.032573,-1.660751,-0.915927,republican
0.154679,0.240592,1.852225,-1.688696,-0.628354,-0.222309,1.432929,0.508926,-0.037262,-0.411841,-0.730415,republican
3.599127,-0.400514,-0.903351,1.396899,0.578264,0.65022,-0.216903,-0.318273,-0.301973,0.334146,-0.166771,democrat
-4.014243,-0.62782,-1.544472,0.149695,-0.664492,-0.98402,0.731095,-0.080742,-0.114511,-0.339095,0.345355,republican
-4.014243,-0.62782,-1.544472,0.149695,-0.664492,-0.98402,0.731095,-0.080742,-0.114511,-0.339095,0.345355,republican
2.81702,-0.864932,-0.694865,-0.900711,-0.424426,0.115075,0.056443,0.946998,-0.51389,-0.761539,1.203833,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,republican
2.935746,1.520755,-0.260823,-0.538956,1.264277,-0.522083,0.356211,-0.1624,1.022803,0.593168,0.182982,democrat
2.84494,1.701331,0.013758,0.060047,0.865334,-0.297576,-0.274847,0.361514,-0.587924,-0.601247,-0.764957,democrat
-2.841837,1.129116,-2.826755,1.565727,0.092098,-0.576379,-0.009133,-0.491585,1.185807,-0.343873,-0.243425,republican
-2.298389,1.282304,-1.871372,0.499232,0.00405,1.306002,-1.24087,-0.652696,1.404028,0.246376,-0.495976,republican
3.223551,-0.063317,-0.485455,1.803504,-1.100742,0.726646,-0.015528,-0.454954,0.343826,0.392361,-0.467902,democrat
2.955922,0.74192,-1.587719,-0.491729,0.832567,0.556793,0.839012,-0.104047,0.863713,0.573028,0.127602,democrat
2.935746,1.520755,-0.260823,-0.538956,1.264277,-0.522083,0.356211,-0.1624,1.022803,0.593168,0.182982,democrat
1.838312,0.720463,-0.468108,-0.498281,0.954462,1.380896,1.812937,0.644008,0.192416,-0.909767,0.271959,democrat
2.886922,1.213474,-0.011312,-0.295195,0.467238,-0.880542,-0.208314,0.447939,-1.280547,1.354156,-0.435603,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,democrat
2.935746,1.520755,-0.260823,-0.538956,1.264277,-0.522083,0.356211,-0.1624,1.022803,0.593168,0.182982,democrat
-2.853029,1.780508,0.230594,0.471857,0.307878,0.630453,-1.162348,0.138363,1.312229,-0.311043,0.586133,republican
1.752108,1.98564,-0.342574,-0.433344,1.456687,-0.202535,0.305255,-0.99004,0.519851,-0.741474,-0.7908,republican
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,democrat
2.955922,0.74192,-1.587719,-0.491729,0.832567,0.556793,0.839012,-0.104047,0.863713,0.573028,0.127602,democrat
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,democrat
1.949103,-0.449136,-0.20701,-1.119511,-1.454711,0.387769,1.301478,0.185047,1.322227,-0.414146,0.96827,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,democrat
-1.636586,2.331703,0.083351,-0.4352,0.042307,0.329918,-0.549942,-1.588068,-0.298204,0.154545,-0.696937,republican
-0.28703,1.696956,-0.881101,0.294252,1.485566,-0.072535,-2.536135,0.393218,-0.191062,-1.402535,-1.466315,republican
-2.100851,-0.240182,-0.999562,1.111159,-0.05744,-0.500625,2.097282,2.368039,0.630294,0.37996,-0.745233,democrat
-3.425125,0.541204,-1.802174,1.829338,-0.832824,-0.53151,-0.012335,0.968165,-1.368431,-0.160444,0.164718,republican
-0.448284,1.731695,1.023192,-0.291663,0.187406,0.709333,0.177303,0.818575,1.162279,-1.437176,-0.291671,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,republican
-3.937642,1.398638,-0.405319,1.156706,0.247607,-1.414119,0.548524,0.284542,-0.019024,0.148875,0.285666,republican
1.977024,2.117126,0.501614,-0.158754,-0.164951,-0.024883,0.970188,-0.400438,1.248192,-0.253854,-1.00052,democrat
-0.052531,0.615663,-0.7216,-0.651042,1.434701,1.711784,0.458729,1.013609,0.357391,-1.51553,-0.04592,republican
-2.980955,0.719092,-0.765264,0.624158,1.993909,-1.777874,0.528649,1.237237,-0.149027,-0.302741,-0.679094,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,republican
2.17657,0.513486,1.68647,1.150723,-0.148193,0.247365,1.106654,-0.289166,1.442345,0.124121,0.679774,democrat
2.66891,0.434887,1.616511,1.776128,-0.796914,0.051097,0.062994,0.336105,0.252027,-0.165058,0.614207,democrat
1.504654,1.03641,1.903101,1.875669,-0.614433,0.759201,0.294097,-0.581266,-0.684178,-0.676894,0.997726,democrat
1.934381,-2.078851,0.448892,-0.644539,0.470394,0.438847,1.566986,-0.5327,-0.411973,0.628104,0.487577,democrat
-0.01494,-1.930129,1.952007,0.170271,1.033177,-0.324278,-0.731254,1.259007,-1.05471,-0.00846,-0.52851,democrat
-0.50728,-1.85153,2.021967,-0.455134,1.681897,-0.12801,0.312407,0.633736,0.135608,0.280719,-0.462942,democrat
0.627033,1.151018,1.246586,-1.041063,1.531041,0.350043,1.531785,1.069244,-0.746663,-0.002226,-0.544354,democrat
1.818136,1.499298,0.858788,-0.545507,1.386172,0.302019,1.330136,0.585656,0.351506,-0.889627,0.327339,democrat
1.314285,-0.168946,1.789217,1.08781,1.172604,0.374649,0.097536,0.710424,-1.567033,-0.306119,-0.320295,democrat
1.823399,-1.119441,2.050369,-0.092763,0.503161,-0.415523,0.453127,-0.067139,-1.863611,-0.546172,-0.404983,democrat
0.34959,-1.000773,2.464816,-0.185229,-0.338071,-0.001436,1.04234,-0.475165,0.332685,-0.426555,-0.440789,democrat
-2.267828,0.803449,1.046164,-1.469588,-0.565965,0.084467,-0.28885,-1.162293,-0.485489,-0.890843,0.444861,republican
-2.301361,1.267517,0.906397,0.583602,-0.431793,0.37322,-1.263315,1.474986,-0.908578,0.87935,0.058957,republican
2.25568,-0.314779,0.951501,-1.329582,-0.141033,-1.125992,0.052778,0.873714,-1.467833,0.308767,0.706195,democrat
2.506105,-0.326394,0.602892,0.834054,-1.206789,-1.102235,-1.262118,-1.663228,0.483975,-0.484735,-0.388863,democrat
1.296958,0.281592,1.713938,-0.94938,-1.570262,-0.628792,0.666755,0.635676,-1.242443,-0.538254,-0.477307,democrat
-1.030694,2.62883,0.15676,-0.561535,-0.146746,0.188524,0.105879,-1.941994,-0.658383,0.382322,-0.896694,republican
2.538221,0.719888,-0.464712,0.560133,-1.623042,0.840279,0.558049,1.233954,0.068307,-0.235495,0.787633,democrat
-2.811686,1.945787,0.643345,-0.160399,0.111785,0.728625,-0.43214,-0.350268,-0.234661,-0.189132,0.037724,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,republican
-3.490971,0.304203,0.737807,-0.964026,-0.320829,-0.180516,-0.983444,-0.300206,0.262799,0.271294,0.148184,republican
-3.937642,1.398638,-0.405319,1.156706,0.247607,-1.414119,0.548524,0.284542,-0.019024,0.148875,0.285666,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,republican
1.838312,0.720463,-0.468108,-0.498281,0.954462,1.380896,1.812937,0.644008,0.192416,-0.909767,0.271959,democrat
-3.937642,1.398638,-0.405319,1.156706,0.247607,-1.414119,0.548524,0.284542,-0.019024,0.148875,0.285666,republican
1.709984,1.62641,0.362537,0.211913,0.680084,0.004525,-0.177082,0.484642,-0.921354,-1.608211,0.170361,democrat
-3.445301,1.320039,-0.475278,1.782112,-0.401113,-1.610386,-0.495136,0.909812,-1.209341,-0.140304,0.220098,republican
1.484541,1.348639,1.251614,-0.494145,-0.690929,-0.204521,1.598044,0.535399,0.304682,1.123991,0.355563,democrat
3.331309,0.194534,-0.14304,-0.967788,0.135167,-1.367129,-0.987681,0.039234,-0.103913,-0.163841,0.232484,democrat
-2.890479,0.098493,1.164099,-1.096042,-0.263462,-0.07929,-0.519886,0.426078,0.345342,0.700699,0.239595,republican
-1.604447,-1.11782,0.403636,0.466267,-1.251979,1.25677,-0.861963,-1.318166,-1.810265,-1.149865,0.095108,republican
-0.573709,-0.602044,0.133551,-1.054914,-1.521733,0.780973,-0.204652,1.063629,-1.236557,-1.164157,-0.850567,republican
-0.742782,-0.312547,-0.579279,2.99037,-1.116006,-0.568083,1.773141,-0.62932,-1.823204,0.261735,0.54586,democrat
2.827594,1.647867,-0.757074,0.218465,0.558189,-0.819577,-1.151008,-0.263413,-0.250058,-0.125416,0.026004,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,democrat
0.22211,-0.033771,1.690617,-1.324176,-0.873766,-0.692887,1.459343,0.484105,0.381733,0.67918,-0.416348,democrat
2.297804,0.044451,0.24639,-1.974839,0.63557,-1.333052,0.535116,-0.600968,-0.026627,1.175505,-0.254966,democrat
-0.487104,-2.630365,0.695071,-0.407908,1.250187,0.950867,0.795208,0.692089,-0.023482,0.26058,-0.518322,democrat
-0.052253,-0.490567,1.341048,-1.844691,1.098427,-0.559098,0.980482,1.119306,-0.249203,0.4582,-0.433893,democrat
-3.863378,-1.691655,-0.790144,1.412917,-0.270075,-0.694326,0.718841,-0.920239,-0.08988,-0.288798,0.116549,republican
-2.229891,-0.48943,-0.267269,-0.87795,-0.939592,0.777687,0.576078,-0.112933,-0.046401,0.694152,0.092008,democrat
1.191359,-0.792728,-0.97581,-0.342318,0.937004,0.496538,0.054672,-2.677667,0.238927,-1.394367,-1.158877,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,republican
3.010009,-1.569538,-0.645649,-0.282745,0.746595,0.19771,0.526527,-1.36718,0.951947,0.155495,0.013866,democrat
2.796844,-0.086097,0.63203,-0.947937,0.007285,-0.963802,-0.426358,0.888646,-0.354801,-0.7414,1.259213,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,republican
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,democrat
3.599127,-0.400514,-0.903351,1.396899,0.578264,0.65022,-0.216903,-0.318273,-0.301973,0.334146,-0.166771,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,democrat
2.011198,-1.249221,0.419407,0.89506,-1.77631,0.768525,0.064065,-0.845194,-0.359256,-0.259627,1.939787,democrat
-3.243329,0.48799,1.304392,1.353434,0.553978,0.757956,-0.695467,-0.716065,0.223828,0.789421,-0.195691,republican
1.007708,-0.303303,0.630706,1.297881,-0.141074,1.88841,1.346237,0.021757,1.223026,-1.029032,-0.05822,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,democrat
2.84494,1.701331,0.013758,0.060047,0.865334,-0.297576,-0.274847,0.361514,-0.587924,-0.601247,-0.764957,democrat
-3.391025,-0.78123,-1.395784,2.06055,1.88932,-0.121973,0.817697,-0.359921,-0.799281,0.120817,0.302611,republican
-2.702164,0.716672,0.984921,1.735079,0.702296,0.920147,-1.174602,-0.701133,1.33686,-0.260747,0.357327,republican
1.447823,-0.782244,2.468266,0.313842,-1.175845,-0.339097,0.654501,-0.203821,-1.217812,-0.487958,-0.706114,democrat
0.134503,-1.563428,1.903567,0.60762,-0.746022,-0.412884,-1.134931,1.13837,-0.107929,0.260617,-0.234728,democrat
-0.549054,2.409879,-0.319836,-0.050883,0.266228,0.058765,-0.635279,-0.72266,1.284875,-0.827364,-1.901636,republican
3.203375,0.715518,0.841441,1.756277,-0.669032,-0.352231,-0.498329,-0.513307,0.502915,0.4125,-0.412522,democrat
-1.778181,2.095871,0.253915,0.846652,-0.388618,0.694548,-1.954937,0.289934,-0.311946,-1.528478,0.525174,republican
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,-0.683213,0.123431,0.199197,0.739124,0.033115,republican
-3.562066,1.061441,-0.823215,0.750101,1.926613,-1.490544,0.34715,0.421223,-0.664823,0.09066,0.586796,republican
2.846976,1.784506,-0.388733,0.212394,0.548261,-0.431022,-0.868949,-0.353144,-0.683311,0.69739,1.383305,democrat
-1.041268,0.116032,0.218969,-1.680711,-1.129361,1.123176,1.313331,-0.731582,-0.922215,-0.253801,0.281134,republican
1.351181,-1.491144,-0.16401,1.156082,-1.569021,0.375349,-0.661515,-0.367076,0.388428,-0.848552,0.290418,democrat
-0.472326,2.063891,1.288162,-0.048293,-0.865982,0.49681,0.0871,0.258972,-2.017046,-0.05501,0.155877,republican
0.81564,-1.302617,0.122127,0.354302,-1.9167,0.197058,-0.159758,-1.253242,-1.249103,-0.247486,-0.169493,democrat
-2.060329,0.676242,1.823964,0.970809,0.563569,1.119546,0.019164,-0.463481,-0.127487,0.29057,-0.099672,republican
2.421268,0.2511,1.049927,-0.541332,-1.671721,-0.887376,-0.224983,0.751964,0.290998,-0.683185,0.958082,democrat
1.62742,1.619294,-0.327932,0.145473,0.911109,-0.57866,-0.946819,0.352367,-0.364134,0.111788,-0.968527,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,republican
0.749948,-0.698493,2.062378,-0.592225,1.084586,0.068074,1.315288,-1.508424,-1.189089,0.136407,0.926475,democrat
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,-0.683213,0.123431,0.199197,0.739124,0.033115,republican
1.860117,1.011442,0.833717,-0.90075,0.988077,-0.280947,1.396669,0.67208,-0.341117,1.065776,0.656693,democrat
-0.013603,1.045733,1.03151,-0.786112,1.728401,0.345423,1.088263,1.457631,-0.432233,0.231655,-0.836423,democrat
1.333094,-0.957667,1.717837,-0.565822,0.834809,-0.352701,0.902686,-1.407067,-0.76868,1.041644,1.808847,democrat
-2.343722,-1.85154,-0.167735,0.859545,1.658159,-2.557732,-0.196438,0.075461,0.359615,0.184962,0.089541,republican
-2.363243,-2.218013,-0.194707,-0.186126,1.388179,0.8243,-0.532772,-0.128654,-0.001662,-0.150164,-1.100762,republican
-2.667432,-1.567095,0.843112,1.404931,0.230931,-2.039811,0.838439,0.320269,0.795073,-0.446839,-0.895001,democrat
2.480719,0.159792,0.420095,0.850601,1.847748,-0.090995,-0.311864,-0.64797,1.407613,0.415688,0.153934,democrat
1.691878,-1.566658,1.381276,0.327709,0.883942,-0.322499,-1.37192,0.901596,0.044873,-1.081646,0.911488,democrat
1.815376,-0.046027,0.976518,-0.414998,-1.482668,-0.745982,-0.880804,1.105891,0.651178,-0.910962,1.157839,democrat
-2.889685,-0.816981,-0.531138,-1.042744,-0.685244,0.611031,-0.319143,0.574161,0.619506,-0.142246,-1.173086,republican
1.541013,-0.502823,0.626949,-0.935513,0.489525,-0.612193,-1.359666,1.741092,0.020242,-1.131943,1.140294,democrat
2.68137,0.074936,-0.074712,-1.081698,0.428354,-1.156915,-1.265168,0.537754,-0.08905,-0.326607,-0.086192,democrat
-3.262886,-1.897366,-0.363853,1.280902,-0.212708,-0.593099,1.182399,-0.193955,-0.007337,0.140607,0.20796,democrat
-1.033721,-0.450498,1.685536,-1.311751,-0.391526,-0.341279,0.526035,1.336551,0.756776,0.288637,-0.535267,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,republican
-3.322214,-1.462973,-1.109615,1.794562,-0.121757,-0.532135,0.239705,-0.905307,1.023152,-1.338965,0.669567,democrat
3.50235,-1.648136,-0.715608,0.34266,0.097874,0.001442,-0.517133,-0.74191,-0.238371,-0.133684,-0.051702,democrat
-1.666541,-0.317735,-0.222782,-1.548305,-0.93038,0.876014,0.375451,-0.287926,-0.128783,-1.304383,-0.876409,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,republican
2.426721,-2.15745,0.378932,-0.019134,-0.178326,0.242579,0.523325,0.09257,-1.602291,0.338925,0.422009,democrat
0.68112,-1.16044,2.188656,-0.832079,1.445069,-0.009041,1.2193,-0.193889,-0.65843,-0.419759,-0.658091,democrat
-2.363243,-2.218013,-0.194707,-0.186126,1.388179,0.8243,-0.532772,-0.128654,-0.001662,-0.150164,-1.100762,democrat
1.222922,-1.584894,1.431364,-0.17342,1.391385,-0.527988,0.07649,0.396099,1.308869,0.363566,0.77269,democrat
-2.343862,-2.081375,0.173634,-0.192198,1.378251,1.212855,-0.250713,-0.218384,-0.434915,0.672642,0.256539,democrat
-2.36045,-2.419376,-1.02959,1.796902,0.762211,-0.946299,-0.105295,0.324559,-1.715928,-0.420971,0.551073,democrat
0.26163,-2.32366,0.448955,0.406746,-0.530278,0.768708,0.104844,0.671696,2.155758,0.173864,0.615937,democrat
0.659952,-2.104555,0.449009,-0.152597,1.209452,0.971664,0.971893,0.353095,0.729371,-0.56181,-0.165062,democrat
-2.870303,-0.680342,-0.162797,-1.048815,-0.695172,0.999587,-0.037084,0.484431,0.186253,0.68056,0.184215,democrat
