@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S46

@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_labs numeric
@attribute word_freq_data numeric
@attribute word_freq_technology numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_meeting numeric
@attribute word_freq_re numeric
@attribute word_freq_table numeric
@attribute char_freq_( numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0,0.47,0,0,0,0.47,0,0,0,0,0,1.9,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0.056,7.18,182,1
0.43,0,0.04,0.11,0.21,0.4,0.23,0.88,0.52,1.14,0,0.4,2.93,0,1.36,0,0.31,0,0,0,0,0,0,0,0.02,0,0.064,5.328,144,1
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,2.857,11,1
1.01,0,0.8,0.8,0,0.8,0.3,0.7,0.3,0,1.61,0,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0.11,8.55,669,1
0,0,0,0,1.47,1.47,1.47,0,0,0,0,2.94,0,1.47,2.94,0,0,0,0,0,0,0,0,0,0,0,0.147,71.5,281,1
0.56,0,2.25,0,0,0,0,0.56,0.56,0,0,3.38,3.95,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0.26,5.105,140,1
0,0,2.38,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
0.55,0,1.11,0,0,0,0,0,0.92,0,0.18,0.37,3.14,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.186,1.377,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,3.125,6,1
0.47,0,0.05,0.15,0.23,0.44,0.26,0.97,0.58,1.27,0,0.44,3.25,0,1.5,0,0.34,0,0,0,0,0,0,0,0.02,0,0.068,6.094,193,1
0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,8.411,55,1
0,0,0,0.47,0,0.23,0,1.19,0.47,0,0,0,2.63,0,0.47,0,0.23,0,0,0,0,0,0,0,0,0,0,5.769,72,1
0,42.73,0,0,0,0,0,0.42,0,0,0.42,0,2.99,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,7,105,1
0.54,0,1.08,0,0,0,0,0.18,0.9,0,0.18,0.36,3.06,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.178,1.373,6,1
0.58,0.58,0,0,0.29,0,0,0,0.29,0,0,0.29,2.91,0.87,1.74,0,0.29,0,0,0,0,0,0,0,0,0,0.43,3.281,64,1
0.48,0,1.44,0.48,0,0,0,0.96,0,0,0,0.96,2.41,0,2.41,0,0,0,0,0,0,0,0,0,0.48,0,0.083,5.488,80,1
0.48,0,1.45,0,0,0,0,0.97,0,0,0,0.97,2.42,0,2.42,0,0,0,0,0,0,0,0,0,0.48,0,0.084,5.173,80,1
0.49,0,1.47,0,0,0,0,0.98,0,0,0,0.98,2.45,0,2.45,0,0,0,0,0,0,0,0,0,0.49,0,0.084,5.2,80,1
0,0,0,0,0,0,0,0.72,0,0,0,1.45,2.18,1.45,5.1,0,0,0,0,0,0,0,0,0,0,0,0,2.689,25,1
0.42,0,0.04,0.11,0.21,0.4,0.23,0.88,0.52,1.14,0,0.4,2.93,0,1.36,0,0.31,0,0,0,0,0,0,0,0.02,0,0.065,5.349,144,1
0,0,0,0,0,0,0,1.17,0,0,0,1.17,3.52,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,1.966,10,1
0,0,0.64,0,0,0,0.64,0.64,0,0,0,1.29,1.29,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0.468,2.755,66,1
0,0,0.64,0,0,0,0.64,0.64,0,0,0,1.29,1.29,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0.468,2.755,66,1
0,0,0.64,0,0,0,0.64,0.64,0,0,0,1.29,1.29,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0.468,2.755,66,1
0.3,0,0,0,0,0,0,0.3,0,0,0.3,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.067,1.607,16,1
1.25,0,0.2,0.2,0,0,0,1.25,0,0,0,1.25,4.6,0,2.3,1.67,0.2,0,0,0,0,0,0,0,0,0,0.153,5.132,37,1
0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.166,28,1
0.47,0,0.07,0.13,0.26,0.44,0.26,0.97,0.57,1.26,0,0.44,3.22,0,1.47,0,0.34,0,0,0,0,0,0,0,0.02,0,0.068,6.073,193,1
0.55,0,1.11,0,0,0,0,0,0.92,0,0.18,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.185,1.392,4,1
0,0,1.59,0.31,0,0.31,0,0.63,0,0,1.27,0.31,2.22,0,1.91,0,0.63,0,0,0,0,0,1.59,0,0,0,0.278,3.509,91,1
0.56,0,2.25,0,0,0,0,0.56,0.56,0,0,3.38,3.95,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.26,4.875,140,1
0.55,0,1.11,0,0,0,0,0,0.92,0,0.18,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.185,1.392,4,1
0,0,0.94,0,0,0,0,0,0,0,0,0,1.88,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,4.652,31,1
0.17,0.44,0.17,0,0,0,0,0.35,0.52,0.17,0,0.52,4.04,0,2.64,1.23,0,0,0,0,0,0,0,0,0,0,0.105,2.039,18,1
0,0,0,0,0,0,0,0.67,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.28,2.96,19,1
0,0,0,0,0,0,0,0,0,0,0,2.65,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,1.512,7,1
0.12,0,0.36,0.24,0,0,0.12,0.12,0.12,0,0,0,1.21,0,0.96,0,0.12,0,0,0,0,0,0,0,0,0,0.043,1.335,11,1
0.29,0,1.07,0.19,0.97,0.87,0.09,1.07,0.19,0.87,0.09,0,3.81,0.68,1.75,0,0.29,0,0,0,0,0,0.09,0,0,0,0,4.32,49,1
0,0,0,0,0,0,0,0,0,1.56,0,0,1.56,6.25,1.56,0,0,0,0,0,0,1.56,0,0,0,0,0,5.551,119,1
0.36,0,0.36,0.36,0,0,0,0.36,0,0,0,1.83,2.56,0,1.09,0,1.09,0,0,0,0,0,0,0,0,0,0.183,4.42,192,1
0.22,7.07,0,0,0.45,0,0,0,0,0,0,0,0.22,0,0.45,0,0,0,0,0,0.22,0,0,0,0.22,0,0.092,2.47,27,1
0,0,0.68,0.09,0,0.29,0.48,0.77,0.09,1.65,0,0.87,3.21,0,2.43,0,0.09,0,0,0,0,0,0,0,0,0,0.03,1.597,20,1
0.42,0,0,0,0,0,0,0.84,0,0,0,0,2.95,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0.075,4.02,82,1
0.42,0,0,0,0,0,0,0.84,0,0,0,0,2.95,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0.075,4.02,82,1
0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,2,0.4,2,0,0,0,0,0.4,0,0,0.4,0,0,0,0.232,4.058,54,1
0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,1.251,12,1
0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,3.75,0,0,0,0,1.25,0,0,0,0,0,0,0,3.976,32,1
0.79,0,0.26,0,0.26,0,0,1.31,0,0,0,0,1.58,0,0.52,0,0,0,0,0,0.52,0,0.26,0,0,0,0.038,1.8,29,1
0,0,2.83,0,0,0,0,0.7,0,0,0,1.41,7.09,0,5.67,0,0,0,0,0.7,0,0,0,0,0,0,0,4.176,44,1
0.55,0,2.22,0,0,0,0,0.55,0.55,0,0,3.88,3.88,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0.255,4.59,140,1
0.72,0,0.72,0,0,0,0,0,0.72,0,0,0,1.45,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0.364,7.781,32,1
0.84,0,0.84,0,0,0,0,0,0.84,0,0,0,2.54,0,1.69,0,0.84,0,0,0,0,0,0,0,0,0,0.388,10.375,168,1
0.72,0,0.72,0,0,0,0,0,0.72,0,0,0,1.45,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0.364,7.781,32,1
0.81,0,0.4,0,0.4,0,0,0.4,2.04,0,0,0,0.81,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.64,7.651,181,1
0.58,0,0.63,0.17,0,0.75,0.34,1.27,0.34,0,0,0.05,3.01,2.61,1.5,0,0.34,0,0,0,0,0,0,0,0,0,0.204,4.225,131,1
0,0,5,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,3.029,12,1
0,0,1.3,0,0,0,0.65,1.3,0.65,0,0,1.3,2.61,0,3.26,0,0,0,0,0,0,0,0,0,0.65,0,0,2.04,12,1
0,0,0,0,0,0,0,1.61,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941,60,1
0,0,0.32,0,0.32,0.32,0,1.28,0,0,0,0.96,3.84,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.098,2.184,25,1
0.64,0,0.64,0,0,2.59,1.29,1.94,0,0,0,0.64,3.24,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,1.136,4,1
0,0,0.49,0,0,0,0,0.98,0,0,0,0.98,2.45,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0.258,3.552,25,1
0.88,0,0.44,1.32,0,0,0,0,0,0,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,2.413,16,1
0.69,0,0.69,0,0,0,0,0,0.69,0,0,0,1.38,0,2.08,0,0.69,0,0,0,0,0,0,0,0,0,0.35,8.781,34,1
0.88,0,0.44,1.32,0,0,0,0,0,0,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,2.413,16,1
0.88,0,0.44,1.32,0,0,0,0,0,0,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,2.413,16,1
0.88,0,0.44,1.32,0,0,0,0,0,0,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,2.448,16,1
0,0,0,0,0,0,0,0.59,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,1.693,16,1
1.01,0,0.8,0.8,0,0.8,0.3,0.7,0.3,0,1.61,0,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0.11,8.55,669,1
1.66,0,1.66,0,0,0,0,1.66,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,24.333,59,1
1.01,0,0.8,0.8,0,0.8,0.3,0.7,0.3,0,1.61,0,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0.11,8.55,669,1
0,0,0.52,0,0.43,0,0.17,0.35,0,0,0,0,1.4,0.17,0.87,0,0.17,0,0,0,0,0,0,0,0,0,0.376,2.742,35,1
0.8,0,0.8,1.61,0,0,0,0.8,1.61,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,1
1.05,0,2.63,0.52,0,0,0.52,1.05,0,0,0,1.05,4.21,0,1.57,0,0,0,0,0.52,0,0,0,0,0,0,0,3.062,19,1
0.17,0,1.45,0.34,0.05,0.05,0.05,0.52,0.29,0.05,0,0.69,4.24,0.23,1.04,0,0.05,0,0,0,0,0,0,0,0,0,0.051,1.796,12,1
0,0,0.52,0,0.52,0,0.17,0.34,0,0,0,0,1.39,0.17,0.87,0,0.17,0,0,0,0,0,0,0,0,0,0.373,2.973,35,1
0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,1.909,9,1
0.4,0,0.2,0.9,0.5,0.8,0.2,0.8,0,0,1.5,0.2,2.2,0.2,1,0,0.2,0,0,0,0,0,0,0,0,0,0.175,6.937,669,1
1.04,0,1.04,0,1.39,0.34,0,0.34,0,0,0,0,3.83,2.09,1.04,0,0,0,0,0,0,0,0,0,0,0,0.105,2.366,60,1
1.14,0,0.12,0,0.12,0.25,0.12,0.38,0.12,0,1.14,0.12,2.8,0.12,1.27,0,0.12,0,0,0,0.12,0,0,0,0,0,0.185,2.878,84,1
1.15,0,0.12,0,0.12,0.25,0.12,0.38,0.12,0,1.15,0.12,2.81,0.12,1.27,0,0.12,0,0,0,0.12,0,0,0,0,0,0.185,2.878,84,1
0.68,0,0,0.58,0.58,0.58,0,0.58,0.38,0,0.97,0.19,1.75,0.38,0.77,0,0.68,0,0,0,0,0,0,0,0,0,0.034,12.064,691,1
0.72,0,0,0.62,0.62,0.62,0,0.62,0.41,0,1.04,0.2,1.87,0.41,0.83,0,0.72,0,0,0,0,0,0,0,0,0,0,14.301,685,1
0.3,0,0.61,0.3,0,0,0.3,0.3,0,0,0,0,0.61,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0.094,2.141,38,1
0,0,1.13,0,0,0,0,0,0,0,0,1.13,1.13,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0.319,3.925,17,1
0.17,0,1.45,0.34,0.05,0.05,0.05,0.52,0.29,0.05,0,0.69,4.24,0.23,1.04,0,0.05,0,0,0,0,0,0,0,0,0,0.051,1.796,12,1
0,0,0.32,0.64,0,0,0,0.32,0,0,0,0,1.94,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0.052,3.418,110,1
0.72,0,0,0.62,0.62,0.62,0,0.62,0.31,0,1.14,0.2,1.87,0.41,0.83,0,0.72,0,0,0,0,0,0,0,0,0,0,14.283,685,1
0.99,0,0.39,0,0,0.19,0,0.39,0,0,0,0.19,0.59,0.59,0.39,0,0.39,0,0,0,0.19,0,0,0,0,0,0.074,4.965,97,1
0,0,0.43,0.86,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0.068,2.923,55,1
0.6,0,0.3,0.2,0,0.1,0,1.6,0.2,0,0,0.1,3.81,0,1.1,0,0.1,0,0,0,0,0,0,0,0,0,0.037,5.838,54,1
0,0,0,0.39,0,0,0,1.19,0,0,0,0.39,2.39,0,2.78,0,0.39,0,0,0,0,0,0,0,0,0,0,3.5,30,1
0,0,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0.098,3.965,67,1
0,0,0.54,0.27,1.62,0,0,0,0,0,0.54,0,2.16,0,2.7,0,0,0,0,0,1.35,0,1.62,0,0,0,0.038,7.941,65,1
0.26,0,0.26,0,0,0,0.26,1.06,0,0.26,0.26,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,2.088,15,1
0,0,0.9,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.319,5.3,66,1
0,0,0,0,0,0,0,1.76,0,0,0,0,2.64,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.231,5.977,70,1
0.55,0,0.55,0,0.55,0,0,1.11,0,0,0,0,1.66,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,8.375,85,1
0,0,1.21,0,0,0,0.4,0.8,0.4,0,0,0,1.61,0,1.21,0.8,0,0,0,0,0,0,0,0,0,0,0.07,4.49,24,1
0,0,1.06,0,0,0,0,0,0,0,0.53,0,2.13,0,0.53,0,0,0,0,0,0,0,0,0,0.53,0,0.239,4.555,51,1
0,0,1.17,0,0,0,0,1.17,0,0,0,0,2.35,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,5.25,20,1
0,0,0,0,6.06,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684,10,1
0,0,0.8,0,0,0,0,0,0,0,0,0.8,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.135,3.115,19,1
0,0,0.8,0,0,0,0,0,0,0,0,0.8,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.134,3.115,19,1
0.35,0,1.66,0,0,0.23,0.71,2.49,0.59,0,0,0.11,4.51,0,1.66,0,0.83,0,0,0,0,0,0.11,0,0.11,0,0.038,3.625,54,1
1.21,0,0.43,0.6,0.26,0.69,0.26,1.3,0.17,0,0.6,0.17,2.43,0.17,1.13,0,0.17,0,0,0,0,0,0.08,0,0.08,0,0.108,6.395,583,1
0.7,0,0.6,0.2,0.1,1.41,0.1,0.5,0,0,0,0,2.22,0.4,1.92,0,0.3,0,0,0,0,0,0,0,0,0,0,3.176,56,1
0,0,0,0.22,0,0,0,0.22,0,0,0,0,2.03,0,0.22,0,0,0,0,0,0,0,0,0,0,0,4.271,1.869,21,1
0.4,0,0.2,0.9,0.5,0.8,0.2,0.8,0,0,1.6,0.2,2.2,0.2,1,0,0.2,0,0,0,0,0,0,0,0,0,0.174,6.896,669,1
0.49,0,0,0,0,0,0,1.98,0,0,0,0,3.46,0,0.99,0,0,0,0,0,0.49,0,0,0,0,0,0.195,7.205,47,1
0.65,0,0.65,0,0,0,0,0.65,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,2.5,23,1
1.25,0,1.25,0.62,0,0,0,0,0,0,0,0.62,0.62,0,1.88,0.62,0,0,0,0,0,0,0,0,0.62,0,0.11,3.897,30,1
0,0,0,0,0,0,0,0,0,0,0,0.9,1.81,0,2.72,0,0.9,0,0,0,0,0,0,0,0,0,0,2.818,19,1
0,0,0,0.29,2.04,0,0.29,1.16,0.29,0,0.29,2.33,2.33,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0.132,1.559,24,1
0.95,0,0,0,0,0,0,0,0,0,0,0,0.47,0.47,1.91,0,0.47,0,0,0,0,0,0,0,0,0,0.202,4.18,45,1
0.38,0,0.05,0.16,0.05,0.35,0.24,1.11,0.38,1.19,0.13,0.43,3.56,0,0.81,0,0.57,0,0,0,0,0,0,0,0.05,0.02,0.086,6.761,195,1
0.38,0,0.05,0.19,0.05,0.35,0.24,1.11,0.38,1.19,0.13,0.43,3.56,0,0.81,0,0.57,0,0,0,0,0,0,0,0.05,0.02,0.086,6.789,195,1
0.55,0,0.27,0.27,1.39,0.27,0.27,0.55,0,0,0,1.39,1.67,1.95,3.07,0,0,0,0,0,0,0,0.27,0,0,0,0.279,3.706,63,1
0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,1.05,0,0.177,4.047,29,1
0.03,0,0.07,0.03,0.03,0,0,0.53,0,0,0,0.03,0.81,0.03,1.35,0,0.17,0,0,0,0,0,0,0.03,0,0.03,0.071,2.11,46,1
0.33,0,0.08,0.41,0.24,0,0.33,0.57,0.9,0,0.24,0,2.89,0,0.9,0,0.41,0,0,0.08,0,0,0,0,0,0,0.063,4.904,264,1
0.27,0,1.09,0,0,0.82,0,0.27,0.27,0,0,0.54,2.46,0,2.19,0,0.54,0,0,0,0,0,0,0,0,0,0,2.484,20,1
0.59,0,0,0.98,0.19,1.38,0,0.98,0,0.19,0,0,2.56,0.39,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0.237,6.652,76,1
0,0,3.84,0,1.28,0,0,1.28,0,0,0,0,2.56,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,1.956,10,1
0.37,0,0.14,0.11,0.07,0.97,0.11,1.42,1.76,1.27,0.03,0.07,4.38,0,1.49,0,0.18,0,0,0,0,0,0,0,0.03,0,0.159,3.426,72,1
0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0.198,3.857,25,1
0.78,0,1.17,0,0,0,0,0.39,0,0,0,0,1.56,0,1.96,0,0.78,0,0,0,0,0,0,0,0,0,0,4.111,20,1
1.02,0,0.68,0.34,0,0,0,0.34,0,0,0,0,4.76,0,2.38,0,0.34,0,0,0,0,0,0,0,0,0,0.167,6.978,56,1
0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,2.12,0,0,0,0,2.12,0,0,0,0,0,0,0,4.5,26,1
0.48,0,1.45,0,0,0.48,0,0,0,0.16,0,0.32,0.8,0,0.48,0,0,0,0,0,0.16,0,0,0,0.16,0,0.198,5.683,128,1
0.56,0,0.28,0.28,1.4,0.28,0.28,0.56,0,0,0,1.4,1.69,1.97,3.09,0,0,0,0,0,0,0,0.28,0,0,0,0.284,3.725,63,1
0,0,0.3,0.3,0,0.61,0,0.61,0,0,0,0.3,1.84,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.051,6.125,64,1
0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,4.333,13,1
0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,2.777,12,1
0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,4.333,13,1
0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,2.777,12,1
0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,4.333,13,1
0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,2.777,12,1
0.53,0,0.21,0.1,0.53,0.1,0,0.64,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,2.104,29,1
0,0,0,0,0,0,1.15,0.76,0.76,0,0,0,4.61,0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,0,1.608,6,1
0.68,0,0.68,0,0,0,0,0.68,0,0,0,0,4.1,0,0.68,0,0,0,0,0,0,0,1.36,0,0,0,0,3.488,60,1
0.51,0,1.03,0.51,0,0,0.51,1.03,0,0.51,0,0.51,2.59,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0.074,7.233,71,1
0.17,0,0,0,0,0.17,0,0.53,0,0,0,0,3.21,0,1.25,7.32,0.17,0,0,0,0,0,0,0,0,0,0.066,16.418,158,1
0,1.33,0,0,1.33,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,3,12,1
0.27,0,0.82,0,0,0,0,0,0,0,0,0,0.82,0,1.1,1.93,0,0,0,0,0,0,0,0,0,0,0,6.693,49,1
0,0,0,1.09,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,2.678,12,1
0.27,0,0.36,0.09,0.18,0.09,0,0.73,0,0.36,0,0,2.01,0,3.38,0,0.09,0,0,0,0,0,0,0,0.27,0,0.048,3.689,69,1
0.36,0,1.59,0,0,0.24,0.73,2.58,0.61,0,0,0.12,4.55,0,1.72,0,0.98,0,0,0,0,0,0,0,0.12,0,0.041,3.705,54,1
0.36,0,1.59,0,0,0.24,0.73,2.58,0.61,0,0,0.12,4.55,0,1.72,0,0.98,0,0,0,0,0,0,0,0.12,0,0.041,3.705,54,1
0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0.176,3.857,25,1
0.26,0,0.26,0,0,0.66,0,0,0.79,0.13,0,0,3.98,0,0.53,0,1.46,0,0,0,0,0,0,0,0.13,0,0.109,5.955,65,1
0.09,0,0.36,0.09,0.36,0.09,0,0.63,0.09,0.36,0,0.09,1.27,0,3.38,0,0.09,0,0,0,0,0,0,0,0,0,0.059,4.192,48,1
1.15,0,0.38,0.38,0,0,0,0.38,0,0,0,0,5.4,0,2.31,0,0.38,0,0,0,0,0,0,0,0,0,0.196,5.666,56,1
0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,6.718,33,1
0.53,0,0.53,0,0.53,0,0,1.06,0,0,2.12,0.53,2.65,0,2.65,0,0,0,0,0,0,0,0.53,0,0,0,0.191,5.038,60,1
0.35,0,1.18,0.47,0.35,0,0.11,0.95,0,0.11,0,0.95,1.9,0.35,0.35,0,0.11,0,0,0,0.35,0,0.11,0,0,0,0.059,8.026,283,1
0.35,0,1.07,0,0.35,0,0,0.71,0,0,0,0.71,2.85,0,2.5,0,0,0,0,0,0,0,0.35,0,0.35,0,0.24,3.414,25,1
0,0,0,0,0,0.57,0,0,0,0,0,0,0.19,0.38,0.57,10.17,0,0,0,0.19,0,0.19,0,0,0,0,0.099,20.432,213,1
0.1,0,0.4,0.1,0,0.2,0.4,0.5,0,0.6,0,0.2,1.72,4.26,1.72,0,0.2,0,0,0,0,0,0,0,0,0,0.096,6.758,494,1
0.31,0,0.15,0.03,0.19,0.58,0.31,0.7,0.62,1.29,0.03,0.43,3.16,0,1.36,0,0.46,0,0,0,0,0,0,0,0.03,0,0.078,7.192,543,1
0.64,0,0.32,0.32,1.61,0.32,0.32,0.64,0,0,0,1.61,1.29,2.58,3.54,0,0,0,0,0,0,0,0.32,0,0,0,0.16,3.613,63,1
0.1,0,0.4,0.1,0,0.2,0.4,0.5,0,0.6,0,0.2,1.72,4.26,1.72,0,0.2,0,0,0,0,0,0,0,0,0,0.096,6.758,494,1
0.76,0,0.85,1.02,0.17,0.59,0.17,0.59,0.17,0,2.21,0.08,1.61,0.17,0.42,0,0.08,0,0,0,0,0,0.08,0,0.08,0,0.065,7.484,669,1
0.59,0,0.29,0.19,0,0.09,0,1.59,0.19,0,0,0.09,3.67,0.09,1.09,0,0.09,0,0,0,0,0,0,0,0.09,0,0.037,5.792,54,1
1.92,0,0,0,0,0,0,0,0,0,0,0,1.92,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1.416,6,1
0.1,0,0.4,0.1,0,0.2,0.4,0.5,0,0.6,0,0.2,1.72,4.26,1.72,0,0.2,0,0,0,0,0,0,0,0,0,0.096,6.918,494,1
0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,3.558,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,4.333,11,1
0.25,0,0.84,0.25,0.33,0,0.08,0.76,0,0.08,0,0.76,1.6,0.33,0.5,0.84,0.08,0,0,0,0.25,0,0.08,0,0,0,0.047,7.24,292,1
0.25,0,0.84,0.25,0.33,0,0.08,0.76,0,0.08,0,0.76,1.52,0.33,0.5,0.84,0.08,0,0,0,0.25,0,0.08,0,0,0,0.047,7.277,292,1
0,0,1.05,2.1,0,0,0,0,0,0,0,0,3.15,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,2.05,6,1
0,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409,3.485,25,1
0.09,0,0.39,0.09,0,0.19,0.39,0.48,0,0.58,0,0.19,1.66,4.1,1.66,0,0.19,0,0,0,0,0,0,0,0,0,0.139,6.813,494,1
0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.208,3.95,23,1
