@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S29

@attribute word_freq_make numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_report numeric
@attribute word_freq_free numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_data numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_cs numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0.3,0.91,0,0.3,0,0,0,0.3,3.03,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.052,184,1
0,0.3,0.91,0,0.3,0,0,0,0.3,3.03,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.052,184,1
0.47,0.23,0.23,0,0,0.47,0,0,0.71,2.63,0,0.71,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0.089,392,1
0,0,0.59,0,0.59,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0.72,0.48,0,0,0,0.48,0,0.48,1.44,0,0.48,0.24,0,0,0,0,0,0,0,0,0.24,0,0,0,0.036,0,0,264,1
0,0.72,0.48,0,0,0,0.48,0,0.48,1.44,0,0.48,0.24,0,0,0,0,0,0,0,0,0.24,0,0,0,0.036,0,0,264,1
0.34,0.08,0.43,0.08,0.25,1.47,0.34,0,0.08,0.77,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.065,526,1
0.43,0.87,0.87,0,0,0.43,0,0,0,0.87,0,0,0.43,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,179,1
0.43,0.87,0.87,0,0,0.43,0,0,0,0.87,0,0,0.43,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,179,1
0,0.29,0.29,0.29,0.29,0,0.58,0,0.87,2.9,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0.14,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1
0,0.36,0.36,0,0.36,0.36,0,0,0,4.04,0,0,0.36,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,75,1
0,0.38,0.19,0,0,0.19,0,0,0,0.38,0,0.77,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.208,0,0,543,1
0.17,0.42,0.08,0.08,0.42,0.08,0,0.17,0,3.17,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0,574,1
0.52,0.26,0,0.26,0,0,0.26,0,0.79,1.05,0,0,0.52,0,0,0,0,0.26,0.26,0.26,0,0,0,0,0,0.69,0,0,566,1
0.46,0.05,0.13,0.05,0.26,0.75,0.26,1.22,0.1,1.48,0,1.01,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.159,3213,1
0.18,1.09,0.18,0.54,0,0.54,0,0,0.36,2,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,447,1
0.17,0.42,0.08,0.08,0.42,0.08,0,0.17,0,3.17,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0,574,1
0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1
0,0,0,0.36,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1
0.37,0.37,0,0,0.37,1.88,0.37,0.37,0.37,4.52,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0.065,998,1
0,0,0,0,0,0,0.57,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
0.09,0.39,0.19,0,0,0.39,0,0,0,1.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.778,0.037,0,0,725,1
0,0.38,0.38,0.38,0.38,0,0.38,0,0.38,1.93,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
0,0,0,0,0,0,0,0,0,3.17,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,2.46,0,0,0,0,0,0,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1
0,0.38,0.38,0.38,0.38,0,0.38,0,0.38,1.93,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
0.06,0.19,0.32,0.38,0,0,0,0,0,0.7,0,0.19,0,0,0,0,0,0,0,0,0,0,0.06,0,0.041,0.031,0,0,766,1
0.74,0,0,0.37,0,1.12,1.12,0,0,2.24,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,208,1
0,1.58,0,0.39,1.19,0.39,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1
1.24,0,0,0.41,0,0.41,0,0,1.65,0.41,0,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,344,1
0,1.04,0.09,0.09,0,0,0.04,0,0,1.23,0,0.29,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0.015,0.119,0.007,0,1645,1
1.24,0,0,0.41,0,0.41,0,0,1.65,0.41,0,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,344,1
0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1
0,1.21,0,1.21,1.21,1.21,1.21,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,1
1.44,0,0,0,0,0.48,0,0,0.96,1.92,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1
0.47,0.05,0.13,0.05,0.26,0.76,0.26,1.23,0.1,1.49,0,0.99,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.157,3160,1
0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1
0.53,0.53,0,1.06,0,0,0,0,1.06,1.06,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1
1.24,0,0,0,0,0,0,0,0.41,1.24,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,114,1
0,2.23,0,0.55,0,0,0,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,200,1
0,2.23,0,0.55,0,0,0,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,200,1
0.37,0.37,0,0,0.37,1.89,0.37,0.37,0.37,4.54,0,0.37,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0.196,0,0.065,1000,1
0.34,0.17,0.51,0,0.51,0.17,0.17,0,0.34,3.81,0,0.17,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,711,1
0,0.12,0,0,0.12,0.12,0.12,0,0,1.27,0,0,0.12,0,0,0,0,0,0.12,0,0,0,0,0,0,0.164,0,0,477,1
0,1.89,0,1.18,0.23,0.47,0.23,0,0.23,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1
0.47,0.05,0.13,0.05,0.26,0.76,0.26,1.26,0.26,1.5,0,1.02,0.34,0,0,0,0,0,0,0,0,0,0,0,0.009,0.067,0,0.162,3059,1
0,1.35,0.45,0,0,0,0,0,0.45,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,122,1
0,0,0,1.23,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0,0,1.23,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0,0,1.23,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0.19,0.09,0.09,0.19,0,0.09,0.09,0,0,0.49,0,0.39,0,0,0,0,0,0,0.09,0,0,0,0,0,0.017,0.068,0,0.017,477,1
1.03,1.03,0,0.68,0,0.68,0,0,0.68,1.37,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1
0.27,0,0,0,0,0.27,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,435,1
0,0,0,0,1.09,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0.173,0.519,0,0,84,1
0,0.12,0,0,0.12,0.12,0.12,0,0,1.27,0,0,0.12,0,0,0,0,0,0.12,0,0,0,0,0,0,0.165,0,0,475,1
0,1.2,0,1.2,1.2,1.2,1.2,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1
0.49,0.24,0.74,0.24,0.74,0.24,0.24,0,0,2.47,0,0.24,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,485,1
0,0.6,0,0.6,0,0,0,0,0,1.21,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0,259,1
0,1.38,0,0,1.85,0.92,0.46,0,0.92,1.38,0,0,0.46,0,0,0,0,0,0,1.38,0,0,0,0,0,0.072,0,0,224,1
0.67,0,0,0,0,0.67,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1
0,0,0,1.47,1.47,1.47,1.47,0,0,2.94,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0.147,0,0,288,1
0,1.49,0,0,0,0.99,0.49,0,0.49,1.99,0,0,0.49,0,0,0,0,0,0,1.49,0,0,0,0,0,0.078,0,0,190,1
0,0,0.53,0.53,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0,81,1
0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0,2.27,0,0.56,0,0,0,0,0.56,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,194,1
0.23,0.23,0.11,0,0,1.18,0.11,0,0,1.77,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.018,795,1
0,1.12,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,70,1
0,1.42,0,0,0,0,0,0,0,2.38,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,249,1
0,1.12,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,70,1
0,0.72,0.48,0,0,0,0.48,0,0.48,1.45,0,0.48,0.24,0,0,0,0,0,0,0,0,0.24,0,0,0,0.036,0,0,255,1
0,1.44,0,0.36,0,1.44,0.72,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,234,1
0.67,0,0,0,0,0.67,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1
0,0.47,0,0,0,0,0.47,0,0.47,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,359,1
0,0.47,0,0,0,0,0.47,0,0.47,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,359,1
0.43,0.04,0.11,0.04,0.21,0.69,0.23,1.14,0.23,1.36,0,0.97,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.145,3016,1
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,40,1
0.1,0.8,0.8,0.5,0,0.1,0.3,0,0.1,0.7,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0.11,0,0.015,1351,1
0,0,0,1.47,1.47,1.47,1.47,0,0,2.94,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0.147,0,0,286,1
0,2.25,0,0.56,0,0,0,0,0.56,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,194,1
0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0,1.11,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,73,1
0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,25,1
0.47,0.05,0.15,0.05,0.23,0.76,0.26,1.27,0.26,1.5,0,1.11,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.154,3029,1
0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,143,1
0,0,0.47,0,0,0.23,0,0,0.23,0.47,0,0,0.23,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.046,450,1
0,0,0,0.42,0,0.42,0,0,0,2.13,0,1.28,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,441,1
0,1.08,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.178,0,0,92,1
0,0,0,0,0.29,0,0,0,0,1.74,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.047,361,1
0,1.44,0.48,0,0,0,0,0,0,2.41,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,247,1
0,1.45,0,0,0,0,0,0,0,2.42,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,238,1
0,1.47,0,0,0,0,0,0,0,2.45,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,234,1
0.72,0,0,1.45,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0.45,0.04,0.11,0.04,0.21,0.69,0.23,1.14,0.23,1.36,0,1,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.152,3033,1
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1
0,0.64,0,0,0,0,0.64,0,0,1.29,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,135,1
0,0.64,0,0,0,0,0.64,0,0,1.29,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,135,1
0,0.64,0,0,0,0,0.64,0,0,1.29,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,135,1
0,0,0,0,0,0.3,0,0,0.3,0.15,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.472,0.067,0,0.067,418,1
0.41,0.2,0.2,0,0,0.41,0,0,0.62,2.3,1.67,0.62,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0.306,426,1
0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0.47,0.07,0.13,0.05,0.26,0.76,0.26,1.26,0.26,1.47,0,1.1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.159,3043,1
0,1.11,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,78,1
0,1.59,0.31,0,0,0,0,0,0.63,1.91,0,0.31,0.63,0,0.31,0,0,0,0,0,0,0,0,0,0,0.278,0,0,186,1
0,2.25,0,1.12,0,0,0,0,0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,195,1
0,1.11,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,78,1
0,0.94,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0.17,0.17,0,0,0,0,0,0.17,0.08,2.64,1.23,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.709,0.105,0,0,414,1
0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,222,1
0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0.14,0,0,62,1
0,0.36,0.24,0,0,0,0.12,0,0,0.96,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,195,1
0.19,1.07,0.19,0.19,0.97,0.58,0.09,0.87,0,1.75,0,0.09,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0.031,877,1
0,0,0,0,0,0,0,1.56,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1
0.73,0.36,0.36,1.09,0,0,0,0,0.36,1.09,0,0.36,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,305,1
0,0,0,0,0.45,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.153,0.092,0,0.03,425,1
0,0.68,0.09,0.09,0,0.09,0.48,1.65,0.58,2.43,0,0,0.09,0,0,0,0,0,0,0.29,0,0,0,0,0,0.03,0,0,329,1
0,0,0,0,0,0,0,0,0,2.53,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,197,1
0,0,0,0,0,0,0,0,0,2.53,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,197,1
0,0.4,0,0.4,0,2.4,0,0,0.8,2,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0.232,0,0,207,1
0,0,0.63,0.63,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1
0,0,0,1.25,0,0,0,0,1.25,3.75,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0.199,0,0,0,171,1
0,0.26,0,0.26,0.26,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0.52,0.26,0,0,0,0,0.038,0.038,0,0,171,1
0,2.83,0,0,0,0.7,0,0,1.41,5.67,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.126,142,1
0,2.22,0,0.55,0,0,0,0,0.55,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0,202,1
0,0.72,0,0.72,0,0,0,0,0,1.45,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0,249,1
0,0.84,0,0.84,0,0,0,0,0,1.69,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0,0,249,1
0,0.72,0,0.72,0,0,0,0,0,1.45,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0,249,1
0,0.4,0,0.81,0.4,0.81,0,0,3.27,0.4,0,2.04,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.64,0,0,505,1
0.34,0.63,0.17,0,0,0.23,0.34,0,0.58,1.5,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.027,1107,1
0.71,5,0,0,0,0,0,0,2.85,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1
0.65,1.3,0,0,0,0,0.65,0,1.3,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1
0,0.32,0,0,0.32,0.64,0,0,2.56,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.049,0,166,1
0,0.64,0,0.64,0,1.29,1.29,0,0.64,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0.49,0,0.98,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.258,0,0.064,135,1
0.44,0.44,1.32,0,0,0,0,0,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,140,1
0,0.69,0,0.69,0,0,0,0,0,2.08,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,281,1
0.44,0.44,1.32,0,0,0,0,0,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,140,1
0.44,0.44,1.32,0,0,0,0,0,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,140,1
0.44,0.44,1.32,0,0,0,0,0,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,142,1
0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,83,1
0.1,0.8,0.8,0.5,0,0.1,0.3,0,0.1,0.7,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0.11,0,0.015,1351,1
0,1.66,0,1.66,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,146,1
0.1,0.8,0.8,0.5,0,0.1,0.3,0,0.1,0.7,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0.11,0,0.015,1351,1
0.17,0.52,0,0,0.43,0.17,0.17,0,0.87,0.87,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0,0,617,1
0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1
0,2.63,0.52,1.05,0,0,0.52,0,1.05,1.57,0,0.52,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0.091,0.091,98,1
0.17,1.45,0.34,0.05,0.05,0.05,0.05,0.05,0,1.04,0,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,0,0,458,1
0.17,0.52,0,0,0.52,0.17,0.17,0,0.87,0.87,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,336,1
0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0.1,0.2,0.9,0.2,0.5,0.8,0.2,0,0,1,0,0.1,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.175,0,0.014,1214,1
0,1.04,0,0,1.39,0,0,0,0,1.04,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,142,1
0,0.12,0,0,0.12,0.12,0.12,0,0,1.27,0,0,0.12,0,0,0,0,0,0.12,0,0,0,0,0,0,0.185,0,0,475,1
0,0.12,0,0,0.12,0.12,0.12,0,0,1.27,0,0,0.12,0,0,0,0,0,0.12,0,0,0,0,0,0,0.185,0,0,475,1
0.29,0,0.58,0,0.58,0.77,0,0,0,0.77,0,0.58,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.034,1689,1
0.31,0,0.62,0,0.62,0.93,0,0,0,0.83,0,0.62,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1516,1
0,0.61,0.3,0,0,0.3,0.3,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.094,0,0,212,1
0,1.13,0,1.13,0,0,0,0,1.13,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0.319,0,0.479,106,1
0.17,1.45,0.34,0.05,0.05,0.05,0.05,0.05,0,1.04,0,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,0,0,458,1
0,0.32,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,188,1
0.31,0,0.62,0,0.62,0.93,0,0,0,0.83,0,0.62,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1514,1
0,0.39,0,0.19,0,0.19,0,0,0,0.39,0,0.19,0.39,0,0.59,0,0,0,0.19,0,0,0,0,0,0,0.074,0,0,993,1
0,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,114,1
0.1,0.3,0.2,0,0,0.4,0,0,0,1.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.78,0.037,0,0,724,1
0.39,0,0.39,0,0,0,0,0,0.39,2.78,0,1.19,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,115,1
0,0.54,0.27,0,1.62,1.62,0,0,0,2.7,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0.038,0.038,0,405,1
0,0.26,0,0,0,0,0.26,0.26,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,188,1
0,0.9,0,0.9,0,0.9,0,0,1.81,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.319,0,19.829,106,1
0.44,0,0,0,0,2.64,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,263,1
0,0.55,0,0,0.55,0,0,0,1.11,2.22,0,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,201,1
0,1.21,0,0.8,0,0.8,0.4,0,1.61,1.21,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,229,1
0,1.06,0,1.6,0,0.53,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.079,0,123,1
0,1.17,0,0,0,2.35,0,0,1.17,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0.8,0,0.8,0,0.8,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,81,1
0,0.8,0,0.8,0,0.8,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,81,1
0.59,1.66,0,0,0,1.3,0.71,0,0.59,1.66,0,0.47,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.019,504,1
0.17,0.43,0.6,0.43,0.26,0.52,0.26,0,0.78,1.13,0,0.95,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.013,1375,1
0.1,0.6,0.2,0.4,0.1,0.81,0.1,0,0.1,1.92,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.032,1042,1
0.22,0,0.22,0.22,0,0.22,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.271,0,0,215,1
0.1,0.2,0.9,0.2,0.5,0.8,0.2,0,0,1,0,0.1,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.174,0,0.014,1200,1
0.49,0,0,0.49,0,0,0,0,0.49,0.99,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0.195,0,0,281,1
