@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S31

@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_remove numeric
@attribute word_freq_will numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_hpl numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_re numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0.54,0,0,1.08,0.54,0,0,2.17,0.54,3.26,0,1.08,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.334,5,53,1
0.68,0.68,0,0.56,1.81,0,0.79,0.22,1.81,2.38,0,1.36,0.11,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.574,94,385,1
0,0,0,0,1.36,0,0,0.68,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,21,124,1
0,0.55,0,0.11,0.33,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0.034,14,302,1
0,0,0,0.76,0,0,0,0,0,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,110,309,1
0.11,0.11,0,0,0.11,0,0.45,0.11,0.45,3.07,0,1.71,1.82,0,0,0,0,0,0,0,0,0.11,0,0,0.118,0,0.388,164,1592,1
0,0,0,0,0,0,0,0,0,3.77,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,1
0,0,0,1.28,0,0,0,0.64,1.28,1.28,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,18,111,1
0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.333,12,74,1
0,0,0,0.9,0,0,0,0,0.9,1.81,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,19,62,1
0.32,0.46,0,0.05,1.01,1.23,0,0.21,0,3.3,0,1.5,1.09,0,0,0,0,0,0,0,0,0.02,0,0,0.064,0,0.322,193,3269,1
0,0,0,0.79,0.79,0,0,0,0,2.37,0,2.76,1.18,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.612,13,75,1
0.58,0.58,0,0,1.16,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0.192,10,58,1
0.17,0.69,0,0,1.38,0,0,0,0.34,2.07,1.55,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,1.718,63,621,1
0,0.77,0,0,1.55,0,0,0.77,0,4.9,0,2.58,0.77,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.359,56,358,1
0,1.24,0,0,0,0,0,1.24,0,0.62,0,1.86,0.62,0,0,0,0,0,0,0,0,0.62,0,0,0.107,0,0.321,30,150,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,87,1
0.84,0.84,0,0.84,0,0,0,0.84,0,3.36,0,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,43,125,1
0,0,0,0,0.71,0,0,1.43,0,4.31,0,1.43,0,0,0,0,0,0,0,0,0,2.15,0,0,0.265,0,0.132,16,72,1
0,0.27,0,0,0.82,0.36,0,0,0,2.01,0,3.38,0.36,0,0,0,0,0,0,0,0,0.27,0,0,0.046,0.03,0.246,69,528,1
0.22,0.11,0,0,0.34,0.11,2.16,0,0.11,3.53,0,1.25,0.45,0,0,0,0,0,0,0,0,0.45,0,0,0.17,0,0.265,144,666,1
0,0.88,0,0.44,0,0,0,0,0.44,1.76,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,16,133,1
0.2,1.01,0,0.5,0.7,0,1.61,0.1,1.11,1.31,0.2,0.7,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0.107,0,0.474,669,1351,1
0.22,0.11,0,0,0.34,0.11,2.16,0,0.11,3.53,0,1.25,0.45,0,0,0,0,0,0,0,0,0.45,0,0,0.17,0,0.265,144,666,1
0.46,0.38,0,0,0.77,1.32,0.03,0.23,0,3.06,0,1.51,0.38,0,0,0,0,0,0,0,0,0.03,0,0,0.076,0,0.438,153,2184,1
0,0.9,0,0,0.9,0,0,0.45,0,4.52,0,0.9,0.45,0,0,0,0,0,0,0,0,1.35,0,0,0,0,2.115,14,114,1
0,0.67,0,0,0.33,0,0,0.56,0,1.79,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0.392,75,391,1
0,0,0,0,0,0,0,0,0,3.77,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,1
0,0,0,0,0,0,0,0,0,3.82,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,12,69,1
0,0,0,0,0,0,0,0,0,3.37,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,11,53,1
0,0,0,0,0,0,0,0,0,2.04,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,37,261,1
0.47,0.47,0,0.47,0.94,0,0,0.94,0,1.88,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,6,54,1
0,0,0,0,1.47,0,0,0,0,7.35,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,1
0.19,0.29,0,0.19,1.07,0.87,0.09,0,1.17,3.71,0.68,1.75,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0.404,49,870,1
0,0,0,0,0,0,0,0,0,1.65,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.113,4,50,1
0.19,0.09,0,0,0.59,0,0,0.09,0.59,4.09,0,0.89,0.39,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0.19,19,365,1
0,0,0,1.37,0.68,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.103,0,0.206,69,270,1
0,0,0,0,0,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,51,106,1
0,1.47,0,0.36,0.36,0,0,0.36,0,2.21,1.1,2.95,1.47,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0.414,33,177,1
0,0.31,0,0.62,1.25,0,0.31,1.56,0,3.76,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,11,134,1
0.1,0.71,0,0.4,0.5,0,0,0.1,1.01,2.34,0.5,2.03,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.256,0.928,56,1043,1
0,0,0,0,0,0,0,0,0,6.55,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
0.42,0.35,0,0.03,0.7,1.19,0.03,0.24,0,3.18,0,1.47,0.38,0,0,0,0,0,0,0,0,0.07,0,0,0.075,0,0.452,260,2184,1
0,0,0,0,1.49,0,0,0,0,7.46,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,1
0.35,0.71,0,0.17,0,0,0.35,0.17,1.07,0.17,0.17,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.167,149,956,1
0.64,0.64,0,0,0.64,0,0,0.32,1.29,1.62,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,1.065,61,291,1
0,0.84,0,0,1.41,0,0,0,0,0.84,1.98,2.83,0.28,0,0,0,0,0,0,0,0,0,0,0,0.129,0,1.294,47,386,1
0.64,1.29,0,0,0.64,0,0,0.32,1.29,2.59,0,1.29,0,0,0,0,0,0,0,0,0,0.32,0,0,0.053,0,0.531,121,334,1
0.05,0.58,0,0,1.27,0,0,0.58,0.17,3.01,2.61,1.5,0.17,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0.127,131,1107,1
0,0.63,0,1.27,0.63,0,0,0,0,4.45,3.18,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983,59,157,1
0,0.88,0,0.44,0,0,0,0,0.44,1.76,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,16,137,1
0.42,1.26,0,0,0.42,0,0,0.42,0.84,3.79,0,1.26,0,0,0,0,0,0,0,0,0,0.42,0,0,0.067,0,0.472,19,108,1
0,0,0,2.94,0,0,0,0,0,0,1.47,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.425,279,280,1
0.57,0,0,0.57,0.57,0,0,0,0.57,4.57,0,1.14,0,0.57,0,0,0,0,0,0,0,0.57,0,0,0,0,0.072,114,293,1
0,0.89,0,1.78,1.78,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,1.344,16,84,1
0,0,0,4.08,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,26,46,1
0,0,0,2.94,0,0,0,0,0,0,1.47,4.41,0,0,0,0,0,0,0,0,1.47,0,0,0,0.142,0,0.427,274,277,1
0,0,0,0,0,0,0,6.52,0,2.17,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,33,91,1
0.26,0.52,0,0.13,0.13,0,0.26,0.13,0.78,0.39,0.13,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,149,1235,1
0,0,0,1.94,0,0,0,2.91,0,1.94,0,1.94,0,0,0,0,0,0,0,0,0,0.97,0,0,0.13,0,0.52,26,94,1
0.43,0,0,0.86,1.3,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.126,0,0,30,159,1
0.44,0.44,0,0,0.88,0,0,0,0.88,3.96,0,3.08,0.44,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.669,82,165,1
0.65,0.98,0,0,0.65,0,0,0.32,1.3,2.61,0,1.3,0,0,0,0,0,0,0,0,0,0.32,0,0,0.053,0,0.477,121,312,1
0,0,0,0,0.89,0,0,0,0,1.78,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,1.336,51,238,1
0,0.33,0,0.66,1.32,0,0,0.66,0,2.64,0,0.99,0.66,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.406,43,513,1
0,0.94,0,0.94,1.88,0,0,0,0,4.71,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,20,36,1
0,0.36,0,1.1,0.36,0,0,0.36,0.73,2.58,0,1.1,0.36,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.435,190,300,1
0.66,0.66,0,0.33,0.33,0,0,0.33,1,1,1,2,0,0,0,0,0,0,0,0,0,0.66,0,0,0.266,0,0.372,14,161,1
0.3,0.75,0,0.15,0,0,0.15,0.15,0.75,0.15,0.15,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.352,149,1057,1
0,1.72,0,0,0.57,0,0,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.396,11,70,1
0,0,0,1.04,1.04,0,0,0,0,3.66,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0.621,59,160,1
0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0.28,0.84,0,0.14,0,0,0.14,0.14,0.7,0.42,0.14,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,132,991,1
0.25,0.49,0,0.04,0.9,1.24,0.02,0.21,0.04,3.49,0,1.54,1.09,0,0,0,0,0,0,0,0,0.1,0,0,0.058,0,0.308,193,3243,1
0,0.35,0,0.7,0,0,0,0,0,3.16,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0.23,60,262,1
0,1.23,0,0.61,0.3,0,0,0,0,2.47,0.92,0.92,1.23,0,0,0,0,0,0,0,0,0.3,0,0,0.045,0,0.728,60,243,1
0,0.84,0,0,0,0,0,0.28,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0.046,6,118,1
0.7,1.05,0,0,0.7,0,0,0.35,1.4,2.46,0,1.4,0,0,0,0,0,0,0,0,0,0.35,0,0,0.056,0,0.897,121,350,1
0,0.32,0,0,0.72,0,0,0.24,0,4.6,0,2.01,0,0,0,0,0,0,0,0,0,0.32,0,0,0.121,0,0.337,79,606,1
0.26,0.26,0,0.13,0.26,0,0.13,0.26,0.13,3.14,0.26,1.44,0.13,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.022,107,1096,1
0,1.29,0,0,0,0,0,2.59,0,1.29,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.098,36,125,1
0.38,0.57,0,0,1.53,0,0.09,0,0,3.55,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.246,70,640,1
0,1.7,0,0,0,0,0,0,0,0.34,1.02,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,1327,1328,1
0.8,0,0,0.8,0,0,0,0.8,0.8,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.269,19,81,1
0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,10,31,1
0,0.28,0,0,0.09,0,0,0,0,0.14,0,0.02,0,0,0,0,0,0.07,0,0,0,0,0,0,0.116,0.021,0.03,154,9088,1
0,0,0,0.82,0.82,0,0,0,0,2.46,0,1.23,0.41,0,0,0,0,0,0,0,0,0,0,0.41,0.171,0,0.513,44,189,1
0.42,0,0,0,0,0,0,0.42,0.42,4.2,0,0,0.42,0,0,0,0,0,0,0,0,0.42,0,0,0.08,0,0.644,14,111,1
0.1,0.7,0,0.4,0.5,0,0,0.1,1.11,2.22,0.4,1.92,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.26,0.991,56,1044,1
0,0.28,0,0,0.09,0,0,0,0,0.14,0,0.02,0,0,0,0,0,0.07,0,0,0,0,0,0,0.116,0.021,0.034,154,9090,1
0.17,0.52,0,0,1.37,1.69,0,0.32,0.22,3.47,0.29,1.32,0.34,0,0,0,0,0,0,0,0,0.07,0.04,0,0.058,0,0.64,117,3498,1
0,0,0,0,1.29,0,0,0,0.43,1.29,0,1.29,0,0,0,0,0,0,0,0.86,0,0,0,0,0.122,0,0.061,13,67,1
0.81,0.61,0,0,2.25,0,0,0,0,2.86,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.158,31,156,1
0,0.77,0,0,0.77,0,0,0.77,0,2.32,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.77,0.134,0,0.671,515,518,1
0.08,0.48,0,0,0.56,0,0,0,0.08,0.88,0.08,0.48,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,102,1481,1
0,0.55,0,0.07,0.55,0,0,0.47,0.31,2.76,0,1.49,0.55,0,0,0,0,0,0,0,0,0,0,0,0.012,0,1.132,77,707,1
0.42,0.35,0,0.03,0.7,1.19,0.03,0.24,0,3.19,0,1.43,0.38,0,0,0,0,0,0,0,0,0.07,0,0,0.077,0,0.453,286,2207,1
0.18,0.32,0,0.03,0.72,0.36,0.25,0.54,0.36,3.05,0.14,1.41,0.29,0,0,0,0,0,0,0,0,0.07,0,0,0.042,0.073,0.337,181,1613,1
0,2.22,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,1
0,0,0,0.31,1.59,0,0.63,0,2.23,3.19,0,1.59,0.31,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.323,18,86,1
0.75,0.25,0,0,0.75,0,0,1.5,1.5,4.26,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,3,86,1
0,0,0,0,0,0,0,2.23,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,24,86,1
0,1.29,0,0,0,0,0,2.59,0,1.29,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.098,36,125,1
0,0,0,0,0,0,0,0,0,2.58,0,1.72,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,70,199,1
0,0,0,0.59,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,1.18,0,0.59,0,0,0.052,0,0.052,27,127,1
0.2,1.01,0,0.5,0.7,0,1.61,0.1,1.11,1.31,0.2,0.7,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,669,1351,1
0.33,0.33,0,0.66,0.99,0,0,0.82,0.16,2.81,0,0.99,0.49,0,0,0,0,0,0,0,0,0,0,0,0.024,0.074,0.248,350,727,1
0.26,0.93,0,0,0.8,0,1.46,0,2.26,2.4,0.53,1.06,0.8,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.593,525,1112,1
0.2,1.01,0,0.5,0.7,0,1.61,0.1,1.11,1.31,0.2,0.7,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,669,1351,1
0.21,0.58,0,0.05,0.95,0.05,0.05,0,0.36,3.16,0,1.58,0.52,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0.406,116,1589,1
0.1,0.71,0,0.2,0.51,0,0,0.1,1.02,2.15,0.41,1.84,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.264,0.974,56,1028,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,472,1
0,0.71,0,0,0,0,0,0.71,1.43,2.15,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.128,11,105,1
0.81,1.47,0,0.98,0.81,0,0.32,0.49,0,0.98,0.16,1.3,0,0,0,0,0,0,0,0.16,0,0,0,0,0.247,0,0.179,113,640,1
0.1,0.7,0,0.4,0.6,0,0,0.1,1.01,2.22,0.4,2.02,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.265,0.977,56,1046,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,1
0,0,0,0.42,0.42,0,0,0,0.42,2.11,0,1.27,3.38,0,0,0,0,0,0,0.42,0,0.42,0,0,0.097,1.171,0.244,363,977,1
0.11,0.47,0,0.23,0.94,0,0,0.11,0,3.76,0,1.29,0,0,0,0,0,0,0,0,0,0.23,0,0,0.233,0,0.287,64,509,1
0.37,0,0,1.12,1.49,0,0,0.37,1.49,4.49,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,10,93,1
0,0.99,0,0.49,0.49,0,0,0.49,0.74,1.98,0.74,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.847,114,499,1
0.14,0.32,0,0.03,0.72,0.36,0.25,0.54,0.32,3.05,0.14,1.45,0.29,0,0,0,0,0,0,0,0,0.07,0,0,0.042,0.073,0.343,181,1621,1
0,0.47,0.95,0,0,0,1.42,0.47,2.38,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0.169,259,723,1
0,0,0,0,0.95,0,0,0,0,1.26,0,0.63,0.31,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0.206,76,292,1
0,0,0,1.41,0.47,0,0,0.47,1.88,1.41,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,54,194,1
0.81,1.47,0,0.98,0.81,0,0.32,0.49,0,0.98,0.16,1.3,0,0,0,0,0,0,0,0.16,0,0,0,0,0.246,0,0.179,113,640,1
0,0,0,1.41,0.47,0,0,0.47,1.88,1.41,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,54,191,1
0,0,0,1.96,0,0,0,0,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,22,45,1
0,0.47,0,0.7,0.47,0,0,1.65,0.23,2.12,0,1.65,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0.037,0.037,1.362,111,576,1
0,0,0,0.38,0,0,0,0.38,0,3.5,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,12,104,1
0,1.65,0,0.33,0,0,0,0,0,0.33,0.99,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,1146,1349,1
0,1.64,0,0.32,0,0,0,0,0,0.32,0.98,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858,1146,1349,1
0.2,0.61,0,0.41,0.41,0,2.06,0.2,2.47,2.06,0,1.03,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.238,32,247,1
0.2,1.01,0,0.5,0.7,0,1.61,0.1,1.11,1.31,0.2,0.7,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,669,1351,1
0.24,1.24,0,0.49,1.24,0,0.66,0.82,1.57,2.32,0.16,1.16,0.91,0,0,0,0,0,0,0,0,0.08,0,0,0.132,0,0.25,581,1339,1
0.24,1.24,0,0.49,1.24,0,0.66,0.82,1.57,2.32,0.16,1.16,0.91,0,0,0,0,0,0,0,0,0.08,0,0,0.132,0,0.25,581,1339,1
0,0.93,0,0,0,0,0,0,0,3.73,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0.343,15,38,1
0,1.63,0,0,0.32,0,0,0.32,0,1.96,0.98,2.94,1.3,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.276,33,228,1
0,0,0,0.39,0,0,0,0.39,0,3.52,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,12,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,1
0.36,0,0,1.47,0.73,0,0,0.36,1.1,2.2,0,0.73,0.36,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.367,36,264,1
0,0.24,0,0,0.48,0,0,0,0.96,0.96,0,0.72,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.328,48,141,1
0,0.17,0.17,0.05,0.51,0.05,0,0,0.05,4.14,0.23,1.09,0.74,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,51,521,1
0,0.32,0,0,0,0,0,0.65,0,3.6,0,3.93,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,132,222,1
0.64,0.64,0,0.57,0.35,0,1,0.14,1.14,1.5,0,1.14,0.35,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.309,117,1295,1
0,0.71,0,0.17,0,0,0.89,0,0.35,1.24,0.17,1.42,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,58,895,1
0,0.38,0,0,1.72,0,0,0,0,4.03,0,2.3,0.38,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0.349,105,312,1
0,0.72,0,0.72,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0.124,12,114,1
0,0.22,0,0,0.44,0,0,0,0.89,0.89,0,0.67,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.305,48,163,1
0,0,0,0,0,0,0,1.35,0,1.35,0,0,2.7,1.35,0,0,0,0,0,0,0,0,0,0,0,0,1.836,19,92,1
0.53,0.53,0,0.26,0.53,0.53,0,0,0,2.15,0.26,0.8,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,21,164,1
0,0.89,0,0,0.44,0,0,1.34,0,2.24,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.075,0,11,124,1
0,0.34,0,0.34,0.34,0,0,0.68,0.34,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.34,0,0.393,0,0.224,17,158,1
0,0.52,0,1.05,1.58,0,0,0.52,0,1.05,0,0.52,0,0.52,0,0,0,0,0,0,0,0,0,0,0.25,0,0,23,110,1
0,0,0,0.43,0.43,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,89,482,1
0,0.67,0,0.13,0.4,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0.021,12,204,1
0,0.24,0,0.24,0.72,0,0,1.68,0,1.92,0,1.68,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,52,429,1
0.18,1.1,0,0.73,0.64,0,1.47,0.09,1.2,1.38,0.18,0.64,0.55,0,0,0,0,0,0,0,0,0.09,0,0,0.094,0,0.432,696,1478,1
0,0,0,0,6.25,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0.34,0,0.34,0.34,0,0,0.68,0.34,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.34,0,0.393,0,0.225,17,158,1
0.17,0.51,0,0.51,0.51,0.17,0.17,0.34,1.02,4.96,0,1.36,0,0,0,0,0,0,0,0,0,0.34,0,0,0.095,0,0.126,40,224,1
1.15,0.86,0,0.57,0.57,0,0,1.72,0.86,4.32,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0.19,56,349,1
0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,8,44,1
0,0.75,0,0.5,0.25,0,0.75,0,1.51,2.02,0,1.51,0.75,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.432,19,247,1
0,0.32,0,0.32,1.3,0,0,0.98,0.65,2.61,2.61,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.103,137,234,1
0.67,0.67,0,0.16,0.33,0.67,0.5,0,0,2.52,0.5,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,32,260,1
0.66,0.66,0,0.16,0.33,0.49,0.66,0,0,2.47,0.49,1.48,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.076,32,264,1
0.69,0.69,0,0.17,0.34,0.69,0.69,0,0,2.59,0.51,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,32,260,1
0,1.47,0,0.36,0.36,0,0,0.36,0,2.21,1.1,2.95,1.47,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0.435,33,173,1
0.33,0.2,0,0.06,0.66,0,0.2,0,0,3.6,0,1.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.41,268,813,1
0,0.56,0,0,0,0,0,0,0,1.69,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.197,0.394,22,237,1
0.67,0.67,0,0.16,0.33,0.67,0.5,0,0,2.37,0.5,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,32,258,1
0,0,0,0.38,0,0,0,0.38,0,3.46,0,1.92,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0.117,12,101,1
0,0,0,0,0,0,0,0,0,2.8,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,166,1
0,0,0,0,0,0,0,0,0,0.85,1.13,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.371,97,452,1
0,0,0,0,0,0,0,0,0,2.83,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,158,1
0.08,0.26,0,0.08,1.15,0.7,0.17,0.35,0,4.16,0.26,2.21,0.17,0,0,0,0,0,0.08,0,0,0,0,0,0.044,0,0.339,74,753,1
0.47,0.47,0,0.47,0.94,0,0,0.94,0,1.88,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,6,54,1
