@relation 'vote-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.325el-salvador-aid=y+0.315aid-to-nicaraguan-contras=y-0.312physician-fee-freeze=y+0.303mx-missile=y+0.294adoption-of-the-budget-resolution=y... numeric
@attribute '-0.62water-project-cost-sharing=y-0.506synfuels-corporation-cutback=y+0.39 immigration=y+0.195anti-satellite-test-ban=y+0.167education-spending=y...' numeric
@attribute '0.664immigration=y+0.37 religious-groups-in-schools=y+0.359synfuels-corporation-cutback=y+0.334export-administration-act-south-africa=y+0.208adoption-of-the-budget-resolution=y...' numeric
@attribute 0.601synfuels-corporation-cutback=y-0.524water-project-cost-sharing=y-0.373export-administration-act-south-africa=y+0.307duty-free-exports=y-0.202handicapped-infants=y... numeric
@attribute 0.832handicapped-infants=y-0.318duty-free-exports=y-0.239water-project-cost-sharing=y+0.216immigration=y+0.188synfuels-corporation-cutback=y... numeric
@attribute 0.659export-administration-act-south-africa=y-0.54immigration=y-0.323water-project-cost-sharing=y+0.206crime=y+0.193religious-groups-in-schools=y... numeric
@attribute -0.512duty-free-exports=y-0.431export-administration-act-south-africa=y+0.328mx-missile=y+0.268religious-groups-in-schools=y-0.242immigration=y... numeric
@attribute 0.405religious-groups-in-schools=y-0.399synfuels-corporation-cutback=y-0.399education-spending=y+0.355adoption-of-the-budget-resolution=y+0.307duty-free-exports=y... numeric
@attribute -0.584duty-free-exports=y-0.556superfund-right-to-sue=y-0.32handicapped-infants=y-0.252education-spending=y-0.214anti-satellite-test-ban=y... numeric
@attribute 0.524superfund-right-to-sue=y-0.458anti-satellite-test-ban=y-0.442crime=y-0.276religious-groups-in-schools=y-0.233water-project-cost-sharing=y... numeric
@attribute '0.619education-spending=y+0.49 religious-groups-in-schools=y-0.431crime=y-0.276superfund-right-to-sue=y-0.159el-salvador-aid=y...' numeric
@attribute -0.632anti-satellite-test-ban=y+0.457mx-missile=y+0.422crime=y-0.274superfund-right-to-sue=y-0.188el-salvador-aid=y... numeric
@attribute -0.727adoption-of-the-budget-resolution=y-0.365education-spending=y+0.342religious-groups-in-schools=y-0.302crime=y+0.179mx-missile=y... numeric
@attribute Class {democrat,republican}

@data
-2.847167,-1.923568,-0.992965,0.751361,1.211571,-0.766131,0.960988,-1.171945,-1.050109,-0.580894,0.709748,0.114825,-0.200193,republican
-3.056159,-0.571055,-1.869087,-0.507521,0.966738,-0.800083,0.780792,-0.41776,-1.194168,-1.325565,0.651095,-1.05091,-0.101878,republican
0.393151,-1.876442,1.118049,-0.013727,-0.911059,0.675684,1.929891,-0.297039,0.247275,0.709337,-0.700534,1.292927,0.139838,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,0.021954,-0.244775,republican
0.846708,-0.594561,2.287082,-0.043829,-0.085619,0.229576,0.941539,-0.315639,1.100401,-1.411712,-0.406204,0.173107,-0.41788,democrat
-2.343443,-0.865156,-0.410638,-0.12621,-1.39926,0.722813,-1.123403,0.866264,-0.876539,0.177196,0.226198,0.837141,0.180757,democrat
-2.156498,0.855027,-0.435141,0.052012,-0.317925,1.828222,0.47156,0.190931,-0.183682,0.005949,0.181305,-0.90892,0.549384,democrat
-1.501918,-1.662142,0.933221,0.128981,-0.34653,1.570365,0.622634,-0.345918,-0.012906,0.017821,0.158978,-1.087425,-1.146165,democrat
-2.888287,-0.08067,-0.495808,-1.16741,-0.800315,1.158724,-0.24957,-0.715552,-0.330148,-0.677101,0.097413,-0.967064,0.125221,republican
-2.329518,-1.408755,1.322648,0.057775,1.754595,0.053473,-0.776172,-0.520175,-0.1483,0.478597,0.41947,0.610329,0.507349,democrat
2.030969,-1.041418,2.123724,0.340245,-1.425622,-0.759872,0.241899,-0.102464,-0.797403,0.417279,0.176258,-0.630934,0.68944,democrat
-0.161477,1.658248,0.477386,0.053081,1.150395,0.723969,-1.249232,0.764512,-1.189633,-1.391169,1.209783,-0.412656,-1.46084,republican
-0.010612,0.594413,1.231714,1.316304,1.544813,1.013663,-1.261485,-0.074984,-1.165002,-1.340872,0.980977,-0.585908,-1.433899,republican
-1.094182,0.44346,-0.289139,0.37855,-0.985261,1.023374,0.056806,1.995426,-0.912051,0.693587,-1.46207,0.745549,-0.153132,democrat
2.503465,0.716094,0.838045,0.697864,1.908472,0.188386,0.756559,-1.103253,0.627025,-0.261772,-0.928196,0.435228,-0.436732,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,-0.021086,0.0389,democrat
-3.490971,0.304203,0.737807,-0.964026,-0.320829,-0.180516,-0.983444,-0.300206,0.262799,0.271294,0.148184,0.299902,0.137371,republican
2.414568,0.303049,0.594327,-0.942829,-1.692157,-1.452894,-0.307171,-0.112379,-0.571146,0.944541,-0.621664,-0.533492,-0.054596,democrat
-2.608316,0.176064,1.552802,1.518619,0.555978,0.778677,-0.274567,-0.233219,0.433897,1.004641,0.00327,0.184794,0.588476,democrat
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,0.224012,-0.226864,democrat
2.955732,0.531731,0.274857,-0.561183,-1.543839,-1.290703,-0.786306,-0.097447,0.541886,-0.105626,-0.068647,0.016245,-0.352322,democrat
1.834352,2.350453,0.183245,0.301467,-0.815673,-0.241871,-0.494373,-0.258013,-0.152193,-0.758253,-1.265049,0.358799,-0.921722,republican
3.203375,0.715518,0.841441,1.756277,-0.669032,-0.352231,-0.498329,-0.513307,0.502915,0.4125,-0.412522,-0.388439,-0.089206,democrat
3.203375,0.715518,0.841441,1.756277,-0.669032,-0.352231,-0.498329,-0.513307,0.502915,0.4125,-0.412522,-0.388439,-0.089206,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,-0.021086,0.0389,democrat
2.463392,0.61033,0.344816,-1.186589,-0.895118,-1.094436,0.257354,-0.722718,1.732204,0.183553,-0.003079,-0.217752,-0.23731,democrat
3.203375,0.715518,0.841441,1.756277,-0.669032,-0.352231,-0.498329,-0.513307,0.502915,0.4125,-0.412522,-0.388439,-0.089206,democrat
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,0.224012,-0.226864,democrat
0.154679,0.240592,1.852225,-1.688696,-0.628354,-0.222309,1.432929,0.508926,-0.037262,-0.411841,-0.730415,-0.203378,-0.147094,democrat
3.203375,0.715518,0.841441,1.756277,-0.669032,-0.352231,-0.498329,-0.513307,0.502915,0.4125,-0.412522,-0.388439,-0.089206,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,-0.021086,0.0389,democrat
3.106597,-0.532105,1.029184,0.702039,-1.149421,-1.001009,-0.79856,-0.936944,0.566517,-0.05533,-0.297453,-0.157006,-0.325381,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,-0.007421,0.00931,democrat
-1.872076,-0.312582,-0.698628,-1.828966,0.681331,1.086918,-0.007423,-0.967259,-1.290377,-0.969197,0.690612,-0.714606,0.17245,republican
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,-0.007421,0.00931,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,0.313567,0.107781,republican
-2.850336,0.409487,0.952883,-1.218977,-0.518189,-0.175896,-0.539922,-0.688593,-0.051631,0.037412,0.440253,0.358258,0.029553,republican
1.505449,0.120936,0.207864,1.928967,-1.036215,1.449522,0.494839,-0.433183,-0.410014,-1.51984,-0.414955,0.801285,1.467028,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,-0.201523,-0.145737,democrat
2.66891,0.434887,1.616511,1.776128,-0.796914,0.051097,0.062994,0.336105,0.252027,-0.165058,0.614207,-0.31263,0.627888,democrat
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,0.082134,0.343956,republican
1.52483,0.257575,0.576206,1.922896,-1.046143,1.838078,0.776898,-0.522913,-0.843267,-0.697034,0.942346,0.813038,-0.766292,democrat
-1.768204,-0.015174,0.902579,-0.84034,-0.047848,-0.204428,-0.817522,1.257025,1.97417,-0.742869,-0.473278,0.364513,-0.899666,republican
2.662211,0.486836,1.160911,1.374632,-0.81735,-0.514422,-0.019193,-0.528239,-0.610117,1.462667,-0.96554,-0.938176,0.20852,democrat
2.901857,-1.442426,-1.1419,0.474676,0.040507,-0.099784,-0.980691,-1.468194,-0.320914,-0.563089,-0.143112,0.287447,1.286392,democrat
2.48954,1.259692,-0.895241,0.513878,-1.245382,0.857726,0.409328,0.283186,-0.101214,-0.563172,-1.121468,0.66204,-0.763323,democrat
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,0.224012,-0.226864,democrat
3.044487,0.09769,1.198615,1.369523,0.882092,-0.025329,-0.138381,0.472786,-0.393772,-0.223273,0.915337,-0.118528,0.782936,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,-0.021086,0.0389,democrat
-2.191018,0.961242,-0.257259,-0.245187,-0.262558,1.908728,0.514219,0.434369,-0.311207,0.220134,0.073754,-1.435183,-1.12492,republican
1.444595,1.91967,0.874192,0.013444,-0.609906,0.244999,0.937409,-0.265684,0.901918,0.467225,2.174471,-0.124936,-0.031044,democrat
-2.853029,1.780508,0.230594,0.471857,0.307878,0.630453,-1.162348,0.138363,1.312229,-0.311043,0.586133,0.618206,0.075819,republican
-2.532887,0.360968,0.413192,-1.621242,1.310401,0.003421,-0.933746,-0.637224,-0.816858,-0.715176,0.453924,-0.786627,0.309858,republican
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,-0.201523,-0.145737,democrat
2.989833,-0.790703,0.681247,-0.329971,1.178305,-0.881167,0.043726,-1.425533,1.111036,0.175635,0.069246,-0.196902,-0.055321,democrat
2.538221,0.719888,-0.464712,0.560133,-1.623042,0.840279,0.558049,1.233954,0.068307,-0.235495,0.787633,-0.125713,0.571358,democrat
-3.490971,0.304203,0.737807,-0.964026,-0.320829,-0.180516,-0.983444,-0.300206,0.262799,0.271294,0.148184,0.299902,0.137371,republican
3.223551,-0.063317,-0.485455,1.803504,-1.100742,0.726646,-0.015528,-0.454954,0.343826,0.392361,-0.467902,-0.374774,-0.118796,democrat
1.468637,-2.214215,0.703548,0.638082,-1.809557,0.058641,0.473628,0.429588,-0.522634,1.325395,0.11627,0.663361,0.642411,democrat
-3.115395,-0.032994,0.319911,-1.370631,1.358177,-0.256942,-1.184818,-0.163524,-0.383,0.213079,0.449315,0.494003,0.292419,republican
-2.247274,-1.043941,1.848467,0.792586,-0.517765,0.014137,-1.5758,0.211852,-0.820344,0.461817,-0.054779,0.123961,-1.437016,democrat
0.340617,-0.445767,0.736543,-0.582689,0.795384,-0.597795,-0.985836,2.147896,-0.012058,-0.647265,-0.238512,1.996733,-0.314407,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,0.021954,-0.244775,republican
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,0.224012,-0.226864,democrat
1.96112,-1.445728,-0.046451,0.973473,-1.283579,0.23828,-0.154229,-0.506248,0.420877,-0.05245,-1.239813,2.000852,-0.989996,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,-0.201523,-0.145737,democrat
0.113335,-2.507543,0.16392,1.287102,-0.981639,0.56782,-1.382338,1.685354,1.279871,0.118566,0.258301,-0.135063,-0.211753,democrat
3.599127,-0.400514,-0.903351,1.396899,0.578264,0.65022,-0.216903,-0.318273,-0.301973,0.334146,-0.166771,-0.180673,0.036251,democrat
-2.839553,1.053621,-1.551901,0.117587,-0.144268,1.143811,-0.761735,-0.667628,0.290996,1.296543,-1.048994,0.006325,-0.373139,republican
-3.453309,-0.191334,-0.159625,-0.023476,-0.165487,-2.350226,0.429793,0.676919,0.560374,-0.712356,-0.865156,-0.226486,0.50223,republican
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,0.313567,0.107781,republican
2.105941,-0.084774,0.634156,1.796952,-0.978847,1.550749,0.958397,0.293101,-0.327471,-1.090434,-0.323545,0.564598,-0.019287,democrat
2.955922,0.74192,-1.587719,-0.491729,0.832567,0.556793,0.839012,-0.104047,0.863713,0.573028,0.127602,-0.241418,0.124323,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,0.313567,0.107781,republican
-1.702079,0.789582,1.330789,-1.472986,-0.50029,0.039679,0.387008,-0.401547,-0.448696,0.00022,0.044446,-0.302871,-0.97427,republican
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,0.313567,0.107781,republican
-2.885079,0.601331,0.811216,-1.090361,-0.509882,-0.32191,-0.327622,-0.654132,-0.09738,0.499071,-0.051573,1.214446,0.494607,republican
2.520881,-1.608067,-0.371121,0.8756,-1.392079,0.219261,-0.97158,-0.524665,0.767608,-0.303246,-0.153075,-1.057886,-0.712206,democrat
-3.490971,0.304203,0.737807,-0.964026,-0.320829,-0.180516,-0.983444,-0.300206,0.262799,0.271294,0.148184,0.299902,0.137371,republican
1.353789,2.100246,1.148774,0.612447,-1.00885,0.469507,0.306351,0.25823,-0.708809,-0.727191,1.226532,0.972625,-0.763643,democrat
-2.853029,1.780508,0.230594,0.471857,0.307878,0.630453,-1.162348,0.138363,1.312229,-0.311043,0.586133,0.618206,0.075819,republican
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,-0.201523,-0.145737,democrat
0.69329,0.277828,-0.624538,-0.601245,0.678124,1.226653,1.04215,0.268345,-0.655823,1.211261,2.066962,-1.381451,0.034905,democrat
3.331309,0.194534,-0.14304,-0.967788,0.135167,-1.367129,-0.987681,0.039234,-0.103913,-0.163841,0.232484,0.210347,-0.197275,democrat
-1.197071,1.753522,0.311865,0.720708,-0.321322,0.407219,-1.773437,1.105948,0.203849,-1.921879,-0.740717,-0.676867,0.72525,republican
-0.895044,1.688963,-0.463394,-0.380547,-0.999526,1.460514,1.427491,-1.53275,-1.083223,-0.05261,0.393331,0.149665,0.917833,republican
2.995805,0.637495,0.768086,1.323269,1.259751,-0.007882,-0.287101,-0.477982,-0.563293,-0.550951,-0.993763,0.669225,-0.551745,democrat
-0.541883,0.662761,-0.76662,0.933119,-0.751032,1.506816,-0.869737,1.647147,0.254828,-1.726798,-0.597136,-0.373625,0.883649,republican
2.414568,0.303049,0.594327,-0.942829,-1.692157,-1.452894,-0.307171,-0.112379,-0.571146,0.944541,-0.621664,-0.533492,-0.054596,democrat
2.845578,1.048195,-0.424063,0.33706,0.663332,-0.978714,-0.938522,0.93657,0.266343,1.232244,0.112806,1.259544,0.021461,democrat
3.578951,0.378321,0.423545,1.349672,1.009974,-0.428657,-0.699704,-0.376626,-0.142884,0.354286,-0.111391,-0.194338,0.065841,democrat
1.347261,1.218693,-0.756954,-0.225437,-0.303475,1.264209,1.175502,0.156435,1.103966,-0.436759,-1.374576,0.052782,-0.955331,democrat
-2.850625,-0.576207,-1.393241,-0.226859,-0.644973,-1.010986,1.163666,0.261573,-0.032573,-1.660751,-0.915927,-1.493451,0.490079,republican
0.154679,0.240592,1.852225,-1.688696,-0.628354,-0.222309,1.432929,0.508926,-0.037262,-0.411841,-0.730415,-0.203378,-0.147094,republican
3.599127,-0.400514,-0.903351,1.396899,0.578264,0.65022,-0.216903,-0.318273,-0.301973,0.334146,-0.166771,-0.180673,0.036251,democrat
-4.014243,-0.62782,-1.544472,0.149695,-0.664492,-0.98402,0.731095,-0.080742,-0.114511,-0.339095,0.345355,0.035619,-0.274364,republican
-4.014243,-0.62782,-1.544472,0.149695,-0.664492,-0.98402,0.731095,-0.080742,-0.114511,-0.339095,0.345355,0.035619,-0.274364,republican
2.81702,-0.864932,-0.694865,-0.900711,-0.424426,0.115075,0.056443,0.946998,-0.51389,-0.761539,1.203833,0.299821,0.49023,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,0.313567,0.107781,republican
2.935746,1.520755,-0.260823,-0.538956,1.264277,-0.522083,0.356211,-0.1624,1.022803,0.593168,0.182982,-0.255084,0.153913,democrat
2.84494,1.701331,0.013758,0.060047,0.865334,-0.297576,-0.274847,0.361514,-0.587924,-0.601247,-0.764957,0.842477,-0.578686,democrat
-2.841837,1.129116,-2.826755,1.565727,0.092098,-0.576379,-0.009133,-0.491585,1.185807,-0.343873,-0.243425,0.278114,-1.053011,republican
-2.298389,1.282304,-1.871372,0.499232,0.00405,1.306002,-1.24087,-0.652696,1.404028,0.246376,-0.495976,0.556062,-0.670866,republican
3.223551,-0.063317,-0.485455,1.803504,-1.100742,0.726646,-0.015528,-0.454954,0.343826,0.392361,-0.467902,-0.374774,-0.118796,democrat
2.955922,0.74192,-1.587719,-0.491729,0.832567,0.556793,0.839012,-0.104047,0.863713,0.573028,0.127602,-0.241418,0.124323,democrat
2.935746,1.520755,-0.260823,-0.538956,1.264277,-0.522083,0.356211,-0.1624,1.022803,0.593168,0.182982,-0.255084,0.153913,democrat
1.838312,0.720463,-0.468108,-0.498281,0.954462,1.380896,1.812937,0.644008,0.192416,-0.909767,0.271959,0.697954,0.223832,democrat
2.886922,1.213474,-0.011312,-0.295195,0.467238,-0.880542,-0.208314,0.447939,-1.280547,1.354156,-0.435603,-0.570823,0.336627,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,-0.007421,0.00931,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,-0.007421,0.00931,democrat
2.935746,1.520755,-0.260823,-0.538956,1.264277,-0.522083,0.356211,-0.1624,1.022803,0.593168,0.182982,-0.255084,0.153913,democrat
-2.853029,1.780508,0.230594,0.471857,0.307878,0.630453,-1.162348,0.138363,1.312229,-0.311043,0.586133,0.618206,0.075819,republican
1.752108,1.98564,-0.342574,-0.433344,1.456687,-0.202535,0.305255,-0.99004,0.519851,-0.741474,-0.7908,0.845166,1.022642,republican
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,-0.007421,0.00931,democrat
2.955922,0.74192,-1.587719,-0.491729,0.832567,0.556793,0.839012,-0.104047,0.863713,0.573028,0.127602,-0.241418,0.124323,democrat
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,0.224012,-0.226864,democrat
1.949103,-0.449136,-0.20701,-1.119511,-1.454711,0.387769,1.301478,0.185047,1.322227,-0.414146,0.96827,-0.128278,0.450196,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,-0.021086,0.0389,democrat
-1.636586,2.331703,0.083351,-0.4352,0.042307,0.329918,-0.549942,-1.588068,-0.298204,0.154545,-0.696937,-1.229615,-0.433928,republican
-0.28703,1.696956,-0.881101,0.294252,1.485566,-0.072535,-2.536135,0.393218,-0.191062,-1.402535,-1.466315,-0.558575,0.163203,republican
-2.100851,-0.240182,-0.999562,1.111159,-0.05744,-0.500625,2.097282,2.368039,0.630294,0.37996,-0.745233,-0.391363,-0.589512,democrat
-3.425125,0.541204,-1.802174,1.829338,-0.832824,-0.53151,-0.012335,0.968165,-1.368431,-0.160444,0.164718,0.038184,-0.153203,republican
-0.448284,1.731695,1.023192,-0.291663,0.187406,0.709333,0.177303,0.818575,1.162279,-1.437176,-0.291671,-1.089195,-0.75387,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,0.082134,0.343956,republican
-3.937642,1.398638,-0.405319,1.156706,0.247607,-1.414119,0.548524,0.284542,-0.019024,0.148875,0.285666,-0.209479,-0.0086,republican
1.977024,2.117126,0.501614,-0.158754,-0.164951,-0.024883,0.970188,-0.400438,1.248192,-0.253854,-1.00052,0.414378,-0.618721,democrat
-0.052531,0.615663,-0.7216,-0.651042,1.434701,1.711784,0.458729,1.013609,0.357391,-1.51553,-0.04592,-0.881429,-0.628412,republican
-2.980955,0.719092,-0.765264,0.624158,1.993909,-1.777874,0.528649,1.237237,-0.149027,-0.302741,-0.679094,-0.263817,0.893452,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,0.082134,0.343956,republican
2.17657,0.513486,1.68647,1.150723,-0.148193,0.247365,1.106654,-0.289166,1.442345,0.124121,0.679774,-0.546627,0.742901,democrat
2.66891,0.434887,1.616511,1.776128,-0.796914,0.051097,0.062994,0.336105,0.252027,-0.165058,0.614207,-0.31263,0.627888,democrat
1.504654,1.03641,1.903101,1.875669,-0.614433,0.759201,0.294097,-0.581266,-0.684178,-0.676894,0.997726,0.799373,-0.736702,democrat
1.934381,-2.078851,0.448892,-0.644539,0.470394,0.438847,1.566986,-0.5327,-0.411973,0.628104,0.487577,-0.657165,0.929911,democrat
-0.01494,-1.930129,1.952007,0.170271,1.033177,-0.324278,-0.731254,1.259007,-1.05471,-0.00846,-0.52851,0.417555,-0.454793,democrat
-0.50728,-1.85153,2.021967,-0.455134,1.681897,-0.12801,0.312407,0.633736,0.135608,0.280719,-0.462942,0.183558,-0.33978,democrat
0.627033,1.151018,1.246586,-1.041063,1.531041,0.350043,1.531785,1.069244,-0.746663,-0.002226,-0.544354,-0.24071,0.244128,democrat
1.818136,1.499298,0.858788,-0.545507,1.386172,0.302019,1.330136,0.585656,0.351506,-0.889627,0.327339,0.684289,0.253422,democrat
1.314285,-0.168946,1.789217,1.08781,1.172604,0.374649,0.097536,0.710424,-1.567033,-0.306119,-0.320295,-0.719247,0.105842,democrat
1.823399,-1.119441,2.050369,-0.092763,0.503161,-0.415523,0.453127,-0.067139,-1.863611,-0.546172,-0.404983,0.42673,0.226902,democrat
0.34959,-1.000773,2.464816,-0.185229,-0.338071,-0.001436,1.04234,-0.475165,0.332685,-0.426555,-0.440789,-0.915913,-0.170368,democrat
-2.267828,0.803449,1.046164,-1.469588,-0.565965,0.084467,-0.28885,-1.162293,-0.485489,-0.890843,0.444861,-0.922373,0.046993,republican
-2.301361,1.267517,0.906397,0.583602,-0.431793,0.37322,-1.263315,1.474986,-0.908578,0.87935,0.058957,0.06578,-1.227782,republican
2.25568,-0.314779,0.951501,-1.329582,-0.141033,-1.125992,0.052778,0.873714,-1.467833,0.308767,0.706195,-0.263581,0.817547,democrat
2.506105,-0.326394,0.602892,0.834054,-1.206789,-1.102235,-1.262118,-1.663228,0.483975,-0.484735,-0.388863,0.07968,1.160934,democrat
1.296958,0.281592,1.713938,-0.94938,-1.570262,-0.628792,0.666755,0.635676,-1.242443,-0.538254,-0.477307,0.40588,0.044913,democrat
-1.030694,2.62883,0.15676,-0.561535,-0.146746,0.188524,0.105879,-1.941994,-0.658383,0.382322,-0.896694,-0.315071,-0.076692,republican
2.538221,0.719888,-0.464712,0.560133,-1.623042,0.840279,0.558049,1.233954,0.068307,-0.235495,0.787633,-0.125713,0.571358,democrat
-2.811686,1.945787,0.643345,-0.160399,0.111785,0.728625,-0.43214,-0.350268,-0.234661,-0.189132,0.037724,-1.212162,0.390985,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,-0.195814,-0.03819,republican
-3.490971,0.304203,0.737807,-0.964026,-0.320829,-0.180516,-0.983444,-0.300206,0.262799,0.271294,0.148184,0.299902,0.137371,republican
-3.937642,1.398638,-0.405319,1.156706,0.247607,-1.414119,0.548524,0.284542,-0.019024,0.148875,0.285666,-0.209479,-0.0086,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,-0.195814,-0.03819,republican
1.838312,0.720463,-0.468108,-0.498281,0.954462,1.380896,1.812937,0.644008,0.192416,-0.909767,0.271959,0.697954,0.223832,democrat
-3.937642,1.398638,-0.405319,1.156706,0.247607,-1.414119,0.548524,0.284542,-0.019024,0.148875,0.285666,-0.209479,-0.0086,republican
1.709984,1.62641,0.362537,0.211913,0.680084,0.004525,-0.177082,0.484642,-0.921354,-1.608211,0.170361,1.154973,1.624725,democrat
-3.445301,1.320039,-0.475278,1.782112,-0.401113,-1.610386,-0.495136,0.909812,-1.209341,-0.140304,0.220098,0.024519,-0.123613,republican
1.484541,1.348639,1.251614,-0.494145,-0.690929,-0.204521,1.598044,0.535399,0.304682,1.123991,0.355563,-0.923113,1.013687,democrat
3.331309,0.194534,-0.14304,-0.967788,0.135167,-1.367129,-0.987681,0.039234,-0.103913,-0.163841,0.232484,0.210347,-0.197275,democrat
-2.890479,0.098493,1.164099,-1.096042,-0.263462,-0.07929,-0.519886,0.426078,0.345342,0.700699,0.239595,0.063215,-1.348944,republican
-1.604447,-1.11782,0.403636,0.466267,-1.251979,1.25677,-0.861963,-1.318166,-1.810265,-1.149865,0.095108,-0.847962,-0.070669,republican
-0.573709,-0.602044,0.133551,-1.054914,-1.521733,0.780973,-0.204652,1.063629,-1.236557,-1.164157,-0.850567,-1.159837,-0.836921,republican
-0.742782,-0.312547,-0.579279,2.99037,-1.116006,-0.568083,1.773141,-0.62932,-1.823204,0.261735,0.54586,1.50267,0.618165,democrat
2.827594,1.647867,-0.757074,0.218465,0.558189,-0.819577,-1.151008,-0.263413,-0.250058,-0.125416,0.026004,0.2156,1.525216,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,-0.201523,-0.145737,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,-0.007421,0.00931,democrat
0.22211,-0.033771,1.690617,-1.324176,-0.873766,-0.692887,1.459343,0.484105,0.381733,0.67918,-0.416348,1.452514,0.142487,democrat
2.297804,0.044451,0.24639,-1.974839,0.63557,-1.333052,0.535116,-0.600968,-0.026627,1.175505,-0.254966,-0.573388,0.215465,democrat
-0.487104,-2.630365,0.695071,-0.407908,1.250187,0.950867,0.795208,0.692089,-0.023482,0.26058,-0.518322,0.197223,-0.36937,democrat
-0.052253,-0.490567,1.341048,-1.844691,1.098427,-0.559098,0.980482,1.119306,-0.249203,0.4582,-0.433893,1.271354,-0.009486,democrat
-3.863378,-1.691655,-0.790144,1.412917,-0.270075,-0.694326,0.718841,-0.920239,-0.08988,-0.288798,0.116549,-0.137632,-0.247423,republican
-2.229891,-0.48943,-0.267269,-0.87795,-0.939592,0.777687,0.576078,-0.112933,-0.046401,0.694152,0.092008,1.517688,0.653005,democrat
