@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S32

@attribute word_freq_make numeric
@attribute word_freq_all numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
1.63,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,20,65,1
0.16,0.67,0.16,0.33,0,0,1.68,3.87,0,0.33,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.224,0,0.056,0,63,621,1
0.09,0.59,0.19,0,0,0,0,1.08,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0.979,0,54,740,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,1
0.17,0.17,0.34,0.05,0.05,0,0.23,1.04,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.162,0,12,454,1
0,0.27,0.27,0.27,0,0,0,1.36,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,19,227,1
1.61,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,20,64,1
0,0.55,0.55,2.2,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0.082,148,386,1
0,0.55,0.55,2.2,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0.082,148,387,1
0,0.31,0.63,0.31,0,0,0,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.162,0.054,10,144,1
1.04,0.69,0,0.69,0,0.34,0,1.38,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,12,96,1
0,0,0,1.56,0,0,0,1.56,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0.183,0,0.183,0.183,140,164,1
0,0.54,0.54,2.16,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0.081,148,379,1
0.14,0.57,0.14,0.28,0,0,0,1.44,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.07,0,0,0,32,477,1
0,0.44,0.22,0,0,0,0,1.1,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0.196,0,75,629,1
0,0.29,0.14,0,0,0,0,0.88,0.14,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0.048,0.024,49,428,1
0.07,0.81,0.29,0.07,0,0.07,0,1.85,0,0.07,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.073,0,0.167,0.01,44,795,1
0,0.31,0.63,0.31,0,0,0,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.163,0.054,10,144,1
0,0.31,0.63,0.31,0,0,0,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.163,0.054,10,144,1
0.17,0.17,0.35,0.05,0.05,0,0.23,1.11,0.81,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.052,0,0.167,0,13,467,1
0.48,0.97,0,0.97,0,0,0,1.45,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.077,58,186,1
1.24,1.24,0,0,0,0,0,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.549,0,19,114,1
0.34,0.25,0.42,0.08,0,0.17,0,0.94,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.294,0.065,62,535,1
0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,84,323,1
0,0,0,1.63,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1
0.17,0.08,0.08,0.08,0.17,0,0,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,0,48,1140,1
0.17,0.08,0.08,0.08,0.17,0,0,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,0,48,1140,1
0,0.69,0.69,0.34,0,0,0,1.73,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0.174,0,8,89,1
0,0.29,0.29,0.29,0,0,2.61,2.9,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.14,139,274,1
0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,45,440,1
0,0.4,0,0.2,1.41,0.2,3.03,2.22,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.066,0,30,192,1
0,0,0,1.33,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,0,223,233,1
0.22,0.22,0.22,0.44,0,1.1,0,3.32,0.44,0.44,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.156,0,1038,1734,1
0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,38,75,1
0.74,0,0,0.74,0,0,0,1.49,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0.233,0,12,72,1
0,0,0,0.28,0,0,0,0.85,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.078,0,0,0,137,826,1
0,0.37,0,0.37,0,0,0,1.13,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0.189,0,78,253,1
0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,0,11,62,1
0,0.72,0.36,0,0,0,1.81,0.72,0,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.113,0.17,47,139,1
0.54,1.08,0,1.08,0,0,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,68,181,1
0,0,0,0,0,1.81,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0.943,0,9,53,1
0,0.48,0,0.48,0,0,0,1.44,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.957,0,78,328,1
0,0,0,0,0,0,0,1.96,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1
0,0,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,180,1261,1
0,0.6,0.6,0,0,0,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.047,0.143,0,31,196,1
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,1
0.37,0.3,0.17,0.03,0.34,0.2,0.13,1.36,0.27,0.71,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.041,0.071,0.136,0,181,1955,1
0,0.6,0.6,0,0,0,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.047,0.142,0,31,199,1
0.58,0,0,0.58,0.58,0,0,1.74,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,123,207,1
0,1.4,0,0.46,0,0,0,1.86,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0.123,0,0,0,54,313,1
0,0.3,0.91,0,0,0,0,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0.052,11,185,1
0,0.3,0.9,0,0,0,0,3.02,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0.052,11,186,1
1.19,0,0,0,0,0,0,6.54,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,161,1
0.5,0.42,0.23,0.02,0.92,0.02,0,1.43,0.94,0.46,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0.069,0,0.523,0.124,445,4128,1
0.58,0,0,0.58,0.58,0,0,1.74,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,123,207,1
0,0.3,0.91,0,0,0,0,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0.052,11,184,1
0,0.3,0.91,0,0,0,0,3.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0.052,11,184,1
0.47,1.19,0.23,0,0,0,0,2.63,0.71,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0.402,0.089,49,392,1
0,1.79,0.59,0,0,0,0,0,0.59,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,10,204,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1
0,0.48,0.48,0,0,0,0,1.44,0.48,0.24,0,0,0,0.24,0,0,0.24,0,0,0.24,0,0,0.24,0.036,0,0.184,0,66,264,1
0,0.48,0.48,0,0,0,0,1.44,0.48,0.24,0,0,0,0.24,0,0,0.24,0,0,0.24,0,0,0.24,0.036,0,0.184,0,66,264,1
0.34,0.25,0.43,0.08,0,0.17,0,0.77,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.263,0.065,62,526,1
0.43,0,0.87,0,0,0,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,179,1
0.43,0,0.87,0,0,0,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,179,1
0,0.29,0.29,0.29,0,0,2.61,2.9,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.14,139,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,1
0,0,0.36,0,0,0,0,4.04,0,0.36,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.118,0,13,75,1
0,0.97,0.19,0,0,0,0,0.38,0.77,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.208,0,0.312,0,192,543,1
0.17,0.08,0.08,0.08,0.17,0,0,3.17,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,0,48,574,1
0.52,2.38,0,0.26,0,0,0,1.05,0,0.52,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.69,0,0,0,71,566,1
0.46,0.46,0.13,0.05,1.22,0,0,1.48,1.01,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.793,0.159,199,3213,1
0.18,0.54,0.18,0.54,0,0.18,0,2,0,0.18,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.166,0,0.305,0,59,447,1
0.17,0.08,0.08,0.08,0.17,0,0,3.17,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.028,0.014,0,48,574,1
0,1.26,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,11,67,1
0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,134,496,1
0.37,1.13,0,0,0.37,0,0,4.52,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0.197,0.065,842,998,1
0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,54,1
0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,1
0.09,0.59,0.19,0,0,0,0,1.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,1.33,0,54,725,1
0,0,0.38,0.38,0,0,0,1.93,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,99,1
0,0,0,0,0,0,0,3.17,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,0,12,30,1
0,1.97,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,330,1
0,0,0.38,0.38,0,0,0,1.93,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,99,1
0.06,0.77,0.32,0.38,0,0.12,0.06,0.7,0.19,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.031,0,0.073,0,37,766,1
0.74,0.74,0,0.37,0,0,0,2.24,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.122,0,57,208,1
0,0,0,0.39,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,13,118,1
1.24,0.82,0,0.41,0,0,0,0.41,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,5.3,0,92,344,1
0,0.14,0.09,0.09,0,0,0.24,1.23,0.29,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.119,0.007,0.111,0,87,1645,1
1.24,0.82,0,0.41,0,0,0,0.41,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,5.3,0,92,344,1
0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,85,1
0,0,0,1.21,0,0,1.21,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,314,1
1.44,0,0,0,0,0,0,1.92,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,12,50,1
0.47,0.47,0.13,0.05,1.23,0,0,1.49,0.99,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.858,0.157,199,3160,1
0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,170,1
0.53,1.06,0,1.06,0,0,0,1.06,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,76,189,1
1.24,1.24,0,0,0,0,0,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.549,0,19,114,1
0,0.55,0,0.55,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0.345,0,140,200,1
0,0.55,0,0.55,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0.345,0,140,200,1
0.37,1.13,0,0,0.37,0,0,4.54,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.196,0,0.196,0.065,845,1000,1
0.34,0.69,0.51,0,0,0,1.55,3.81,0.17,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.141,0,78,711,1
0,1.15,0,0,0,1.15,0.12,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0.061,0,84,477,1
0,0.47,0,1.18,0,0.47,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,83,1
0.47,0.47,0.13,0.05,1.26,0,0,1.5,1.02,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.78,0.162,193,3059,1
0,0,0.45,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,46,122,1
0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,1
0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,1
0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,1
0.19,0,0.09,0.19,0,0,0,0.49,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.068,0,0.189,0.017,31,477,1
1.03,0.68,0,0.68,0,0.34,0,1.37,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,12,91,1
0.27,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.182,0,30,435,1
0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0.519,0,0.692,0,25,84,1
0,1.14,0,0,0,1.14,0.12,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.061,0,84,475,1
0,0,0,1.2,0,0,1.2,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,301,1
0.49,0.74,0.74,0.24,0,0,1.73,2.47,0.24,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.155,0,47,485,1
0,0.6,0,0.6,0,0,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0.103,0,33,259,1
0,0.46,0,0,0,0,0.46,1.38,0,0.46,0,0,0,0,1.38,0,0.46,0,0,0,0,0,0,0.072,0,0.217,0,66,224,1
0.67,0.67,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,132,1
0,0,0,1.47,0,0,1.47,2.94,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0.147,0,0.147,0,281,288,1
0,0.49,0,0,0,0,0.49,1.99,0,0.49,0,0,0,0,1.49,0,0.49,0,0,0,0,0,0,0.078,0,0.312,0,47,190,1
0,0,0.53,0.53,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0,0,12,81,1
0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,114,1
0,0.56,0,0.56,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0.349,0,140,194,1
0.23,0.23,0.11,0,0,0,4.96,1.77,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.168,0.018,175,795,1
0,0.56,0,0,0,0.18,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,4,70,1
0,0.47,0,0,0,0,0,2.38,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0.248,0,80,249,1
0,0.56,0,0,0,0.18,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,4,70,1
0,0.48,0.48,0,0,0,0,1.45,0.48,0.24,0,0,0,0.24,0,0,0.24,0,0,0.24,0,0,0.24,0.036,0,0.184,0,66,255,1
0,0.72,0,0.36,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,60,234,1
0.67,0.67,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,132,1
0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,182,359,1
0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,182,359,1
0.43,0.43,0.11,0.04,1.14,0,0,1.36,0.97,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.734,0.145,144,3016,1
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,11,40,1
0.1,1.01,0.8,0.5,0,1.61,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.11,0,0.158,0.015,669,1351,1
0,0,0,1.47,0,0,1.47,2.94,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0.147,0,0.147,0,281,286,1
0,0.56,0,0.56,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.347,0,140,194,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,1
0,0.55,0,0,0,0.18,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,4,73,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,6,25,1
0.47,0.47,0.15,0.05,1.27,0,0,1.5,1.11,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.784,0.154,193,3029,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,55,143,1
0,0,0.47,0,0,0,0,0.47,0,0.23,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,1.357,0.046,72,450,1
0,0,0,0.42,0,0.42,0,2.13,1.28,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.349,0,105,441,1
0,0.54,0,0,0,0.18,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,6,92,1
0,0.58,0,0,0,0,0.87,1.74,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.047,64,361,1
0,0.48,0.48,0,0,0,0,2.41,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0.251,0,80,247,1
0,0.48,0,0,0,0,0,2.42,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.252,0,80,238,1
0,0.49,0,0,0,0,0,2.45,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.254,0,80,234,1
0.72,0,0,1.45,0,0,1.45,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,78,1
0.45,0.42,0.11,0.04,1.14,0,0,1.36,1,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.754,0.152,144,3033,1
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,1
0,0,0,0,0,0,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,66,135,1
0,0,0,0,0,0,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,66,135,1
0,0,0,0,0,0,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,66,135,1
0,0.3,0,0,0,0.3,0,0.15,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0.3,0.067,0,0.044,0.067,16,418,1
0.41,1.25,0.2,0,0,0,0,2.3,0.62,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0.345,0.306,37,426,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,79,1
0.47,0.47,0.13,0.05,1.26,0,0,1.47,1.1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.79,0.159,193,3043,1
0,0.55,0,0,0,0.18,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,4,78,1
0,0,0.31,0,0,1.27,0,1.91,0.31,0.63,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0.278,0,0.501,0,91,186,1
0,0.56,0,1.12,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.347,0,140,195,1
0,0.55,0,0,0,0.18,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,4,78,1
0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,107,1
0.17,0.17,0,0,0.17,0,0,2.64,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.105,0,0,0,18,414,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.336,0,19,222,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0.14,0,0,0,7,62,1
0,0.12,0.24,0,0,0,0,0.96,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,11,195,1
0.19,0.29,0.19,0.19,0.87,0.09,0.68,1.75,0.09,0.29,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.202,0.233,0.031,49,877,1
0,0,0,0,1.56,0,6.25,1.56,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0.188,0,119,161,1
0.73,0.36,0.36,1.09,0,0,0,1.09,0.36,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.061,0,192,305,1
0,0.22,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0.03,27,425,1
0,0,0.09,0.09,1.65,0,0,2.43,0,0.09,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.03,0,0.045,0,20,329,1
0,0.42,0,0,0,0,0,2.53,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.3,0,82,197,1
0,0.42,0,0,0,0,0,2.53,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.3,0,82,197,1
0,0.4,0,0.4,0,0.4,0.4,2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.232,0,0.116,0,54,207,1
0,0,0.63,0.63,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,12,174,1
0,0,0,1.25,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,171,1
0,0.79,0,0.26,0,0,0,0.52,0,0,0,0,0,0,0.26,0,0.26,0,0,0,0,0,0.26,0.038,0,0,0,29,171,1
0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,44,142,1
0,0.55,0,0.55,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0.34,0,140,202,1
0,0.72,0,0.72,0,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0.121,0,32,249,1
0,0.84,0,0.84,0,0,0,1.69,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0,0.129,0,168,249,1
0,0.72,0,0.72,0,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0.121,0,32,249,1
0,0.81,0,0.81,0,0,0,0.4,2.04,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.64,0,0.8,0,181,505,1
0.34,0.58,0.17,0,0,0,2.61,1.5,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.186,0.027,131,1107,1
0.71,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,103,1
