@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S47

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_email numeric
@attribute word_freq_font numeric
@attribute word_freq_hp numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0.5,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.375,0.034,4.2,60,1
1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,2.766,26,1
1.18,0.39,0.39,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0.745,0.308,6.652,76,1
1.18,0.39,0.39,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.749,0.31,6.652,76,1
1.18,0.39,0.39,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.741,0.306,6.652,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,15,1
0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.169,0,0,0.338,4.047,29,1
0.13,0.13,0.27,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,1.316,0.177,4.947,232,1
0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.071,0,0.095,0.023,62.75,1505,1
0.09,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.03,0.242,0.03,3.816,69,1
0.13,0.13,0.27,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,1.294,0.182,4.745,232,1
1.18,0.39,0.39,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.749,0.31,6.652,76,1
0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,27.479,772,1
0,0,0.36,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,1.287,5,1
0,0.23,0.7,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.108,2.438,20,1
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,3.2,13,1
0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769,15,1
0,0.54,0.54,0.54,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,1.325,5,1
0.45,0.68,0.45,0.22,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.057,0,0.574,0.134,3.155,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,0,2.818,21,1
0,0,0.22,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0.034,0.12,1.961,14,1
0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,11.035,110,1
0.68,0.11,2.73,0.34,0.22,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.118,0,0.388,0.236,9.827,164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,16,1
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.17,2.466,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.333,0,2.551,12,1
0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,2.818,19,1
0.49,0.32,0.79,0.27,0.6,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.322,0.626,6.896,193,1
0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.612,0.183,2.678,13,1
0,0.58,7.55,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0.192,0,1.526,10,1
0.17,0.17,0.69,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,1.718,0.055,5.175,63,1
0.51,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.179,0,0.359,0.403,5.774,56,1
0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0.321,0.107,3.846,30,1
0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,42,1
0,0.84,1.68,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0,5,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0.132,0,2.322,16,1
0.09,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.03,0.246,0.03,3.771,69,1
0.11,0.22,1.59,0.11,0.22,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.265,0.132,4.215,144,1
0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0.361,2.375,16,1
0.1,0.2,0.1,0.3,0.3,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.107,0,0.474,0.152,8.55,669,1
0.11,0.22,1.59,0.11,0.22,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.265,0.132,4.215,144,1
0.42,0.46,0.62,0.34,0.5,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0.438,0.585,6.134,153,1
0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115,0.07,2.651,14,1
0.33,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.157,0,0.392,0.176,2.606,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0.109,1.916,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,1.827,11,1
0,0,0,0,0,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,7.054,37,1
0,0.47,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,1.102,6,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769,15,1
0.19,0.19,0.58,0.09,0.19,0.87,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.194,0.404,0.224,4.285,49,1
0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.113,0,1.25,4,1
0.79,0.19,0.09,0.29,0.69,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0.19,0.247,2.324,19,1
0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.103,0,0.206,0.309,4.029,69,1
0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,3.925,51,1
0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0.414,0.888,3,33,1
0,0,1.88,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,2.481,11,1
0.1,0.1,0.81,0.1,0,0,1.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.256,0.928,0.384,3.179,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.52,0.42,0.8,0.28,0.56,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.452,0.528,6.152,260,1
0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692,15,1
0,0.35,0.53,0.17,0.17,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.167,0.027,7.527,149,1
0,0.64,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,1.065,0,3.932,61,1
0.56,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,1.294,0.043,3.979,47,1
0,0.64,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.531,0,4.337,121,1
0.34,0.05,0.23,0.34,0.34,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0.127,0.182,4.225,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983,0.089,3.488,59,1
0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.358,2.403,16,1
1.26,0.42,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.472,0.472,3,19,1
0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.425,0.141,140,279,1
0,0.57,0.57,0,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.289,7.512,114,1
0.89,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,0,5.25,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,4.181,26,1
0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0.142,0,0.427,0.142,92.333,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,9.1,33,1
0.13,0.26,0.39,0.13,0.13,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,7.138,149,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.52,0.13,6.266,26,1
0,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.126,0,0,0.063,4.297,30,1
0,0.44,0,0,1.32,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.669,0.297,3.666,82,1
0,0.65,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.477,0,4.273,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,1.336,0,6.611,51,1
0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0.116,0,0.406,0.464,6.932,43,1
0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,1.305,2.571,20,1
0.73,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.435,0.062,4.411,190,1
0,0.66,0,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0.372,0.159,1.894,14,1
0,0.3,0.45,0.15,0.15,0,0.75,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.352,0.02,5.938,149,1
0.57,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.396,0.099,2.333,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0.621,0.062,3.902,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0.28,0.42,0.14,0.14,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,5.415,132,1
0.51,0.25,0.81,0.21,0.79,1.24,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0.308,0.672,5.459,193,1
0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0.23,0,4.596,60,1
0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.728,0.182,4.339,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0.046,0,1.661,6,1
0,0.7,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.897,0,4.43,121,1
0.56,0,0,0.08,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0.337,0.054,3.502,79,1
0,0.26,0.26,0,0.26,0,0.13,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.022,12.454,107,1
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.098,0,3.571,36,1
0.09,0.38,0.38,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.246,0.894,4,70,1
0.34,0,1.02,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0.106,664,1327,1
0,0.8,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.269,0,3.115,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,1.409,10,1
0,0,0,0.02,0.11,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0,0.116,0.021,0.03,0,16.644,154,1
0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0.513,0.114,2.953,44,1
0,0.42,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.644,0.161,2.522,14,1
0.1,0.1,0.8,0.1,0,0,1.11,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.26,0.991,0.39,3.173,56,1
0,0,0,0.02,0.11,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0,0.116,0.021,0.034,0,16.587,154,1
0.87,0.17,0.42,0.39,0.87,1.69,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0.058,0,0.64,0.166,3.697,117,1
0.43,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0.122,0,0.061,0,1.456,13,1
0,0.81,0.61,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.158,0.063,2,31,1
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.671,0,129.5,515,1
0.08,0.08,0.08,0,0,0,0.08,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.202,8.763,102,1
0.07,0,0.23,0.07,0.63,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,1.132,0.077,3.382,77,1
0.52,0.42,0.8,0.28,0.56,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0.453,0.543,6.305,286,1
0.4,0.18,0.4,0.1,0.65,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.073,0.337,0.141,3.305,181,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,3,11,1
0,0,0.31,0.63,0.63,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.323,0,2.15,18,1
0,0.75,0.5,0.25,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,1.023,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,2.263,24,1
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.098,0,3.571,36,1
0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,0,13.266,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0.052,0,0.052,0.105,2.886,27,1
0.1,0.2,0.1,0.3,0.3,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.11,0,0.49,0.158,8.55,669,1
0,0.33,0.16,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.074,0.248,0.049,6.161,350,1
0.4,0.26,1.2,0,0.4,0,2.26,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.593,0.217,11.463,525,1
0.1,0.2,0.1,0.3,0.3,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.11,0,0.49,0.158,8.55,669,1
0.15,0.21,0.42,0.1,0.42,0.05,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0.406,0.388,4.829,116,1
0.1,0.1,0.82,0.1,0,0,1.02,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.264,0.974,0.396,3.163,56,1
0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.481,49,1
0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.128,0,1.779,11,1
0,0.81,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.247,0,0.179,0.674,2.922,113,1
0.1,0.1,0.8,0.1,0,0,1.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.265,0.977,0.397,3.16,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.166,19,1
0,0,0.42,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0.097,1.171,0.244,0.39,26.405,363,1
0.11,0.11,0.35,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0.287,0.107,3.439,64,1
0,0.37,0,0.74,0.74,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.223,2.021,10,1
0.24,0,0.24,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.847,0.077,3.219,114,1
0.4,0.14,0.4,0.1,0.65,0.36,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.073,0.343,0.141,3.328,181,1
0.95,0,0,0.47,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.791,0,0.169,0.452,9.64,259,1
0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0.206,0.206,4.171,76,1
0,0,0,0.47,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.145,4.041,54,1
0,0.81,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.246,0,0.179,0.673,2.922,113,1
0,0,0,0.47,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0.288,3.745,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,3.214,22,1
0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.037,0.037,1.362,0.037,5.236,111,1
0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,2.08,12,1
0.33,0,1.32,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,0.101,337.25,1146,1
0.32,0,1.31,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858,0.101,337.25,1146,1
0,0.2,0.2,0,0.2,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.034,3.632,32,1
0.1,0.2,0.1,0.3,0.3,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.11,0,0.49,0.158,8.55,669,1
0.16,0.24,0.66,0.24,0.16,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0.25,0.224,5.872,581,1
0.16,0.24,0.66,0.24,0.16,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0.25,0.224,5.872,581,1
0.93,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0.343,0.171,2.235,15,1
0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.276,0.83,3.8,33,1
0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,1.94,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,3,1
0,0.36,0.36,0.36,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.367,0.061,4,36,1
0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,1.74,48,1
0.17,0,0.05,0.05,0.28,0.05,0.05,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0.161,2.051,51,1
0.98,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.411,3.964,132,1
0.07,0.64,0.5,0.07,0.21,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.08,0,0.309,0.103,4.923,117,1
0,0,1.24,0.17,0,0,0.35,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.216,8.523,58,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0.349,0,5.886,105,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0.373,0,0.124,0.124,1.781,12,1
0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,1.895,48,1
0,0,1.35,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.836,0,3.285,19,1
0,0.53,0.26,0,0.53,0.53,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.779,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.075,0,0,1.968,11,1
0,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.393,0,0.224,0.056,2.257,17,1
0,0,1.05,0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,2.82,23,1
0,0,0.43,0,0,0,0,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,9.269,89,1
0,0,0.27,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0.021,0,1.728,12,1
0.24,0,0.48,0.24,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0.828,4.333,52,1
0,0.18,0.27,0.27,0.27,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.094,0,0.432,0.135,8.445,696,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.393,0,0.225,0.056,2.257,17,1
0.68,0.17,0.51,0,0.51,0.17,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.126,0,2.285,40,1
0,1.15,0.28,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0.19,0,6.584,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,2.444,8,1
0,0,1.01,0,1.51,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.432,0.432,2.375,19,1
0,0,0,0.65,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.103,0,5.85,137,1
0,0.67,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.105,2,32,1
0,0.66,0,0,0.66,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.101,2.03,32,1
0,0.69,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.106,2,32,1
0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0.435,0.932,2.932,33,1
0.46,0.33,1.13,0.33,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.41,0.192,4.754,268,1
0,0,1.12,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.197,0.394,0,3.537,22,1
