@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S58

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_mail numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_415 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_original numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0.75,0.75,0,1.01,1.51,0,0.75,0,2.02,1.51,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.078,2.375,247,1
0,0,0.32,0.65,0.32,0,0,0,0,0,2.61,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,5.85,234,1
0,0.67,0.67,0.5,0,0,0.67,0.67,0.5,0,2.52,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,1
0,0.66,0.66,0.49,0,0,0.66,0.49,0.66,0,2.47,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,264,1
0,0.69,0.69,0.51,0,0,0.69,0.69,0.69,0,2.59,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,1
0,0,1.47,0,1.1,0,0,0,0,0,2.21,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,2.932,173,1
0.46,0.33,0.2,0.13,0.53,1.13,0.93,0,0.2,0,3.6,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.038,4.754,813,1
0,0,0.56,0,0,1.12,0,0,0,0,1.69,0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,3.537,237,1
0,0.67,0.67,0.5,0,0,0.67,0.67,0.5,0,2.37,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015,258,1
0,0,0,0.76,0.38,0,0,0,0,0,3.46,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.061,101,1
0,0,0,0.93,0,0.93,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.066,166,1
0,0,0,3.69,0.56,0.56,0,0,0,3.4,0.85,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,14.58,452,1
0,0,0,0.94,0,0.94,0,0,0,0,2.83,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.533,158,1
0.26,0.08,0.26,0.53,0.08,0.62,0.08,0.7,0.17,0.08,4.16,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,4.137,753,1
0,0.47,0.47,1.41,0,0.47,0,0,0,0,1.88,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102,54,1
0,0.89,0,0.89,0,0,0.89,0,0,0,6.25,1.78,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,1.826,42,1
0,0,0.18,0.55,0.37,0.18,0,0,0,0,0.74,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,2.326,363,1
0.17,0,0.17,1.45,0.34,0.05,0.29,0.05,0,0.69,4.24,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,1.796,460,1
0,0,0,0,0,0,0,0,0,0,0.77,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,7.552,506,1
0,0,0.44,1.32,0,1.32,0,0,0,0.44,4.42,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,2.787,131,1
0.49,0,0.74,0.24,0.24,0,0,0,0,0.99,3.99,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,4.071,228,1
0,0,0,0.52,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,1.56,0,0,0,0.077,1.388,75,1
0,0,0,0,1.29,0,0,0,0,0,3.87,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,63,1
0.42,0,0.42,2.53,0.42,0.84,0,0,0,0,2.95,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,2.632,179,1
0,0,0,3.98,0.44,0.88,0,0,0,0,0.88,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,2.215,113,1
0,0,0,0.49,0,0,0,0,0,0,1.47,2.46,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0.466,2.373,197,1
0.09,0.19,0.98,0.78,0.78,0.19,0.29,0,1.57,0,1.28,0.68,0,0,0,0,0,0,0,0,0,0.19,0.09,0,0,0,0.102,8.323,1415,1
0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,3.15,63,1
0.17,0,0.17,1.47,0.35,0.05,0.29,0.05,0,0.7,4.17,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,1.79,453,1
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,24,1
0.09,0,0.27,0.36,0.09,0,0,0.36,0,0,1.99,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.047,3.771,528,1
0,0,0.55,0.22,0.22,0.22,0.33,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,1.98,305,1
0,0,0,0.64,0,0,0.64,0,0,0,3.89,1.29,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.115,1.833,55,1
0,0.95,0.95,0,0,0,0,0,0,0,0.47,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.2,4.18,464,1
0,0,0.54,0.21,0.21,0.21,0.32,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,1.987,306,1
0.09,0,0.27,0.36,0.09,0,0,0.36,0,0,2,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.047,3.816,542,1
0.09,0,0.27,0.36,0.09,0,0,0.36,0,0,2,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.047,3.816,542,1
0,0.54,0,0,0,0.54,0,0,0,0,3.26,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,53,1
0.32,0,0.32,0.98,0.32,0.32,0.32,0,0,0.65,2.61,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.065,141,1
1.18,0.39,0.59,0,0.98,0.39,0,0.19,0,0,2.56,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,6.652,632,1
0,0.31,0,0,0,1.25,0,0,0,0,0.93,0.62,0.31,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.183,9.218,507,1
1.01,0.33,0.5,0,0.67,0.33,0,0.16,0,0,2.02,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,9.652,888,1
0,0.56,0,0.56,0,0.56,0.22,0.11,0,0.22,1.79,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,2.153,532,1
0.72,0,0,1.45,0.72,1.45,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,3.066,92,1
0.09,0,0.27,0.36,0.09,0,0,0.36,0,0,2,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.047,3.758,530,1
0,0.27,0.82,1.37,0,0.82,0,0,0,0.27,2.75,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,5.622,298,1
0,0,0.74,1.85,0.37,0.74,0,0,0,0,1.85,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,2.492,172,1
0,0,0.68,0,0,0,0,0,0,0,3.4,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232,96,1
0,0.5,0.25,0.5,0,0.76,0.25,0,0,0.25,1.77,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,8.972,646,1
0.07,0.22,0.82,0.52,0,0.59,0.07,0,0.14,0.07,3.29,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,3.429,974,1
0.08,0.08,0.76,0.85,1.02,0.08,0.17,0,2.21,0.08,1.61,0.42,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0,0,0,0.065,7.55,1412,1
0,0,0,0,0,0,0,0,0,0,1.28,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,80,1
0,0.56,0.28,0,0,0.56,0.28,0,0,0.28,1.97,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,9.25,555,1
0,0,0,0,0,1.63,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,3.707,152,1
0.34,0,1.7,1.02,0,1.02,0,0,0,0,0.34,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.666,1331,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3.812,61,1
0,0.51,0,0.51,0.51,0,0,0,0,0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,7.025,281,1
0.48,0.97,0.97,0.48,0,1.95,0,0.48,0,0,1.95,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,56.538,735,1
0.34,0,1.7,1.02,0,1.02,0,0,0,0,0.34,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.333,1330,1
0.09,0,0.27,0.36,0.09,0,0,0.36,0,0,2,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.047,3.758,530,1
0.08,0.08,0.76,0.85,1.02,0.08,0.17,0,2.21,0.08,1.61,0.42,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0,0,0,0.065,7.55,1412,1
0,0,0,0,0,0,0,0,0,0,3.48,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.733,131,1
0,0,0,0,0,0,0,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.161,253,1
0.43,0.43,0.43,0.14,0.1,1.01,0.47,1.19,0.03,0.39,3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.077,6.601,2370,1
0.23,0.34,0.58,0.46,0.11,0.93,0,0.23,0.23,0.11,3.72,1.74,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.075,4.47,675,1
0,0.67,0.33,0.33,0.33,0,0,0,0,0.33,2.68,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,6.111,275,1
0.47,0.95,0.95,0.47,0,1.9,0,0.95,0,0,1.9,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,57.076,742,1
0.46,0.93,0.93,0.46,0,1.86,0,0.46,0,0,1.86,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,57.076,742,1
0.09,0,0.27,0.36,0.09,0,0,0.36,0,0,2.01,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.048,3.689,535,1
0,0,0.73,0,0,0,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,3.048,125,1
0,0,0,0,0,1.26,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,8.476,356,1
0,0,0.74,0,0,0,0,0,0,0,1.48,1.48,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,3.048,125,1
0.71,0,0.11,0.47,0.11,2.86,0.23,0,0.47,0.59,3.21,1.66,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0.072,0.127,9.705,1514,1
0,0,0.73,0,0.73,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,52,1
0.68,0,0,0,0,0,0,0,0,0,2.04,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.375,4.551,132,1
0.5,0.4,0.33,0.13,0.03,0.78,0.54,1.15,0.03,0.44,3.19,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,6.029,2213,1
0.67,0.16,1.35,1.01,0,0.16,0.5,0,0,0,5.77,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,3.774,268,1
0,0,0,2.38,0,2.38,0,0,0,7.14,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.714,159,1
0.18,0,0.09,0.36,0.09,0,0.09,0.36,0,0.09,1.27,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4.192,566,1
0,0,0.53,0.53,0,0,0,0,2.12,0.53,2.65,2.65,0,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0,0.191,5.038,131,1
0,0,0.52,0.52,0,0,0,0,2.11,0.52,2.64,2.64,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0.19,5.038,131,1
0,0,0.51,0.51,0,0,0,0,2.05,0,2.56,2.56,0,0,0,0,0,0,0.51,0.51,0,0,0,0,0,0,0.189,5.038,131,1
0,0.1,0.31,1.05,0.42,0.1,0,0.1,0,0.84,1.69,0.31,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.054,8.851,1726,1
0,0,1.11,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,2.7,54,1
0.31,0,0.63,0.47,0.47,0.63,0,0,0,1.58,2.05,3.95,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.076,5.241,650,1
0,0,0,0,0,0,0,0,0,0,4.58,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,2.842,54,1
0.31,0,0.63,0.47,0.47,0.63,0,0,0,1.58,2.05,3.95,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.076,5.241,650,1
0,0,0.32,0.64,0.64,0,0.32,0,0,0.32,2.27,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,1.688,157,1
0,0,0,1.26,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,3.529,60,1
0.1,0,0.1,0.4,0.1,0.2,0,0.6,0,0.2,1.72,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,6.758,1426,1
0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,24.375,3315,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,4.1,82,1
0.59,0,0,0,0,1.18,0,0,0,2.95,4.14,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.275,182,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,18,1
0.06,0.65,0.71,0.39,0.65,0.52,0.32,0,1.17,0.06,1.3,1.04,0,0,0,0,0,0,0,0.06,0,0,0.06,0,0,0,0.085,4.742,1342,1
1.23,0,0,0,0,0,0,0,0,0,6.17,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,1
0,1.5,1.5,0.75,0,3.75,0,0,1.5,1.5,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4,537,1
0,1.51,1.51,0.75,0,3.78,0,0,1.51,0.75,0.75,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.8,529,1
0.1,0.2,0.52,0.31,1.14,0.52,0,0,1.66,0.2,2.08,1.25,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.095,0.143,7.439,1287,1
0,0,0,0,0,0,0,0,0,0,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466,134,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,4.066,61,1
0,0,0.31,0.31,0.31,0,0,0,0,0.63,2.54,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,5.708,274,1
0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,1.787,59,1
0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,1.787,59,1
0,0.39,1.17,0.39,0,0.78,0,0,0.39,0,1.17,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,5.87,364,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,35,1
0.09,0,0.09,0.39,0.09,0.29,0,0.58,0,0.19,1.66,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,6.813,1458,1
0.1,0,0.41,0.1,0.1,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,1.915,339,1
0.14,0,0.28,0.09,0.24,0,0.04,0.09,0,0.14,0.24,0.28,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.061,1.867,521,1
0.36,0.27,0.63,0.82,0.36,4.1,0.45,0,1.27,0.27,2.73,2.83,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.101,3.707,875,1
0,0,1.11,1.11,0,0,0,0,0,0.37,3.35,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,79,1
0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,6.266,94,1
0,0.37,1.11,0.37,0,0.74,0,0,0.37,0,0.74,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,5.985,425,1
0,0.37,1.11,0.37,0,0.74,0,0,0.37,0,0.74,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,5.985,425,1
0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,24,1
0.17,0,0.51,0.17,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,1.559,145,1
0.17,0,0.17,1.43,0.34,0.05,0.28,0.05,0,0.69,4.2,1.03,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,2.093,536,1
0,0,0,1.46,0,1.04,0,0,0,0,1.04,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.182,0.401,3.791,364,1
0,0.37,0,0.37,0.37,0.37,0.37,0,0,1.49,3.73,1.49,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,3.337,267,1
0.45,0,0.67,0.22,0.67,0.22,0,0,0,1.35,1.57,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,4.947,564,1
0,0.19,0.57,0.09,0.28,0.19,0.57,0,0,0,2.01,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.23,2.405,368,1
0,0,0.44,0.88,0.22,0,0,0.22,0,0,0.66,0.44,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.037,0.224,3.384,264,1
0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,15,1
0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
0,0,0,0,0,0,0,0,0,0,5.14,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,48,1
0.46,0.92,0.92,0.46,0,1.85,0,0.46,0,0,1.85,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,49.866,748,1
0.47,0.94,0.94,0.47,0,1.88,0,0.47,0,0,1.88,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,57.23,744,1
0.9,0,0.9,0.9,0,0,0,0,0,0,5.45,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,10.125,162,1
0.07,0.22,0.82,0.52,0,0.6,0.07,0,0.15,0.07,3.3,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,3.446,972,1
0,0,1.28,0,0,0,0,0,0,0,1.28,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.181,57,1
0,0,0.98,0,0,0.98,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,12.148,571,1
0.47,0.95,0.95,0.47,0,1.91,0,0.95,0,0,1.91,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,57.23,744,1
0.47,0.94,0.94,0.47,0,1.88,0,0.47,0,0,1.88,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,57.23,744,1
0,0,0.89,1.79,0.44,0,0,0,0,0,2.24,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,2.25,144,1
0,0,0.89,1.78,0.44,0,0,0,0,0,2.23,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,2.25,144,1
0.34,0,1.7,1.02,0,1.02,0,0,0,0,0.34,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,1334,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,3.476,73,1
0,0,0,0,0,0,0,0,0,0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,2.9,87,1
0,0,0,0,0,0,0,0,0,0,2.66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,44,1
0,0,0,0.73,0,0,1.1,0,0,0,3.69,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,2.93,211,1
0,0,0,0,0.32,0,0,0,0,0.96,0,0,0,0,2.24,0,0,0,0.32,0,0,0,0,0,0,0.18,0.27,2,178,1
0.41,0.41,0.41,0.13,0.1,0.94,0.45,1.15,0.03,0.41,2.99,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.076,5.761,2224,1
0.31,0,0,0.94,0,0,0,0,0,0,3.76,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,2.358,125,1
0,0,1.13,1.13,0.56,0.56,0,0,0,0,2.84,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,11.685,409,1
0,0,0.14,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.067,2.227,294,1
0,0,0.55,0,0.55,0,0.27,0,0,0.27,2.49,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,2.309,291,1
0,0,1.31,0,0,0,0,0,0,0,1.31,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,54,1
0,0,1.31,0,0,0,0,0,0,0,1.31,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,54,1
0,0,0,0,0,0,0,0,0,0,4.65,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434,33,1
0,0,2.99,0.42,0,0,0,0,0,0,3.41,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,4.84,363,1
0,2.08,0,3.12,0,0,0,0,0,0,2.08,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,20,1
0.29,0.04,0.04,0.14,0.04,0.94,0.14,0,0.19,0.39,1.6,0.79,9.53,0,0,0,0,0,0.04,0,0,0,0,0,0,1.117,0.053,12.332,9163,1
0,0,0.76,0.76,0,1.01,1.52,0,0.76,0,2.03,1.52,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.078,2.441,249,1
0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,3.545,78,1
0.31,0,0.63,0.21,0,0.1,0,0,0,0,1.7,1.06,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.169,2.847,447,1
0,0.75,0.37,0,0,0.37,0,0,0,0.37,2.63,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.584,508,1
0,1.96,0.98,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,2.888,52,1
0.51,0.43,0.29,0.14,0.03,0.62,0.65,1.2,0.03,0.43,3,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.08,6.59,2333,1
0.2,0.4,0.4,0,0.4,0.61,0,0,0,0,2.66,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.059,11.96,909,1
0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,3.809,80,1
0,0,1.31,0,0,0,0,0,0,0,1.31,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,54,1
0,0,0,0,0.54,0,0,0,0,2.73,4.91,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592,70,1
0,0,0,0,0.65,0.65,0,0,0,2.61,1.3,1.3,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,3.89,249,1
2.35,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.576,119,1
0,0,0.32,0.65,0.65,0,0.32,0,0,0.32,2.28,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.494,139,1
0,0,0,0,0,0,0,0,0,0,0,0,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.087,9.186,937,1
0,0,0.24,0.49,0,0.24,0,0,0,0.24,2.47,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.868,175,1
0,0,0.32,0.64,0.64,0,0.32,0,0,0.32,2.27,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.494,139,1
0,0,0.32,0.64,0.64,0,0.32,0,0,0.32,2.27,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.494,139,1
0.78,0,0.78,1.56,0,0,0,0,0,0.78,1.56,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.627,113,1
0,0,0,0,0,0,0,0,0,0,0.4,0.4,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,10.578,603,1
0.78,0,0.78,1.57,0,0,0,0,0,0.78,1.57,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555,115,1
0,0.75,0.37,1.51,0,0.37,0,0,0,0.37,6.06,4.16,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,1.937,93,1
0,0,0,0.96,0,0.48,0,0,0,0,3.36,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,2.586,150,1
0,0,0,0.43,0.43,0,0,0,0,0,0.87,0,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.983,495,1
0.78,0,0.78,1.57,0,0,0,0,0,0.78,1.57,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555,115,1
0,0.81,1.62,2.43,0,0.81,0,0,0,0,2.43,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,4.035,113,1
0.38,0.46,0.31,0.15,0.03,0.66,0.58,1.24,0.03,0.38,3.11,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.091,6.186,2227,1
