@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S39

@attribute word_freq_make numeric
@attribute word_freq_all numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_labs numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0.42,0,0.84,0,0,0,0.84,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.3,0,82,1
0,0.4,0,0,0,0.4,0,0,2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.232,0,0.116,0,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,12,1
0,0,0,0,0,0,1.25,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,32,1
0,0.79,0,1.31,0,0,0,0.26,1.58,0,0,0,0,0,0,0.52,0.26,0.26,0,0,0,0,0,0.038,0.038,0,0,0,29,1
0,0,0,0.7,0,0,1.41,0,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,44,1
0,0.55,0,0.55,0,0,3.88,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0.34,0,140,1
0,0.72,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0.121,0,32,1
0,0.84,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0,0.129,0,168,1
0,0.72,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0.121,0,32,1
0,0.81,0,0.4,0,0,0,1.22,0.81,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.64,0,0.8,0,181,1
0.34,0.58,0.34,1.27,0,0,0.05,0.17,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.186,0.027,131,1
0.71,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.65,0,0.65,1.3,0,0,1.3,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,12,1
0,0,0,1.61,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,1.28,0,0,0.96,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.049,0,0,25,1
0,0.64,1.29,1.94,0,0,0.64,0.64,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0.98,0,0,0.98,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.258,0,0.064,0.064,25,1
0.44,0.88,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0.37,0,16,1
0,0.69,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.116,0,34,1
0.44,0.88,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0.37,0,16,1
0.44,0.88,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0.37,0,16,1
0.44,0.88,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0.37,0,16,1
0,0,0,0.59,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0.088,0,16,1
0.1,1.01,0.3,0.7,0,1.61,0,1.11,1.31,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.11,0,0.158,0.015,669,1
0,1.66,0,1.66,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,59,1
0.1,1.01,0.3,0.7,0,1.61,0,1.11,1.31,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.11,0,0.158,0.015,669,1
0.17,0,0.17,0.35,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0,0.721,0,35,1
0,0.8,0,0.8,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0,1.05,0.52,1.05,0,0,1.05,1.05,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.729,0.091,19,1
0.17,0.17,0.05,0.52,0.05,0,0.69,0.05,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,0,0.163,0,12,1
0.17,0,0.17,0.34,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0.716,0,35,1
0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0.1,0.4,0.2,0.8,0,1.5,0.2,1.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.175,0,0.175,0.014,669,1
0,1.04,0,0.34,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0.105,0,60,1
0,1.14,0.12,0.38,0,1.14,0.12,2.04,2.8,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.185,0,0.061,0,84,1
0,1.15,0.12,0.38,0,1.15,0.12,2.04,2.81,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.185,0,0.061,0,84,1
0.29,0.68,0,0.58,0,0.97,0.19,1.46,1.75,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.034,0,0.207,0.034,691,1
0.31,0.72,0,0.62,0,1.04,0.2,1.56,1.87,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.033,685,1
0,0.3,0.3,0.3,0,0,0,0,0.61,0,0,0,3.38,0,0,0,0,0,0,0,0,0.3,0,0,0.094,0,0,0,38,1
0,0,0,0,0,0,1.13,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0.479,17,1
0.17,0.17,0.05,0.52,0.05,0,0.69,0.05,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,0,0.163,0,12,1
0,0,0,0.32,0,0,0,0,1.94,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.105,0,110,1
0.31,0.72,0,0.62,0,1.14,0.2,1.56,1.87,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.033,685,1
0,0.99,0,0.39,0,0,0.19,0.19,0.59,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.074,0,0.548,0,97,1
0,0,0,0,0,0,0,0,2.17,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,55,1
0.1,0.6,0,1.6,0,0,0.1,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.037,0,1.334,0,54,1
0.39,0,0,1.19,0,0,0.39,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,30,1
0,0,0,0,0,0,0,0,1.25,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,67,1
0,0,0,0,0,0.54,0,0.27,2.16,0,0,0,0,0,0,1.35,0,1.62,0,0,0,0,0,0,0.038,0.038,0,0,65,1
0,0.26,0.26,1.06,0.26,0.26,0,0.26,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0,15,1
0,0,0,0,0,0,0,1.81,1.81,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.319,0,0,19.829,66,1
0.44,0,0,1.76,0,0,0,0.44,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0.231,0,70,1
0,0.55,0,1.11,0,0,0,0.55,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.08,0,85,1
0,0,0.4,0.8,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.07,24,1
0,0,0,0,0,0.53,0,0.53,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.079,0,0,51,1
0,0,0,1.17,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,10,1
0,0,0,0,0,0,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,19,1
0,0,0,0,0,0,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,19,1
0.59,0.35,0.71,2.49,0,0,0.11,0,4.51,0,0,0,0,0,0.23,0,0,0.11,0,0,0,0,0,0,0.038,0,0.233,0.019,54,1
0.17,1.21,0.26,1.3,0,0.6,0.17,1.39,2.43,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.108,0,0.243,0.013,583,1
0.1,0.7,0.1,0.5,0,0,0,1.11,2.22,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.26,0.391,0.032,56,1
0.22,0,0,0.22,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.271,0,0,0,21,1
0.1,0.4,0.2,0.8,0,1.6,0.2,1.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.174,0,0.174,0.014,669,1
0.49,0.49,0,1.98,0,0,0,0.49,3.46,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.195,0,0.195,0,47,1
0,0.65,0,0.65,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,23,1
0,1.25,0,0,0,0,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.11,30,1
0.9,0,0,0,0,0,0.9,0.9,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0.29,1.16,0,0.29,2.33,1.16,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,24,1
0,0.95,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.202,0,0,0,45,1
0.54,0.38,0.24,1.11,1.19,0.13,0.43,0.48,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.15,0.159,195,1
0.54,0.38,0.24,1.11,1.19,0.13,0.43,0.48,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.15,0.159,195,1
0.27,0.55,0.27,0.55,0,0,1.39,0.55,1.67,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0.279,0,0.093,0,63,1
0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.177,0,0.354,0,29,1
0.1,0.03,0,0.53,0,0,0.03,0,0.81,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.071,0,0.065,0,46,1
0.49,0.33,0.33,0.57,0,0.24,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0.191,0.095,264,1
0,0.27,0,0.27,0,0,0.54,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,20,1
1.18,0.59,0,0.98,0.19,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0.316,0.026,76,1
0,0,0,1.28,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.33,0.37,0.11,1.42,1.27,0.03,0.07,0.07,4.38,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.006,0.159,0,0.221,0.11,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.198,0,25,1
0,0.78,0,0.39,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,20,1
0,1.02,0,0.34,0,0,0,0.34,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,4.008,56,1
0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0,0.48,0,0,0.16,0,0.32,0,0.8,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.198,0,0,0,128,1
0.28,0.56,0.28,0.56,0,0,1.4,0.56,1.69,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.284,0,0.094,0,63,1
0.3,0,0,0.61,0,0,0.3,0.61,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.051,0,64,1
0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,13,1
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,13,1
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,13,1
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.53,0,0.64,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.066,0,29,1
0,0,1.15,0.76,0,0,0,0.38,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,6,1
0,0.68,0,0.68,0,0,0,4.1,4.1,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0.242,0,60,1
0,0.51,0.51,1.03,0.51,0,0.51,0.51,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.149,0,71,1
0,0.17,0,0.53,0,0,0,0.17,3.21,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.066,0,0.099,0.63,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,12,1
0,0.27,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,49,1
0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,12,1
0.09,0.27,0,0.73,0.36,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.048,0.032,0.032,0.032,69,1
0.73,0.36,0.73,2.58,0,0,0.12,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0.229,0.02,54,1
0.73,0.36,0.73,2.58,0,0,0.12,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0.229,0.02,54,1
0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0.176,0,0.352,0,25,1
0.66,0.26,0,0,0.13,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0.021,0,65,1
0.18,0.09,0,0.63,0.36,0,0.09,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.029,0.014,0,48,1
0,1.15,0,0.38,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0.088,0,0.088,0,33,1
0,0.53,0,1.06,0,2.12,0.53,0.53,2.65,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.191,0,0.478,0,60,1
0,0.35,0.11,0.95,0.11,0,0.95,0.23,1.9,0,0,0,0,0,0,0.35,0,0.11,0,0,0,0,0,0,0.059,0,0.197,0.217,283,1
0,0.35,0,0.71,0,0,0.71,0.71,2.85,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.24,0,0.24,0,25,1
0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.066,0.928,213,1
0.1,0.1,0.4,0.5,0.6,0,0.2,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0.16,0,494,1
0.39,0.31,0.31,0.7,1.29,0.03,0.43,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.078,0,0.496,0.133,543,1
0.32,0.64,0.32,0.64,0,0,1.61,0,1.29,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.16,0,0.107,0,63,1
0.1,0.1,0.4,0.5,0.6,0,0.2,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0.16,0,494,1
0.08,0.76,0.17,0.59,0,2.21,0.08,0.93,1.61,0,0,0,0,0,0,0,0,0.08,0,0,0.17,0.08,0.08,0,0.065,0,0.117,0.013,669,1
0.09,0.59,0,1.59,0,0,0.09,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0.037,0,1.31,0,54,1
0,1.92,0,0,0,0,0,1.92,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.1,0.1,0.4,0.5,0.6,0,0.2,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0.16,0,494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0,0,0,0,11,1
0,0.25,0.08,0.76,0.08,0,0.76,0.33,1.6,0,0,0,0,0,0,0.25,0.08,0.08,0,0,0,0,0,0,0.047,0.015,0.157,0.329,292,1
0,0.25,0.08,0.76,0.08,0,0.76,0.33,1.52,0,0,0,0,0,0,0.25,0.08,0.08,0,0,0,0,0,0,0.047,0.015,0.157,0.33,292,1
0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409,0,1.023,0,25,1
0.09,0.09,0.39,0.48,0.58,0,0.19,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0.155,0,494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0.416,0,23,1
0,1.11,0.55,0,0,0.55,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.517,18,1
0,0.29,0,0.89,0,0,0.59,0.29,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0.045,0,163,1
0.65,0.32,0.16,1.3,0,0.16,1.3,0.16,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.231,0,0.231,2.29,47,1
0,0.64,0,1.94,0.64,0,0,0.64,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,129,1
0,0.96,0,0.48,0,0,0,0.48,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.086,0,4,1
0,3.7,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,0,29,1
0,0.38,0,1.16,0,0,0.77,0.77,2.72,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0.057,0,70,1
0,0.42,0,0.42,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0.221,0.177,54,1
0,0,0,1.21,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0.097,0,77,1
0,0.18,0.37,1.5,0,0,0,0.18,3.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.066,0,0.165,0.033,34,1
0,0,0,0.45,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0.36,2.91,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0.297,0.059,0,0,11,1
0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,23,1
0.42,0.36,0.26,0.55,1.08,0.03,0.42,0.03,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.104,0.016,0.515,0.109,134,1
0,1.34,0.33,0.33,0,0,0.67,0.33,0.67,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0.161,0,0,0.053,12,1
0,0,0,0.06,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.03,0,1.611,0.01,278,1
0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.29,0.29,0,0.44,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.066,0,0.05,0,60,1
0.6,0.36,0.72,2.53,0,0,0.24,0,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.224,0,54,1
0.43,0.43,0,0.87,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0.067,0,28,1
0,0,0,0.45,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,14,1
0.29,0,0,0.29,0,0,2.04,0.29,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.046,34,1
0.12,0.24,0.36,0.85,0,0,0.24,0,2.33,0,0,0,0,0,0,0.98,0,0.12,0,0,0,0,0,0.063,0.021,0,0.042,0,69,1
0,0.33,0,0.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.054,34,1
0.62,0,0,0.62,0,0,0,0.62,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0.218,0,28,1
0,0.78,0,0.26,0,0.78,0,1.56,2.08,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0.08,0,0.402,0,19,1
0,0,0.72,0.72,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,1.63,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.462,0.084,0.084,0,1.051,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,10,1
0.25,0.25,0.5,0.76,0,0,0,0,1.52,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.041,0,0.041,0.041,18,1
0.25,0.5,0.25,1,0,0,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0.997,0,49,1
0,0.35,0.35,1.06,0,0,0,1.41,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0.122,21,1
0,0,0,1.24,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,53,1
0,0.77,0,0.25,0,0.77,0,1.54,1.8,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0.079,0,0.434,0,19,1
0,0.74,0,0,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0.188,0,21,1
0.49,0.4,0.23,0.89,1.06,0,0.33,0.02,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0.868,0.144,193,1
0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,12,1
0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0.171,0,0.342,0,24,1
0,0.39,0,0,0,0,0,0.19,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,19,1
0,0.57,0,0.43,0,0,0.14,0,3.31,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0,0,0.35,0,0,0,0,3.37,1.77,0,0.17,0,0,0,0,0,0,0,0,0,0,0.108,0.216,0.061,0.03,0,85,1
0.1,1.01,0.3,0.7,0,1.61,0,1.11,1.31,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.11,0,0.157,0.015,669,1
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0.265,0,0.885,0,75,1
0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,0,0,24,1
0.84,0,0,0.84,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0,0.301,0,23,1
0,0.76,0,0.25,0,1.02,0.25,1.79,1.53,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0.083,0,0.499,0,19,1
0,1.06,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,12,1
0.08,0.76,0.17,0.59,0,2.21,0.08,0.93,1.61,0,0,0,0,0,0,0,0,0.08,0,0,0.17,0.08,0.08,0,0.065,0,0.117,0.013,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,1.16,0,0.58,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0.085,0,12,1
0.74,0.31,0.17,0.74,1.48,0,0.49,0.03,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.006,0.054,0,1.05,0.162,154,1
0.32,0.64,0.32,0.64,0,0,1.6,0,1.28,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.213,0,0.106,0,63,1
