@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S22

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_order numeric
@attribute word_freq_receive numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_650 numeric
@attribute word_freq_telnet numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_[ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0.1,0.2,1.01,0,0.8,0.8,0.3,0,1.61,0.1,0,1.31,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,669,1
0.11,0.22,0.11,0,0.45,1.02,0.11,0.11,2.16,0,0.45,3.53,0,1.25,0.45,0.45,0,0,0,0,0,0,0,0.11,0,0,0.018,0,144,1
0.42,0.46,0.38,0,0.11,0.58,0.34,1.32,0.03,0.23,0.54,3.06,0,1.51,0.38,0.46,0,0,0,0,0,0,0,0,0,0,0,0,153,1
0,0,0.9,0,0,0,0,0,0,0.45,0.9,4.52,0,0.9,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0.33,0,0.67,0,0,0.44,0,0,0,0.56,0,1.79,0,1.12,0,0.22,0,0,0,0,0,0,0.11,0,0,0,0,0,75,1
0,0,0,0,1.88,0,0,0,0,0,0,3.77,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,1.27,0,0,0,0,0,0,3.82,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
0,0.47,0.47,0,0,0,0.47,0,0,0.94,0,1.88,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,7.35,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.19,0.19,0.29,0,0.19,0.87,0.09,0.87,0.09,0,0,3.71,0.68,1.75,0.09,0.29,0,0,0,0,0,0,0,0.09,0,0,0,0.194,49,1
0,0,0,0,0,0,0,0,0,0,0.82,1.65,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.79,0.19,0.09,0,0,0.29,0.29,0,0,0.09,0,4.09,0,0.89,0.39,0.49,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0.68,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,69,1
0,0,0,0,0,0,0,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0,0,1.47,0,1.1,0,0.36,0,0,0.36,0,2.21,1.1,2.95,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0.31,0,0.62,0,0.62,0,0.31,1.56,0.31,3.76,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.1,0.1,0.71,0,0.3,1.42,0.1,0,0,0.1,0,2.34,0.5,2.03,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.256,56,1
0,0,0,0,0,0,0,0,0,0,0,6.55,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.52,0.42,0.35,0,0.03,0.56,0.28,1.19,0.03,0.24,0.45,3.18,0,1.47,0.38,0.63,0,0,0,0,0,0,0,0,0,0,0,0,260,1
0,0,0,0,0,0,0,0,0,0,0,7.46,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.35,0.71,0,0,0,0.17,0,0.35,0.17,0,0.17,0.17,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1
0,0.64,0.64,0,0,0,0,0,0,0.32,0,1.62,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0.56,0,0.84,0,0.84,0.28,0.28,0,0,0,1.41,0.84,1.98,2.83,0.28,0.84,0,0,0,0,0,0,0,0,0,0,0,0,47,1
0,0.64,1.29,0,0,0,0,0,0,0.32,0,2.59,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0.34,0.05,0.58,0,0.17,0.75,0.34,0,0,0.58,0.05,3.01,2.61,1.5,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,131,1
0,0,0.63,0,1.27,0,0,0,0,0,0.63,4.45,3.18,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1
0.44,0,0.88,0,1.32,0,0,0,0,0,0,1.76,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0.215,0,16,1
1.26,0.42,1.26,0,0,0,0,0,0,0.42,0,3.79,0,1.26,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,1.47,1.47,0,0,0,2.94,0,1.47,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1
0,0.57,0,0,0,0,0,0,0,0,0,4.57,0,1.14,0,0,0.57,0.57,0,0,0,0,0,0,0,0,0.072,0,114,1
0.89,0,0.89,0,0,0,0.89,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0,0,0,0,0,1.47,1.47,0,0,0,1.47,0,1.47,4.41,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,274,1
0,0,0,0,0,0,0,0,0,6.52,0,2.17,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0.13,0.26,0.52,0,0,0,0.13,0,0.26,0.13,0,0.39,0.13,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1
0,0,0,0,0,0,0,0,0,2.91,3.88,1.94,0,1.94,0,1.94,0,0,0,0,0,0,0,0.97,0,0,0,0,26,1
0,0.43,0,0,0,1.3,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.063,0,30,1
0,0.44,0.44,0,0,0,0,0,0,0,0,3.96,0,3.08,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1
0,0.65,0.98,0,0,0,0,0,0,0.32,0,2.61,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0,0,0,0,0,0,0,0,0,0,1.78,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0.33,0,0.33,0,0,0,0,0,0,0.66,0.99,2.64,0,0.99,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
0,0,0.94,0,0,0,0,0,0,0,0,4.71,0,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0.73,0,0.36,0,0.36,0,0,0,0,0.36,1.84,2.58,0,1.1,0.36,1.1,0,0,0,0,0,0,0,0,0,0,0,0,190,1
0,0.66,0.66,0,0.33,0.33,0.33,0,0,0.33,0.66,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0.3,0.75,0,0,0,0.15,0,0.15,0.15,0,0.15,0.15,0.6,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,149,1
0.57,0,1.72,0,0,0,0,0,0,0,0.57,4.59,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,1.04,3.66,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,59,1
0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.28,0.84,0,0,0,0.14,0,0.14,0.14,0,0.42,0.14,0.84,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,132,1
0.51,0.25,0.49,0,0.23,0.38,0.21,1.24,0.02,0.21,0.36,3.49,0,1.54,1.09,0.36,0,0,0,0,0,0,0,0,0,0,0,0,193,1
0.7,0,0.35,0,0.35,0.7,0,0,0,0,1.05,3.16,0,1.4,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0.3,0,1.23,0,0.92,0.3,0,0,0,0,0.3,2.47,0.92,0.92,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0.84,0,0,0,0,0,0,0.28,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,6,1
0,0.7,1.05,0,0,0,0,0,0,0.35,0,2.46,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0.56,0,0.32,0,0.08,0.16,0.08,0,0,0.24,1.13,4.6,0,2.01,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0.26,0.26,0,0,0,0,0,0.13,0.26,0,3.14,0.26,1.44,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0,1.29,0,1.29,0,0,0,0,2.59,0,1.29,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0.09,0.38,0.57,0,0.38,0,0,0,0.09,0,0.09,3.55,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,70,1
0.34,0,1.7,0,0,0.68,0,0,0,0,0,0.34,1.02,0.68,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,1327,1
0,0.8,0,0,0,0,0,0,0,0.8,0.8,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0,0.28,0,0.18,0,0.02,0,0,0,0,0.14,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.021,154,1
0.82,0,0,0,0,0,0,0,0,0,0.41,2.46,0,1.23,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0,0.42,0,0,0.42,0,0,0,0,0.42,0,4.2,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0.1,0.1,0.7,0,0.2,1.41,0.1,0,0,0.1,0,2.22,0.4,1.92,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.26,56,1
0,0,0.28,0,0.18,0,0.02,0,0,0,0,0.14,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.021,154,1
0.87,0.17,0.52,0,0.32,0.29,0.39,1.69,0,0.32,0.54,3.47,0.29,1.32,0.34,0.84,0,0,0,0,0,0,0,0,0.02,0.04,0.016,0,117,1
0.43,0,0,0,0,0,0,0,0,0,0,1.29,0,1.29,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,13,1
0,0.81,0.61,0,1.02,0.4,0,0,0,0,0.61,2.86,0,1.02,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,31,1
2.32,0,0.77,0,0,0,0,0,0,0.77,0,2.32,0,0.77,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,515,1
0.08,0.08,0.48,0,0.24,0.24,0,0,0,0,0,0.88,0.08,0.48,0.4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,102,1
0.07,0,0.55,0,0.23,0,0.07,0,0,0.47,0.31,2.76,0,1.49,0.55,0.31,0,0,0,0,0,0,0,0,0,0,0,0,77,1
0.52,0.42,0.35,0,0.03,0.56,0.28,1.19,0.03,0.24,0.45,3.19,0,1.43,0.38,0.63,0,0,0,0,0,0,0,0,0,0,0,0,286,1
0.4,0.18,0.32,0,0.18,0.4,0.1,0.36,0.25,0.54,0.36,3.05,0.14,1.41,0.29,0.76,0,0,0,0,0,0,0,0.03,0,0,0.012,0.073,181,1
0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,11,1
0,0,0,0,0,0,0.63,0,0.63,0,0.63,3.19,0,1.59,0.31,0,0,0,0,0,0,0,0,0.63,0,0,0,0,18,1
0,0.75,0.25,0,0,0,0.25,0,0,1.5,0,4.26,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,3,1
0,0,0,0,0,0,0,0,0,2.23,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0,0,1.29,0,1.29,0,0,0,0,2.59,0,1.29,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0,0,0,0,0,0,0,0,0,0,2.58,0,1.72,0.86,0,0,0,0,0,0,0,0,0,0,0,0.142,0,70,1
0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,27,1
0.1,0.2,1.01,0,0.8,0.8,0.3,0,1.61,0.1,0,1.31,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,669,1
0,0.33,0.33,0,0.33,0,0.16,0,0,0.82,0.33,2.81,0,0.99,0.49,0.33,0,0,0,0,0,0,0,0,0,0,0,0.074,350,1
0.4,0.26,0.93,0,0.8,0.8,0,0,1.46,0,0.26,2.4,0.53,1.06,0.8,0.93,0,0,0,0,0,0,0,0,0,0,0,0,525,1
0.1,0.2,1.01,0,0.8,0.8,0.3,0,1.61,0.1,0,1.31,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,669,1
0.15,0.21,0.58,0,0.15,0,0.1,0.05,0.05,0,0,3.16,0,1.58,0.52,0.31,0,0,0,0,0,0,0,0,0,0,0.027,0,116,1
0.1,0.1,0.71,0,0.2,1.43,0.1,0,0,0.1,0,2.15,0.41,1.84,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.264,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0,0.71,0,0,0,0,0,0,0.71,0,2.15,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,11,1
0,0.81,1.47,0,0,0.32,0,0,0.32,0.49,0.65,0.98,0.16,1.3,0,0,0,0,0,0,0.16,0,0,0.16,0,0,0,0,113,1
0.1,0.1,0.7,0,0.2,1.41,0.1,0,0,0.1,0,2.22,0.4,2.02,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.265,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,1.27,0,0.42,0,0,0,0,2.11,0,1.27,3.38,0,0,0,0,0,0.42,0,0,0,0,0,0.097,1.171,363,1
0.11,0.11,0.47,0,0.11,0.35,0.11,0,0,0.11,0,3.76,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1
0,0.37,0,0,0.74,0,0.74,0,0,0.37,0,4.49,0,1.87,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.24,0,0.99,0,0,0,0,0,0,0.49,0.99,1.98,0.74,0.99,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0.4,0.14,0.32,0,0.18,0.4,0.1,0.36,0.25,0.54,0.36,3.05,0.14,1.45,0.29,0.76,0,0,0,0,0,0,0,0.03,0,0,0.012,0.073,181,1
0.95,0,0.47,0.95,0.95,0.47,0.47,0,1.42,0.47,0.47,0,0,0.95,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,259,1
0,0,0,0,0.63,0.31,0,0,0,0,0,1.26,0,0.63,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1
0,0,0,0,0,0,0.47,0,0,0.47,0,1.41,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0.81,1.47,0,0,0.32,0,0,0.32,0.49,0.65,0.98,0.16,1.3,0,0,0,0,0,0,0.16,0,0,0.16,0,0,0,0,113,1
0,0,0,0,0,0,0.47,0,0,0.47,0,1.41,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0,0,0,0,0,0,0,0,0,0,1.96,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0,0,0.47,0,0,0,0,0,0,1.65,0.7,2.12,0,1.65,0,0.23,0,0,0,0,0.23,0,0,0,0,0,0,0.037,111,1
0,0,0,0,0.38,0,0.38,0,0,0.38,0,3.5,0,1.94,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.33,0,1.65,0,0,0.66,0,0,0,0,0,0.33,0.99,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,1146,1
0.32,0,1.64,0,0,0.65,0,0,0,0,0,0.32,0.98,0.65,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,1146,1
0,0.2,0.61,0,0,0,0,0,2.06,0.2,0,2.06,0,1.03,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,32,1
0.1,0.2,1.01,0,0.8,0.8,0.3,0,1.61,0.1,0,1.31,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,669,1
0.16,0.24,1.24,0,0.58,0.66,0.24,0,0.66,0.82,0.16,2.32,0.16,1.16,0.91,0.16,0,0,0,0,0,0,0,0.08,0,0,0,0,581,1
0.16,0.24,1.24,0,0.58,0.66,0.24,0,0.66,0.82,0.16,2.32,0.16,1.16,0.91,0.16,0,0,0,0,0,0,0,0.08,0,0,0,0,581,1
0.93,0,0.93,0,0.93,0,0,0,0,0,0,3.73,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,1.63,0,0.65,0,0.32,0,0,0.32,0,1.96,0.98,2.94,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,0,0.39,0,0.39,0,0,0.39,0,3.52,0,1.96,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0.36,0,0,0.36,0,0.36,0,0,0.36,0,2.2,0,0.73,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0,0.24,0,0,0.48,0,0,0,0,0,0.96,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0.17,0,0.17,0.17,0.34,0.05,0.05,0.05,0,0,0.69,4.14,0.23,1.09,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,51,1
0.98,0,0.32,0,0,0,0,0,0,0.65,0,3.6,0,3.93,0.32,0.65,0,0,0,0,0,0,0,0,0,0,0,0,132,1
0.07,0.64,0.64,0,0.71,1.14,0.07,0,1,0.14,0.07,1.5,0,1.14,0.35,0.21,0,0,0,0,0,0,0,0.07,0,0,0,0,117,1
0,0,0.71,0,0.17,0,0.17,0,0.89,0,0.17,1.24,0.17,1.42,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1
0,0,0.38,0,0.38,0.19,0,0,0,0,0.19,4.03,0,2.3,0.38,0,0,0,0,0,0,0,0,0.19,0,0,0,0,105,1
0,0,0.72,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0.22,0,0,0.44,0,0,0,0,0,0.89,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0,0,0,0,0,0,0,0,0,1.35,0,1.35,0,0,2.7,0,1.35,1.35,0,0,0,0,0,0,0,0,0,0,19,1
0,0.53,0.53,0,0,0,0,0.53,0,0,0,2.15,0.26,0.8,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0.89,0,0.44,0,0,0,0,1.34,0,2.24,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,11,1
0,0,0.34,0,0,0,0,0,0,0.68,0.34,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0.34,0,0,17,1
0,0,0.52,0,0,0,0.52,0,0,0.52,0,1.05,0,0.52,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0,23,1
0,0,0,0,0.43,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1
0,0,0.67,0,0.27,0.13,0,0,0,0,0.27,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.24,0,0.24,0,0.48,0,0.24,0,0,1.68,0.72,1.92,0,1.68,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1
0,0.18,1.1,0,0.73,0.83,0.27,0,1.47,0.09,0,1.38,0.18,0.64,0.55,0.18,0,0,0,0,0,0,0,0,0,0,0,0,696,1
0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.34,0,0,0,0,0,0,0.68,0.34,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0.34,0,0,17,1
0.68,0.17,0.51,0,0,0,0,0.17,0.17,0.34,0.17,4.96,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,40,1
0,1.15,0.86,0,0.28,0,0,0,0,1.72,0,4.32,0,2.01,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0.75,0,0,0,0,0,0.75,0,0,2.02,0,1.51,0.75,0,0,0,0,0,0,0,0,0.5,0,0,0,0,19,1
0,0,0.32,0,0.32,0,0.65,0,0,0.98,0,2.61,2.61,3.26,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,137,1
0,0.67,0.67,0,0,0,0,0.67,0.5,0,0,2.52,0.5,1.51,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0.66,0.66,0,0,0,0,0.49,0.66,0,0,2.47,0.49,1.48,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0.69,0.69,0,0,0,0,0.69,0.69,0,0,2.59,0.51,1.55,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0,1.47,0,1.1,0,0.36,0,0,0.36,0,2.21,1.1,2.95,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0.46,0.33,0.2,0,0.53,0,0.33,0,0.2,0,0,3.6,0,1.13,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0.012,0,268,1
0,0,0.56,0,0,0,0,0,0,0,0,1.69,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,22,1
0,0.67,0.67,0,0,0,0,0.67,0.5,0,0,2.37,0.5,1.52,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0,0,0,0.38,0,0.38,0,0,0.38,0,3.46,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,2.8,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1
0,0,0,0,0.56,0.56,0,0,0,0,3.4,0.85,1.13,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,97,1
0,0,0,0,0,0,0,0,0,0,0,2.83,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0.26,0.08,0.26,0,0.08,0.97,0.08,0.7,0.17,0.35,0.08,4.16,0.26,2.21,0.17,1.5,0,0,0,0,0,0,0.08,0,0,0,0,0,74,1
0,0.47,0.47,0,0,0,0.47,0,0,0.94,0,1.88,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0.89,0,0,0,0,0,0,0,0.89,0,6.25,2.67,1.78,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,10,1
0,0,0.18,0,0.37,0,0,0,0,0,0,0.74,0,0.37,0.18,0,0,0,0,0,0.74,0,0,0,0,0,0,0,11,1
0.17,0,0.17,0,0.34,0.05,0.05,0.05,0,0,0.69,4.24,0.23,1.04,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,12,1
0,0,0,5.03,0,0,0,0,0,1.16,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,43,1
0,0,0.44,0,0,0,0,0,0,0,0.44,4.42,0,3.09,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.49,0,0.74,0,0.24,0,0.49,0,0,0.49,0.99,3.99,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,0,0,0,0.52,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,1.29,0,0,0,0,0,0,3.87,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.42,0,0.42,0,0.42,0,0.42,0,0,1.68,0,2.95,0,2.1,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0.44,0,0,0,0,0.88,0,0.88,0.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0,0,0,0,0,0.49,0,0,0,0,0,1.47,0,2.46,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.09,0.19,0.98,0,0.78,0.78,0.29,0,1.57,0.09,0,1.28,0.19,0.68,0.59,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,12,1
0.17,0,0.17,0,0.35,0.05,0.05,0.05,0,0,0.7,4.17,0.23,1.11,0.76,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0,12,1
0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0.09,0,0.27,0,0.09,0.09,0,0.36,0,0,0,1.99,0,3.35,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.015,0.031,69,1
0,0,0.55,0,0.22,0.11,0,0,0,0,0.22,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,0,0,0,0,3.89,1.29,1.29,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,11,1
0,0.95,0.95,0,0,0,0,0,0,0,0,0.47,0.47,1.9,0,0.47,0,0,0,0,0,0,0,0,0,0,0.066,0,45,1
0,0,0.54,0,0.21,0.1,0,0,0,0,0.21,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0.09,0,0.27,0,0.09,0.09,0,0.36,0,0,0,2,0,3.27,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.015,0.031,69,1
0.09,0,0.27,0,0.09,0.09,0,0.36,0,0,0,2,0,3.27,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.015,0.031,69,1
0,0.54,0,0,0,0,0.54,0,0,2.17,0,3.26,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.32,0,0.32,0,0.32,0,0,0,0,0,0.65,2.61,0,2.28,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
1.18,0.39,0.59,0,0.98,1.38,0,0.19,0,0.98,0,2.56,0.39,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,76,1
0,0.31,0,7.18,0,0,0,0,0,0,0,0.93,0,0.62,0,0.31,0,0,0,0,0,0,0,0.31,0,0,0,0,51,1
