@relation spambase_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A58-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Source_38 numeric
@attribute Source_39 numeric
@attribute Source_40 numeric
@attribute Source_41 numeric
@attribute Source_42 numeric
@attribute Source_43 numeric
@attribute Source_44 numeric
@attribute Source_45 numeric
@attribute Source_46 numeric
@attribute Source_47 numeric
@attribute Source_48 numeric
@attribute Source_49 numeric
@attribute Source_50 numeric
@attribute Source_51 numeric
@attribute Source_52 numeric
@attribute Source_53 numeric
@attribute Source_54 numeric
@attribute Source_55 numeric
@attribute Source_56 numeric
@attribute class {0,1}

@data
-0.621658,0.090403,-0.101827,-0.08778,-0.22267,0.064333,1.011047,-0.390897,0.261001,0.320482,-0.206295,-0.154006,0.046968,0.138656,-0.140005,-0.454783,-0.439706,0.386743,0.190984,-0.00402,-0.293319,0.229854,0.251629,-0.076052,0.098134,0.221367,-0.196552,-0.161205,-0.283476,-0.639541,0.106921,-0.288512,0.177693,-0.05162,-0.173967,0.071285,0.049696,-0.382329,0.140306,0.609961,0.061062,-0.108649,-0.084829,0.172502,-0.059609,0.141959,-0.081983,0.257295,-0.459481,0.073061,-0.536902,0.485948,-0.110778,0.000662,0.226584,-0.081538,0.282692,1
-2.01115,0.270072,-0.290458,-0.346311,-0.819441,0.263506,3.31474,-1.293542,0.850209,1.09208,-0.755862,-0.540889,0.136325,0.420009,-0.515571,-1.455842,-1.412843,1.295042,0.667609,-0.087059,-0.961236,0.729797,0.789314,-0.360087,0.319849,0.721083,-0.681367,-0.455155,-0.960263,-2.013375,0.425463,-0.947543,0.619044,-0.215559,-0.524727,0.204203,0.173686,-1.243214,0.421082,1.997283,0.158904,-0.377424,-0.290856,0.509936,-0.230749,0.498885,-0.247595,0.828757,-1.51098,0.249982,-1.66282,1.595304,-0.431392,0.045229,0.763221,-0.231744,0.898315,1
-1.246076,0.172533,-0.190265,-0.210086,-0.492293,0.175388,2.027039,-0.786552,0.518384,0.672838,-0.462221,-0.325233,0.091527,0.277464,-0.298127,-0.907178,-0.868908,0.781353,0.425477,-0.052315,-0.601249,0.451741,0.482827,-0.199657,0.188847,0.449034,-0.417668,-0.290723,-0.58568,-1.239952,0.257894,-0.594362,0.385198,-0.109585,-0.326843,0.125991,0.101453,-0.760893,0.28135,1.232124,0.111251,-0.231515,-0.18951,0.311063,-0.143971,0.315968,-0.173948,0.487126,-0.951421,0.152562,-1.0438,0.978758,-0.250233,0.005076,0.452928,-0.154023,0.572542,1
-12.083406,1.780283,-1.880277,-2.033304,-4.758269,1.603441,19.867064,-7.651745,4.985168,6.561416,-4.486913,-3.252335,0.839946,2.577411,-2.912218,-8.772731,-8.579056,7.592942,4.12886,-0.57129,-5.756863,4.462959,4.849636,-2.004798,1.9313,4.307107,-4.066596,-2.858451,-5.697869,-12.103813,2.563391,-5.810347,3.71664,-1.208795,-3.138553,1.146311,1.015231,-7.460454,2.613018,11.952911,1.078491,-2.345749,-1.835125,3.105819,-1.477343,3.131146,-1.615979,4.778586,-9.105317,1.50995,-10.118488,9.554187,-2.505888,0.16764,4.512587,-1.507123,5.579251,1
-7.087085,1.038035,-1.11136,-1.177768,-2.792812,0.940554,11.638178,-4.478315,2.919938,3.84391,-2.634153,-1.89297,0.493311,1.511988,-1.707515,-5.146867,-5.030225,4.454238,2.407451,-0.331428,-3.371414,2.610959,2.835547,-1.179303,1.13448,2.520428,-2.372033,-1.679253,-3.335945,-7.107008,1.499528,-3.404952,2.174084,-0.708758,-1.854791,0.685916,0.605351,-4.365468,1.529146,7.007485,0.631026,-1.368579,-1.073179,1.814479,-0.875264,1.840612,-0.955088,2.806856,-5.345598,0.886431,-5.914819,5.596775,-1.470836,0.094477,2.637343,-0.873347,3.271851,1
-0.777294,0.109557,-0.130426,-0.134015,-0.303425,0.104287,1.269427,-0.486435,0.323593,0.414828,-0.288598,-0.209669,0.059442,0.168448,-0.187409,-0.566711,-0.544495,0.490073,0.261507,-0.039614,-0.371356,0.284149,0.304199,-0.127957,0.124483,0.284268,-0.260464,-0.186235,-0.366713,-0.77189,0.169527,-0.376994,0.238238,-0.077636,-0.191985,0.068218,0.066898,-0.47191,0.173203,0.767735,0.067337,-0.150491,-0.123643,0.201817,-0.09883,0.201919,-0.105481,0.30184,-0.586748,0.103437,-0.645861,0.614221,-0.163929,0.012745,0.286132,-0.090771,0.357607,1
-2.203363,0.338296,-0.356024,-0.336536,-0.878191,0.309769,3.657219,-1.398562,0.907354,1.209547,-0.803218,-0.599568,0.141014,0.463772,-0.544221,-1.612754,-1.580212,1.390527,0.740703,-0.116771,-1.04664,0.817229,0.895847,-0.378728,0.351162,0.775927,-0.740577,-0.544642,-1.065157,-2.247484,0.492046,-1.075125,0.690203,-0.219975,-0.570135,0.236182,0.181143,-1.368579,0.490118,2.191544,0.197593,-0.419116,-0.333747,0.58278,-0.264908,0.574048,-0.287563,0.893478,-1.679317,0.265116,-1.8695,1.749003,-0.448636,0.043038,0.838184,-0.269425,1.024207,1
-7.087066,1.038047,-1.111312,-1.177777,-2.792816,0.940596,11.638114,-4.47832,2.919933,3.843881,-2.6341,-1.893015,0.493289,1.511982,-1.707554,-5.146846,-5.030175,4.454211,2.407499,-0.331441,-3.371483,2.610958,2.835513,-1.179316,1.13444,2.520391,-2.372014,-1.679269,-3.335956,-7.107024,1.499527,-3.404922,2.174089,-0.708737,-1.854841,0.685939,0.605298,-4.36545,1.529155,7.00751,0.631059,-1.368549,-1.073229,1.814473,-0.875232,1.840615,-0.955091,2.806795,-5.345642,0.886441,-5.914842,5.596736,-1.470907,0.09449,2.63737,-0.873322,3.27183,1
-2.191256,0.336291,-0.354039,-0.334725,-0.873351,0.308047,3.636912,-1.390811,0.902309,1.202701,-0.798932,-0.59637,0.140354,0.461253,-0.541311,-1.603906,-1.571445,1.382772,0.736614,-0.116329,-1.041012,0.812693,0.890935,-0.376618,0.349241,0.771661,-0.736464,-0.541748,-1.059245,-2.234934,0.489233,-1.069021,0.686312,-0.218789,-0.566896,0.234791,0.180048,-1.360961,0.487459,2.179542,0.196624,-0.41685,-0.332073,0.579564,-0.263461,0.570884,-0.28599,0.888454,-1.670033,0.26378,-1.859156,1.739517,-0.446254,0.042853,0.833531,-0.267871,1.018522,1
-1.115651,0.1733,-0.167775,-0.191605,-0.437051,0.151232,1.838521,-0.706421,0.462155,0.611208,-0.416733,-0.289498,0.08996,0.233199,-0.253804,-0.823009,-0.799161,0.699365,0.389689,-0.041018,-0.533728,0.408209,0.439307,-0.172288,0.165478,0.40628,-0.374467,-0.256383,-0.520914,-1.109527,0.236837,-0.549122,0.349942,-0.09833,-0.276716,0.110726,0.083857,-0.699696,0.244627,1.101612,0.109518,-0.213822,-0.178827,0.29292,-0.111088,0.271162,-0.151057,0.445959,-0.848165,0.124791,-0.934637,0.873569,-0.232621,0.00111,0.381526,-0.142548,0.531962,1
-2.619186,0.393416,-0.369945,-0.424286,-1.023995,0.377922,4.265624,-1.653552,1.082804,1.420832,-0.928032,-0.708519,0.157541,0.546033,-0.624394,-1.87835,-1.857983,1.625807,0.879394,-0.116888,-1.229931,0.953828,1.038058,-0.437357,0.415016,0.931847,-0.876809,-0.597875,-1.237561,-2.622955,0.586002,-1.256651,0.827207,-0.262835,-0.686009,0.243685,0.239998,-1.635116,0.561906,2.540742,0.222798,-0.531444,-0.379437,0.662193,-0.322516,0.696571,-0.324807,1.038098,-1.980293,0.340804,-2.160422,2.063397,-0.540064,0.011769,0.993939,-0.318548,1.216488,1
-3.13881,0.456614,-0.486372,-0.523023,-1.233186,0.435531,5.156173,-1.987928,1.297952,1.703538,-1.15682,-0.847414,0.217071,0.675991,-0.756118,-2.280297,-2.229747,1.971239,1.069834,-0.149937,-1.494632,1.163136,1.257022,-0.53439,0.500416,1.123223,-1.05567,-0.741454,-1.494177,-3.146935,0.681864,-1.516184,0.971219,-0.309119,-0.81755,0.306914,0.269268,-1.940523,0.683724,3.107762,0.274178,-0.612239,-0.474148,0.800963,-0.385134,0.825506,-0.416502,1.238765,-2.374535,0.397476,-2.624901,2.486917,-0.644574,0.044933,1.180326,-0.392235,1.448073,1
-3.151071,0.458196,-0.488703,-0.524839,-1.237976,0.437008,5.176825,-1.995651,1.303211,1.710484,-1.161663,-0.850201,0.218186,0.678778,-0.758699,-2.289337,-2.238967,1.979213,1.073449,-0.150294,-1.499807,1.167796,1.262263,-0.536528,0.502713,1.127928,-1.059945,-0.744135,-1.500136,-3.159229,0.684624,-1.52243,0.975055,-0.310377,-0.820385,0.308154,0.270879,-1.948367,0.68632,3.119593,0.27483,-0.614864,-0.475352,0.804086,-0.386973,0.828788,-0.418084,1.244273,-2.383378,0.398762,-2.63499,2.496966,-0.646213,0.044994,1.18487,-0.394065,1.453854,1
-1.784364,0.264356,-0.278532,-0.275154,-0.705118,0.238418,2.91152,-1.130403,0.726228,0.958582,-0.649463,-0.45907,0.125525,0.37851,-0.438923,-1.276362,-1.23272,1.123592,0.593459,-0.071869,-0.846845,0.639719,0.688498,-0.299313,0.28552,0.621623,-0.588461,-0.411016,-0.834608,-1.783469,0.38201,-0.853096,0.564174,-0.186767,-0.473787,0.173998,0.140086,-1.085708,0.378268,1.744697,0.161192,-0.351447,-0.263602,0.453817,-0.214146,0.448733,-0.222045,0.707328,-1.346744,0.224095,-1.454657,1.386845,-0.379697,0.010538,0.648518,-0.216232,0.809928,1
-4.459562,0.667529,-0.694946,-0.751052,-1.771763,0.605343,7.317952,-2.855996,1.85452,2.423607,-1.667545,-1.202903,0.282355,0.94076,-1.037101,-3.260555,-3.167635,2.793533,1.50301,-0.214185,-2.136177,1.664553,1.805436,-0.741448,0.700557,1.560178,-1.492604,-1.055656,-2.086299,-4.487575,0.940361,-2.151667,1.392527,-0.444566,-1.156518,0.442118,0.393411,-2.782524,0.969671,4.428145,0.397023,-0.868201,-0.663465,1.136175,-0.546707,1.156514,-0.585774,1.807634,-3.369084,0.526001,-3.758538,3.547201,-0.938048,0.106693,1.661725,-0.557555,2.099188,1
-1.678739,0.235396,-0.256246,-0.280248,-0.663221,0.231042,2.778543,-1.067612,0.696777,0.918511,-0.625106,-0.459794,0.118927,0.364695,-0.41006,-1.225329,-1.197311,1.066319,0.578535,-0.078234,-0.801551,0.622429,0.674089,-0.278629,0.268947,0.6019,-0.57276,-0.392298,-0.801631,-1.687321,0.364561,-0.809542,0.521556,-0.163907,-0.43941,0.160327,0.133046,-1.037462,0.367025,1.666319,0.149385,-0.328312,-0.257513,0.435429,-0.213065,0.44111,-0.226198,0.664098,-1.266754,0.210517,-1.413964,1.330522,-0.345334,0.027595,0.627472,-0.210829,0.764955,1
-1.487222,0.209412,-0.227687,-0.250525,-0.583214,0.2062,2.449927,-0.941533,0.611596,0.808865,-0.552537,-0.408341,0.102806,0.322891,-0.359173,-1.082315,-1.056251,0.939142,0.513637,-0.070079,-0.709185,0.549647,0.593868,-0.248082,0.235344,0.532487,-0.503159,-0.351135,-0.707314,-1.487533,0.321638,-0.716116,0.459824,-0.143372,-0.386622,0.142553,0.119411,-0.915065,0.325531,1.474835,0.132921,-0.28966,-0.230231,0.381599,-0.184951,0.389007,-0.199184,0.582308,-1.122683,0.187333,-1.249733,1.176188,-0.309732,0.024181,0.553716,-0.185734,0.680981,1
-2.022206,0.27434,-0.298922,-0.345732,-0.818271,0.261247,3.339974,-1.301469,0.850566,1.099527,-0.763134,-0.542119,0.136389,0.430337,-0.519431,-1.467294,-1.424235,1.300815,0.676128,-0.090331,-0.973114,0.739781,0.79711,-0.356768,0.323045,0.721368,-0.687493,-0.465401,-0.963965,-2.021526,0.423246,-0.958698,0.6202,-0.211717,-0.528112,0.206537,0.168448,-1.245001,0.428523,2.012152,0.165394,-0.382764,-0.294004,0.516912,-0.237921,0.502234,-0.255978,0.831616,-1.515728,0.250059,-1.681844,1.607389,-0.436093,0.047372,0.766473,-0.233461,0.903967,1
-0.993615,0.153604,-0.136373,-0.165555,-0.391309,0.143064,1.631599,-0.635749,0.419327,0.526761,-0.356777,-0.258902,0.071638,0.2061,-0.232212,-0.727365,-0.704274,0.615277,0.335096,-0.053363,-0.461931,0.36933,0.399058,-0.160967,0.156848,0.350316,-0.346601,-0.227778,-0.465484,-1.001376,0.22473,-0.469853,0.331163,-0.095797,-0.250525,0.088138,0.082498,-0.633827,0.217162,0.975935,0.104923,-0.194427,-0.154305,0.26816,-0.111876,0.249154,-0.118499,0.399304,-0.756766,0.125868,-0.81513,0.78305,-0.201008,0.001108,0.353344,-0.125637,0.46527,1
-21.403945,3.159813,-3.354838,-3.575149,-8.401077,2.825436,35.140313,-13.544335,8.83576,11.626375,-7.943939,-5.74267,1.491735,4.567871,-5.151361,-15.533417,-15.205877,13.440363,7.292182,-0.984703,-10.211127,7.898335,8.546812,-3.587522,3.415097,7.6154,-7.185477,-5.03139,-10.100716,-21.39277,4.5382,-10.308222,6.562299,-2.151844,-5.552614,2.044899,1.799943,-13.178229,4.618558,21.150506,1.906028,-4.14662,-3.230044,5.482856,-2.598778,5.569838,-2.892948,8.478818,-16.124428,2.676009,-17.907331,16.910617,-4.438896,0.28985,8.00882,-2.642502,9.887694,1
-6.627445,0.973039,-1.046371,-1.105695,-2.610239,0.876189,10.870286,-4.197448,2.735097,3.607405,-2.461008,-1.786195,0.463653,1.409303,-1.576784,-4.809219,-4.71512,4.161038,2.245906,-0.312863,-3.162397,2.459039,2.645672,-1.104485,1.064176,2.361558,-2.226077,-1.573128,-3.112515,-6.640699,1.400587,-3.192819,2.029529,-0.664494,-1.723986,0.61791,0.554633,-4.09456,1.423295,6.5501,0.57621,-1.295782,-1.005264,1.69936,-0.82072,1.71883,-0.892467,2.6126,-4.988165,0.821775,-5.563456,5.23326,-1.383976,0.104979,2.481251,-0.825663,3.061276,1
-0.762918,0.104109,-0.114766,-0.111072,-0.286756,0.100401,1.231071,-0.464498,0.300194,0.40751,-0.27446,-0.197158,0.053303,0.155494,-0.187068,-0.546182,-0.537452,0.474119,0.24701,-0.026003,-0.353226,0.251565,0.287841,-0.111688,0.113548,0.268112,-0.240314,-0.185271,-0.352616,-0.738966,0.163479,-0.35669,0.230054,-0.076383,-0.195941,0.077579,0.054331,-0.456635,0.167843,0.729045,0.060677,-0.143589,-0.110106,0.200411,-0.087857,0.17997,-0.101531,0.299773,-0.562022,0.094762,-0.630591,0.585228,-0.1493,0.001838,0.260656,-0.082442,0.348772,1
-2.871846,0.419438,-0.458732,-0.460152,-1.137924,0.371722,4.70751,-1.807967,1.184567,1.54144,-1.063695,-0.755976,0.216467,0.603176,-0.733877,-2.091265,-2.035847,1.774792,0.950875,-0.135061,-1.384489,1.028549,1.144804,-0.460235,0.458642,1.043582,-0.9587,-0.683156,-1.377181,-2.873168,0.601646,-1.391155,0.878593,-0.305886,-0.751229,0.270991,0.208443,-1.749994,0.617604,2.817787,0.226886,-0.569852,-0.421571,0.744911,-0.35674,0.725243,-0.386614,1.128828,-2.166736,0.373372,-2.363907,2.291024,-0.599072,0.016386,1.054142,-0.33623,1.336782,1
-2.191004,0.336474,-0.354095,-0.334469,-0.873337,0.30815,3.636905,-1.390731,0.902265,1.202807,-0.798625,-0.59625,0.140172,0.461133,-0.541263,-1.603789,-1.571431,1.382751,0.736485,-0.116198,-1.040772,0.812679,0.890904,-0.376667,0.349168,0.771531,-0.736417,-0.541704,-1.059349,-2.235123,0.489417,-1.069177,0.686399,-0.218738,-0.566913,0.234997,0.180061,-1.360948,0.487458,2.179313,0.196485,-0.416743,-0.331875,0.579595,-0.26338,0.570841,-0.285921,0.888577,-1.669999,0.263562,-1.859154,1.739263,-0.446104,0.042864,0.833576,-0.267878,1.018511,1
-0.702584,0.099346,-0.098674,-0.11685,-0.265082,0.109962,1.14106,-0.438674,0.284591,0.386185,-0.247067,-0.188941,0.031843,0.162986,-0.168391,-0.504974,-0.496625,0.433637,0.238771,-0.033506,-0.321106,0.263509,0.275242,-0.119589,0.104999,0.256429,-0.238905,-0.152689,-0.330061,-0.694998,0.161801,-0.338673,0.221714,-0.057375,-0.176568,0.073597,0.081272,-0.435218,0.151819,0.687127,0.060282,-0.146178,-0.100954,0.163752,-0.084346,0.200855,-0.081443,0.284234,-0.526891,0.101555,-0.565561,0.560278,-0.146692,0.00074,0.27642,-0.091224,0.324404,1
-1.154038,0.170656,-0.170057,-0.190264,-0.458349,0.162213,1.893318,-0.733748,0.486162,0.617175,-0.433112,-0.289813,0.098926,0.252886,-0.277342,-0.857631,-0.821539,0.71542,0.389974,-0.058523,-0.55507,0.4298,0.463936,-0.188454,0.178251,0.414554,-0.391888,-0.271215,-0.539303,-1.14532,0.244347,-0.551478,0.358848,-0.103549,-0.299685,0.112198,0.094232,-0.723663,0.253457,1.153517,0.100608,-0.220386,-0.17801,0.30254,-0.12905,0.281689,-0.157926,0.465297,-0.87552,0.14824,-0.952178,0.914489,-0.228895,0.007675,0.407017,-0.140656,0.534138,1
-11.912432,1.758785,-1.863316,-2.003473,-4.689775,1.58384,19.57982,-7.535147,4.903705,6.468567,-4.429967,-3.202652,0.824132,2.539926,-2.86392,-8.646525,-8.463314,7.490523,4.067283,-0.573092,-5.663936,4.398,4.77772,-1.986011,1.903128,4.239787,-3.995851,-2.833997,-5.613122,-11.944183,2.52959,-5.72908,3.657245,-1.194202,-3.099836,1.136663,1.015361,-7.355942,2.574352,11.781163,1.057093,-2.317533,-1.806494,3.054269,-1.463893,3.094774,-1.593283,4.713977,-8.979548,1.492474,-9.976008,9.41818,-2.466348,0.161822,4.452175,-1.482801,5.510816,1
-11.912432,1.758785,-1.863316,-2.003473,-4.689775,1.58384,19.57982,-7.535147,4.903705,6.468567,-4.429967,-3.202652,0.824132,2.539926,-2.86392,-8.646525,-8.463314,7.490523,4.067283,-0.573092,-5.663936,4.398,4.77772,-1.986011,1.903128,4.239787,-3.995851,-2.833997,-5.613122,-11.944183,2.52959,-5.72908,3.657245,-1.194202,-3.099836,1.136663,1.015361,-7.355942,2.574352,11.781163,1.057093,-2.317533,-1.806494,3.054269,-1.463893,3.094774,-1.593283,4.713977,-8.979548,1.492474,-9.976008,9.41818,-2.466348,0.161822,4.452175,-1.482801,5.510816,1
-16.386698,2.44013,-2.564785,-2.746521,-6.445232,2.164151,26.954833,-10.383792,6.766287,8.901367,-6.086051,-4.40978,1.151082,3.501954,-3.951049,-11.912722,-11.658473,10.292908,5.593393,-0.775829,-7.81318,6.059369,6.565632,-2.73575,2.631782,5.837209,-5.514951,-3.886862,-7.730685,-16.428178,3.471049,-7.894219,5.032265,-1.648695,-4.264661,1.565166,1.38591,-10.13156,3.539138,16.219148,1.465353,-3.167981,-2.478556,4.223263,-1.991729,4.259731,-2.195626,6.503904,-12.356288,2.047419,-13.747916,12.953939,-3.374931,0.21906,6.136073,-2.046901,7.584568,1
-2.972786,0.436446,-0.458003,-0.496082,-1.180371,0.419204,4.89806,-1.875949,1.221272,1.606872,-1.100045,-0.811258,0.206061,0.642424,-0.717573,-2.158977,-2.118885,1.863955,1.01257,-0.155706,-1.409278,1.097446,1.198108,-0.503136,0.479046,1.053691,-0.99326,-0.717809,-1.414362,-2.990302,0.643381,-1.438012,0.918056,-0.297769,-0.774184,0.302213,0.263853,-1.846136,0.650979,2.939407,0.263205,-0.57769,-0.442855,0.754608,-0.3652,0.790298,-0.389377,1.186659,-2.251691,0.366785,-2.495459,2.355711,-0.600369,0.039039,1.115026,-0.381544,1.378057,1
-1.209625,0.19946,-0.188927,-0.203379,-0.48002,0.15593,2.047116,-0.792877,0.516474,0.685779,-0.484795,-0.33984,0.10374,0.230999,-0.303701,-0.900711,-0.89779,0.797442,0.423628,-0.040513,-0.638182,0.446714,0.505904,-0.199933,0.201236,0.475465,-0.391558,-0.268633,-0.597513,-1.259152,0.269061,-0.635983,0.373077,-0.14601,-0.297888,0.177293,0.114606,-0.792603,0.254753,1.201066,0.126975,-0.263554,-0.218488,0.324703,-0.122936,0.352464,-0.17907,0.505935,-0.935187,0.118326,-1.016751,1.017587,-0.284445,0.023714,0.45856,-0.127527,0.587647,1
-1.103584,0.174964,-0.181447,-0.170763,-0.434749,0.149576,1.843951,-0.702351,0.453005,0.630499,-0.404346,-0.293072,0.065728,0.231151,-0.274508,-0.80912,-0.806768,0.70667,0.376819,-0.047341,-0.526357,0.417782,0.430791,-0.188334,0.170379,0.399687,-0.379934,-0.257805,-0.528029,-1.11562,0.253481,-0.559931,0.338667,-0.103141,-0.278172,0.120149,0.086826,-0.682322,0.234965,1.096408,0.090036,-0.216016,-0.170232,0.293731,-0.124598,0.287242,-0.15627,0.447268,-0.833383,0.131839,-0.933165,0.868309,-0.245027,0.017473,0.417062,-0.128401,0.505561,1
-10.388654,1.53569,-1.618424,-1.747158,-4.077734,1.374492,17.060089,-6.557463,4.275019,5.633957,-3.850272,-2.795817,0.732469,2.221409,-2.511653,-7.517167,-7.368352,6.517265,3.542111,-0.50412,-4.942947,3.83826,4.160682,-1.735381,1.681704,3.700672,-3.492016,-2.468227,-4.886199,-10.380133,2.20356,-4.992928,3.177921,-1.044807,-2.71016,0.98437,0.88377,-6.411475,2.247703,10.275347,0.925498,-2.007771,-1.565109,2.663745,-1.260024,2.691389,-1.400489,4.114842,-7.822267,1.313252,-8.706221,8.199657,-2.15551,0.135888,3.881354,-1.294991,4.79176,1
-5.873067,0.863556,-0.909518,-0.97888,-2.312753,0.784567,9.648389,-3.712255,2.420667,3.195905,-2.174001,-1.572025,0.40953,1.252587,-1.415746,-4.261634,-4.174845,3.699251,2.004839,-0.271224,-2.796254,2.164766,2.346449,-0.977914,0.936274,2.088792,-1.969521,-1.397011,-2.765651,-5.883278,1.243109,-2.828341,1.798626,-0.580632,-1.531639,0.566257,0.491092,-3.622629,1.275193,5.797821,0.520476,-1.139888,-0.888752,1.508665,-0.71855,1.512299,-0.787136,2.327349,-4.426474,0.732622,-4.923493,4.630846,-1.219724,0.077088,2.188707,-0.722203,2.70868,1
-1.75921,0.248416,-0.27538,-0.284657,-0.686582,0.231556,2.885902,-1.124462,0.724464,0.951139,-0.659172,-0.463735,0.12409,0.377786,-0.424679,-1.284203,-1.253582,1.110117,0.588102,-0.076646,-0.839378,0.644069,0.6896,-0.288071,0.280697,0.628227,-0.583652,-0.410863,-0.822312,-1.771119,0.368511,-0.837223,0.53691,-0.177835,-0.478218,0.166106,0.14444,-1.080838,0.370241,1.734224,0.146522,-0.351743,-0.258694,0.451428,-0.223206,0.457132,-0.228712,0.697961,-1.32465,0.227717,-1.461685,1.39191,-0.363289,0.018562,0.654945,-0.213326,0.815925,1
-1.759303,0.24845,-0.275279,-0.284681,-0.686741,0.231618,2.885975,-1.124304,0.724496,0.951162,-0.659139,-0.463818,0.124184,0.377676,-0.42472,-1.284107,-1.253555,1.110091,0.588165,-0.07665,-0.839389,0.644046,0.689833,-0.288101,0.280824,0.628252,-0.58371,-0.41097,-0.822391,-1.771097,0.368511,-0.83739,0.537007,-0.177903,-0.478012,0.166165,0.144451,-1.080904,0.370386,1.734147,0.146593,-0.351731,-0.258769,0.451463,-0.223266,0.457034,-0.228794,0.697924,-1.324735,0.227628,-1.461651,1.391962,-0.363376,0.018606,0.654828,-0.213253,0.81586,1
-3.758584,0.553303,-0.573545,-0.626519,-1.483588,0.503391,6.17407,-2.38363,1.564392,2.039705,-1.39176,-0.989585,0.271328,0.801005,-0.906489,-2.74176,-2.677203,2.360847,1.276316,-0.178135,-1.78712,1.396567,1.505285,-0.623268,0.596904,1.334537,-1.267527,-0.885035,-1.762514,-3.768522,0.797775,-1.808998,1.152947,-0.368313,-0.978062,0.364753,0.317882,-2.32485,0.813722,3.723746,0.341274,-0.727152,-0.571437,0.972088,-0.451216,0.96896,-0.509095,1.50136,-2.839465,0.484043,-3.129739,2.969014,-0.77629,0.04339,1.385272,-0.461097,1.725649,1
-4.348194,0.651224,-0.677653,-0.732412,-1.727831,0.590401,7.134821,-2.786054,1.808805,2.363206,-1.626184,-1.173149,0.274246,0.916911,-1.009808,-3.179805,-3.088474,2.723461,1.464834,-0.208681,-2.083406,1.623621,1.760856,-0.72267,0.682594,1.520415,-1.455203,-1.028973,-2.033665,-4.376221,0.916674,-2.098315,1.35835,-0.433567,-1.127655,0.431661,0.384079,-2.714063,0.945404,4.31823,0.387071,-0.846709,-0.646447,1.107527,-0.532809,1.127822,-0.570895,1.763853,-3.285069,0.511736,-3.665664,3.45941,-0.915306,0.105686,1.620124,-0.544049,2.047917,1
-1.163428,0.163457,-0.172416,-0.194768,-0.456896,0.165742,1.924358,-0.738092,0.475555,0.633901,-0.433171,-0.322357,0.079352,0.254982,-0.286448,-0.848464,-0.825054,0.73689,0.40835,-0.052329,-0.556472,0.428953,0.469163,-0.192008,0.183665,0.416064,-0.393339,-0.273763,-0.554297,-1.168257,0.250613,-0.559766,0.359874,-0.110297,-0.308385,0.116092,0.091952,-0.717819,0.255988,1.155812,0.103508,-0.227658,-0.181006,0.29799,-0.145257,0.305086,-0.153793,0.457303,-0.879235,0.147278,-0.979308,0.922056,-0.242466,0.0192,0.434516,-0.145883,0.532242,1
-1.953355,0.294488,-0.292056,-0.292255,-0.741803,0.25828,3.14399,-1.212694,0.796191,1.030028,-0.668554,-0.518995,0.118164,0.382528,-0.445944,-1.371347,-1.366086,1.200133,0.621997,-0.069078,-0.89708,0.664533,0.740209,-0.309614,0.301206,0.686993,-0.629234,-0.452934,-0.930906,-1.927793,0.446648,-0.920459,0.636584,-0.218331,-0.499531,0.165676,0.156977,-1.189497,0.415188,1.848444,0.164531,-0.386849,-0.269414,0.50873,-0.228363,0.48652,-0.240552,0.750087,-1.472778,0.233482,-1.588874,1.506455,-0.383283,-0.011574,0.702225,-0.22486,0.904416,1
-13.411446,1.986892,-2.079983,-2.273646,-5.28887,1.787405,22.050614,-8.485353,5.530892,7.264089,-4.980687,-3.603208,0.947454,2.865898,-3.24575,-9.741041,-9.537791,8.404243,4.583213,-0.653716,-6.392279,4.964208,5.385602,-2.223672,2.145116,4.791194,-4.514144,-3.196802,-6.327845,-13.439651,2.835611,-6.463902,4.11856,-1.333743,-3.4809,1.279146,1.126913,-8.288638,2.898913,13.268755,1.190942,-2.609117,-2.029011,3.447015,-1.634719,3.470322,-1.793796,5.29747,-10.108072,1.681173,-11.229734,10.61439,-2.785841,0.161535,5.002674,-1.678057,6.208671,1
