@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S57

@attribute word_freq_make numeric
@attribute word_freq_3d numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_labs numeric
@attribute word_freq_857 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute char_freq_! numeric
@attribute char_freq_# numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0.47,0,0.23,0.44,0.76,1.27,0,0.26,0,3.25,0,1.5,1.11,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0.154,3029,1
0,0,0,0,0,0,0,0.81,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0,143,1
0,0,0,0.23,0.23,0,0,0.23,0.47,2.63,0,0.47,0,0.23,0,0,0,0,0.23,0,0,0,0,0,0,0,0.327,0.046,450,1
0,42.73,0,0,0.42,0,0.42,0,1.28,2.99,0,2.13,1.28,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,441,1
0,0,0,0,0,0,0.18,0,0.36,3.06,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,92,1
0,0.58,0.29,0,0,0,0,0,0.58,2.91,0.87,1.74,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1.434,0.047,361,1
0,0,0,0,0,0,0,0,0,2.41,0,2.41,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0,247,1
0,0,0,0,0,0,0,0,0,2.42,0,2.42,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,238,1
0,0,0,0,0,0,0,0,0,2.45,0,2.45,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0,234,1
0.72,0,0,0,0,0,0,0,0,2.18,1.45,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,78,1
0.45,0,0.21,0.4,0.69,1.14,0,0.23,0,2.93,0,1.36,1,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.152,3033,1
1.17,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,0,59,1
0,0,0,0,0,0,0,0,0,1.29,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,135,1
0,0,0,0,0,0,0,0,0,1.29,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,135,1
0,0,0,0,0,0,0,0,0,1.29,5.19,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,135,1
0,0,0,0,0.3,0,0.3,0.3,0.15,0.15,0,0.15,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0.067,418,1
0.41,0,0,0,0.41,0,0,0.62,0,4.6,0,2.3,0.62,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0.345,0.306,426,1
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0.47,0,0.26,0.44,0.76,1.26,0,0.26,0,3.22,0,1.47,1.1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.159,3043,1
0,0,0,0,0,0,0.18,0,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,78,1
0,0,0,0.31,0,0,1.27,0.63,3.18,2.22,0,1.91,0.31,0.63,0,0,0,0,0,0,1.59,0,0,0,0,0,0.055,0,186,1
0,0,0,0,0,0,0,0.56,0,3.95,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,195,1
0,0,0,0,0,0,0.18,0,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,78,1
0,0,0,0,0,0,0,0,0,1.88,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0,107,1
0.17,0.44,0,0,0,0.17,0,0.08,0,4.04,0,2.64,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,414,1
0,0,0,0,0.33,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.112,0,222,1
0,0,0,0,0,0,0,0.88,0,0.88,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,62,1
0,0,0,0,0,0,0,0,0,1.21,0,0.96,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.693,0,195,1
0.19,0,0.97,0.87,0.58,0.87,0.09,0,1.17,3.81,0.68,1.75,0.09,0.29,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0.405,0.031,877,1
0,0,0,0,0,1.56,0,0,0,1.56,6.25,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0,161,1
0.73,0,0,0,0,0,0,0.36,0.73,2.56,0,1.09,0.36,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,305,1
0,7.07,0.45,0,0,0,0,0.45,0,0.22,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,425,1
0,0,0,0.29,0.09,1.65,0,0.58,0.19,3.21,0,2.43,0,0.09,0,0,0,0,0.29,0,0,0,0,0,0,0,0.06,0,329,1
0,0,0,0,0,0,0,0,0.84,2.95,0,2.53,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,197,1
0,0,0,0,0,0,0,0,0.84,2.95,0,2.53,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,197,1
0,0,0,0,2.4,0,0.4,0.8,0,2,0.4,2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.116,0,207,1
0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1
0,0,0,0,0,0,0,1.25,1.25,1.25,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,171,1
0,0,0.26,0,0,0,0,0,0.26,1.58,0,0.52,0,0,0,0,0,0,0.26,0,0.26,0,0,0,0,0,0.077,0,171,1
0,0,0,0,0.7,0,0,1.41,0,7.09,0,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,142,1
0,0,0,0,0,0,0,0.55,0,3.88,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.191,0,202,1
0,0,0,0,0,0,0,0,0,1.45,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,249,1
0,0,0,0,0,0,0,0,0,2.54,0,1.69,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.776,0,249,1
0,0,0,0,0,0,0,0,0,1.45,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,249,1
0,0,0.4,0,0.81,0,0,3.27,1.22,0.81,0,0.4,2.04,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.64,0,505,1
0.34,0,0,0.75,0.23,0,0,0.58,0.17,3.01,2.61,1.5,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.027,1107,1
0.71,0,0,0,0,0,0,2.85,0,2.14,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,1.417,0,103,1
0.65,0,0,0,0,0,0,1.3,0,2.61,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0,51,1
0,0,0,0,1.61,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,84,1
0,0,0.32,0.32,0.64,0,0,2.56,0,3.84,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,166,1
0,0,0,2.59,1.29,0,0,0.64,0.64,3.24,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,25,1
0,0,0,0,0,0,0,0,0,2.45,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0.064,135,1
0.44,0,0,0,0,0,0,0,0.44,1.76,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,140,1
0,0,0,0,0,0,0,0,0,1.38,0,2.08,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0,281,1
0.44,0,0,0,0,0,0,0,0.44,1.76,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,140,1
0.44,0,0,0,0,0,0,0,0.44,1.76,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,140,1
0.44,0,0,0,0,0,0,0,0.44,1.76,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,142,1
0,0,0,0,0,0,0,0.59,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0,83,1
0.1,0,0,0.8,0.1,0,1.61,0.1,1.11,1.31,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.49,0.015,1351,1
0,0,0,0,0,0,0,3.33,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424,0,146,1
0.1,0,0,0.8,0.1,0,1.61,0.1,1.11,1.31,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.49,0.015,1351,1
0.17,0,0.43,0,0.17,0,0,0.87,0,1.4,0.17,0.87,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,617,1
0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,138,1
0,0,0,0,0,0,0,1.05,1.05,4.21,0,1.57,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276,0.091,98,1
0.17,0,0.05,0.05,0.05,0.05,0,0,0.05,4.24,0.23,1.04,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,458,1
0.17,0,0.52,0,0.17,0,0,0.87,0,1.39,0.17,0.87,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,336,1
0,0,0,0,0,0,0,0,0,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,42,1
0.1,0,0.5,0.8,0.8,0,1.5,0,1.6,2.2,0.2,1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.014,1214,1
0,0,1.39,0.34,0,0,0,0,0,3.83,2.09,1.04,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,142,1
0,0,0.12,0.25,0.12,0,1.14,0,2.04,2.8,0.12,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,475,1
0,0,0.12,0.25,0.12,0,1.15,0,2.04,2.81,0.12,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,475,1
0.29,0,0.58,0.58,0.77,0,0.97,0,1.46,1.75,0.38,0.77,0.58,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.569,0.034,1689,1
0.31,0,0.62,0.62,0.93,0,1.04,0,1.56,1.87,0.41,0.83,0.62,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0.033,1516,1
0,0,0,0,0.3,0,0,0.92,0,0.61,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0.3,0,0,0,0,212,1
0,0,0,0,0,0,0,1.13,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,106,1
0.17,0,0.05,0.05,0.05,0.05,0,0,0.05,4.24,0.23,1.04,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,458,1
0,0,0,0,0.64,0,0,0,0,1.94,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0.263,0,188,1
0.31,0,0.62,0.62,0.93,0,1.14,0,1.56,1.87,0.41,0.83,0.62,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0.033,1514,1
0,0,0,0.19,0.19,0,0,0,0.19,0.59,0.59,0.39,0.19,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,993,1
0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,114,1
0.1,0,0,0.1,0.4,0,0,0,0,3.81,0,1.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5.942,0,724,1
0.39,0,0,0,0,0,0,0.39,0,2.39,0,2.78,1.19,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,112,1
0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.392,0,115,1
0,0,1.62,0,1.62,0,0.54,0,0.27,2.16,0,2.7,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0.463,0,405,1
0,0,0,0,0,0.26,0.26,0.8,0.26,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,188,1
0,0,0,0,0.9,0,0,1.81,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,19.829,106,1
0.44,0,0,0,2.64,0,0,0,0.44,2.64,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1
0,0,0.55,0,0,0,0,1.11,0.55,1.66,0,2.22,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.484,0,201,1
0,0,0,0,0.8,0,0,1.61,0,1.61,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.07,229,1
0,0,0,0,0.53,0,0.53,0,0.53,2.13,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,123,1
0,0,0,0,2.35,0,0,1.17,0,2.35,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0,0,6.06,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,32,1
0,0,0,0,0.8,0,0,0.8,0.8,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,81,1
0,0,0,0,0.8,0,0,0.8,0.8,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,81,1
0.59,0,0,0.23,1.3,0,0,0.59,0,4.51,0,1.66,0.47,0.83,0,0,0,0,0,0,0.11,0,0,0,0,0,0.155,0.019,504,1
0.17,0,0.26,0.69,0.52,0,0.6,0.78,1.39,2.43,0.17,1.13,0.95,0.17,0,0,0,0,0,0,0.08,0,0,0,0,0,0.271,0.013,1375,1
0.1,0,0.1,1.41,0.81,0,0,0.1,1.11,2.22,0.4,1.92,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0.994,0.032,1042,1
0.22,0,0,0,0.22,0,0,0.22,0,2.03,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,0,215,1
0.1,0,0.5,0.8,0.8,0,1.6,0,1.7,2.2,0.2,1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.014,1200,1
0.49,0,0,0,0,0,0,0.49,0.49,3.46,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,281,1
0,0,0,0,0,0,0,0.65,0,4.6,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0.233,0,135,1
0,0,0,0,0,0,0,1.25,0,0.62,0,1.88,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.11,152,1
0.9,0,0,0,0,0,0,0,0.9,1.81,0,2.72,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0,62,1
0,0,2.04,0,0,0,0.29,1.16,1.16,2.33,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,145,1
0,0,0,0,0,0,0,0,0,0.47,0.47,1.91,0,0.47,0,0,0,0.47,0,0,0,0,0,0,0,0,0.269,0,464,1
0.54,0,0.05,0.35,0.16,1.19,0.13,0.19,0.48,3.56,0,0.81,1.14,0.57,0,0,0,0,0,0,0,0,0,0,0,0.02,0.268,0.159,3313,1
0.54,0,0.05,0.35,0.16,1.19,0.13,0.19,0.48,3.56,0,0.81,1.14,0.57,0,0,0,0,0,0,0,0,0,0,0,0.02,0.273,0.159,3327,1
0.27,0,1.39,0.27,0.83,0,0,0,0.55,1.67,1.95,3.07,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,2.001,0,341,1
0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1
0.1,0,0.03,0,0.1,0,0,0.17,0,0.81,0.03,1.35,0.1,0.17,0,0,0,0,0,0,0,0,0.03,0,0,0.03,0.013,0,3220,1
0.49,0,0.24,0,1.4,0,0.24,0,0,2.89,0,0.9,0.16,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.095,667,1
0,0,0,0.82,0.54,0,0,0.27,0,2.46,0,2.19,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,164,1
1.18,0,0.19,1.38,0.39,0.19,0,0.98,0,2.56,0.39,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0.026,632,1
0,0,1.28,0,0,0,0,0,0,2.56,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,45,1
0.33,0,0.07,0.97,1.16,1.27,0.03,0.03,0.07,4.38,0,1.49,0.33,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.11,819,1
0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,81,1
0,0,0,0,0,0,0,0.78,0,1.56,0,1.96,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1
0,0,0,0,0,0,0,2.04,0.34,4.76,0,2.38,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.222,4.008,328,1
0,0,0,0,0,0,0,0,0,4.25,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
0,0,0,0.48,0,0.16,0,0.64,0,0.8,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,0,557,1
0.28,0,1.4,0.28,0.84,0,0,0,0.56,1.69,1.97,3.09,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,1.282,0,339,1
0.3,0,0,0.61,0.61,0,0,0.3,0.61,1.84,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,343,1
0,0,0,0,3.77,0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0,0,0,0,0,0,0,0,6.66,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,25,1
0,0,0,0,3.77,0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0,0,0,0,0,0,0,0,6.66,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,25,1
0,0,0,0,3.77,0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0,0,0,0,0,0,0,0,6.66,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,25,1
0,0,0.53,0.1,0.21,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,381,1
0,0,0,0,0,0,0,0.38,0.38,4.61,0.38,0.76,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,74,1
0,0,0,0,0.68,0,0,0,4.1,4.1,0,0.68,1.36,0,0,0,0,0,0,0,1.36,0,0,0,0,0,1.089,0,157,1
0,0,0,0,0,0.51,0,0,0.51,2.59,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,217,1
0,0,0,0.17,1.25,0,0,0,0.17,3.21,0,1.25,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,903,1
0,1.33,1.33,0,0,0,0,1.33,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0.228,69,1
0,0,0,0,0,0,0,0,0,0.82,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.187,328,1
0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,0,75,1
0.09,0,0.18,0.09,0,0.36,0,0,0,2.01,0,3.38,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0.032,535,1
0.73,0,0,0.24,1.35,0,0,0.61,0,4.55,0,1.72,0.49,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.02,478,1
0.73,0,0,0.24,1.35,0,0,0.61,0,4.55,0,1.72,0.49,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.02,478,1
0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,81,1
0.66,0,0,0.66,0.26,0.13,0,0,0,3.98,0,0.53,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0,667,1
0.18,0,0.36,0.09,0,0.36,0,0,0,1.27,0,3.38,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,566,1
0,0,0,0,0,0,0,1.54,0,5.4,0,2.31,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,272,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,215,1
0,0,0.53,0,0,0,2.12,0,0.53,2.65,0,2.65,1.59,0,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0.095,0,131,1
0,0,0.35,0,0.11,0.11,0,2.14,0.23,1.9,0.35,0.35,0.59,0.11,0,0,0,0,0,0,0.11,0,0,0,0,0,0.434,0.217,1509,1
0,0,0.35,0,1.07,0,0,0,0.71,2.85,0,2.5,1.42,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.24,0,140,1
0,0,0,0.57,0.19,0,0,0.57,0.19,0.19,0.38,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.928,1655,1
0.1,0,0,0.2,0.2,0.6,0,0.91,0,1.72,4.26,1.72,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,1426,1
0.39,0,0.19,0.58,0.66,1.29,0.03,0.23,0,3.16,0,1.36,0.5,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.133,2424,1
0.32,0,1.61,0.32,0.64,0,0,0,0,1.29,2.58,3.54,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,1.178,0,318,1
0.1,0,0,0.2,0.2,0.6,0,0.91,0,1.72,4.26,1.72,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,1426,1
0.08,0,0.17,0.59,0.08,0,2.21,0.25,0.93,1.61,0.17,0.42,0.85,0.08,0,0,0,0,0,0,0.08,0,0,0.08,0.08,0,0.403,0.013,1407,1
0.09,0,0,0.09,0.39,0,0,0,0,3.67,0.09,1.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,5.836,0,753,1
0,0,0,0,0,0,0,0,1.92,1.92,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0.1,0,0,0.2,0.2,0.6,0,0.91,0,1.72,4.26,1.72,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,1439,1
0,0,1.26,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926,0,121,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,104,1
0,0,0.33,0,0.16,0.08,0,1.6,0.33,1.6,0.33,0.5,0.42,0.08,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0.502,0.329,2049,1
0,0,0.33,0,0.16,0.08,0,1.61,0.33,1.52,0.33,0.5,0.42,0.08,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0.518,0.33,2045,1
0,0,0,0,0,0,0,0,0,3.15,0,1.05,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,41,1
0,0,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,0,122,1
0.09,0,0,0.19,0.29,0.58,0,0.87,0,1.66,4.1,1.66,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,1458,1
0,0,1.11,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,79,1
0,0,0,0,0,0,0.55,1.11,0,1.67,0,1.67,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.517,125,1
0,0,0,0.29,1.78,0,0,0,0.29,4.16,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,488,1
0.65,0,0.49,0.65,0.49,0,0.16,1.14,0.16,3.6,0.49,1.8,0,0.49,0,0,0,0,0,0,0,0,0,0,0.16,0,0.925,2.29,595,1
0,0,0.64,0,0.64,0.64,0,3.89,0.64,3.24,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.08,205,1
0,0,0,0,0,0,0,0.96,0.48,5.79,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,38,1
0,0,0,0,0,0,0,1.85,0,1.85,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,87,1
0,0,0,0.38,1.94,0,0,0.38,0.77,2.72,0,1.16,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.057,0,235,1
0,0,0,1.27,0.85,0,0,0,0,2.55,0,2.12,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.177,553,1
0,0,0,0,0.3,0,0,0,0,0.3,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1
0,0,0.56,0,0,0,0,1.12,0.18,3.18,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.033,292,1
0,0,0,0,0.45,0,0,0,0,3.21,0.45,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,42,1
0,0,0.72,0.36,0.36,0,0,0,0.36,2.91,0,2.18,0.72,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.178,0,115,1
0,0,0,0.93,0,0,0,0,0,0.93,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561,0,65,1
0.42,0,0.06,0.49,0.91,1.08,0.03,0.26,0.03,2.75,0,1.27,0.32,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.109,2501,1
0,0,0.33,0,0.33,0,0,0.67,0.33,0.67,0,1,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.053,0.053,167,1
0,0,0,0,0.13,0,0,0,0,0.2,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,3752,1
0,0,0,0,0,0,0,3.38,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,0,11,1
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.333,0,15,1
