@relation 'vote-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.75 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.325el-salvador-aid=y+0.315aid-to-nicaraguan-contras=y-0.312physician-fee-freeze=y+0.303mx-missile=y+0.294adoption-of-the-budget-resolution=y... numeric
@attribute '-0.62water-project-cost-sharing=y-0.506synfuels-corporation-cutback=y+0.39 immigration=y+0.195anti-satellite-test-ban=y+0.167education-spending=y...' numeric
@attribute '0.664immigration=y+0.37 religious-groups-in-schools=y+0.359synfuels-corporation-cutback=y+0.334export-administration-act-south-africa=y+0.208adoption-of-the-budget-resolution=y...' numeric
@attribute 0.601synfuels-corporation-cutback=y-0.524water-project-cost-sharing=y-0.373export-administration-act-south-africa=y+0.307duty-free-exports=y-0.202handicapped-infants=y... numeric
@attribute 0.832handicapped-infants=y-0.318duty-free-exports=y-0.239water-project-cost-sharing=y+0.216immigration=y+0.188synfuels-corporation-cutback=y... numeric
@attribute 0.659export-administration-act-south-africa=y-0.54immigration=y-0.323water-project-cost-sharing=y+0.206crime=y+0.193religious-groups-in-schools=y... numeric
@attribute Class {democrat,republican}

@data
2.846976,1.784506,-0.388733,0.212394,0.548261,-0.431022,democrat
-1.041268,0.116032,0.218969,-1.680711,-1.129361,1.123176,republican
1.351181,-1.491144,-0.16401,1.156082,-1.569021,0.375349,democrat
-0.472326,2.063891,1.288162,-0.048293,-0.865982,0.49681,republican
0.81564,-1.302617,0.122127,0.354302,-1.9167,0.197058,democrat
-2.060329,0.676242,1.823964,0.970809,0.563569,1.119546,republican
2.421268,0.2511,1.049927,-0.541332,-1.671721,-0.887376,democrat
1.62742,1.619294,-0.327932,0.145473,0.911109,-0.57866,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,republican
0.749948,-0.698493,2.062378,-0.592225,1.084586,0.068074,democrat
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,republican
1.860117,1.011442,0.833717,-0.90075,0.988077,-0.280947,democrat
-0.013603,1.045733,1.03151,-0.786112,1.728401,0.345423,democrat
1.333094,-0.957667,1.717837,-0.565822,0.834809,-0.352701,democrat
-2.343722,-1.85154,-0.167735,0.859545,1.658159,-2.557732,republican
-2.363243,-2.218013,-0.194707,-0.186126,1.388179,0.8243,republican
-2.667432,-1.567095,0.843112,1.404931,0.230931,-2.039811,democrat
2.480719,0.159792,0.420095,0.850601,1.847748,-0.090995,democrat
1.691878,-1.566658,1.381276,0.327709,0.883942,-0.322499,democrat
1.815376,-0.046027,0.976518,-0.414998,-1.482668,-0.745982,democrat
-2.889685,-0.816981,-0.531138,-1.042744,-0.685244,0.611031,republican
1.541013,-0.502823,0.626949,-0.935513,0.489525,-0.612193,democrat
2.68137,0.074936,-0.074712,-1.081698,0.428354,-1.156915,democrat
-3.262886,-1.897366,-0.363853,1.280902,-0.212708,-0.593099,democrat
-1.033721,-0.450498,1.685536,-1.311751,-0.391526,-0.341279,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,republican
-3.322214,-1.462973,-1.109615,1.794562,-0.121757,-0.532135,democrat
3.50235,-1.648136,-0.715608,0.34266,0.097874,0.001442,democrat
-1.666541,-0.317735,-0.222782,-1.548305,-0.93038,0.876014,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,republican
2.426721,-2.15745,0.378932,-0.019134,-0.178326,0.242579,democrat
0.68112,-1.16044,2.188656,-0.832079,1.445069,-0.009041,democrat
-2.363243,-2.218013,-0.194707,-0.186126,1.388179,0.8243,democrat
1.222922,-1.584894,1.431364,-0.17342,1.391385,-0.527988,democrat
-2.343862,-2.081375,0.173634,-0.192198,1.378251,1.212855,democrat
-2.36045,-2.419376,-1.02959,1.796902,0.762211,-0.946299,democrat
0.26163,-2.32366,0.448955,0.406746,-0.530278,0.768708,democrat
0.659952,-2.104555,0.449009,-0.152597,1.209452,0.971664,democrat
-2.870303,-0.680342,-0.162797,-1.048815,-0.695172,0.999587,democrat
3.578951,0.378321,0.423545,1.349672,1.009974,-0.428657,democrat
-1.561246,-1.227749,0.187459,0.642642,-0.255579,1.631329,democrat
1.775901,-1.989576,-2.190564,1.791781,0.176329,-2.242528,democrat
-2.944354,-1.875664,-0.252657,-0.060183,1.320884,1.111629,republican
0.244321,-0.729432,-0.03877,-1.124602,-1.622549,0.252544,republican
-0.544593,-2.994823,0.135454,-0.126554,1.19777,0.525472,democrat
2.31395,-2.339226,-0.882298,0.719605,0.334703,-0.117527,democrat
0.588382,-2.968138,0.28057,0.243901,0.351689,0.333824,democrat
-1.728231,-2.529939,0.053703,-0.020942,1.39018,0.84502,democrat
0.110765,-1.259824,-0.305372,-0.856477,-0.924695,0.479014,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,republican
-2.249049,-0.711697,-0.316062,-1.297695,-0.882604,0.615651,republican
-3.883555,-0.91282,0.536752,1.365691,0.161635,-1.773202,republican
0.226437,2.49077,0.970323,-0.178143,-0.36213,0.645054,republican
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,republican
-3.115395,-0.032994,0.319911,-1.370631,1.358177,-0.256942,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,republican
-0.59611,0.651771,0.938229,-0.535502,1.776177,0.08506,democrat
-3.766601,-0.444033,-0.977887,2.467155,0.210314,-0.045547,democrat
1.208377,0.755532,-0.276547,-0.128577,0.090127,1.309767,democrat
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,republican
-3.223153,-0.290845,-0.022504,1.40066,0.122267,1.836833,republican
2.552146,0.176289,1.268574,0.744118,1.530812,0.170939,democrat
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,republican
-0.710649,-0.081807,1.11251,-2.134151,1.237704,-0.178062,republican
2.859144,-0.505702,-1.399976,-1.545967,0.352178,-0.091985,democrat
1.928927,0.329699,1.119886,-1.166738,-1.023,-0.691108,democrat
-2.534284,-0.375343,0.377862,-1.496575,1.425472,-0.544271,republican
2.448669,-1.019385,1.000717,-0.711617,1.029987,-1.043358,democrat
2.233076,-0.023995,-0.146489,-1.466859,0.972941,-1.029468,democrat
2.859144,-0.505702,-1.399976,-1.545967,0.352178,-0.091985,democrat
-0.710649,-0.081807,1.11251,-2.134151,1.237704,-0.178062,republican
0.795314,-2.236979,0.791747,0.399895,-1.375092,0.670613,democrat
2.689086,-0.343948,0.289615,1.823355,-1.228625,1.129974,democrat
2.009163,-1.332396,0.821899,0.742714,-1.459237,0.90197,democrat
1.447823,-0.782244,2.468266,0.313842,-1.175845,-0.339097,democrat
2.597483,0.41839,0.768032,1.882612,-0.479979,-0.210837,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,democrat
-2.17105,2.051072,0.858421,-0.415349,-0.085575,0.733245,republican
2.414568,0.303049,0.594327,-0.942829,-1.692157,-1.452894,democrat
1.613891,1.924081,0.024135,0.07208,1.091225,0.199968,democrat
-2.187809,1.643243,1.049765,-0.168138,0.027875,0.428094,republican
2.56017,1.857952,0.157073,-0.132351,-0.414729,-0.445657,democrat
-3.31993,-1.538468,0.165239,0.346422,-0.358122,1.188055,republican
-1.565158,2.348199,0.93183,-0.541684,-0.274628,0.591852,republican
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,republican
